player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jack Wohlabaugh,41710,C,DUKE,1,100.0,0,154,70.6,83.7,67.9,0,0,48,100.0,100.0,100.0,1,0,0,102,102,0,0,102,51,51,0,0,51,0
DeVonte Gordon,98391,T,WAKE,1,100.0,0,339,71.0,59.8,76.0,0,3,40,100.0,100.0,93.7,1,4,1,95,0,0,0,95,44,44,0,95,51,0
Loic Ngassam Nya,55442,G,WAKE,1,100.0,0,339,46.0,41.4,48.0,1,0,40,100.0,100.0,96.2,1,2,1,95,0,25,0,95,44,44,70,0,51,0
Zach Tom,55443,T,WAKE,1,100.0,0,339,70.3,89.5,65.9,0,0,40,100.0,100.0,100.0,1,0,0,95,0,0,95,95,44,44,0,0,51,0
Mose Vavao,74174,G,FRESNO ST,1,100.0,0,169,58.5,79.0,49.1,0,0,63,100.0,100.0,100.0,1,0,0,95,0,94,0,95,66,66,0,0,29,1
Sean Maginn,55446,G,WAKE,1,100.0,0,339,65.2,71.2,66.4,0,1,40,100.0,100.0,98.7,1,1,0,95,25,70,0,95,44,44,0,0,51,0
Dontae Bull,81650,T,FRESNO ST,1,100.0,0,169,53.4,51.3,58.6,0,3,63,100.0,100.0,97.6,1,3,0,95,0,0,94,95,66,66,0,0,29,1
Justin Chase,40005,T,E CAROLINA,1,100.0,0,156,61.7,54.2,63.4,0,0,56,100.0,100.0,100.0,0,0,0,95,0,0,95,95,61,61,0,0,34,0
Dante Adkins Jr.,98051,G,FRESNO ST,1,100.0,0,169,52.3,71.2,47.2,0,1,63,100.0,100.0,99.2,2,1,0,94,0,0,0,94,65,65,94,0,29,0
Alex Akingbulu,40634,T,FRESNO ST,1,100.0,0,169,59.9,65.9,53.9,0,3,63,100.0,100.0,97.6,0,3,0,94,0,0,0,94,65,65,0,94,29,0
Bula Schmidt,97646,C,FRESNO ST,1,100.0,0,169,64.1,72.1,63.7,0,1,63,100.0,100.0,97.6,1,2,1,94,94,0,0,94,65,65,0,0,29,0
Jaren Kump,131859,T,UTAH,1,100.0,0,328,50.5,35.8,59.8,1,4,66,100.0,100.0,96.2,0,5,0,93,0,0,93,93,69,69,0,0,24,0
Sataoa Laumea,100525,G,UTAH,1,100.0,0,328,50.1,45.9,46.6,2,4,66,100.0,100.0,95.5,0,6,0,93,0,0,0,93,69,69,93,0,24,0
Nick Ford,60183,C,UTAH,1,100.0,0,328,53.6,54.7,51.8,0,2,66,100.0,100.0,98.5,0,2,0,93,93,0,0,93,69,69,0,0,24,0
Alan Ali,60053,C,SMU,1,100.0,0,287,60.1,63.2,57.8,0,2,55,100.0,100.0,98.2,0,2,0,91,91,0,0,91,60,60,0,0,31,0
Mark Brooks,41609,T,W MICHIGAN,1,100.0,0,347,60.5,65.8,61.8,0,0,41,100.0,100.0,97.6,1,1,1,91,0,0,0,91,46,46,0,91,45,0
Wesley French,29608,T,W MICHIGAN,1,100.0,0,347,59.6,69.2,54.8,0,1,41,100.0,100.0,98.8,0,1,0,91,0,0,91,91,46,46,0,0,45,0
Dylan Deatherage,60242,G,W MICHIGAN,1,100.0,1,347,54.5,21.0,59.3,1,2,41,100.0,100.0,96.3,1,3,0,91,0,0,0,91,46,46,91,0,45,0
Mike Caliendo,41446,C,W MICHIGAN,1,100.0,0,347,73.2,79.4,68.4,0,0,41,100.0,100.0,100.0,0,0,0,91,91,0,0,91,46,46,0,0,45,0
Justin Osborne,99071,G,SMU,1,100.0,0,287,62.2,71.4,58.2,0,2,55,100.0,100.0,98.2,0,2,0,91,0,0,0,91,60,60,91,0,31,0
Jacob South,81901,T,UTAH ST,1,100.0,0,329,71.1,61.8,73.1,1,1,54,100.0,100.0,98.1,0,2,0,91,0,0,0,91,56,56,0,91,35,0
Alfred Edwards III,60190,T,UTAH ST,1,100.0,0,329,55.0,48.1,56.3,1,1,54,100.0,100.0,96.3,0,3,1,91,0,0,91,91,56,56,0,0,35,0
Jacob Gideon,72705,G,W MICHIGAN,1,100.0,0,347,37.4,61.9,37.9,0,1,41,100.0,100.0,98.8,4,1,0,91,0,91,0,91,46,46,0,0,45,0
Quazzel White,60107,G,UTAH ST,1,100.0,0,329,49.2,27.5,51.4,3,2,54,100.0,100.0,95.4,0,5,0,91,0,0,0,91,56,56,91,0,35,0
Jaylon Thomas,77421,T,SMU,1,100.0,0,287,69.5,85.5,56.8,0,0,55,100.0,100.0,100.0,1,0,0,91,0,0,91,91,60,60,0,0,31,0
Falepule Alo,128376,C,UTAH ST,1,100.0,0,329,64.3,62.7,62.9,0,2,54,100.0,100.0,98.1,0,2,0,91,91,0,0,91,56,56,0,0,35,0
Zion Nelson,98239,T,MIAMI FL,1,100.0,0,220,49.2,59.4,45.2,1,1,68,100.0,100.0,95.6,1,4,2,90,0,0,90,90,72,72,0,0,18,0
Justice Oluwaseun,60179,T,MIAMI FL,1,100.0,0,220,55.9,60.5,56.1,0,3,68,100.0,100.0,97.8,1,3,0,90,0,0,0,90,72,72,90,0,18,0
Tate Heitmeier,60815,G,TEXAS ST,1,100.0,0,314,58.9,83.6,52.3,1,0,49,100.0,100.0,99.0,0,1,0,89,0,88,0,89,49,49,1,0,40,0
Charles Fletcher,59938,C,TEXAS ST,1,100.0,0,314,65.8,74.9,65.0,0,0,49,100.0,100.0,100.0,2,0,0,89,89,0,0,89,49,49,0,0,40,0
Kyle Hergel,87427,G,TEXAS ST,1,100.0,0,314,84.1,83.6,85.8,0,0,49,100.0,100.0,98.0,0,1,1,89,0,1,0,89,49,49,88,0,40,0
Dalton Cooper,98482,T,TEXAS ST,1,100.0,1,314,74.1,83.8,71.7,2,0,49,100.0,100.0,98.0,2,2,0,89,0,0,89,89,49,49,0,0,40,0
Liam Dobson,59823,T,TEXAS ST,1,100.0,0,314,70.1,67.5,68.4,0,3,49,100.0,100.0,96.9,1,3,0,89,0,0,0,89,49,49,0,89,40,0
Braeden Daniels,81891,T,UTAH,1,100.0,0,328,54.3,57.7,48.0,0,4,66,100.0,100.0,97.0,0,4,0,89,0,34,0,89,69,69,0,55,20,0
Corey Gaynor,59844,C,MIAMI FL,1,100.0,0,220,48.0,48.1,56.5,1,2,67,100.0,100.0,97.8,2,3,0,89,89,0,0,89,71,71,0,0,18,0
Chaz Neal,77325,T,FAU,1,100.0,0,165,65.7,68.9,62.1,0,0,46,100.0,100.0,100.0,1,0,0,88,0,0,0,88,48,48,0,88,40,0
Desmond Noel,41776,G,FAU,1,100.0,0,165,70.0,71.1,69.6,0,1,46,100.0,100.0,98.9,0,1,0,88,0,88,0,88,48,48,0,0,40,0
Kamaar Bell,99073,G,FAU,1,100.0,0,165,68.4,53.7,71.1,0,2,46,100.0,100.0,97.8,0,2,0,88,0,0,0,88,48,48,88,0,40,0
Dylan Couch,41390,G,TULSA,1,100.0,1,320,61.0,74.8,60.1,1,1,58,100.0,100.0,98.3,1,2,0,88,0,78,0,88,62,62,10,0,26,0
Nick Weber,59684,C,FAU,1,100.0,0,165,74.1,76.7,73.5,0,0,46,100.0,100.0,100.0,1,0,0,88,88,0,0,88,48,48,0,0,40,0
Marquice Robinson,81639,T,FAU,1,100.0,0,165,64.3,68.5,60.6,0,0,46,100.0,100.0,100.0,0,0,0,88,0,0,88,88,48,48,0,0,40,0
Kameron Jones,81739,G,MISS STATE,1,100.0,0,227,74.5,69.2,85.8,0,3,70,100.0,100.0,97.9,1,3,0,87,0,76,0,87,74,74,0,11,13,0
Makai Hart,123314,T,UTSA,1,100.0,0,331,63.2,49.4,66.1,0,3,43,100.0,100.0,96.5,0,3,0,87,0,0,0,87,47,47,0,87,40,0
