player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Kaden Sieracki,158571,T,BAYLOR,1,100.0,0,118,56.4,51.7,57.2,0,3,55,100.0,100.0,97.3,0,3,0,100,0,0,0,100,60,60,0,100,40,0
Omar Aigbedion,164383,G,BAYLOR,1,100.0,0,118,74.3,75.7,75.1,1,1,55,100.0,100.0,98.2,0,2,0,100,0,0,0,100,60,60,100,0,40,0
Ryan Lengyel,144516,G,BAYLOR,1,100.0,0,118,71.6,87.6,68.0,0,0,55,100.0,100.0,100.0,0,0,0,100,0,100,0,100,60,60,0,0,40,0
Sidney Fugar,148284,T,BAYLOR,1,100.0,1,118,56.3,58.9,53.2,0,1,53,100.0,100.0,99.1,2,1,0,95,0,0,95,95,58,58,0,0,37,0
Dylan Sikorski,191224,G,OREGON ST,1,100.0,0,265,76.1,85.3,75.1,0,1,52,100.0,100.0,99.0,0,1,0,90,0,88,0,90,55,55,0,0,35,0
Van Wells,157694,C,OREGON ST,1,100.0,0,265,70.6,86.3,67.5,0,0,52,100.0,100.0,100.0,2,0,0,88,88,0,0,88,55,55,0,0,33,0
Keagen Trost,102324,T,MISSOURI,1,100.0,0,229,65.3,71.3,65.4,1,0,47,100.0,100.0,96.8,1,2,1,86,0,0,0,86,47,47,0,86,39,0
Cayden Green,173697,T,MISSOURI,1,100.0,0,229,71.8,90.9,60.9,0,0,47,100.0,100.0,100.0,0,0,0,86,0,0,86,86,47,47,0,0,39,0
Dominick Giudice,144942,G,MISSOURI,1,100.0,0,229,66.6,71.2,65.1,0,3,47,100.0,100.0,96.8,0,3,0,86,0,86,0,86,47,47,0,0,39,0
Connor Tollison,146881,C,MISSOURI,1,100.0,0,229,58.5,70.4,58.5,0,3,47,100.0,100.0,96.8,1,3,0,86,86,0,0,86,47,47,0,0,39,0
Zac Elam,154563,C,COAST CAR,1,100.0,0,141,77.5,82.6,72.0,0,0,28,96.6,96.8,100.0,0,0,0,85,85,0,0,85,30,31,0,0,55,0
Thomas Johnson,147083,G,COAST CAR,1,100.0,0,141,62.6,52.6,62.7,0,0,28,96.6,96.8,96.4,0,1,1,85,0,85,0,85,30,31,0,0,55,0
Nick Del Grande,156673,T,COAST CAR,1,100.0,0,141,72.2,86.8,65.8,0,0,28,96.6,96.8,100.0,0,0,0,85,0,0,85,85,30,31,0,0,55,0
Trent Allen,184111,G,OHIO,1,100.0,0,259,55.1,73.8,53.4,0,2,41,100.0,100.0,97.6,1,2,0,84,0,0,0,84,46,46,84,0,38,0
Davion Weatherspoon,145888,G,OHIO,1,100.0,0,259,55.8,54.4,54.2,0,1,41,100.0,100.0,96.3,1,2,1,84,0,84,0,84,46,46,0,0,38,0
Joe Cruz,158295,G,SYRACUSE,1,100.0,0,304,62.2,66.1,59.6,0,3,60,100.0,100.0,97.5,0,3,0,84,0,0,0,84,62,62,84,0,22,0
Tristian Smith,163472,G,ARK STATE,1,100.0,1,113,64.3,85.1,57.8,0,0,49,100.0,100.0,100.0,1,0,0,84,0,84,0,84,54,54,0,0,30,0
Nick Marinaro,148848,C,OHIO,1,100.0,0,259,55.0,59.0,57.4,0,2,41,100.0,100.0,97.6,1,2,0,84,84,0,0,84,46,46,0,0,38,0
Shedrick Rhodes Jr.,130602,T,OHIO,1,100.0,0,259,55.2,59.3,57.3,0,2,41,100.0,100.0,97.6,2,2,0,84,0,0,84,84,46,46,0,0,38,0
Aleric Watson,156654,T,ARK STATE,1,100.0,0,113,53.8,63.3,52.8,1,0,49,100.0,100.0,96.9,1,2,1,84,0,0,0,84,54,54,0,84,30,0
