player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Tristan Leigh,144121,T,CLEMSON,1,100.0,1,140,62.2,53.0,68.9,1,4,62,100.0,100.0,94.4,1,6,1,102,0,0,102,102,63,63,0,0,39,0
Marcus Tate,144140,G,CLEMSON,1,100.0,0,140,60.0,61.1,62.2,1,3,62,100.0,100.0,96.8,1,4,0,102,0,102,0,102,63,63,0,0,39,0
Blake Miller,156248,T,CLEMSON,1,100.0,0,140,67.4,66.4,65.4,0,4,62,100.0,100.0,96.8,0,4,0,102,0,0,0,102,63,63,0,101,39,1
Ryan Linthicum,144122,C,CLEMSON,1,100.0,0,140,65.8,65.0,64.0,0,2,62,100.0,100.0,96.8,0,3,1,102,102,0,0,102,63,63,0,0,39,0
Kasen Carpenter,173292,C,TULSA,1,100.0,0,320,52.7,39.4,55.8,0,2,46,100.0,100.0,97.8,0,2,0,95,95,0,0,95,51,51,0,0,44,0
Jack Tanner,190749,T,TULSA,1,100.0,0,320,53.2,53.6,56.6,1,3,46,100.0,100.0,93.5,1,5,1,95,0,0,95,95,51,51,0,0,44,0
Mack Indestad,157468,T,E MICHIGAN,1,100.0,0,160,62.0,43.4,68.0,2,1,48,100.0,100.0,94.8,0,4,1,92,0,0,92,92,53,53,0,0,39,0
Mickey Rewolinski,130473,G,E MICHIGAN,1,100.0,0,160,69.2,82.2,66.0,0,2,48,100.0,100.0,97.9,0,2,0,92,0,92,0,92,53,53,0,0,39,0
Jez Janvier,145758,G,E MICHIGAN,1,100.0,0,160,62.7,67.0,60.8,1,0,48,100.0,100.0,99.0,0,1,0,92,0,0,0,92,53,53,92,0,39,0
Broderick Roman,100253,C,E MICHIGAN,1,100.0,0,160,57.3,59.8,56.2,0,2,48,100.0,100.0,97.9,0,2,0,92,92,0,0,92,53,53,0,0,39,0
