player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Avery Jones,77352,C,E CAROLINA,1,100.0,0,156,62.9,60.6,64.9,1,0,57,100.0,100.0,95.6,2,3,2,104,104,0,0,104,59,59,0,0,45,0
Fernando Frye,77437,G,E CAROLINA,1,100.0,1,156,59.4,59.7,57.8,0,2,57,100.0,100.0,98.2,1,2,0,104,0,0,0,104,59,59,104,0,45,0
Justin Chase,40005,T,E CAROLINA,1,100.0,0,156,53.7,61.4,49.5,0,1,57,100.0,100.0,97.4,0,2,1,104,0,0,96,104,59,59,0,8,45,0
Zach Tom,55443,T,WAKE,1,100.0,0,339,64.5,72.7,57.0,0,1,58,100.0,100.0,95.7,0,3,2,96,0,0,96,96,63,63,0,0,33,0
DeVonte Gordon,98391,T,WAKE,1,100.0,0,339,67.0,83.4,60.3,0,0,58,100.0,100.0,100.0,1,0,0,96,0,0,0,96,63,63,0,96,33,0
Sean Maginn,55446,G,WAKE,1,100.0,0,339,57.3,56.4,55.0,0,2,58,100.0,100.0,98.3,0,2,0,96,0,96,0,96,63,63,0,0,33,0
Branson Hickman,121928,C,SMU,1,100.0,0,287,59.8,70.1,55.6,0,0,61,100.0,100.0,100.0,0,0,0,96,96,0,0,96,62,62,0,0,34,0
Justin Osborne,99071,G,SMU,1,100.0,0,287,52.2,49.6,49.6,0,3,61,100.0,100.0,97.5,0,3,0,96,0,0,0,96,62,62,96,0,34,0
Loic Ngassam Nya,55442,G,WAKE,1,100.0,0,339,63.8,88.6,60.3,0,0,58,100.0,100.0,100.0,1,0,0,96,0,0,0,96,63,63,96,0,33,0
Noah Henderson,77439,T,E CAROLINA,1,100.0,0,156,65.8,57.1,67.1,0,2,52,100.0,100.0,94.2,0,4,2,96,0,0,0,96,54,54,0,96,42,0
Michael Jurgens,77345,C,WAKE,1,100.0,0,339,61.1,63.7,58.7,0,3,58,100.0,100.0,97.4,0,3,0,96,96,0,0,96,63,63,0,0,33,0
Hayden Howerton,60052,G,SMU,1,100.0,0,287,64.6,84.6,58.5,0,0,61,100.0,100.0,100.0,0,0,0,96,0,96,0,96,62,62,0,0,34,0
Nishad Strother,98057,G,E CAROLINA,1,100.0,0,156,66.8,65.2,66.4,0,0,54,100.0,100.0,98.1,0,1,1,94,0,86,8,94,56,56,0,0,38,0
Eli Acker,124121,G,OLE MISS,1,100.0,0,226,52.5,66.4,49.0,0,2,40,100.0,100.0,97.5,0,2,0,94,0,0,0,94,40,40,93,0,54,0
Jeremy James,98423,T,OLE MISS,1,100.0,0,226,74.3,78.6,69.6,0,1,40,100.0,100.0,98.7,0,1,0,94,0,0,0,94,40,40,0,93,54,0
Orlando Umana,60185,C,OLE MISS,1,100.0,0,226,68.4,61.6,69.5,0,2,40,100.0,100.0,97.5,1,2,0,93,93,0,0,93,40,40,0,0,53,0
Nick Broeker,99084,T,OLE MISS,1,100.0,0,226,57.1,61.9,54.7,0,2,40,100.0,100.0,95.0,0,3,1,93,0,0,93,93,40,40,0,0,53,0
Caleb Warren,99083,G,OLE MISS,1,100.0,0,226,68.1,57.3,68.8,0,1,40,100.0,100.0,98.7,0,1,0,93,0,93,0,93,40,40,0,0,53,0
Darnell Wright,98480,T,TENNESSEE,1,100.0,1,307,53.6,37.4,60.6,1,2,57,100.0,100.0,97.4,1,3,0,89,0,0,89,89,62,62,0,0,27,0
Javontez Spraggins,124299,G,TENNESSEE,1,100.0,0,307,60.2,61.8,58.2,0,1,57,100.0,100.0,97.4,0,2,1,89,0,0,0,89,62,62,89,0,27,0
Cooper Mays,124289,C,TENNESSEE,1,100.0,0,307,57.6,76.2,54.5,0,1,57,100.0,100.0,99.1,1,1,0,89,89,0,0,89,62,62,0,0,27,0
Cole Garcia,75872,G,RICE,1,100.0,0,275,61.6,58.3,61.2,1,1,54,100.0,100.0,98.1,0,2,0,88,0,86,0,88,56,56,2,0,32,0
Braedon Nutter,129859,G,RICE,1,100.0,0,275,70.3,56.7,75.0,1,3,54,100.0,100.0,96.3,0,4,0,88,0,2,0,88,56,56,86,0,32,0
Shea Baker,52215,C,RICE,1,100.0,0,275,71.1,73.5,67.8,0,1,54,100.0,100.0,99.1,0,1,0,88,88,0,0,88,56,56,0,0,32,0
Jovaun Woolford,36479,T,RICE,1,100.0,0,275,63.5,53.5,72.9,0,4,54,100.0,100.0,96.3,2,4,0,88,0,0,1,88,56,56,0,87,32,0
Eric Wilson,108531,G,PENN STATE,1,100.0,0,266,56.6,48.0,56.9,0,5,56,100.0,100.0,95.5,0,5,0,87,0,86,0,87,58,58,0,0,29,0
Caedan Wallace,98427,T,PENN STATE,1,100.0,0,266,66.8,58.6,69.5,0,2,56,100.0,100.0,96.4,1,3,1,87,0,0,0,87,58,58,0,86,29,0
Juice Scruggs,81800,G,PENN STATE,1,100.0,0,266,69.7,80.8,64.2,1,1,55,100.0,100.0,98.2,0,2,0,86,61,0,0,86,57,57,25,0,29,0
Rasheed Walker,81798,T,PENN STATE,1,100.0,0,266,62.5,55.0,64.4,1,4,55,100.0,100.0,91.8,0,7,2,86,0,0,86,86,57,57,0,0,29,0
Jake Majors,123123,C,TEXAS,1,100.0,0,311,78.6,79.4,75.0,0,2,53,100.0,100.0,98.1,0,2,0,86,86,0,0,86,58,58,0,0,28,0
Junior Angilau,77465,G,TEXAS,1,100.0,0,311,67.5,78.8,64.5,0,1,53,100.0,100.0,99.1,0,1,0,86,0,86,0,86,58,58,0,0,28,0
Derek Kerstetter,60116,T,TEXAS,1,100.0,0,311,69.6,85.6,58.9,0,0,53,100.0,100.0,100.0,1,0,0,86,0,0,0,86,58,58,0,85,28,1
Gabe Blair,145323,G,N TEXAS,1,100.0,0,251,62.5,55.2,62.6,0,1,37,100.0,100.0,98.6,0,1,0,86,0,86,0,86,39,39,0,0,47,0
Daizion Carroll,81769,G,N TEXAS,1,100.0,1,251,52.1,65.3,48.4,0,2,37,100.0,100.0,97.3,2,2,0,86,0,0,0,86,39,39,86,0,47,0
Cole Brown,81768,T,N TEXAS,1,100.0,0,251,56.3,41.3,59.3,0,4,37,100.0,100.0,94.6,0,4,0,86,0,0,86,86,39,39,0,0,47,0
Manase Mose,59950,C,N TEXAS,1,100.0,0,251,69.6,64.6,67.5,0,0,37,100.0,100.0,100.0,1,0,0,86,86,0,0,86,39,39,0,0,47,0
Jacob Brammer,59944,T,N TEXAS,1,100.0,0,251,57.3,73.4,51.3,0,2,37,100.0,100.0,97.3,0,2,0,86,0,0,0,86,39,39,0,86,47,0
Tope Imade,41569,G,TEXAS,1,100.0,0,311,63.8,76.9,69.5,0,0,53,100.0,100.0,100.0,2,0,0,86,0,0,0,86,58,58,86,0,28,0
Marcus Tate,144140,G,CLEMSON,1,100.0,0,140,63.8,60.6,63.6,1,0,52,100.0,100.0,99.0,0,1,0,86,0,57,25,86,55,55,0,3,31,0
Kyle Hergel,87427,G,TEXAS ST,1,100.0,0,314,74.6,87.3,77.3,0,0,51,100.0,100.0,100.0,1,0,0,85,0,0,0,85,53,53,85,0,32,0
Silas Robinson,81562,C,TEXAS ST,1,100.0,0,314,48.4,55.6,50.7,0,1,51,100.0,100.0,99.0,2,1,0,85,85,0,0,85,53,53,0,0,32,0
Clay Servin,75871,T,RICE,1,100.0,1,275,46.9,35.6,52.2,0,2,54,100.0,100.0,98.1,1,2,0,85,0,0,85,85,56,56,0,0,29,0
Daniel Faalele,81734,T,MINNESOTA,1,100.0,0,225,66.5,67.9,63.7,0,0,34,100.0,100.0,100.0,1,0,0,85,0,0,0,85,37,37,0,85,48,0
Russell Baker,121957,T,TEXAS ST,1,100.0,0,314,72.1,56.7,77.1,0,2,51,100.0,100.0,94.1,0,4,2,85,0,0,0,85,53,53,0,85,32,0
Dalton Cooper,98482,T,TEXAS ST,1,100.0,0,314,67.2,53.7,70.9,2,3,51,100.0,100.0,95.1,0,5,0,85,0,0,85,85,53,53,0,0,32,0
John Michael Schmitz Jr.,55238,C,MINNESOTA,1,100.0,0,225,73.1,83.9,67.7,0,0,34,100.0,100.0,100.0,0,0,0,85,85,0,0,85,37,37,0,0,48,0
Blaise Andries,55233,G,MINNESOTA,1,100.0,0,225,61.4,74.2,58.2,0,0,34,100.0,100.0,100.0,0,0,0,85,0,0,7,85,37,37,78,0,48,0
Conner Olson,41504,G,MINNESOTA,1,100.0,0,225,60.7,81.7,56.4,1,0,34,100.0,100.0,98.5,0,1,0,85,0,85,0,85,37,37,0,0,48,0
Sidy Sow,59675,G,E MICHIGAN,1,100.0,0,160,73.3,33.5,90.1,0,1,61,100.0,100.0,97.5,0,2,1,84,0,84,0,84,62,62,0,0,22,0
Mike Van Hoeven,41296,C,E MICHIGAN,1,100.0,0,160,63.1,64.5,61.0,0,2,61,100.0,100.0,98.4,0,2,0,84,84,0,0,84,62,62,0,0,22,0
