player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Evan Fields,77417,G,MEMPHIS,1,100.0,0,218,62.6,51.4,69.8,3,0,66,100.0,100.0,96.2,1,4,1,103,0,103,0,103,70,70,0,0,33,0
Matt Dale,98648,T,MEMPHIS,1,100.0,0,218,63.1,49.6,74.8,4,4,66,100.0,100.0,92.4,2,9,1,103,0,0,0,103,70,70,0,103,33,0
Jonah Gambill,121763,T,MEMPHIS,1,100.0,0,218,46.2,57.6,38.0,2,1,66,100.0,100.0,97.7,0,3,0,103,0,0,103,103,70,70,0,0,33,0
Dylan Parham,60953,G,MEMPHIS,1,100.0,0,218,63.5,53.5,65.6,0,2,66,100.0,100.0,98.5,0,2,0,103,0,0,0,103,70,70,103,0,33,0
Bence Polgar,98083,C,BUFFALO,1,100.0,0,126,64.3,69.1,61.4,0,0,48,100.0,100.0,100.0,0,0,0,102,102,0,0,102,52,52,0,0,50,0
Jack Klenk,45097,G,BUFFALO,1,100.0,0,126,47.2,56.6,46.3,1,0,48,100.0,100.0,99.0,1,1,0,102,0,20,0,102,52,52,82,0,50,0
Dre Doiron,130405,T,BUFFALO,1,100.0,1,126,58.4,20.8,77.4,2,3,48,100.0,100.0,92.7,1,6,1,102,0,0,0,102,52,52,0,102,50,0
Jake Fuzak,44882,T,BUFFALO,1,100.0,0,126,82.8,63.6,84.4,1,0,48,100.0,100.0,96.9,1,2,1,102,0,0,101,102,52,52,0,0,50,1
Ricky Stromberg,99066,C,ARKANSAS,1,100.0,0,111,80.6,75.0,75.9,0,1,37,100.0,100.0,98.6,0,1,0,95,95,0,0,95,38,38,0,0,57,0
Myron Cunningham,33168,T,ARKANSAS,1,100.0,0,111,68.8,71.6,65.4,1,2,37,100.0,100.0,95.9,0,3,0,95,0,0,95,95,38,38,0,0,57,0
Brady Latham,99068,G,ARKANSAS,1,100.0,0,111,70.8,85.9,67.9,0,0,37,100.0,100.0,100.0,0,0,0,95,0,95,0,95,38,38,0,0,57,0
Jack Wohlabaugh,41710,C,DUKE,1,100.0,0,154,80.3,44.7,78.8,0,0,31,100.0,100.0,100.0,0,0,0,95,95,0,0,95,33,33,0,0,62,0
