player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Zach Holmes,146342,C,BOISE ST,1,100.0,0,120,62.2,45.1,67.2,0,1,38,100.0,100.0,96.1,1,2,1,91,91,0,0,91,42,42,0,0,49,0
JonDarius Morgan,146917,G,UAB,1,100.0,0,321,71.9,79.7,70.3,0,1,45,100.0,100.0,98.9,0,1,0,90,0,0,0,90,50,50,90,0,40,0
Vincent Fiacable,144836,C,FAU,1,100.0,0,165,61.2,67.9,65.5,1,2,58,100.0,100.0,97.4,3,3,0,90,90,0,0,90,60,60,0,0,30,0
Scarlee Jean,160961,G,FAU,1,100.0,0,165,75.8,79.9,70.0,0,2,58,100.0,100.0,98.3,0,2,0,90,0,0,0,90,60,60,0,90,30,0
Baron Franks II,150396,G,UAB,1,100.0,0,321,66.5,69.9,69.4,2,0,45,100.0,100.0,97.8,1,2,0,90,0,89,0,90,50,50,0,1,40,0
Alex Atcavage,123591,G,FAU,1,100.0,0,165,64.6,83.9,58.1,0,2,58,100.0,100.0,98.3,0,2,0,90,0,0,0,90,60,60,90,0,30,0
Adam Lepkowski,145455,C,UAB,1,100.0,1,321,73.6,78.3,69.1,0,0,45,100.0,100.0,100.0,1,0,0,90,90,0,0,90,50,50,0,0,40,0
Okino King,156526,G,FAU,1,100.0,0,165,62.3,65.3,60.2,1,0,58,100.0,100.0,99.1,1,1,0,90,0,90,0,90,60,60,0,0,30,0
Ja'Kavion Nonar,162800,T,FAU,1,100.0,0,165,65.3,81.9,58.2,0,1,58,100.0,100.0,99.1,1,1,0,90,0,0,87,90,60,60,0,0,30,3
Tanoa Togiai,131879,G,UTAH,1,100.0,0,328,50.5,79.9,44.5,0,1,38,100.0,100.0,98.7,0,1,0,89,0,89,0,89,40,40,0,0,49,0
