player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Daughtry Richardson,156281,T,FAU,1,100.0,0,165,56.5,51.6,65.3,1,3,67,100.0,100.0,97.0,1,4,0,95,0,0,0,95,73,73,0,95,22,0
Scarlee Jean,160961,G,FAU,1,100.0,0,165,57.4,56.2,54.4,0,4,67,100.0,100.0,97.0,1,4,0,95,0,95,0,95,73,73,0,0,22,0
Ryan Lengyel,144516,G,BAYLOR,1,100.0,0,118,56.1,53.5,54.6,1,3,55,100.0,100.0,96.4,0,4,0,95,0,95,0,95,60,60,0,0,35,0
Coleton Price,158567,C,BAYLOR,1,100.0,0,118,62.7,76.5,56.8,0,1,55,100.0,100.0,99.1,0,1,0,95,95,0,0,95,60,60,0,0,35,0
Okino King,156526,G,FAU,1,100.0,0,165,52.2,70.6,44.8,0,0,67,100.0,100.0,97.0,1,2,2,95,0,0,0,95,73,73,95,0,22,0
Kaden Sieracki,158571,T,BAYLOR,1,100.0,1,118,61.9,74.9,52.7,0,1,55,100.0,100.0,99.1,1,1,0,95,0,0,0,95,60,60,0,95,35,0
Ja'Kavion Nonar,162800,T,FAU,1,100.0,0,165,65.0,76.3,52.0,0,2,67,100.0,100.0,97.0,1,3,1,95,0,0,95,95,73,73,0,0,22,0
Vincent Fiacable,144836,C,FAU,1,100.0,0,165,66.2,85.0,60.9,0,1,67,100.0,100.0,99.3,1,1,0,95,95,0,0,95,73,73,0,0,22,0
Darius Bell,148375,C,E CAROLINA,1,100.0,0,156,57.1,69.7,54.6,0,1,41,100.0,100.0,98.8,0,1,0,92,92,0,0,92,41,41,0,0,51,0
Omar Aigbedion,164383,G,BAYLOR,1,100.0,0,118,65.2,72.1,62.8,0,1,54,100.0,100.0,99.1,0,1,0,92,0,0,0,92,58,58,92,0,34,0
Cooper Trnavsky,198339,T,E CAROLINA,1,100.0,0,156,54.3,49.8,54.8,0,3,41,100.0,100.0,93.9,0,4,1,92,0,0,0,92,41,41,0,92,51,0
Panda Askew,122173,G,E CAROLINA,1,100.0,0,156,55.0,58.0,53.1,0,0,41,100.0,100.0,100.0,0,0,0,92,0,92,0,92,41,41,0,0,51,0
Emmanuel Poku,162652,G,E CAROLINA,1,100.0,0,156,63.2,81.1,59.7,0,0,41,100.0,100.0,100.0,0,0,0,92,0,0,0,92,41,41,92,0,51,0
Henry Tabansi,171215,T,BUFFALO,1,100.0,0,126,58.5,56.7,57.3,1,1,60,100.0,100.0,96.7,1,3,1,91,0,0,91,91,65,65,0,0,26,0
Tyler Doty,130407,G,BUFFALO,1,100.0,0,126,65.4,81.4,65.0,1,0,60,100.0,100.0,99.2,1,1,0,91,0,0,0,91,65,65,91,0,26,0
Trevor Brock,171197,T,BUFFALO,1,100.0,0,126,46.3,38.8,63.2,4,5,60,100.0,100.0,92.5,2,9,0,91,0,1,0,91,65,65,0,90,26,0
Shiyazh Pete,147455,T,KENTUCKY,1,100.0,0,202,49.8,45.5,50.4,0,3,50,100.0,100.0,93.0,0,5,2,89,0,0,88,89,54,54,0,0,35,1
Jalen Farmer,157745,G,KENTUCKY,1,100.0,0,202,51.9,26.6,55.6,0,1,50,100.0,100.0,99.0,0,1,0,89,0,0,0,89,54,54,89,0,35,0
