player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Reid Williams,129405,C,UNLV,1,100.0,0,325,63.2,84.2,56.2,0,0,51,100.0,100.0,100.0,0,0,0,88,88,0,0,88,53,53,0,0,35,0
Malik McGowan,122842,G,UNLV,1,100.0,0,325,58.3,50.7,58.3,0,1,51,100.0,100.0,99.0,0,1,0,88,0,88,0,88,53,53,0,0,35,0
Austin Boyd,174066,T,UNLV,1,100.0,0,325,71.3,72.2,68.0,0,3,51,100.0,100.0,97.1,0,3,0,88,0,0,0,88,53,53,0,88,35,0
Blake Miller,156248,T,CLEMSON,1,100.0,0,140,52.6,51.3,66.7,1,3,62,100.0,100.0,96.8,2,4,0,86,0,0,0,86,66,66,0,85,20,1
Ryan Linthicum,144122,C,CLEMSON,1,100.0,0,140,71.3,84.4,74.0,1,0,62,100.0,100.0,99.2,2,1,0,86,86,0,0,86,66,66,0,0,20,0
Blake Bustard,184042,T,SO MISS,1,100.0,0,296,67.6,80.7,57.3,0,2,53,100.0,100.0,98.1,0,2,0,85,0,0,85,85,56,56,0,0,29,0
Jimeto Obigbo,150060,G,ARIZONA ST,1,100.0,0,110,56.4,76.3,55.2,0,1,36,100.0,100.0,98.6,1,1,0,85,0,85,0,85,40,40,0,0,45,0
Caleb Ash,190680,T,TROY,1,100.0,0,318,67.2,50.5,73.3,0,2,48,98.0,98.1,95.8,0,3,1,85,0,0,0,85,51,52,0,85,34,0
Matt Henry,190689,G,TROY,1,100.0,0,318,68.3,80.1,65.5,0,0,48,98.0,98.1,100.0,0,0,0,85,0,0,0,85,51,52,85,0,34,0
Max Iheanachor,171881,T,ARIZONA ST,1,100.0,0,110,70.3,84.0,62.3,0,1,36,100.0,100.0,98.6,0,1,0,85,0,0,0,85,40,40,0,85,45,0
Kyle Scott,171888,G,ARIZONA ST,1,100.0,0,110,62.5,51.2,63.5,0,3,36,100.0,100.0,95.8,0,3,0,85,0,0,0,85,40,40,85,0,45,0
Josh Atkins,144243,T,ARIZONA ST,1,100.0,0,110,61.4,54.3,62.0,0,0,36,100.0,100.0,100.0,1,0,0,85,0,0,85,85,40,40,0,0,45,0
Broderick Roman,100253,C,SO MISS,1,100.0,0,296,59.1,83.0,54.6,0,1,53,100.0,100.0,99.1,1,1,0,85,85,0,0,85,56,56,0,0,29,0
Ben Coleman,100518,C,ARIZONA ST,1,100.0,0,110,61.6,81.3,56.4,0,0,36,100.0,100.0,100.0,0,0,0,85,85,0,0,85,40,40,0,0,45,0
Josiah Chenault,177028,C,KENNESAW,1,100.0,0,200,65.2,83.3,59.4,0,0,44,100.0,100.0,100.0,0,0,0,85,85,0,0,85,45,45,0,0,40,0
Hayes Creel,160187,T,SO MISS,1,100.0,0,296,67.5,81.0,56.7,0,1,53,100.0,100.0,99.1,0,1,0,85,0,0,0,85,56,56,0,85,29,0
Nikola Milovac,169998,T,KENNESAW,1,100.0,1,200,53.5,62.6,55.0,1,2,44,100.0,100.0,96.6,1,3,0,85,0,0,0,85,45,45,0,70,40,15
Elijah Prather,172362,T,TROY,1,100.0,0,318,70.1,75.8,64.8,0,3,48,98.0,98.1,96.9,0,3,0,85,0,0,85,85,51,52,0,0,34,0
Brandon Best,156298,G,KENNESAW,1,100.0,0,200,66.0,85.4,62.0,0,0,44,100.0,100.0,100.0,0,0,0,85,0,85,0,85,45,45,0,0,40,0
