player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Aloali'i Maui,175947,G,UTAH ST,1,100.0,0,329,58.8,56.8,57.3,0,2,64,100.0,100.0,98.4,1,2,0,92,0,0,0,92,65,65,92,0,27,0
Wyatt Bowles,81896,G,UTAH ST,1,100.0,0,329,59.2,63.7,55.7,0,3,64,100.0,100.0,97.7,0,3,0,92,0,92,0,92,65,65,0,0,27,0
Falepule Alo,128376,C,UTAH ST,1,100.0,0,329,61.1,77.3,54.0,1,0,64,100.0,100.0,99.2,0,1,0,92,92,0,0,92,65,65,0,0,27,0
Teague Andersen,163424,T,UTAH ST,1,100.0,0,329,64.2,81.4,58.2,0,0,63,100.0,100.0,100.0,1,0,0,91,0,0,0,91,64,64,0,90,27,0
Grant Starck,128245,T,OREGON ST,1,100.0,0,265,67.5,77.5,60.8,0,1,47,100.0,100.0,98.9,0,1,0,90,0,0,0,90,51,51,0,90,39,0
Joshua Gray,98252,G,OREGON ST,1,100.0,0,265,64.7,37.1,69.2,1,0,47,100.0,100.0,98.9,0,1,0,90,0,90,0,90,51,51,0,0,39,0
Gerad Christian-Lichtenhan,131673,T,OREGON ST,1,100.0,0,265,69.2,68.1,66.8,0,2,47,100.0,100.0,95.7,0,3,1,90,0,0,90,90,51,51,0,0,39,0
Josh Kaltenberger,129819,C,MARYLAND,1,100.0,0,215,69.4,64.9,68.4,0,2,57,100.0,100.0,98.2,0,2,0,88,65,23,0,88,61,61,0,0,27,0
Aliou Bah,157068,G,MARYLAND,1,100.0,0,215,55.8,73.1,47.2,1,1,57,100.0,100.0,98.2,0,2,0,88,0,0,0,88,61,61,88,0,27,0
Alexander Doost,176507,G,ARIZONA,1,100.0,0,109,69.6,83.2,71.4,0,0,58,100.0,100.0,100.0,1,0,0,87,0,0,0,87,61,61,87,0,26,0
Jonah Savaiinaea,158742,T,ARIZONA,1,100.0,0,109,71.2,85.3,58.0,0,0,58,100.0,100.0,100.0,0,0,0,87,0,0,0,87,61,61,0,83,26,4
Diego Pounds,143976,T,OLE MISS,1,100.0,1,226,58.8,70.0,56.6,0,3,51,100.0,100.0,95.1,1,4,1,87,0,0,87,87,52,52,0,0,35,0
Micah Pettus,146812,T,OLE MISS,1,100.0,0,226,61.8,50.8,65.4,2,3,51,100.0,100.0,95.1,1,5,0,87,0,0,0,87,52,52,0,87,35,0
Josh Baker,131560,C,ARIZONA,1,100.0,0,109,61.3,77.7,53.8,1,1,58,100.0,100.0,98.3,0,2,0,87,87,0,0,87,61,61,0,0,26,0
Reece McIntyre,98383,C,OLE MISS,1,100.0,0,226,61.1,83.0,61.4,1,0,51,100.0,100.0,99.0,2,1,0,87,87,0,0,87,52,52,0,0,35,0
Rhino Tapa'atoutai,171870,T,ARIZONA,1,100.0,0,109,47.7,41.6,50.0,3,4,58,100.0,100.0,94.0,1,7,0,86,0,0,86,86,61,61,0,0,25,0
Wendell Moe Jr.,158736,G,ARIZONA,1,100.0,0,109,70.7,87.9,65.9,1,0,58,100.0,100.0,99.1,0,1,0,86,0,86,0,86,61,61,0,0,25,0
Jez Janvier,145758,G,E MICHIGAN,1,100.0,1,160,60.1,52.2,60.8,0,3,51,100.0,100.0,97.1,1,3,0,85,0,0,0,85,53,53,85,0,32,0
Brian Stevens,108439,C,VIRGINIA,1,100.0,0,335,60.4,83.2,60.5,0,1,52,100.0,100.0,99.0,3,1,0,85,85,0,0,85,54,54,0,0,31,0
Rush Reimer,147657,G,CAL,1,100.0,0,130,55.0,68.7,49.8,1,0,44,100.0,100.0,98.9,1,1,0,85,0,84,0,85,52,52,0,0,33,1
Blake Bustard,184042,T,E MICHIGAN,1,100.0,0,160,59.3,68.0,52.4,1,0,51,100.0,100.0,99.0,0,1,0,85,0,0,75,85,53,53,0,10,32,0
Bastian Swinney,146294,G,CAL,1,100.0,0,130,52.5,76.2,43.8,1,1,44,100.0,100.0,97.7,0,2,0,85,0,0,0,85,52,52,84,0,33,1
Noah Josey,126259,G,VIRGINIA,1,100.0,0,335,57.5,89.0,47.9,0,0,52,100.0,100.0,100.0,0,0,0,85,0,85,0,85,54,54,0,0,31,0
Mickey Rewolinski,130473,G,E MICHIGAN,1,100.0,0,160,71.7,88.2,68.0,0,0,51,100.0,100.0,100.0,0,0,0,85,0,85,0,85,53,53,0,0,32,0
Flavio Gonzalez,162473,G,OREGON ST,1,100.0,0,265,62.6,61.4,61.9,0,1,44,100.0,100.0,98.9,0,1,0,84,0,0,0,84,48,48,84,0,36,0
Will McDonald,97835,C,CAL,1,100.0,0,130,45.0,48.4,49.0,0,2,44,100.0,100.0,97.7,1,2,0,84,84,0,0,84,51,51,0,0,33,0
T.J. Session,102316,T,CAL,1,100.0,1,130,61.1,61.7,64.5,0,3,44,100.0,100.0,94.3,2,4,1,84,0,0,0,84,51,51,0,84,33,0
Drew Azzopardi,158777,T,WASHINGTON,1,100.0,0,340,29.6,9.7,46.5,0,4,55,100.0,100.0,94.5,1,5,1,82,0,0,0,82,57,57,0,82,25,0
D'Angalo Titialii,143757,C,WASHINGTON,1,100.0,0,340,71.3,67.1,70.0,0,2,55,100.0,100.0,98.2,0,2,0,82,82,0,0,82,57,57,0,0,25,0
Enokk Vimahi,101548,G,WASHINGTON,1,100.0,0,340,50.2,26.5,59.2,1,1,55,100.0,100.0,94.5,1,4,2,82,0,0,0,82,57,57,82,0,25,0
Nate Kalepo,100522,G,OLE MISS,1,100.0,0,226,60.7,65.4,62.8,0,0,47,100.0,100.0,100.0,1,0,0,81,0,81,0,81,48,48,0,0,33,0
Dominic Boyd,150802,T,GA SOUTHRN,1,100.0,0,174,72.6,82.7,63.1,0,0,52,100.0,100.0,98.1,1,1,1,80,0,0,79,80,58,58,0,0,22,1
Kamar Missouri,129890,T,UTSA,1,100.0,0,331,53.1,57.7,55.1,1,4,51,100.0,100.0,95.1,1,5,0,80,0,0,80,80,52,52,0,0,28,0
CJ James Jr.,151192,C,UTSA,1,100.0,0,331,69.4,56.5,74.7,0,3,51,100.0,100.0,97.1,1,3,0,80,80,0,0,80,52,52,0,0,28,0
Pichon Wimbley,158371,G,GA SOUTHRN,1,100.0,0,174,61.3,79.7,53.4,0,1,52,100.0,100.0,97.1,0,2,1,80,0,80,0,80,58,58,0,0,22,0
Emery Jones Jr.,157117,T,LSU,1,100.0,0,211,56.1,44.1,63.2,1,8,52,100.0,100.0,91.3,1,9,0,79,0,0,0,79,56,56,0,79,23,0
Ryan Linthicum,144122,C,CLEMSON,1,100.0,0,140,57.9,71.3,53.5,0,2,46,100.0,100.0,97.8,0,2,0,79,79,0,0,79,47,47,0,0,32,0
DJ Chester,172473,C,LSU,1,100.0,0,211,48.2,58.0,48.6,1,4,52,100.0,100.0,95.2,1,5,0,79,79,0,0,79,56,56,0,0,23,0
Miles Frazier,123626,G,LSU,1,100.0,0,211,58.0,83.7,51.9,0,2,52,100.0,100.0,98.1,1,2,0,79,0,0,0,79,56,56,79,0,23,0
Drew Bobo,163736,C,GEORGIA,1,100.0,0,173,70.4,81.5,64.8,0,1,49,100.0,100.0,99.0,0,1,0,79,79,0,0,79,50,50,0,0,29,0
Dylan Fairchild,146716,G,GEORGIA,1,100.0,0,173,67.3,87.5,61.8,0,0,49,100.0,100.0,100.0,1,0,0,79,0,79,0,79,50,50,0,0,29,0
