player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Josh Carlin,72075,G,UCLA,1,100.0,1,324,59.6,68.0,56.8,0,2,49,100.0,100.0,98.0,1,2,0,98,0,0,0,98,49,49,98,0,49,0
Spencer Holstege,101600,G,UCLA,1,100.0,0,324,69.6,65.9,69.9,0,1,49,100.0,100.0,96.9,0,2,1,98,0,98,0,98,49,49,0,0,49,0
Garrett DiGiorgio,146395,T,UCLA,1,100.0,0,324,64.1,71.5,63.9,0,3,49,100.0,100.0,96.9,1,3,0,98,0,0,0,98,49,49,0,98,49,0
Bruno Fina,131791,T,UCLA,1,100.0,0,324,40.4,4.9,53.6,3,4,49,100.0,100.0,90.8,0,8,1,98,0,0,98,98,49,49,0,0,49,0
Duke Clemens,100545,C,UCLA,1,100.0,0,324,75.9,77.3,71.5,0,0,49,100.0,100.0,100.0,0,0,0,98,98,0,0,98,49,49,0,0,49,0
Bryce Thoman,125342,C,TEMPLE,1,100.0,0,306,63.4,59.5,63.8,1,3,68,100.0,100.0,97.1,0,4,0,97,1,96,0,97,71,71,0,0,26,0
Wisdom Quarshie,98198,G,TEMPLE,1,100.0,0,306,62.4,71.1,57.9,0,4,68,100.0,100.0,97.1,0,4,0,97,0,0,0,97,71,71,97,0,26,0
Victor Stoffel,98528,T,TEMPLE,1,100.0,0,306,68.6,82.6,55.0,2,0,68,100.0,100.0,97.1,0,3,1,97,0,0,0,97,71,71,0,97,26,0
Luke Watson,173286,T,TEMPLE,1,100.0,0,306,50.5,53.9,45.0,2,9,68,100.0,100.0,91.9,0,11,0,97,0,0,97,97,71,71,0,0,26,0
Richard Rodriguez,144397,C,TEMPLE,1,100.0,0,306,65.2,69.1,62.0,0,3,67,100.0,100.0,97.8,0,3,0,96,96,0,0,96,70,70,0,0,26,0
Diego Pounds,143976,T,N CAROLINA,1,100.0,0,245,63.0,68.6,57.4,0,2,58,100.0,100.0,98.3,1,2,0,92,0,0,92,92,61,61,0,0,31,0
Ed Montilus,77353,G,N CAROLINA,1,100.0,0,245,57.8,47.2,58.6,0,5,58,100.0,100.0,95.7,0,5,0,92,0,92,0,92,61,61,0,0,31,0
Corey Gaynor,59844,C,N CAROLINA,1,100.0,0,245,72.4,77.9,68.0,0,0,58,100.0,100.0,98.3,0,1,1,92,92,0,0,92,61,61,0,0,31,0
Spencer Rolland,108693,T,N CAROLINA,1,100.0,0,245,68.6,73.7,63.3,0,1,58,100.0,100.0,99.1,0,1,0,92,0,0,0,92,61,61,0,92,31,0
Logan Osburn,53851,C,MARSHALL,1,100.0,1,214,71.6,80.1,70.7,0,0,66,100.0,100.0,98.5,1,1,1,91,91,0,0,91,67,67,0,0,24,0
Ethan Driskell,98530,T,MARSHALL,1,100.0,0,214,56.4,65.5,61.3,0,3,66,100.0,100.0,97.7,1,3,0,91,0,0,91,91,67,67,0,0,24,0
Trent Holler,105818,G,MARSHALL,1,100.0,0,214,62.9,86.4,58.9,0,1,66,100.0,100.0,99.2,1,1,0,91,0,74,0,91,67,67,17,0,24,0
Mike Lofton,123751,C,USF,1,100.0,0,327,48.1,45.5,53.0,0,3,52,100.0,100.0,97.1,3,3,0,89,89,0,0,89,58,58,0,0,31,0
Derek Bowman,123654,T,USF,1,100.0,0,327,55.3,44.0,60.3,0,4,52,100.0,100.0,92.3,0,6,2,89,0,0,0,89,58,58,0,89,31,0
Zane Herring,122402,G,USF,1,100.0,0,327,58.8,70.7,53.5,0,2,52,100.0,100.0,98.1,0,2,0,89,0,0,0,89,58,58,89,0,31,0
R.J. Perry,124292,T,USF,1,100.0,1,327,44.7,44.0,43.6,0,4,52,100.0,100.0,94.2,1,5,1,89,0,0,89,89,58,58,0,0,31,0
Wilson Kelly,121810,C,MIDDLE TN,1,100.0,0,224,57.9,69.5,56.7,0,0,61,100.0,100.0,100.0,1,0,0,88,88,0,0,88,65,65,0,0,23,0
Dalton Tucker,81717,G,MARSHALL,1,100.0,0,214,71.0,90.5,64.4,0,0,64,100.0,100.0,100.0,0,0,0,88,0,0,0,88,65,65,74,14,23,0
Jimeto Obigbo,150060,T,TEXAS ST,1,100.0,0,314,63.5,78.3,57.6,1,0,40,100.0,100.0,98.7,0,1,0,88,0,0,0,88,40,40,0,88,48,0
Brey Walker,77446,G,TEXAS ST,1,100.0,0,314,67.1,84.3,63.8,0,0,40,100.0,100.0,100.0,0,0,0,88,0,0,0,88,40,40,88,0,48,0
Caleb Johnson,102301,C,TEXAS ST,1,100.0,0,314,62.8,82.6,57.9,0,0,40,100.0,100.0,100.0,1,0,0,88,88,0,0,88,40,40,0,0,48,0
Keylan Rutledge,156597,G,MIDDLE TN,1,100.0,0,224,60.2,64.6,56.8,0,2,61,100.0,100.0,96.7,0,3,1,88,0,0,0,88,65,65,88,0,23,0
Trenton Scott,121987,T,TEXAS ST,1,100.0,0,314,64.7,64.7,62.5,1,2,40,100.0,100.0,96.2,0,3,0,88,0,0,88,88,40,40,0,0,48,0
Willie Lampkin,122344,G,N CAROLINA,1,100.0,0,245,72.3,83.7,75.6,0,1,56,100.0,100.0,99.1,1,1,0,87,0,0,0,87,59,59,87,0,28,0
Dorion Strawn,150063,G,TEXAS ST,1,97.7,0,314,65.7,84.2,63.4,0,0,38,95.0,95.0,100.0,0,0,0,86,0,82,0,88,38,40,0,0,48,6
Teague Andersen,163424,T,UTAH ST,1,100.0,0,329,66.6,60.6,66.0,0,3,37,100.0,100.0,95.9,0,3,0,85,0,0,0,85,38,38,0,85,47,0
Wyatt Bowles,81896,T,UTAH ST,1,100.0,0,329,55.9,74.0,52.1,1,0,37,100.0,100.0,98.6,0,1,0,85,0,85,0,85,38,38,0,0,47,0
Aloali'i Maui,175947,G,UTAH ST,1,100.0,0,329,71.1,73.6,67.8,1,0,37,100.0,100.0,98.6,0,1,0,85,66,0,0,85,38,38,19,0,47,0
Preston Nichols,81609,G,PURDUE,1,100.0,0,273,65.9,87.8,60.3,0,0,46,100.0,100.0,100.0,0,0,0,84,0,84,0,84,49,49,0,0,35,0
Mahamane Moussa,145114,T,PURDUE,1,100.0,0,273,59.5,57.3,58.6,1,1,46,100.0,100.0,95.7,1,3,1,84,0,0,84,84,49,49,0,0,35,0
Gus Hartwig,129814,C,PURDUE,1,100.0,0,273,63.9,85.0,57.0,0,0,46,100.0,100.0,100.0,1,0,0,84,84,0,0,84,49,49,0,0,35,0
Jacob Gardner,128229,C,COLO STATE,1,100.0,1,144,60.7,69.6,65.0,0,2,57,100.0,100.0,98.2,2,2,0,84,84,0,0,84,59,59,0,0,25,0
Oliver Jervis,78404,G,COLO STATE,1,100.0,0,144,57.4,61.6,53.5,0,2,57,100.0,100.0,98.2,0,2,0,84,0,84,0,84,59,59,0,0,25,0
Andrew Cannon,128226,G,COLO STATE,1,100.0,0,144,65.3,73.2,62.5,0,1,57,100.0,100.0,99.1,0,1,0,84,0,0,0,84,59,59,84,0,25,0
