player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jayden Williams,146815,T,OLE MISS,1,100.0,0,226,79.9,72.5,79.0,0,2,41,100.0,100.0,97.6,0,2,0,90,0,0,0,90,45,45,0,90,45,0
Patrick Kutas,163635,G,OLE MISS,1,100.0,0,226,74.8,55.7,82.5,0,1,41,100.0,100.0,98.8,2,1,0,90,0,0,0,90,45,45,90,0,45,0
Diego Pounds,143976,T,OLE MISS,1,100.0,0,226,61.9,62.7,64.4,0,0,41,100.0,100.0,100.0,1,0,0,90,0,0,90,90,45,45,0,0,45,0
Delano Townsend,173351,G,OLE MISS,1,100.0,0,226,63.5,61.0,63.0,0,2,41,100.0,100.0,97.6,0,2,0,90,0,90,0,90,45,45,0,0,45,0
Brycen Sanders,172527,C,OLE MISS,1,100.0,1,226,51.1,53.9,51.1,0,2,41,100.0,100.0,97.6,1,2,0,90,90,0,0,90,45,45,0,0,45,0
Jordan Church,169904,G,LOUISVILLE,1,100.0,0,210,59.5,31.9,65.3,0,1,53,100.0,100.0,99.1,0,1,0,88,0,0,0,88,55,55,88,0,33,0
Pete Nygra,145875,C,LOUISVILLE,1,100.0,0,210,60.4,67.4,57.1,0,0,53,100.0,100.0,100.0,0,0,0,88,88,0,0,88,55,55,0,0,33,0
Deondre Buford,124053,T,CINCINNATI,1,100.0,0,138,32.2,21.4,39.8,1,6,49,100.0,100.0,92.9,2,7,0,88,0,0,0,88,55,55,0,88,33,0
Lance Robinson,121819,G,LOUISVILLE,1,100.0,0,210,54.9,54.4,57.2,0,0,53,100.0,100.0,100.0,3,0,0,88,0,88,0,88,55,55,0,0,33,0
Joe Cotton,164827,T,CINCINNATI,1,100.0,0,138,46.3,27.6,55.5,1,5,49,100.0,100.0,93.9,0,6,0,88,0,0,88,88,55,55,0,0,33,0
Gavin Gerhardt,123561,C,CINCINNATI,1,100.0,0,138,53.5,35.1,58.4,1,1,49,100.0,100.0,98.0,0,2,0,88,88,0,0,88,55,55,0,0,33,0
Taran Tyo,163098,G,CINCINNATI,1,100.0,0,138,55.7,62.8,56.2,0,2,49,100.0,100.0,98.0,1,2,0,88,0,0,0,88,55,55,88,0,33,0
