player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Tyler Steen,81921,T,VANDERBILT,1,100.0,0,333,65.7,78.7,62.3,0,1,52,100.0,100.0,99.0,1,1,0,96,0,0,96,96,55,55,0,0,41,0
Delfin Xavier Castillo,146960,G,VANDERBILT,1,100.0,0,333,67.7,71.1,66.7,0,0,52,100.0,100.0,100.0,0,0,0,96,0,0,0,96,55,55,96,0,41,0
Bradley Ashmore,124344,T,VANDERBILT,1,100.0,0,333,52.1,25.9,63.4,1,4,52,100.0,100.0,93.3,0,6,1,96,0,0,0,96,55,55,0,96,41,0
Parker Titsworth,97656,C,OHIO,1,100.0,0,259,64.0,71.7,63.7,0,1,44,100.0,100.0,98.9,1,1,0,94,94,0,0,94,56,56,0,0,38,0
Liam Jimmons,44413,G,USC,1,100.0,0,326,75.0,80.8,79.3,0,1,51,100.0,100.0,99.0,1,1,0,93,0,0,0,93,58,58,93,0,35,0
Brett Neilon,55555,C,USC,1,100.0,0,326,64.3,55.2,65.0,0,2,51,100.0,100.0,98.0,0,2,0,93,93,0,0,93,58,58,0,0,35,0
Andrew Vorhees,60818,G,USC,1,100.0,0,326,70.8,76.4,64.8,0,3,51,100.0,100.0,97.1,0,3,0,93,0,0,93,93,58,58,0,0,35,0
Justin Dedich,83018,G,USC,1,100.0,0,326,68.3,82.5,64.3,0,2,51,100.0,100.0,98.0,0,2,0,93,0,93,0,93,58,58,0,0,35,0
Jalen McKenzie,60817,T,USC,1,100.0,0,326,80.6,75.6,79.5,0,2,51,100.0,100.0,98.0,0,2,0,93,0,0,0,93,58,58,0,93,35,0
Hawk Wimmer,104200,G,AIR FORCE,1,100.0,0,101,69.6,77.2,68.1,0,0,5,100.0,100.0,100.0,0,0,0,92,0,0,0,92,5,5,92,0,87,0
Steven Losoya III,98266,T,MIDDLE TN,1,100.0,1,224,63.7,82.2,53.0,0,1,54,100.0,100.0,99.1,1,1,0,90,0,0,89,90,59,59,0,0,31,0
Hunter Woodard,77544,G,OKLA STATE,1,100.0,0,262,63.7,84.0,59.2,0,1,41,100.0,100.0,98.8,0,1,0,90,0,0,0,90,45,45,90,0,45,0
Jarrod Hufford,99440,T,IOWA STATE,1,100.0,1,193,30.3,42.5,45.8,1,1,60,100.0,100.0,96.7,4,3,1,90,0,0,89,90,65,65,0,0,25,0
Preston Wilson,99429,T,OKLA STATE,1,100.0,0,262,77.6,80.7,72.6,0,2,41,100.0,100.0,97.6,0,2,0,90,0,0,0,90,45,45,0,90,45,0
Cole Birmingham,99427,T,OKLA STATE,1,100.0,0,262,60.1,77.9,56.9,0,1,41,100.0,100.0,98.8,1,1,0,90,0,0,90,90,45,45,0,0,45,0
Lance Robinson,121819,T,MIDDLE TN,1,100.0,0,224,65.6,64.1,64.2,1,3,54,100.0,100.0,96.3,0,4,0,90,0,0,0,90,59,59,0,89,31,0
Derek Schweiger,59750,T,IOWA STATE,1,100.0,0,193,62.9,56.2,65.9,0,2,60,100.0,100.0,96.7,0,3,1,90,0,0,0,90,65,65,0,88,25,1
Joe Michalski,99426,C,OKLA STATE,1,100.0,0,262,48.2,68.5,45.8,0,3,41,100.0,100.0,96.3,0,3,0,90,90,0,0,90,45,45,0,0,45,0
Jordan Palmer,121816,C,MIDDLE TN,1,100.0,0,224,62.1,64.5,64.0,0,3,54,100.0,100.0,97.2,1,3,0,90,89,0,0,90,59,59,0,0,31,0
Colin Newell,59753,C,IOWA STATE,1,100.0,0,193,55.3,41.7,59.0,1,2,60,100.0,100.0,97.5,0,3,0,89,89,0,0,89,65,65,0,0,24,0
Trevor Downing,77472,G,IOWA STATE,1,100.0,0,193,67.5,77.5,70.4,0,1,60,100.0,100.0,99.2,1,1,0,89,0,89,0,89,65,65,0,0,24,0
Darrell Simmons Jr.,99441,G,IOWA STATE,1,100.0,0,193,66.4,51.2,73.1,0,1,60,100.0,100.0,99.2,0,1,0,89,0,0,0,89,65,65,89,0,24,0
James Gmiter,76932,G,W VIRGINIA,1,100.0,0,343,63.5,56.1,64.2,0,1,48,100.0,100.0,99.0,0,1,0,87,0,87,0,87,48,48,0,0,39,0
Mike Ciaffoni,98056,G,COLO STATE,1,100.0,0,144,62.1,43.1,66.8,1,0,58,100.0,100.0,97.4,0,2,1,87,0,87,0,87,59,59,0,0,28,0
Wyatt Milum,144785,T,W VIRGINIA,1,100.0,0,343,79.5,79.3,75.6,0,1,48,100.0,100.0,99.0,0,1,0,87,0,0,0,87,48,48,0,87,39,0
Adam Korutz,44467,G,COLO STATE,1,100.0,0,144,62.0,65.4,59.9,0,4,58,100.0,100.0,96.6,0,4,0,87,0,0,0,87,59,59,86,0,28,0
Doug Nester,98486,G,W VIRGINIA,1,100.0,0,343,68.0,89.5,63.3,0,0,48,100.0,100.0,100.0,0,0,0,87,0,0,0,87,48,48,87,0,39,0
Brandon Yates,99423,T,W VIRGINIA,1,100.0,0,343,66.1,84.8,56.0,2,0,48,100.0,100.0,97.9,0,2,0,87,0,0,87,87,48,48,0,0,39,0
Zach Frazier,123419,C,W VIRGINIA,1,100.0,0,343,78.3,67.8,76.2,0,0,48,100.0,100.0,100.0,0,0,0,87,87,0,0,87,48,48,0,0,39,0
Cam Reddy,77340,C,COLO STATE,1,100.0,0,144,57.7,71.8,52.2,1,1,58,100.0,100.0,98.3,0,2,0,87,87,0,0,87,59,59,0,0,28,0
Barry Wesley,52018,T,COLO STATE,1,100.0,0,144,74.1,70.2,74.0,0,2,58,100.0,100.0,96.6,0,3,1,87,0,0,53,87,59,59,0,34,28,0
Luke Wattenberg,41024,C,WASHINGTON,1,100.0,0,340,59.6,70.1,54.3,0,2,61,100.0,100.0,98.4,0,2,0,85,85,0,0,85,61,61,0,0,24,0
Victor Curne,81930,T,WASHINGTON,1,100.0,0,340,63.2,79.4,55.2,0,0,61,100.0,100.0,100.0,1,0,0,85,0,0,0,85,61,61,0,85,24,0
Ulumoo Ale,81926,G,WASHINGTON,1,100.0,0,340,60.8,76.1,53.4,0,1,61,100.0,100.0,99.2,0,1,0,85,0,85,0,85,61,61,0,0,24,0
Henry Bainivalu,60214,G,WASHINGTON,1,100.0,0,340,63.6,72.9,59.3,0,1,61,100.0,100.0,97.5,0,2,1,85,0,0,0,85,61,61,83,0,24,2
Jaxson Kirkland,60215,T,WASHINGTON,1,100.0,0,340,74.0,86.6,69.7,1,0,61,100.0,100.0,99.2,1,1,0,85,0,0,85,85,61,61,0,0,24,0
Jacob Gall,55024,C,BAYLOR,1,100.0,0,118,61.5,80.0,57.0,0,1,40,100.0,100.0,98.7,0,1,0,84,84,0,0,84,41,41,0,0,43,0
Connor Galvin,77450,T,BAYLOR,1,100.0,0,118,58.8,89.1,47.5,0,0,40,100.0,100.0,100.0,0,0,0,84,0,0,84,84,41,41,0,0,43,0
Marcus Minor,59831,G,PITTSBURGH,1,100.0,0,268,72.7,29.6,84.5,1,2,47,100.0,100.0,96.8,0,3,0,83,0,82,0,83,50,50,1,0,33,0
Carter Warren,60023,T,PITTSBURGH,1,100.0,0,268,80.2,71.7,79.8,1,2,47,100.0,100.0,96.8,0,3,0,83,0,0,57,83,50,50,0,0,33,26
Matt Goncalves,99680,T,PITTSBURGH,1,100.0,0,268,76.0,75.9,73.1,0,1,47,100.0,100.0,98.9,0,1,0,83,0,0,6,83,50,50,0,77,33,0
Blake Zubovic,77331,G,PITTSBURGH,1,100.0,0,268,60.1,88.6,61.0,0,0,47,100.0,100.0,100.0,2,0,0,83,1,0,0,83,50,50,82,0,33,0
Kaleb Holcomb,145960,T,AIR FORCE,1,100.0,0,101,77.6,75.5,73.8,0,0,4,100.0,100.0,100.0,0,0,0,82,0,0,6,82,4,4,0,76,78,0
Johari Branch,63466,G,MARYLAND,1,100.0,0,215,57.9,69.0,62.6,0,0,39,100.0,100.0,97.4,2,1,1,82,0,0,0,82,40,40,82,0,42,0
Spencer Anderson,81719,T,MARYLAND,1,100.0,0,215,58.3,67.8,56.0,0,2,39,100.0,100.0,97.4,0,2,0,82,82,0,0,82,40,40,0,0,42,0
DJ Glaze,129511,T,MARYLAND,1,100.0,0,215,57.4,79.0,54.2,0,2,39,100.0,100.0,97.4,1,2,0,82,0,0,1,82,40,40,0,81,42,0
Mason Lunsford,98422,G,MARYLAND,1,100.0,0,215,64.2,74.0,61.7,0,0,39,100.0,100.0,100.0,1,0,0,82,0,82,0,82,40,40,0,0,42,0
Owen Drexel,60019,C,PITTSBURGH,1,100.0,0,268,66.0,33.2,72.4,0,1,46,100.0,100.0,98.9,0,1,0,82,82,0,0,82,49,49,0,0,33,0
Jaelyn Duncan,81722,T,MARYLAND,1,100.0,0,215,64.6,46.1,74.3,0,2,39,100.0,100.0,97.4,1,2,0,81,0,0,81,81,40,40,0,0,41,0
Solo Vaipulu,75849,G,HAWAII,1,100.0,0,180,60.9,22.0,72.3,0,5,51,100.0,100.0,95.1,0,5,0,81,0,0,0,81,53,53,81,0,28,0
Kohl Levao,75850,C,HAWAII,1,100.0,0,180,68.0,77.7,62.9,0,1,51,100.0,100.0,99.0,0,1,0,81,81,0,0,81,53,53,0,0,28,0
Damion Daley,75770,G,APP STATE,1,100.0,0,108,48.9,29.7,49.6,0,1,26,100.0,100.0,98.1,2,1,0,81,0,81,0,81,27,27,0,0,54,0
Gene Pryor,75851,T,HAWAII,1,100.0,0,180,78.6,72.8,79.3,0,4,51,100.0,100.0,96.1,0,4,0,81,0,0,0,81,53,53,0,81,28,0
Anderson Hardy,81549,T,APP STATE,1,100.0,0,108,37.1,56.3,39.5,0,0,26,100.0,100.0,100.0,1,0,0,81,0,0,81,81,27,27,0,0,54,0
Hunter Kelly,41892,C,CHARLOTTE,1,100.0,0,136,42.4,39.2,44.6,0,2,42,100.0,100.0,97.6,0,2,0,80,80,0,0,80,49,49,0,0,31,0
Ashton Gist,122182,G,CHARLOTTE,1,100.0,0,136,54.7,64.1,49.9,0,2,42,100.0,100.0,97.6,0,2,0,80,0,0,0,80,49,49,80,0,31,0
Ilm Manning,75852,T,HAWAII,1,100.0,0,180,63.4,66.2,59.6,1,1,51,100.0,100.0,94.1,0,4,2,80,0,0,80,80,52,52,0,0,28,0
Eliki Tanuvasa,79663,G,HAWAII,1,100.0,0,180,59.4,63.6,56.7,0,4,51,100.0,100.0,96.1,0,4,0,80,0,80,0,80,53,53,0,0,27,0
Javion Cohen,123911,G,ALABAMA,1,100.0,0,103,69.5,74.1,68.5,0,0,45,100.0,100.0,100.0,0,0,0,79,0,79,0,79,47,47,0,0,32,0
Darrian Dalcourt,99061,C,ALABAMA,1,100.0,0,103,60.0,80.9,57.6,0,0,45,100.0,100.0,100.0,1,0,0,79,79,0,0,79,47,47,0,0,32,0
Emil Ekiyor Jr.,81540,G,ALABAMA,1,100.0,0,103,62.3,82.6,61.3,0,1,45,100.0,100.0,98.9,1,1,0,79,0,0,0,79,47,47,79,0,32,0
Evan Neal,99063,T,ALABAMA,1,100.0,0,103,77.6,76.7,74.7,0,0,45,100.0,100.0,100.0,0,0,0,79,0,0,79,79,47,47,0,0,32,0
Khalil Keith,58528,T,BAYLOR,1,100.0,0,118,61.6,80.7,53.9,1,0,36,100.0,100.0,98.6,0,1,0,78,0,0,0,78,37,37,0,78,41,0
Ryan Nelson,62778,G,VIRGINIA,1,100.0,0,335,66.8,90.0,57.8,0,0,56,100.0,100.0,100.0,0,0,0,78,0,78,0,78,59,59,0,0,19,0
Christian Haynes,77339,G,UCONN,1,100.0,0,146,67.1,73.9,65.3,1,0,50,100.0,100.0,99.0,0,1,0,78,0,0,0,78,51,51,78,0,27,0
Zion Johnson,99681,G,BOSTON COL,1,100.0,0,121,63.7,59.4,63.4,0,1,33,100.0,100.0,95.5,0,2,1,78,0,78,0,78,36,36,0,0,42,0
Ryan Van Demark,55113,T,UCONN,1,100.0,0,146,66.6,51.5,72.9,1,2,50,100.0,100.0,95.0,0,4,1,78,0,0,78,78,51,51,0,0,27,0
Olusegun Oluwatimi,98581,C,VIRGINIA,1,100.0,0,335,61.9,59.5,66.7,1,1,56,100.0,100.0,96.4,1,3,1,78,78,0,0,78,59,59,0,0,19,0
Ben Petrula,58533,T,BOSTON COL,1,100.0,0,121,73.7,45.2,80.7,1,2,33,100.0,100.0,92.4,0,4,1,78,0,0,0,78,36,36,0,78,42,0
Damieon George Jr.,123915,T,ALABAMA,1,100.0,0,103,66.2,75.5,65.4,0,0,44,100.0,100.0,97.7,1,1,1,78,0,0,0,78,46,46,0,78,32,0
Alec Lindstrom,58532,C,BOSTON COL,1,100.0,0,121,73.0,81.2,68.0,0,0,33,100.0,100.0,100.0,0,0,0,78,78,0,0,78,36,36,0,0,42,0
Robert Haskins,77575,T,VIRGINIA,1,100.0,0,335,48.8,38.9,60.9,2,2,56,100.0,100.0,92.9,1,6,2,78,0,0,78,78,59,59,0,0,19,0
Tyler Vrabel,77343,T,BOSTON COL,1,100.0,0,121,56.1,52.5,56.2,0,4,33,100.0,100.0,90.9,0,5,1,78,0,0,78,78,36,36,0,0,42,0
Evan Fields,77417,G,MEMPHIS,1,100.0,0,218,47.5,40.9,45.0,1,2,52,100.0,100.0,95.2,0,4,1,77,0,77,0,77,55,55,0,0,22,0
Jonah Gambill,121763,T,MEMPHIS,1,100.0,0,218,50.6,30.5,60.2,0,5,52,100.0,100.0,93.3,0,6,1,77,0,0,77,77,55,55,0,0,22,0
Noel Ofori-Nyadu,77430,G,UCONN,1,100.0,0,146,55.0,62.0,50.5,1,2,50,100.0,100.0,95.0,0,4,1,77,0,77,0,77,51,51,0,0,26,0
Sidney Walker,147381,C,UCONN,1,100.0,0,146,67.1,56.6,68.3,1,2,50,100.0,100.0,95.0,0,4,1,77,77,0,0,77,51,51,0,0,26,0
Jacob Likes,101023,C,MEMPHIS,1,100.0,0,218,68.3,68.0,66.5,0,1,52,100.0,100.0,99.0,0,1,0,77,77,0,0,77,55,55,0,0,22,0
Xavier Newman,58525,G,BAYLOR,1,100.0,1,118,57.1,57.1,55.7,0,2,39,100.0,100.0,97.4,1,2,0,77,0,77,0,77,40,40,0,0,37,0
Matt Dale,98648,T,MEMPHIS,1,100.0,0,218,42.3,42.4,54.3,0,4,52,100.0,100.0,94.2,2,5,1,77,0,0,0,77,55,55,0,77,22,0
Dylan Parham,60953,G,MEMPHIS,1,100.0,0,218,73.3,79.0,73.3,1,0,52,100.0,100.0,99.0,1,1,0,77,0,0,0,77,55,55,77,0,22,0
