player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Tyden Ferris,77381,G,C MICHIGAN,1,100.0,0,134,47.5,53.1,43.0,0,0,52,100.0,100.0,100.0,0,0,0,96,0,0,0,96,59,59,96,0,37,0
Jamezz Kimbrough,55052,C,C MICHIGAN,1,100.0,0,134,64.4,70.9,60.9,1,1,52,100.0,100.0,98.1,0,2,0,96,96,0,0,96,59,59,0,0,37,0
Deiyantei Powell-Woods,104183,G,C MICHIGAN,1,100.0,0,134,59.9,57.6,59.1,1,0,52,100.0,100.0,99.0,0,1,0,96,0,96,0,96,59,59,0,0,37,0
Brayden Swartout,145732,T,C MICHIGAN,1,100.0,0,134,57.0,53.9,57.0,1,2,52,100.0,100.0,95.2,0,4,1,96,0,0,0,96,59,59,0,96,37,0
Davis Heinzen,145705,T,C MICHIGAN,1,100.0,1,134,40.7,51.2,35.1,0,3,52,100.0,100.0,95.2,1,4,1,96,0,0,95,96,59,59,0,0,37,0
Alex Pihlstrom,60911,C,ILLINOIS,1,100.0,0,187,64.5,65.3,62.4,0,1,43,100.0,100.0,98.8,0,1,0,92,92,0,0,92,45,45,0,0,47,0
Jordyn Slaughter,81674,G,ILLINOIS,1,100.0,0,187,60.6,58.8,59.7,0,0,43,100.0,100.0,95.3,0,2,2,92,0,92,0,92,45,45,0,0,47,0
Isaiah Adams,158192,G,ILLINOIS,1,100.0,0,187,65.3,57.0,65.6,1,0,43,100.0,100.0,96.5,0,2,1,92,0,0,92,92,45,45,0,0,47,0
Zylon Crisler,158202,G,ILLINOIS,1,100.0,0,187,55.7,70.5,51.8,0,0,43,100.0,100.0,100.0,0,0,0,92,0,0,0,92,45,45,92,0,47,0
Alex Palczewski,59738,T,ILLINOIS,1,100.0,0,187,74.6,78.2,70.0,0,2,43,100.0,100.0,97.7,0,2,0,92,0,0,0,92,45,45,0,91,47,1
Chester Baah,98089,G,TULSA,1,100.0,0,320,60.2,58.6,59.1,1,0,59,100.0,100.0,97.5,1,2,1,91,0,91,0,91,65,65,0,0,26,0
Dillon Wade,123265,T,TULSA,1,100.0,0,320,60.0,58.9,65.2,2,2,59,100.0,100.0,96.6,1,4,0,91,0,0,91,91,65,65,0,0,26,0
