player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Leke Asenuga,128251,G,N TEXAS,1,100.0,0,251,56.2,89.1,45.0,0,0,71,100.0,100.0,100.0,1,0,0,101,0,101,0,101,79,79,0,0,22,0
Tyler Mercer,183479,C,N TEXAS,1,100.0,0,251,57.4,75.0,47.5,0,2,71,100.0,100.0,98.6,0,2,0,101,101,0,0,101,79,79,0,0,22,0
Braydon Nelson,190617,G,N TEXAS,1,100.0,0,251,45.6,47.0,40.7,0,5,71,100.0,100.0,96.5,0,5,0,101,0,0,100,101,79,79,0,0,22,1
Jett Duncan,121886,C,N TEXAS,1,100.0,0,251,57.0,73.3,37.9,0,1,71,100.0,100.0,99.3,0,1,0,101,0,0,0,101,79,79,0,101,22,0
Johnny Dickson III,157660,G,N TEXAS,1,100.0,1,251,56.1,82.3,48.4,0,1,71,100.0,100.0,99.3,2,1,0,101,0,0,0,101,79,79,101,0,22,0
Jarrod Hufford,99440,C,IOWA STATE,1,100.0,0,193,59.2,67.2,55.3,0,2,60,100.0,100.0,98.3,0,2,0,99,99,0,0,99,63,63,0,0,36,0
Tyler Miller,122526,T,IOWA STATE,1,100.0,0,193,55.1,49.1,56.8,0,3,60,100.0,100.0,97.5,0,3,0,99,0,0,0,99,63,63,0,98,36,1
Brendan Black,174658,G,IOWA STATE,1,100.0,0,193,42.3,5.3,53.6,0,4,60,100.0,100.0,93.3,0,6,2,99,0,0,0,99,63,63,99,0,36,0
Jalen Travis,155412,T,IOWA STATE,1,100.0,0,193,68.9,80.2,60.2,0,1,60,100.0,100.0,99.2,0,1,0,99,0,0,98,99,63,63,0,0,36,1
CJ James Jr.,151192,C,UTSA,1,100.0,0,331,57.6,49.2,59.0,0,1,55,100.0,100.0,99.1,0,1,0,93,93,0,0,93,58,58,0,0,35,0
Jaylen Garth,123115,T,UTSA,1,100.0,0,331,76.2,79.9,71.2,0,1,55,100.0,100.0,97.3,0,2,1,93,0,0,0,93,58,58,0,93,35,0
Ben Rios,158827,G,UTSA,1,100.0,0,331,67.2,77.4,64.4,1,0,55,100.0,100.0,99.1,0,1,0,93,0,93,0,93,58,58,0,0,35,0
Kamar Missouri,129890,T,UTSA,1,100.0,0,331,56.2,61.1,52.0,0,3,55,100.0,100.0,97.3,0,3,0,93,0,0,93,93,58,58,0,0,35,0
