player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Nick Bernacchi,77385,G,NAVY,1,100.0,0,237,53.5,83.9,51.5,0,0,8,100.0,100.0,100.0,0,0,0,57,0,0,0,57,8,8,57,0,49,0
Jamie Romo,101029,T,NAVY,1,100.0,0,237,49.6,26.9,56.3,0,2,8,100.0,100.0,87.5,1,2,0,57,0,0,55,57,8,8,0,2,49,0
Bryce Texeira,77388,T,NAVY,1,100.0,0,237,63.1,66.0,62.0,0,0,8,100.0,100.0,87.5,0,1,1,57,0,57,0,57,8,8,0,0,49,0
Kip Frankland,100901,T,NAVY,1,100.0,0,237,61.8,37.0,67.2,0,0,8,100.0,100.0,100.0,1,0,0,57,0,0,0,57,8,8,0,53,49,4
Pierce Banbury,77384,C,NAVY,1,100.0,0,237,57.1,82.1,56.0,0,0,8,100.0,100.0,100.0,0,0,0,57,57,0,0,57,8,8,0,0,49,0
Connor Bishop,102830,C,ARMY,1,100.0,0,114,73.5,31.1,73.5,0,1,16,100.0,100.0,96.9,0,1,0,49,49,0,0,49,16,16,0,0,33,0
Mychal Cooper,78029,WR,NAVY,1,89.1,0,237,76.2,67.8,64.2,0,0,1,14.3,14.3,100.0,0,0,0,49,0,0,0,55,1,7,0,0,48,28
Noah Knapp,81582,G,ARMY,1,100.0,0,114,78.9,57.6,79.8,0,0,16,100.0,100.0,100.0,0,0,0,49,0,49,0,49,16,16,0,0,33,0
James Harris II,77030,FB,NAVY,1,97.6,0,237,60.1,29.5,65.2,0,0,6,100.0,100.0,100.0,0,0,0,41,0,0,0,42,6,6,0,0,35,3
Mason Kolinchak,81577,T,ARMY,1,100.0,0,114,83.9,81.7,80.4,0,0,13,100.0,100.0,100.0,0,0,0,38,0,0,0,38,13,13,0,36,25,2
Connor Finucane,121569,G,ARMY,1,100.0,0,114,68.8,52.6,69.7,1,0,13,100.0,100.0,96.2,0,1,0,38,0,0,0,38,13,13,38,0,25,0
Jordyn Law,121583,T,ARMY,1,100.0,0,114,59.9,82.5,54.8,0,0,13,100.0,100.0,100.0,0,0,0,37,0,0,35,37,13,13,0,0,24,2
Chance Warren,77869,HB,NAVY,1,82.1,0,237,69.5,,64.7,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,39,0,7,0,0,32,0
Jayden Umbarger,121874,WR,NAVY,1,79.5,0,237,60.3,,59.1,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,39,0,6,0,0,31,5
Carlinos Acie,77866,HB,NAVY,1,66.7,0,237,58.9,70.8,56.8,0,0,1,20.0,20.0,100.0,0,0,0,26,0,0,0,39,1,5,0,0,25,1
Tai Lavatai,121854,QB,NAVY,1,43.6,0,237,81.1,,60.0,0,0,0,0.0,0.0,,1,0,0,24,0,0,0,55,0,8,0,0,24,0
