player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Carter Miller,156713,C,UCF,1,100.0,0,323,50.4,47.8,58.6,1,4,62,100.0,100.0,96.0,2,5,0,97,97,0,0,97,68,68,0,0,29,0
Nate Hale,174865,T,S JOSE ST,1,100.0,0,285,57.8,77.4,42.8,0,3,58,100.0,100.0,97.4,0,3,0,88,0,0,0,88,62,62,0,88,26,0
Derrell Bailey Jr.,123340,T,GA STATE,1,100.0,0,175,67.3,68.3,64.2,0,2,66,98.5,98.6,98.5,0,2,0,88,0,0,88,88,70,71,0,0,18,0
Hank Purvis,188497,G,PURDUE,1,100.0,0,273,71.0,74.7,70.2,1,1,48,100.0,100.0,97.9,0,2,0,88,0,88,0,88,52,52,0,0,36,0
Ethan Trent,174973,G,PURDUE,1,100.0,0,273,57.7,65.0,54.5,0,2,48,100.0,100.0,97.9,1,2,0,88,0,0,0,88,52,52,88,0,36,0
Joey Tanona,156975,T,PURDUE,1,100.0,0,273,64.9,74.9,63.5,1,0,48,100.0,100.0,99.0,2,1,0,88,0,0,88,88,52,52,0,0,36,0
Bradyn Joiner,172454,C,PURDUE,1,100.0,0,273,55.5,44.8,57.8,0,5,48,100.0,100.0,94.8,0,5,0,88,88,0,0,88,52,52,0,0,36,0
Peseti Lapuaho,159070,T,S JOSE ST,1,100.0,0,285,60.1,76.5,52.4,1,2,58,100.0,100.0,97.4,2,3,0,88,0,0,88,88,62,62,0,0,26,0
Alec Johnson,156693,C,GA STATE,1,100.0,0,175,56.4,61.2,52.2,0,2,66,98.5,98.6,98.5,0,2,0,88,88,0,0,88,70,71,0,0,18,0
Tyhler Williams,156886,C,GA STATE,1,100.0,0,175,64.0,78.9,56.9,0,0,66,98.5,98.6,100.0,0,0,0,88,0,88,0,88,70,71,0,0,18,0
Bakyne Coly,174953,T,PURDUE,1,100.0,1,273,56.4,66.9,50.1,0,3,48,100.0,100.0,96.9,1,3,0,88,0,0,0,88,52,52,0,88,36,0
Joseph Harbert,157842,C,S JOSE ST,1,100.0,0,285,55.5,79.2,50.1,0,0,58,100.0,100.0,100.0,1,0,0,88,88,0,0,88,62,62,0,0,26,0
Tyler Chen,173000,G,S JOSE ST,1,100.0,0,285,54.7,82.3,52.6,0,0,58,100.0,100.0,98.3,2,1,1,88,0,0,0,88,62,62,88,0,26,0
