player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
RJ Harvey,99622,HB,UCF,1,29,6,3,33.9,61,0,180,0,0,6,100,69.0,7,9,323,0,7,78.9,79.4,76.8,,38.6,79.1,77.8,55.5,27,0,29,1,12,35,0,0,1,30,2,180,100,3.45,6.2,2.42,21
Kaleb Johnson,156419,HB,IOWA,1,25,7,3,52.6,91,0,173,0,0,7,90,96.9,4,10,192,0,3,78.0,82.8,77.1,,74.4,58.6,81.0,60.0,39,0,10,1,10,26,0,0,1,26,2,173,90,3.6,6.9,1.0,22
Omarion Hampton,162750,HB,N CAROLINA,1,25,8,2,32.4,68,0,210,1,0,8,181,222.8,6,12,245,0,7,78.0,81.6,76.8,,78.5,37.4,85.2,58.8,53,0,6,1,20,28,0,0,3,26,3,210,181,7.24,8.4,0.3,18
Ihson Jackson-Anderson,157474,HB,E MICHIGAN,1,24,6,1,25.3,22,0,87,0,0,6,65,65.0,1,3,160,0,10,77.8,65.3,77.5,,29.2,61.9,65.1,80.0,22,0,24,1,20,26,0,0,1,25,0,87,65,2.71,3.6,1.2,14
Cam Skattebo,147787,HB,ARIZONA ST,1,24,5,0,0.0,0,0,62,0,0,5,55,42.4,2,6,110,1,11,33.9,60.8,79.3,,57.8,59.7,61.0,58.7,13,0,21,3,27,33,0,0,3,27,2,62,55,2.29,2.6,0.78,13
Devin Neal,144558,HB,KANSAS,1,23,6,2,35.8,43,0,120,0,0,6,83,90.2,3,5,198,0,11,77.8,75.1,77.4,,80.2,60.9,75.3,57.0,24,0,33,1,22,31,0,0,1,24,0,120,83,3.61,5.2,1.5,12
Marquez Cooper,130489,HB,S DIEGO ST,1,22,6,1,19.5,17,0,87,0,0,6,75,88.9,3,6,284,0,7,77.5,68.0,0.0,,71.8,58.1,70.3,58.9,17,1,1,1,20,26,0,0,2,23,0,87,75,3.41,4.0,0.05,13
Nate Noel,122249,HB,MISSOURI,1,22,2,2,33.1,40,0,121,0,0,2,42,16.6,4,4,229,0,2,77.5,67.2,78.2,,67.5,68.4,66.1,52.0,24,0,9,1,13,26,0,0,1,23,0,121,42,1.91,5.5,0.69,20
Henry Parrish Jr.,124144,HB,OLE MISS,1,22,4,2,35.3,47,0,133,0,1,4,54,47.2,5,6,226,0,18,77.3,67.4,77.1,,74.8,59.9,68.7,57.8,25,0,21,4,31,27,0,0,6,26,2,133,54,2.45,6.0,0.68,4
Demie Sumo-Karngbaye,144006,HB,KENTUCKY,1,22,7,0,0.0,0,0,98,0,0,7,65,86.2,1,4,202,1,8,36.9,69.3,77.1,,66.3,48.7,73.3,66.7,12,0,12,2,22,27,0,0,2,24,0,98,65,2.95,4.5,0.55,14
Star Thomas,156926,HB,DUKE,1,22,3,2,35.2,43,0,122,0,1,3,57,45.1,2,2,154,0,4,77.5,80.9,75.7,,55.0,70.1,79.6,,22,0,24,1,15,23,0,0,1,23,0,122,57,2.59,5.5,1.6,18
Cam Edwards,158615,HB,UCONN,1,21,5,1,15.1,16,0,106,0,1,5,58,75.3,5,4,146,1,6,34.4,63.0,76.5,,25.6,66.7,62.9,63.5,16,0,26,1,10,29,0,0,1,22,1,106,58,2.76,5.0,2.6,15
Corey Kiner,86392,HB,CINCINNATI,1,21,14,2,44.4,56,0,126,0,0,14,119,377.8,3,5,138,0,1,77.0,73.4,77.2,,53.8,53.4,75.3,58.9,40,0,0,0,17,24,0,0,0,21,1,126,119,5.67,6.0,0.0,20
Billy Lucas,109083,HB,LIBERTY,1,21,1,2,33.7,35,0,104,0,0,1,68,15.4,4,6,206,0,10,77.0,68.7,76.6,,80.9,55.2,67.6,57.5,19,0,0,0,8,27,0,0,1,21,3,104,68,3.24,5.0,0.0,11
Bhayshul Tuten,150568,HB,VA TECH,1,21,9,4,64.3,74,0,115,0,0,9,89,173.4,5,6,337,0,4,77.0,74.0,75.7,,77.5,56.8,74.3,58.7,22,0,-1,1,14,26,0,0,1,22,2,115,89,4.24,5.5,-0.07,17
John Busha,173849,QB,AIR FORCE,1,20,4,0,0.0,0,0,36,0,0,4,28,31.0,1,4,101,2,7,22.1,49.4,76.2,50.1,,,52.7,60.0,10,0,0,0,0,49,7,1,0,19,0,43,28,1.4,2.2,,4
Zuberi Mobley,145187,HB,FAU,1,20,5,1,53.7,72,0,134,0,0,5,40,45.5,3,7,165,0,9,76.7,67.1,77.5,,80.1,59.0,66.7,59.0,72,0,10,2,12,22,0,0,2,22,3,134,40,2.0,6.7,0.83,11
Jarquez Hunter,146662,HB,AUBURN,1,20,10,3,48.0,73,0,152,0,1,10,103,269.8,6,8,115,2,5,20.1,71.9,75.1,,76.6,63.3,70.3,,31,0,14,1,11,20,0,0,1,21,1,152,103,5.15,7.6,1.27,15
CJ Donaldson,157372,HB,W VIRGINIA,1,19,3,0,0.0,0,1,79,0,0,3,56,44.2,2,5,343,0,11,76.7,64.0,0.0,,76.5,64.8,63.9,60.0,14,1,10,1,10,21,0,0,1,20,1,79,56,2.95,4.2,1.0,7
Makhi Hughes,158417,HB,TULANE,1,19,3,1,23.9,17,0,71,1,0,3,58,43.6,2,2,319,0,4,76.5,63.7,78.5,,64.6,48.2,64.7,72.1,17,0,13,2,18,21,0,0,3,21,0,71,58,3.05,3.7,0.72,15
Rahsul Faison,176482,HB,UTAH ST,1,19,6,2,38.3,44,0,115,0,0,6,66,109.7,4,4,329,0,16,76.7,69.4,77.1,,71.7,51.9,72.0,58.4,27,0,0,0,27,29,0,0,0,19,0,115,66,3.47,6.1,0.0,2
Trevor Etienne,157730,HB,GEORGIA,1,19,4,1,21.5,17,0,79,1,0,4,36,37.9,2,4,173,0,5,76.5,62.8,76.0,,59.1,42.0,65.7,60.0,17,0,11,1,18,20,0,0,2,20,0,79,36,1.89,4.2,0.61,14
Raheim Sanders,146626,HB,S CAROLINA,1,19,4,2,65.0,93,0,143,0,4,4,54,113.7,4,5,289,0,5,76.5,71.9,76.2,,12.6,89.1,72.4,54.1,66,0,11,1,13,29,0,0,2,20,2,143,54,2.84,7.5,0.85,14
CJ Campbell Jr.,143876,HB,FAU,1,18,4,0,0.0,0,0,61,2,4,4,56,113.1,1,5,165,0,12,76.2,68.4,76.2,,74.6,51.3,72.0,58.3,11,0,59,4,15,21,0,0,6,22,1,61,56,3.11,3.4,3.93,6
Matthew Sluka,143059,QB,UNLV,1,18,7,2,51.1,67,0,98,0,0,4,79,161.2,5,7,325,1,5,40.3,74.7,23.3,64.1,,,75.0,60.0,46,1,0,0,0,40,33,4,0,14,0,131,123,6.83,7.3,,1
Le'Veon Moss,158664,HB,TEXAS A&M,1,18,4,2,44.5,49,0,110,0,0,4,84,103.7,3,5,312,0,10,76.7,68.4,75.9,,0.0,56.9,71.2,57.4,27,0,0,0,5,29,0,0,0,18,0,110,84,4.67,6.1,0.0,8
Jaden Nixon,144652,HB,W MICHIGAN,1,18,6,4,60.6,114,0,188,0,0,6,131,229.8,7,8,347,0,6,76.6,81.7,0.0,,71.8,72.2,80.2,59.8,43,1,11,1,5,20,0,0,1,19,2,188,131,7.28,10.4,2.2,12
Rahjai Harris,123814,HB,E CAROLINA,1,18,5,0,0.0,0,0,87,0,0,5,54,78.9,1,5,156,0,4,76.2,73.3,75.1,,75.8,55.0,74.6,60.0,11,0,0,1,17,20,0,0,1,19,0,87,54,3.0,4.8,0.0,14
Anderson Castle,122234,HB,APP STATE,1,17,7,0,0.0,0,0,40,0,1,7,36,77.0,1,2,108,0,2,76.2,69.3,78.3,,57.4,67.2,69.6,60.0,10,0,13,5,16,21,0,0,5,22,0,40,36,2.12,2.4,0.81,15
Zahir Abdus-Salaam,145933,HB,W MICHIGAN,1,17,1,1,21.9,23,0,105,0,1,1,44,27.2,3,6,347,0,5,75.9,73.5,75.1,,74.2,56.0,74.0,60.0,23,0,6,2,12,18,0,0,3,19,2,105,44,2.59,6.2,0.5,12
Tahj Brooks,123133,HB,TEXAS TECH,1,17,4,4,76.1,83,0,109,0,0,4,37,51.2,5,6,315,0,7,75.8,68.6,74.3,,85.4,55.2,67.4,60.0,23,0,0,0,9,18,0,0,1,17,1,109,37,2.18,6.4,0.0,9
Aaron Young,97161,HB,DOMINION,1,17,1,1,26.7,16,0,60,0,0,1,55,19.0,1,2,263,0,6,75.8,65.6,75.5,,80.4,54.8,65.4,58.8,16,0,0,0,7,23,0,0,1,17,0,60,55,3.24,3.5,0.0,10
DJ Giddens,144595,HB,KANSAS ST,1,17,2,1,20.9,18,0,86,1,0,2,52,36.0,3,7,199,0,11,75.8,63.0,77.3,,32.6,35.2,69.3,57.6,18,0,0,0,23,26,0,0,1,17,1,86,52,3.06,5.1,0.0,6
Micah Bernard,100583,HB,UTAH,1,17,7,2,65.9,81,0,123,0,1,7,103,255.1,2,4,328,0,12,75.9,78.5,76.4,,77.7,57.7,79.8,60.0,64,0,3,2,17,18,0,0,2,19,1,123,103,6.06,7.2,0.18,5
Jaivian Thomas,176564,HB,CAL,1,17,5,2,55.6,94,0,169,0,0,5,80,130.7,4,6,130,0,15,75.8,81.0,76.4,,4.9,56.9,85.8,60.7,57,0,4,1,14,20,0,0,1,18,0,169,80,4.71,9.9,0.29,1
Ollie Gordon II,157792,HB,OKLA STATE,1,17,4,0,0.0,0,0,41,0,0,4,46,60.1,1,5,262,0,10,75.8,64.9,76.8,,77.8,56.0,65.2,59.1,10,0,4,1,17,18,0,0,2,18,0,41,46,2.71,2.4,0.24,7
Donovan Edwards,144917,HB,MICHIGAN,1,17,7,0,0.0,0,0,82,0,1,7,62,162.1,0,5,222,0,10,76.2,79.2,75.8,,0.0,57.2,82.7,60.0,9,0,11,1,12,19,0,0,1,18,1,82,62,3.65,4.8,0.92,7
Tre Stewart,160817,HB,JVILLE ST,1,17,6,1,32.1,17,0,53,0,2,6,43,112.4,1,3,196,0,5,75.8,64.6,76.7,,47.0,53.2,65.6,85.3,17,0,1,1,24,25,0,0,1,18,1,53,43,2.53,3.1,0.04,12
Delbert Mimms III,99609,HB,E MICHIGAN,1,16,2,0,0.0,0,0,56,0,1,2,40,44.1,1,4,160,0,7,75.5,58.3,74.5,,80.1,67.2,56.4,60.0,10,0,14,1,6,18,0,0,1,17,1,56,40,2.5,3.5,2.33,9
Anthony Tyus III,145037,HB,OHIO,1,16,7,0,0.0,0,0,90,0,1,7,61,160.5,4,5,259,0,11,75.9,88.2,76.7,,73.0,91.3,81.0,60.0,13,0,38,3,14,21,0,0,3,19,1,90,61,3.81,5.6,2.71,4
Willie Shaw III,145916,HB,TOLEDO,1,16,2,0,0.0,0,0,62,0,0,2,48,33.3,2,3,316,1,11,28.9,65.0,74.4,,73.2,73.3,63.0,58.5,11,0,22,2,7,20,0,0,2,18,1,62,48,3.0,3.9,3.14,5
John Mateer,158516,QB,WASH STATE,1,16,3,1,36.8,25,0,38,0,0,1,20,13.9,2,4,341,0,8,73.5,56.9,77.3,51.1,,,65.7,60.0,25,0,0,0,0,25,30,4,0,12,2,68,57,3.56,4.3,,1
Lamar Sperling,171214,HB,BUFFALO,1,16,5,2,44.2,38,0,86,0,1,5,69,152.2,3,6,126,0,2,75.6,69.2,73.2,,,63.9,67.6,60.0,22,0,10,1,3,17,0,0,1,17,1,86,69,4.31,5.4,3.33,14
Ethan Vasko,163817,QB,COAST CAR,1,16,1,1,16.8,17,0,59,0,0,0,25,0.0,4,6,141,0,4,73.3,64.0,76.6,58.5,,,64.8,60.0,18,0,0,0,0,37,42,4,0,12,0,101,60,3.75,6.3,,5
Jay Ducker,130550,HB,SM HOUSTON,1,15,8,1,58.1,86,0,148,0,1,8,116,435.0,2,6,281,0,6,75.2,79.8,73.8,,77.2,71.3,77.3,58.9,86,0,10,1,7,22,0,0,1,16,0,148,116,7.73,9.9,1.43,9
Anthony Hankerson,157691,HB,OREGON ST,1,15,2,0,0.0,0,0,57,0,1,2,43,41.0,0,6,265,0,8,75.3,75.3,76.9,,47.4,76.0,75.1,,8,0,36,6,21,15,0,0,6,21,2,57,43,2.87,3.8,1.71,7
Freddie Brock,142276,HB,GA STATE,1,15,5,2,57.3,55,0,96,0,0,5,63,131.3,3,3,175,0,1,75.5,77.8,75.0,,75.7,56.9,78.1,60.0,29,0,4,1,12,17,0,0,1,16,0,96,63,4.2,6.4,0.33,14
Nay'Quan Wright,98803,HB,USF,1,15,0,3,62.9,66,0,105,0,0,0,44,0.0,3,5,327,0,12,75.4,77.7,75.4,,74.7,61.7,79.5,59.8,33,0,11,3,13,17,0,0,3,18,1,105,44,2.93,7.0,0.85,3
Jevon Jackson,149110,HB,UTEP,1,15,6,2,50.7,34,0,67,0,1,6,75,218.8,2,5,330,0,9,75.2,68.7,78.3,,78.3,54.9,74.2,44.3,18,0,9,1,27,19,0,0,2,16,0,67,75,5.0,4.5,0.33,6
Rodrigues Clark,101068,HB,SO MISS,1,15,3,2,36.5,31,0,85,0,0,3,48,60.0,4,4,296,0,9,75.2,75.8,76.0,,72.0,59.3,76.5,57.8,16,0,1,1,11,20,0,0,2,16,0,85,48,3.2,5.7,0.09,6
Kay'Ron Lynch-Adams,101643,HB,MICH STATE,1,15,7,0,0.0,0,0,63,0,0,7,42,115.3,2,3,223,0,4,75.2,72.0,76.4,,76.4,70.3,70.1,60.0,13,0,27,2,10,16,0,0,2,17,0,63,42,2.8,4.2,2.7,11
Avery Johnson,173108,QB,KANSAS ST,1,15,4,2,36.3,45,0,92,0,0,3,30,74.4,5,8,199,0,3,73.0,72.1,76.7,61.2,,,74.1,60.0,26,0,0,0,0,34,32,4,0,11,0,124,35,2.33,8.3,,6
Re'Shaun Sanford II,173055,HB,HOUSTON,1,15,4,2,77.5,55,0,71,1,0,4,54,96.0,2,3,182,0,4,75.2,59.8,74.7,,22.2,30.1,64.1,65.5,34,0,0,0,10,17,0,0,1,15,0,71,54,3.6,4.7,0.0,11
Ja'Quinden Jackson,123119,HB,ARKANSAS,1,15,10,4,55.8,82,0,147,0,2,10,102,510.0,7,9,111,0,10,75.2,89.0,77.7,,51.3,58.0,92.0,56.8,28,0,8,1,15,24,0,0,1,16,1,147,102,6.8,9.8,0.53,5
Taylen Green,145996,QB,ARKANSAS,1,15,8,0,0.0,0,0,80,0,0,4,23,76.0,5,8,111,1,9,73.1,70.9,76.8,54.7,,,82.1,60.0,14,0,0,0,0,31,32,4,0,11,2,112,54,3.6,7.5,,0
Christian Washington,163362,HB,COAST CAR,1,15,1,1,25.4,15,0,59,1,0,1,30,11.8,1,3,141,0,5,75.2,63.5,76.5,,75.4,62.8,63.3,56.1,15,0,16,2,16,25,0,0,3,17,2,59,30,2.0,3.9,1.0,10
Malik Sherrod,128189,HB,FRESNO ST,1,15,3,2,70.8,80,0,113,1,0,3,82,109.3,2,3,169,0,3,75.2,61.8,74.8,,,35.2,67.5,59.3,48,0,0,0,15,17,0,0,3,15,1,113,82,5.47,7.5,0.0,12
Isaiah Jacobs,129518,HB,UAB,1,15,2,0,0.0,0,0,62,0,1,2,42,49.4,1,2,321,0,6,75.2,60.9,75.7,,73.7,63.1,59.9,59.6,11,0,12,2,13,20,0,0,2,17,0,62,42,2.8,4.1,0.92,9
Kalel Mullings,129590,HB,MICHIGAN,1,15,5,3,64.1,98,0,153,0,0,5,102,226.7,3,7,222,0,8,75.2,90.9,73.2,,72.7,60.0,86.1,60.0,38,0,0,0,1,17,0,0,0,15,2,153,102,6.8,10.2,0.0,7
Cam Porter,129732,HB,NWESTERN,1,15,10,0,0.0,0,0,77,0,0,10,59,231.4,3,5,256,1,4,28.2,70.4,76.3,,19.8,62.7,69.6,66.8,13,0,-1,2,11,20,0,0,2,17,1,77,59,3.93,5.1,-0.09,11
Mike Mitchell,176656,HB,UTAH,1,14,2,1,24.0,18,0,75,0,0,2,45,45.9,2,4,328,0,10,74.8,74.5,74.3,,22.0,60.0,73.8,60.0,18,0,0,0,1,15,0,0,0,14,0,75,45,3.21,5.4,0.0,4
Jalen White,122464,HB,GA SOUTHRN,1,14,4,0,0.0,0,0,39,0,0,4,39,74.3,0,3,174,0,11,74.4,67.9,75.1,,83.7,57.8,68.2,59.6,9,0,7,1,11,16,0,0,1,15,2,39,39,2.79,2.8,0.64,2
Jovantae Barnes,158085,HB,OKLAHOMA,1,14,5,0,0.0,0,0,53,1,0,5,46,109.5,2,2,261,0,7,74.8,56.1,75.4,,58.3,55.5,58.6,54.2,14,0,12,1,16,17,0,0,2,15,0,53,46,3.29,3.8,0.75,7
Tyler Huff,142567,QB,JVILLE ST,1,14,4,1,17.6,16,0,65,0,0,2,40,66.1,5,4,196,0,6,73.2,76.1,77.2,76.0,,,64.1,60.0,16,0,0,0,0,29,26,3,0,11,0,91,52,3.71,6.5,,2
Mario Anderson Jr.,169699,HB,MEMPHIS,1,14,2,0,0.0,0,0,32,0,2,2,23,36.5,0,1,218,0,4,75.3,61.4,75.2,,79.0,70.3,58.7,60.0,6,0,38,4,18,18,0,0,4,18,0,32,23,1.64,2.3,2.11,10
Jonah Coleman,158717,HB,WASHINGTON,1,14,7,1,38.7,29,0,75,0,1,7,70,235.3,4,4,340,0,8,74.9,64.8,77.5,,79.0,60.7,64.6,59.7,29,0,17,3,21,20,0,0,4,17,0,75,70,5.0,5.4,0.81,6
Diego Pavia,156927,QB,VANDERBILT,1,14,4,0,0.0,0,0,34,0,0,3,18,66.7,1,3,333,1,7,42.8,66.8,77.1,71.4,,,54.6,60.2,12,0,0,0,0,28,20,5,0,9,0,54,31,2.21,3.9,,1
