player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Khalan Laborn,57204,HB,MARSHALL,1,30,7,1,14.4,17,0,118,0,1,7,89,74.2,3,8,214,0,4,79.1,77.9,0.0,,65.2,69.4,78.9,59.0,17,1,15,2,22,33,0,0,2,32,1,118,89,2.97,3.9,0.68,26
Blake Corum,129574,HB,MICHIGAN,1,30,5,5,60.9,148,0,243,0,0,5,79,43.9,6,11,222,0,22,79.1,79.0,78.6,,84.3,53.2,78.9,60.0,47,0,0,0,24,34,0,0,0,30,2,243,79,2.63,8.1,0.0,8
Quinshon Judkins,157128,HB,OLE MISS,1,28,10,3,50.0,70,0,140,0,0,10,98,120.7,4,8,226,1,12,43.4,69.4,77.6,,0.0,29.3,77.8,50.9,24,0,5,1,20,36,0,0,1,29,2,140,98,3.5,5.0,0.25,16
Aidan Robbins,98030,HB,UNLV,1,28,4,1,32.1,26,0,81,0,0,4,81,38.6,2,4,325,0,11,78.9,63.6,79.4,,73.5,57.5,62.7,70.6,26,0,-8,2,30,34,0,0,2,30,1,81,81,2.89,2.9,-0.27,17
CJ Beasley,122317,HB,COAST CAR,1,25,8,4,57.0,81,0,142,0,0,8,90,102.9,5,8,141,0,20,78.0,68.8,80.6,,73.1,65.6,69.3,54.1,27,0,23,3,22,41,0,0,4,28,0,142,90,3.6,5.7,1.05,5
Deuce Vaughn,122624,HB,KANSAS ST,1,25,7,2,31.9,37,0,116,0,0,7,85,88.1,5,7,199,0,10,78.0,66.4,78.3,,36.6,58.4,70.3,50.2,22,0,13,2,28,39,0,0,3,27,0,116,85,3.4,4.6,0.46,15
Braelon Allen,145159,HB,WISCONSIN,1,23,3,1,45.5,75,0,165,0,1,3,56,37.5,1,7,349,0,15,77.5,73.1,78.6,71.8,53.1,74.4,69.4,60.0,75,0,6,3,8,26,0,0,3,26,1,165,56,2.43,7.2,0.75,6
CJ Donaldson,157372,HB,W VIRGINIA,1,23,4,1,17.0,18,0,106,0,1,4,63,52.7,3,5,343,0,4,77.5,72.7,75.4,,61.1,76.1,70.1,,18,0,6,3,5,23,0,0,3,26,0,106,63,2.74,4.6,1.2,19
Adrian Martinez,83522,QB,KANSAS ST,1,22,2,1,10.3,15,0,60,0,0,1,40,13.8,3,10,199,0,12,74.8,85.1,31.0,76.7,,,78.1,60.0,55,1,0,0,0,44,86,5,0,17,4,146,80,3.64,6.6,,2
Anton Hall Jr.,144311,FB,NAVY,1,22,2,0,0.0,0,0,57,0,0,2,22,9.1,0,7,237,0,13,77.3,65.1,79.1,,79.5,60.0,64.6,56.1,7,0,0,0,1,41,0,0,0,22,1,57,22,1.0,2.6,0.0,0
Tyjae Spears,97195,HB,TULANE,1,22,2,2,50.0,57,0,114,0,7,2,58,87.9,3,6,319,0,11,77.3,68.2,77.9,,33.3,83.7,66.1,45.4,34,0,74,5,18,26,0,0,6,27,2,114,58,2.64,5.2,4.11,11
