player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Ashton Jeanty,157196,HB,BOISE ST,1,33,10,1,12.5,16,0,128,1,3,10,106,116.0,4,9,120,0,19,80.0,71.9,79.6,,72.2,48.8,72.9,60.0,16,0,11,3,19,39,0,0,5,36,1,128,106,3.21,3.9,0.58,14
Mario Anderson Jr.,169699,HB,MEMPHIS,1,32,8,2,22.0,31,0,141,0,1,8,81,65.1,3,8,218,0,5,79.5,69.7,77.0,,62.3,63.8,69.1,60.0,16,0,25,3,23,35,0,0,3,35,1,141,81,2.53,4.4,1.09,27
Makhi Hughes,158417,HB,TULANE,1,30,4,4,60.5,118,0,195,0,0,4,89,38.3,5,8,319,0,13,79.3,80.8,78.9,,75.1,69.0,76.4,66.9,41,0,8,1,9,33,0,0,1,31,1,195,89,2.97,6.5,0.89,15
Tahj Brooks,123133,HB,TEXAS TECH,1,30,7,0,0.0,0,0,121,1,1,7,76,65.4,3,9,315,0,7,79.1,65.8,77.7,,82.4,40.9,69.5,59.8,12,0,1,1,30,33,0,0,3,31,1,121,76,2.53,4.0,0.03,23
Justice Ellison,123383,HB,INDIANA,1,29,1,0,0.0,0,0,123,0,0,1,76,8.7,3,10,190,0,12,78.9,68.8,75.9,,73.7,58.0,67.7,60.0,12,0,2,1,8,34,0,0,1,30,1,123,76,2.62,4.2,0.25,16
Omarion Hampton,162750,HB,N CAROLINA,1,26,4,0,0.0,0,0,105,0,6,4,85,112.7,2,8,245,0,7,78.2,74.7,78.0,,81.4,71.7,72.6,60.0,12,0,37,3,21,28,0,0,3,29,2,105,85,3.27,4.0,1.76,17
Brashard Smith,143951,HB,SMU,1,25,8,1,20.5,24,0,117,0,0,8,95,108.6,3,9,287,0,8,78.1,73.4,75.1,,40.3,67.6,72.7,59.2,24,0,22,3,14,29,0,0,3,28,2,117,95,3.8,4.7,1.57,16
Demond Claiborne,157523,HB,WAKE,1,23,6,1,15.0,19,0,127,0,2,6,79,105.7,5,7,339,0,10,77.8,74.7,75.2,,81.7,81.5,70.4,59.9,19,0,62,3,10,27,0,0,3,26,0,127,79,3.43,5.5,6.2,13
Jarquez Hunter,146662,HB,AUBURN,1,23,6,5,65.1,181,0,278,0,0,6,132,127.5,10,13,115,0,15,77.5,89.4,77.9,,22.8,75.5,89.1,60.0,50,0,19,4,19,27,0,0,5,27,2,278,132,5.74,12.1,1.0,8
Rahsul Faison,176482,HB,UTAH ST,1,23,8,2,26.0,34,0,131,0,0,8,104,134.0,3,8,329,0,17,77.5,72.9,78.4,,18.7,61.6,77.1,,19,0,43,4,35,23,0,0,5,27,1,131,104,4.52,5.7,1.23,6
