player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Tyrion Davis-Price,99169,HB,LSU,1,36,12,6,49.5,142,0,287,0,0,12,145,134.3,11,14,211,0,16,80.2,88.3,77.2,,81.0,53.9,86.0,60.0,40,0,0,0,16,38,0,0,0,36,3,287,145,4.03,8.0,0.0,20
Jay Ducker,130550,HB,N ILLINOIS,1,33,8,3,37.1,78,0,210,0,0,8,120,88.2,6,13,254,0,16,79.7,85.2,79.1,,23.8,58.0,82.1,56.1,34,0,0,0,3,37,0,0,0,33,0,210,120,3.64,6.4,0.0,17
Jaylen Warren,98692,HB,OKLA STATE,1,33,5,3,39.4,76,0,193,0,2,5,104,63.0,5,8,262,0,8,79.6,78.4,79.5,,47.5,59.6,79.6,59.0,29,0,0,2,22,41,0,0,3,35,0,193,104,3.15,5.8,0.0,25
Breece Hall,97636,HB,IOWA STATE,1,30,7,2,59.9,118,0,197,0,2,7,82,70.3,3,6,193,0,8,79.1,77.0,76.9,,50.2,85.0,72.5,73.4,75,0,35,5,15,30,0,0,5,35,2,197,82,2.73,6.6,2.33,22
Lew Nichols,97187,HB,C MICHIGAN,1,29,2,2,39.7,50,0,126,0,1,2,53,15.2,2,4,134,0,3,79.1,67.9,77.3,,52.0,76.3,66.0,59.4,34,0,39,7,29,33,0,0,8,36,0,126,53,1.83,4.3,1.34,25
Tyler Nevens,52262,HB,S JOSE ST,1,28,1,0,0.0,0,0,74,0,0,1,71,9.1,2,6,285,0,0,78.9,66.7,75.2,,26.0,55.3,67.5,59.5,13,0,0,0,7,32,0,0,0,28,1,74,71,2.54,2.6,0.0,28
Brad Roberts,125398,FB,AIR FORCE,1,28,2,2,29.7,41,0,138,0,0,2,68,17.3,2,10,101,0,13,78.9,70.1,79.8,,28.2,,69.9,57.1,21,0,0,0,0,45,0,0,0,28,2,138,68,2.43,4.9,,0
Charles Williams,41837,HB,UNLV,1,27,10,4,57.5,127,0,221,0,0,10,107,146.8,7,10,325,0,20,78.5,84.1,77.9,,16.8,53.3,84.8,60.0,75,0,0,0,14,28,0,0,0,27,3,221,107,3.96,8.2,0.0,7
Abram Smith,57158,HB,BAYLOR,1,27,6,2,36.7,69,0,188,1,0,6,132,101.1,5,9,118,0,1,78.4,74.8,78.2,,78.9,44.4,73.9,66.1,38,0,14,2,10,34,0,0,3,29,3,188,132,4.89,7.0,1.4,25
Kimani Vidal,123727,HB,TROY,1,26,7,2,42.0,68,0,159,0,3,7,124,164.5,5,10,318,0,10,78.0,73.3,77.2,,72.7,64.1,72.8,60.0,45,0,9,3,22,27,0,0,3,29,2,162,124,4.77,6.2,0.41,15
Evan Hull,97302,HB,NWESTERN,1,25,2,0,0.0,0,0,53,0,1,2,65,30.0,2,4,256,1,10,77.8,56.8,77.5,,81.7,65.2,53.3,60.0,13,0,12,1,17,26,0,0,2,26,0,53,65,2.6,2.1,0.71,14
Matt Corral,83517,QB,OLE MISS,1,24,5,5,51.4,109,0,139,0,0,3,27,41.3,9,12,226,2,4,28.9,76.1,36.9,66.3,,,75.9,60.0,32,2,0,0,0,47,73,10,0,14,0,212,51,2.13,8.8,,2
Dylan McDuffie,77703,HB,BUFFALO,1,23,2,1,42.6,58,0,136,0,1,2,59,32.1,3,7,126,0,12,77.5,61.8,76.2,,78.9,65.8,62.3,43.7,58,0,5,1,16,28,0,0,1,24,1,136,59,2.57,5.9,0.31,11
Shamari Brooks,61855,HB,TULSA,1,23,6,4,49.7,72,0,145,0,0,6,80,83.5,6,9,320,0,7,77.5,75.3,76.2,,20.6,70.8,74.2,65.5,23,0,28,2,16,26,0,0,2,25,1,145,80,3.48,6.3,1.75,15
Kenneth Walker III,97199,HB,MICH STATE,1,23,2,0,0.0,0,0,84,0,0,2,60,21.7,1,4,223,0,6,77.8,67.2,79.2,,55.2,56.8,67.7,60.8,13,0,-5,1,14,32,0,0,2,24,0,84,60,2.61,3.7,-0.36,17
