player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jalon Jones,104762,QB,CHARLOTTE,1,29,4,1,12.9,16,0,111,0,0,4,63,34.6,3,6,136,1,6,77.2,67.6,76.9,55.5,,,68.7,60.0,16,1,0,0,0,48,13,2,0,27,1,124,71,2.45,4.3,,17
Ollie Gordon II,157792,HB,OKLA STATE,1,29,6,6,73.8,208,0,282,0,0,6,196,139.8,8,10,262,0,20,78.9,87.3,78.5,,63.7,50.2,90.4,59.7,53,0,0,0,28,32,0,0,1,29,4,282,196,6.76,9.7,0.0,9
Tahj Brooks,123133,HB,TEXAS TECH,1,29,10,1,16.2,18,0,111,0,0,10,63,67.9,2,8,315,0,5,79.1,75.2,0.0,,77.6,69.0,76.1,58.4,18,1,15,3,26,36,0,0,4,32,1,111,63,2.17,3.8,0.58,24
Braelon Allen,145159,HB,WISCONSIN,1,29,6,3,42.1,61,0,145,0,0,6,112,74.7,5,10,349,0,6,79.1,72.4,77.6,,77.2,64.2,71.3,60.0,30,0,16,2,21,32,0,0,3,31,1,145,112,3.86,5.0,0.76,23
Jase McClellan,123926,HB,ALABAMA,1,27,5,1,25.2,29,0,115,0,0,5,69,45.6,3,5,103,0,13,78.5,61.4,76.6,,11.6,57.9,62.6,60.0,29,0,6,1,11,30,0,0,1,28,1,115,69,2.56,4.3,0.55,13
Jalen White,122464,HB,GA SOUTHRN,1,27,4,4,64.0,110,0,172,0,0,4,92,45.4,4,8,174,2,19,42.6,61.4,77.3,,65.5,57.1,61.9,59.5,45,0,13,3,30,30,0,0,5,30,2,172,92,3.41,6.4,0.43,7
Ja'Quinden Jackson,123119,HB,UTAH,1,26,4,2,38.5,45,0,117,0,0,4,66,37.6,3,6,328,0,2,78.2,69.4,78.5,,11.2,55.6,70.5,67.3,26,0,1,1,16,36,0,0,1,27,0,117,66,2.54,4.5,0.06,24
Marquez Cooper,130489,HB,BALL ST,1,26,12,2,33.3,54,0,162,0,1,12,140,259.3,6,10,117,0,18,78.2,88.1,76.7,,,56.2,88.8,42.8,39,0,1,1,9,36,0,0,1,27,1,162,140,5.38,6.2,0.11,8
Marcus Carroll,123849,HB,GA STATE,1,26,3,2,33.3,37,0,111,0,1,3,68,37.4,4,8,175,1,10,41.9,63.0,77.2,,13.2,82.1,60.4,53.4,19,0,55,2,21,36,0,0,2,28,0,111,68,2.62,4.3,2.62,16
Zion Webb,63555,QB,JVILLE ST,1,26,5,0,0.0,0,0,71,0,0,2,39,16.1,4,10,196,1,8,52.5,71.3,78.1,57.6,,,75.6,60.0,42,0,0,0,0,48,83,4,0,22,1,154,85,3.27,5.9,,8
Cody Schrader,157177,HB,MISSOURI,1,26,5,2,28.3,45,0,159,0,0,5,78,53.6,7,10,229,0,10,78.2,69.5,78.5,,76.9,61.3,72.2,41.4,29,0,11,2,20,37,0,0,3,28,2,159,78,3.0,6.1,0.55,16
Nay'Quan Wright,98803,HB,USF,1,26,4,3,63.4,118,0,186,0,0,4,135,76.9,4,8,327,0,14,78.2,73.8,75.9,,54.8,56.6,76.5,50.0,47,0,1,1,19,31,0,0,1,27,2,186,135,5.19,7.2,0.05,12
Kanye Roberts,157543,HB,APP STATE,1,25,2,1,22.0,24,0,109,0,1,2,39,16.7,2,4,108,0,3,78.7,60.9,79.5,,46.8,62.4,61.0,59.4,24,0,16,3,25,31,0,0,3,28,0,109,39,1.56,4.4,0.64,22
Kaden Feagin,174024,HB,ILLINOIS,1,24,2,0,0.0,0,0,97,0,0,2,49,17.0,3,4,187,0,8,77.8,65.3,77.3,,46.2,52.8,67.4,57.3,12,0,10,0,14,31,0,0,0,24,1,97,49,2.04,4.0,0.71,16
Miyan Williams,62608,HB,OHIO STATE,1,24,5,0,0.0,0,0,62,0,0,5,42,35.0,2,6,260,0,10,78.0,61.0,77.0,,32.0,56.9,63.5,52.1,12,0,-1,1,15,30,0,0,1,25,1,62,42,1.75,2.6,-0.07,14
Quinton Cooley,123380,HB,LIBERTY,1,24,5,0,0.0,0,0,134,0,0,5,80,69.4,3,8,206,1,17,37.9,83.0,78.1,,77.5,55.1,80.1,72.6,14,0,0,0,10,34,0,0,1,24,3,134,80,3.33,5.6,0.0,7
Kyle Monangai,129891,HB,RUTGERS,1,24,4,0,0.0,0,0,109,0,0,4,73,50.7,1,8,278,0,4,77.8,86.3,74.9,,65.2,56.2,80.7,84.2,11,0,0,0,7,35,0,0,0,24,0,109,73,3.04,4.5,0.0,20
C'Bo Flemister,83730,HB,PITTSBURGH,1,23,2,2,47.6,50,0,105,0,0,2,51,19.3,3,5,268,0,6,77.5,64.3,78.9,,58.1,52.9,65.8,59.4,30,0,0,0,23,27,0,0,0,23,0,105,51,2.22,4.6,0.0,17
RJ Harvey,99622,HB,UCF,1,23,7,2,70.3,71,0,101,0,2,7,100,156.5,3,5,323,0,5,77.8,64.0,76.9,,51.7,69.1,63.6,57.5,54,0,8,2,11,29,0,0,2,25,0,101,100,4.35,4.4,0.73,15
Emmanuel Michel,145972,FB,AIR FORCE,1,22,0,0,0.0,0,0,69,0,0,0,35,0.0,0,1,101,0,5,77.3,59.4,79.3,,56.0,58.2,60.5,53.0,7,0,0,0,3,41,0,0,0,22,0,69,35,1.59,3.1,0.0,0
Quinshon Judkins,157128,HB,OLE MISS,1,21,8,3,43.5,54,0,124,0,0,8,83,150.6,5,7,226,0,9,77.3,78.9,76.0,,47.7,52.3,79.8,65.5,21,0,0,0,14,30,0,0,0,21,1,124,83,3.95,5.9,0.0,12
La'Damian Webb,122423,HB,S ALABAMA,1,21,10,1,15.1,16,0,106,0,2,10,56,139.1,4,7,288,0,9,77.0,80.6,75.3,,74.1,75.2,77.9,,16,0,26,2,13,21,0,0,2,23,4,106,56,2.67,5.0,2.0,12
Kanye Udoh,171024,HB,ARMY,1,21,7,2,31.5,34,0,108,0,0,7,66,104.8,2,6,114,0,8,77.0,75.6,74.9,,77.0,55.8,74.1,59.1,18,0,0,0,6,27,0,0,0,21,0,108,66,3.14,5.1,0.0,13
