player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Ismail Mahdi,161419,HB,TEXAS ST,1,34,6,2,19.7,37,0,188,0,0,6,105,52.9,5,13,314,0,18,79.8,79.0,76.4,,77.4,58.6,78.3,60.0,21,0,9,1,21,35,0,0,2,35,1,188,105,3.09,5.5,0.43,16
Tahj Brooks,123133,HB,TEXAS TECH,1,31,8,4,45.0,76,0,169,0,0,8,109,87.9,5,8,315,1,13,47.2,71.6,76.3,,57.8,55.4,69.3,80.7,24,0,4,1,18,36,0,0,1,32,1,169,109,3.52,5.5,0.22,18
Carson Steele,145632,HB,UCLA,1,30,5,0,0.0,0,0,141,0,0,5,119,64.0,5,7,324,0,17,79.1,72.2,77.9,,81.2,57.2,70.9,60.0,14,0,2,1,16,33,0,0,1,31,0,141,119,3.97,4.7,0.13,13
Frank Gore Jr.,121457,HB,SO MISS,1,29,3,0,0.0,0,0,66,0,2,3,39,22.4,1,4,296,0,17,78.9,59.9,78.2,,69.8,67.7,58.6,58.0,10,0,16,1,16,33,0,0,1,30,0,66,39,1.34,2.3,1.0,12
Tommy Castellanos,158433,QB,BOSTON COL,1,29,8,2,22.6,35,0,124,0,0,5,52,38.5,5,10,121,1,21,41.0,57.2,77.0,30.4,,,67.1,60.0,20,0,0,0,0,55,31,3,0,26,4,155,78,2.69,5.3,,1
Kimani Vidal,123727,HB,TROY,1,27,8,4,65.3,158,0,242,0,0,8,97,106.4,6,10,318,0,6,78.7,86.8,77.0,,73.5,55.5,83.4,60.0,69,0,0,0,8,29,0,0,0,27,3,242,97,3.59,9.0,0.0,21
Larry McCammon III,97309,HB,FAU,1,26,7,2,33.1,43,0,130,0,1,7,74,75.9,4,7,165,0,16,78.2,75.9,77.5,,29.4,67.1,75.2,72.6,25,0,15,4,25,31,0,0,5,30,2,130,74,2.85,5.0,0.6,10
Jaylen Thomas,97201,HB,KENT STATE,1,24,6,0,0.0,0,0,67,0,0,6,73,73.0,2,4,201,0,17,77.8,66.6,76.4,,57.4,57.2,65.5,75.5,14,0,2,1,10,27,0,0,1,25,0,67,73,3.04,2.8,0.2,7
Logan Diggs,147475,HB,LSU,1,24,2,2,36.6,49,0,134,0,0,2,60,20.8,4,7,211,0,13,78.0,69.2,77.7,,68.3,52.0,71.0,54.9,34,0,0,0,18,38,0,0,0,24,1,134,60,2.5,5.6,0.0,11
Ashton Jeanty,157196,HB,BOISE ST,1,24,9,2,50.3,84,0,167,0,1,9,133,213.1,3,3,120,2,11,22.6,65.2,78.1,,74.4,56.5,65.9,58.0,68,0,16,2,19,31,0,0,2,26,0,167,133,5.54,7.0,0.84,13
