player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Richard Reese,158568,HB,BAYLOR,1,31,6,1,19.9,37,0,186,0,1,6,66,45.2,5,10,118,0,11,79.3,78.6,76.8,,,80.0,75.0,60.0,37,0,26,2,9,32,0,0,2,33,2,186,66,2.13,6.0,2.89,19
Khalan Laborn,57204,HB,MARSHALL,1,30,7,3,62.3,94,0,151,1,0,7,49,36.9,4,5,214,0,11,79.1,61.2,77.8,,48.3,38.8,64.8,59.1,61,0,-2,1,20,36,0,0,3,31,2,151,49,1.63,5.0,-0.1,19
Mohamed Ibrahim,55226,HB,MINNESOTA,1,30,6,0,0.0,0,0,102,0,0,6,72,48.0,4,8,225,0,16,79.1,68.1,76.6,,38.3,56.4,67.3,67.7,13,0,0,0,5,33,0,0,0,30,1,102,72,2.4,3.4,0.0,14
Jalen White,122464,HB,GA SOUTHRN,1,30,11,1,13.0,18,0,138,0,0,11,80,91.7,3,7,174,0,18,79.1,76.1,76.1,,79.0,79.8,71.5,59.5,18,0,22,2,10,34,0,0,2,32,1,138,80,2.67,4.6,2.2,12
Kendre Miller,123091,HB,TCU,1,29,6,1,31.4,48,0,153,0,2,6,111,102.1,2,7,305,0,13,78.9,74.6,75.9,,74.0,68.1,71.7,72.3,48,0,18,1,15,33,0,0,1,30,2,153,111,3.83,5.3,1.2,16
Marquez Cooper,130489,HB,KENT STATE,1,28,11,1,33.6,46,0,137,0,0,11,114,159.9,3,7,201,0,16,78.7,72.8,76.7,,76.4,53.0,72.9,59.6,46,0,0,0,17,32,0,0,1,28,0,137,114,4.07,4.9,0.0,12
Logan Diggs,147475,HB,NOTRE DAME,1,28,4,1,12.3,16,0,130,0,0,4,78,39.8,4,8,258,0,19,78.7,73.0,76.9,,73.2,53.5,72.3,,16,0,0,0,12,28,0,0,0,28,0,130,78,2.79,4.6,0.0,9
Titus Swen,97314,HB,WYOMING,1,28,7,2,30.6,49,0,160,0,0,7,109,94.0,5,10,351,0,3,78.9,82.5,77.3,,79.0,59.6,80.1,58.7,30,0,5,1,9,32,0,0,1,29,3,160,109,3.89,5.7,0.56,25
Samuel Brown V,162899,HB,RUTGERS,1,28,6,0,0.0,0,0,101,0,0,6,89,68.1,2,9,278,0,14,78.9,78.5,77.9,,59.1,55.5,78.9,48.0,12,0,0,0,6,34,0,0,0,28,1,101,89,3.18,3.6,0.0,14
Israel Abanikanda,122999,HB,PITTSBURGH,1,28,5,2,39.5,51,0,129,1,4,5,64,66.4,4,8,268,1,12,44.6,73.4,79.7,,30.5,29.8,81.0,59.2,36,0,50,3,18,33,0,0,4,31,1,129,64,2.29,4.6,2.78,16
Will Shipley,144138,HB,CLEMSON,1,27,4,1,31.4,50,0,159,0,0,4,110,54.3,3,6,140,1,13,45.3,73.6,79.1,,77.9,62.8,73.2,58.6,50,0,17,3,20,35,0,0,3,30,2,159,110,4.07,5.9,0.85,14
Avery Morrow,128240,HB,COLO STATE,1,26,10,2,57.1,84,0,147,0,1,10,129,188.2,4,6,144,0,11,78.4,71.5,76.5,,78.6,63.9,71.4,58.4,67,0,11,3,25,31,0,0,3,29,2,147,129,4.96,5.7,0.44,15
Jordan Mims,57209,HB,FRESNO ST,1,26,4,2,33.9,56,0,165,0,0,4,52,30.8,2,8,169,0,2,78.2,82.0,76.9,,80.0,52.4,82.4,59.6,34,1,0,0,19,30,0,0,0,26,1,165,52,2.0,6.3,0.0,24
Brad Roberts,125398,HB,AIR FORCE,1,25,1,0,0.0,0,0,90,0,0,1,43,6.9,0,6,101,0,8,78.0,72.4,79.0,,79.9,,69.2,65.3,7,0,0,0,0,36,0,0,0,25,1,90,43,1.72,3.6,,2
Quinshon Judkins,157128,HB,OLE MISS,1,25,2,1,16.2,18,0,111,0,0,2,58,17.2,1,8,226,0,18,78.2,75.9,78.2,,78.1,56.4,78.8,54.1,18,0,13,2,29,32,0,0,4,27,2,111,58,2.32,4.4,0.45,7
Tyjae Spears,97195,HB,TULANE,1,24,4,1,17.6,22,0,125,0,0,4,78,52.0,2,5,319,0,9,77.8,75.4,76.4,,36.7,60.9,76.8,59.4,22,0,8,1,21,29,0,0,1,25,1,125,78,3.25,5.2,0.38,15
Roman Hemby,144891,HB,MARYLAND,1,24,6,2,52.0,93,0,179,0,1,6,84,94.2,3,8,215,0,9,78.0,77.4,78.8,,21.8,61.8,79.2,67.9,75,0,14,2,28,33,0,0,2,26,3,179,84,3.5,7.5,0.5,15
Bijan Robinson,123126,HB,TEXAS,1,24,7,2,40.7,57,0,140,0,0,7,96,112.0,5,5,311,0,13,77.8,81.5,77.4,,22.9,58.9,85.0,73.2,42,0,41,1,31,25,0,0,4,25,1,140,96,4.0,5.8,1.32,11
Dewayne McBride,121495,HB,UAB,1,24,7,2,46.5,92,0,198,0,0,7,133,161.6,5,5,321,2,11,21.9,67.0,77.4,,57.6,59.0,65.9,,64,0,0,0,2,24,0,0,0,24,0,198,133,5.54,8.3,0.0,13
Carson Steele,145632,HB,BALL ST,1,24,5,0,0.0,0,0,101,0,2,5,56,58.3,1,4,117,0,5,77.8,70.5,0.0,,55.0,89.7,67.6,60.0,13,1,57,4,13,25,0,0,5,28,0,101,56,2.33,4.2,4.38,17
