player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Samson Evans,84228,HB,E MICHIGAN,1,36,10,4,36.8,95,0,258,1,0,10,141,105.9,9,14,160,0,26,80.3,77.1,78.7,,56.6,41.0,77.5,58.4,32,0,7,1,10,41,0,0,2,37,1,258,141,3.92,7.2,0.7,10
Israel Abanikanda,122999,HB,PITTSBURGH,1,31,6,1,17.3,23,0,133,0,0,6,80,48.4,4,9,268,0,3,79.5,68.4,78.6,,57.2,60.2,67.4,60.0,23,0,-5,1,8,35,0,0,2,32,1,133,80,2.58,4.3,-0.63,28
Lew Nichols,97187,HB,C MICHIGAN,1,30,9,2,27.7,46,0,166,1,0,9,108,104.5,6,10,134,0,16,79.1,71.8,77.1,,25.5,42.9,75.4,59.9,31,0,17,1,22,32,0,0,2,31,2,166,108,3.6,5.5,0.77,14
Aidan Robbins,98030,HB,UNLV,1,29,9,3,48.9,111,0,227,1,0,9,155,160.3,5,8,325,0,13,78.9,74.1,79.1,,76.0,39.6,78.6,58.6,59,0,-1,1,28,33,0,0,2,30,3,227,155,5.34,7.8,-0.04,16
Dewayne McBride,121495,HB,UAB,1,28,6,5,65.9,147,0,223,0,0,6,167,127.8,7,13,321,0,10,78.9,74.2,78.8,,78.1,54.9,72.9,60.0,47,0,0,0,9,30,0,0,0,28,4,223,167,5.96,8.0,0.0,18
Evan Hull,97302,HB,NWESTERN,1,25,2,1,14.8,18,0,122,0,1,2,65,23.6,2,6,256,1,20,45.5,69.6,0.0,,70.3,72.6,68.8,60.0,18,1,33,8,28,29,0,0,8,33,1,122,65,2.6,4.9,1.18,5
Carson Steele,145632,HB,BALL ST,1,25,10,3,45.3,63,0,139,0,1,10,115,180.7,4,8,117,0,7,78.0,70.8,78.6,,13.2,57.4,75.1,58.4,23,0,9,3,27,28,0,0,4,28,1,139,115,4.6,5.6,0.33,18
George Holani,72154,HB,BOISE ST,1,24,6,1,30.9,34,0,110,0,4,6,55,81.8,1,7,120,0,14,79.9,76.6,77.9,,55.3,83.8,71.8,,34,0,47,4,17,23,0,0,4,28,1,110,55,2.29,4.6,2.76,9
Khalan Laborn,57204,HB,MARSHALL,1,24,5,3,53.5,84,0,157,0,0,5,88,67.9,4,10,214,2,4,22.9,62.9,77.5,,26.7,50.5,66.8,59.5,49,0,29,3,31,26,0,0,4,27,2,157,88,3.67,6.5,0.94,20
Mohamed Ibrahim,55226,HB,MINNESOTA,1,23,6,5,58.4,118,0,202,0,0,6,139,157.7,6,12,225,0,13,77.5,86.7,73.8,,,55.6,84.1,60.0,34,0,0,0,9,24,0,0,0,23,3,202,139,6.04,8.8,0.0,10
