player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Ashton Jeanty,157196,HB,BOISE ST,1,37,12,3,45.1,102,0,226,1,0,12,183,160.4,7,12,120,1,19,52.1,75.5,79.7,,24.6,34.5,79.7,60.0,60,0,0,0,25,42,0,0,2,37,1,226,183,4.95,6.1,0.0,17
Quintrevion Wisner,176190,HB,TEXAS,1,33,8,3,29.6,55,0,186,0,1,8,147,114.5,6,10,311,0,9,79.8,77.6,79.0,,41.4,63.6,77.2,60.3,22,0,21,2,17,40,0,0,3,35,0,186,147,4.45,5.6,1.24,24
Darius Taylor,173422,HB,MINNESOTA,1,32,3,2,22.4,32,0,143,0,0,3,104,28.7,5,7,225,0,10,79.6,70.6,77.7,,45.2,68.1,69.9,56.0,16,0,13,2,18,37,0,0,2,34,0,143,104,3.25,4.5,0.72,22
Kalel Mullings,129590,HB,MICHIGAN,1,32,2,1,23.3,27,0,116,0,0,2,103,20.1,1,5,222,0,19,79.5,71.5,77.9,,45.1,56.4,70.9,60.0,27,0,0,0,5,36,0,0,0,32,1,116,103,3.22,3.6,0.0,13
Kyle Monangai,129891,HB,RUTGERS,1,31,6,2,30.2,39,0,129,0,0,6,84,52.4,4,8,278,0,4,79.3,63.7,0.0,,41.7,53.4,65.1,73.0,21,1,0,0,15,35,0,0,0,31,1,129,84,2.71,4.2,0.0,27
Al-Jay Henderson,145676,HB,BUFFALO,1,30,7,2,23.2,43,0,185,1,0,7,121,94.1,8,10,126,0,7,79.1,69.2,76.7,,24.8,31.5,74.3,47.9,23,0,0,0,15,38,0,0,1,30,1,185,121,4.03,6.2,0.0,23
Jam Miller,157003,HB,ALABAMA,1,28,3,0,0.0,0,0,84,0,0,3,65,24.9,1,4,103,0,11,78.7,66.5,76.9,,78.0,53.3,68.2,47.5,14,0,0,0,16,38,0,0,1,28,0,84,65,2.32,3.0,0.0,17
Ahmad Hardy,190013,HB,LA MONROE,1,28,14,2,25.0,43,0,172,0,3,14,125,261.7,5,11,209,0,8,78.7,82.6,77.8,,69.9,67.0,81.6,60.0,28,0,11,1,21,29,0,0,1,29,1,172,125,4.46,6.1,0.52,19
Bryson Washington,174649,HB,BAYLOR,1,28,3,3,47.4,91,0,192,0,0,3,100,36.9,5,10,118,0,4,78.7,81.7,75.9,,34.2,80.3,78.3,,50,1,14,1,14,28,0,0,1,29,2,192,100,3.57,6.9,1.0,24
Bryson Daily,147303,QB,ARMY,1,28,9,3,49.3,74,0,130,0,0,7,64,71.7,4,10,114,1,9,76.7,90.7,25.5,91.6,,57.2,74.1,60.2,42,1,0,0,0,55,20,3,0,25,2,150,70,2.5,5.4,,10
Lincoln Pare,121537,HB,TEXAS ST,1,26,5,1,16.7,16,0,96,0,4,5,52,58.1,2,7,314,0,15,78.4,71.1,76.8,,78.6,76.8,66.4,64.1,16,0,66,5,16,31,0,0,5,31,1,96,52,2.0,3.7,4.13,11
Isaac Brown,183312,HB,LOUISVILLE,1,26,5,3,55.1,98,0,178,1,0,5,115,76.3,4,9,210,0,15,78.2,71.6,77.3,,72.9,45.5,73.7,60.0,67,0,12,3,14,27,0,0,5,29,2,178,115,4.42,6.8,0.86,11
Dylan Sampson,163772,HB,TENNESSEE,1,25,11,3,35.4,63,0,178,0,0,11,106,172.7,5,8,307,1,16,41.7,79.1,76.5,,80.4,59.6,78.4,60.0,28,0,6,2,16,27,0,0,3,27,0,178,106,4.24,7.1,0.38,8
Mike Washington Jr.,145672,HB,NEW MEX ST,1,25,8,1,20.4,23,0,113,1,2,8,96,137.1,1,3,242,1,9,43.2,66.5,78.3,,75.2,62.7,66.5,45.5,23,0,24,3,21,31,0,0,4,28,1,113,96,3.84,4.5,1.14,16
Dylan Carson,173850,FB,AIR FORCE,1,24,2,1,13.6,17,0,125,0,0,2,68,23.6,3,8,101,0,9,77.8,83.1,78.9,,70.8,59.5,78.5,68.9,17,0,0,0,1,40,0,0,0,24,2,125,68,2.83,5.2,0.0,0
Jay Ducker,130550,HB,SM HOUSTON,1,24,3,2,31.3,30,0,96,0,1,3,57,36.5,3,3,281,0,9,77.8,66.1,78.6,,79.5,75.2,63.7,49.4,15,0,17,2,26,39,0,0,2,26,0,96,57,2.38,4.0,0.65,15
Mario Anderson Jr.,169699,HB,MEMPHIS,1,24,8,3,49.2,87,0,177,0,0,8,113,144.9,7,7,218,0,2,77.8,79.1,76.4,,57.1,60.9,78.8,60.0,47,0,-4,2,14,28,0,0,2,26,1,177,113,4.71,7.4,-0.29,22
Ahmani Marshall,123391,HB,APP STATE,1,24,3,2,29.9,38,0,127,0,0,3,88,44.0,4,6,108,0,1,78.5,64.7,77.2,,80.7,54.8,64.5,,21,0,14,1,18,27,0,0,1,25,1,127,88,3.67,5.3,0.78,23
Tahj Brooks,123133,HB,TEXAS TECH,1,24,4,4,53.8,107,0,199,0,0,4,77,49.4,5,12,315,0,10,77.8,81.7,77.0,,42.9,59.5,85.0,59.5,37,0,35,2,28,27,0,0,2,26,3,199,77,3.21,8.3,1.25,14
Bryson Barnes,131845,QB,UTAH ST,1,23,7,4,46.7,93,0,152,0,0,3,48,39.9,7,12,329,0,15,75.3,79.6,77.7,64.8,,54.3,79.0,60.0,42,0,0,0,1,44,47,4,0,19,1,199,71,3.09,8.7,0.0,1
Damien Taylor,147252,HB,TROY,1,23,8,3,62.7,106,0,169,0,0,8,77,116.4,4,8,318,0,13,77.5,71.1,77.2,,85.8,54.1,70.4,59.3,56,0,0,0,14,29,0,0,0,23,3,169,77,3.35,7.3,0.0,10
Corey Kiner,86392,HB,CINCINNATI,1,23,5,1,41.8,46,0,110,0,0,5,94,88.8,2,9,138,1,8,36.5,61.6,78.4,,37.2,53.1,63.9,58.1,46,0,0,0,24,27,0,0,0,23,1,110,94,4.09,4.8,0.0,15
Aaron Young,97161,HB,DOMINION,1,23,4,2,38.7,46,0,119,0,2,4,106,110.6,3,7,263,0,17,77.5,80.1,76.6,,78.4,80.3,75.8,65.6,24,0,39,2,8,37,0,0,2,25,2,119,106,4.61,5.2,4.88,6
Marquez Cooper,130489,HB,S DIEGO ST,1,23,2,2,35.1,33,0,94,0,1,2,40,20.1,3,6,284,0,4,77.5,71.0,76.8,,65.4,81.7,66.8,58.7,18,0,37,3,22,26,0,0,3,26,2,94,40,1.74,4.1,1.68,19
Haynes King,124329,QB,GA TECH,1,23,2,1,15.3,17,0,101,0,0,0,29,0.0,4,10,176,1,17,53.2,76.7,78.1,76.2,62.2,,65.6,60.0,17,0,0,0,0,44,10,2,0,21,3,111,47,2.04,4.8,,1
LeQuint Allen,158290,HB,SYRACUSE,1,22,6,0,0.0,0,0,82,0,1,6,65,73.9,2,6,304,0,11,78.2,76.1,78.8,,80.2,79.0,70.8,59.3,11,0,61,6,32,27,0,0,6,28,2,82,65,2.95,3.7,1.91,9
Micah Bernard,100583,HB,UTAH,1,22,0,0,0.0,0,0,87,0,0,0,72,0.0,2,2,328,0,4,77.3,67.6,77.6,,82.3,64.4,67.9,47.2,12,0,1,1,14,25,0,0,1,23,0,87,72,3.27,4.0,0.07,18
Marcus Carroll,123849,HB,MISSOURI,1,22,2,1,17.8,16,0,90,0,0,2,49,20.2,1,6,229,0,9,77.5,81.1,77.5,,70.3,54.8,79.9,58.6,16,0,0,0,9,26,0,0,0,22,2,90,49,2.23,4.1,0.0,13
Omarion Hampton,162750,HB,N CAROLINA,1,22,9,4,70.8,131,0,185,1,1,9,99,173.1,5,6,245,0,12,77.5,78.5,77.9,,81.0,53.8,82.0,59.5,75,0,78,4,27,26,0,0,5,26,1,185,99,4.5,8.4,2.89,9
LJ Martin,175035,HB,BYU,1,22,8,0,0.0,0,0,87,0,0,8,51,80.6,1,7,128,2,7,34.4,62.0,76.6,,25.6,61.8,63.2,61.3,12,0,9,1,14,32,0,0,2,23,0,87,51,2.32,4.0,0.64,14
