player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Trey Potts,101647,HB,MINNESOTA,1,34,10,4,41.0,73,0,178,2,0,10,123,106.4,6,10,225,0,26,80.2,70.6,76.6,,78.1,26.6,73.7,60.0,21,0,0,0,8,38,0,0,2,34,2,178,123,3.62,5.2,0.0,8
Brad Roberts,125398,FB,AIR FORCE,1,28,2,0,0.0,0,0,100,0,0,2,52,13.3,3,7,101,0,13,78.7,64.8,80.3,,79.1,58.6,65.2,51.3,11,0,0,0,2,47,0,0,1,28,2,100,52,1.86,3.6,0.0,0
Hassan Haskins,83701,HB,MICHIGAN,1,27,4,3,33.5,52,0,155,0,0,4,75,39.7,5,10,222,0,20,78.5,75.3,79.2,,19.8,64.2,73.1,59.6,20,0,0,1,3,31,0,0,1,28,1,155,75,2.78,5.7,0.0,6
Chris Rodriguez Jr.,83689,HB,KENTUCKY,1,27,6,3,39.2,80,0,204,0,0,6,104,82.5,6,11,202,2,12,22.5,78.7,77.0,,79.2,63.4,76.3,59.5,31,0,5,1,9,37,0,0,1,28,2,204,104,3.85,7.6,0.56,15
Harrison Waylee,130584,HB,N ILLINOIS,1,26,8,2,57.0,102,0,179,1,0,8,154,175.5,3,6,254,0,19,78.2,76.1,79.2,,76.8,42.0,77.7,60.0,75,0,6,1,16,27,0,0,2,27,2,179,154,5.92,6.9,0.38,7
Deuce Vaughn,122624,HB,KANSAS ST,1,25,8,1,12.8,16,0,125,0,0,8,58,68.7,6,10,199,1,13,43.0,69.0,77.7,,14.6,65.3,70.6,55.8,16,0,1,2,18,41,0,0,6,27,3,125,58,2.32,5.0,0.06,11
D'vonte Price,55158,HB,FIU,1,23,13,1,22.3,23,0,103,0,0,13,73,171.9,2,4,166,2,8,22.2,64.6,76.4,,78.5,62.8,63.7,,23,0,20,1,17,24,0,0,1,24,0,103,73,3.17,4.5,1.18,15
Evan Hull,97302,HB,NWESTERN,1,22,11,2,30.2,38,0,126,0,0,11,96,218.2,5,9,256,1,6,77.3,90.4,76.7,,33.3,55.2,88.3,59.5,20,0,0,0,6,25,0,0,0,22,2,126,96,4.36,5.7,0.0,16
Christian Anderson,60339,QB,ARMY,1,22,2,3,43.1,53,0,123,0,0,2,39,16.1,3,5,114,1,6,40.4,73.1,77.1,68.6,,,67.1,60.0,20,0,0,0,0,66,0,0,0,22,0,123,39,1.77,5.6,,9
Stephen Carr,57453,HB,INDIANA,1,22,3,3,58.5,69,0,118,0,0,3,69,42.8,3,8,190,0,15,77.3,80.6,76.0,,29.5,56.9,78.2,60.0,26,0,0,0,5,23,0,0,0,22,1,118,69,3.14,5.4,0.0,7
Rachaad White,131633,HB,ARIZONA ST,1,22,5,0,0.0,0,0,90,1,2,5,77,90.7,2,7,110,0,11,77.3,75.2,77.7,,59.8,63.8,76.8,58.8,14,0,41,5,24,25,0,0,6,27,2,90,77,3.5,4.1,1.71,11
Zach Evans,123072,HB,TCU,1,22,5,4,54.7,104,0,190,0,1,5,105,124.5,6,9,305,0,0,77.3,87.0,76.3,,71.5,67.3,82.9,81.0,51,0,14,1,13,36,0,0,1,23,1,190,105,4.77,8.6,1.08,22
Xazavian Valladay,57490,HB,WYOMING,1,21,4,1,17.8,18,0,101,0,0,4,84,69.6,2,8,351,0,14,77.0,70.0,78.5,,37.4,69.0,72.2,40.8,18,0,50,2,14,28,0,0,2,23,1,101,84,4.0,4.8,3.57,7
Kevin Marks Jr.,55019,HB,BUFFALO,1,21,1,1,35.3,30,0,85,0,0,1,63,12.5,1,2,126,0,4,77.3,70.8,75.2,,82.0,63.8,69.1,,30,0,5,3,12,22,0,0,3,24,0,85,63,3.0,4.0,0.42,17
Tyler Goodson,101659,HB,IOWA,1,21,6,0,0.0,0,0,55,0,2,6,41,67.9,1,5,192,0,2,76.8,66.5,77.1,,63.0,82.6,59.7,60.0,13,0,9,2,10,23,0,0,3,23,1,55,41,1.95,2.6,0.9,18
Frank Gore Jr.,121457,HB,SO MISS,1,21,2,4,71.0,115,0,162,0,0,2,129,55.8,4,5,296,0,9,77.0,78.2,76.7,,67.0,60.3,77.1,59.0,51,0,6,1,9,27,0,0,2,22,1,162,129,6.14,7.7,0.67,11
Blake Corum,129574,HB,MICHIGAN,1,21,7,2,49.1,84,0,171,1,2,7,56,100.0,4,8,222,0,15,77.2,78.6,76.3,,,60.1,78.5,60.0,67,0,11,3,12,25,0,0,4,24,3,171,56,2.67,8.1,0.92,6
D'Eriq King,26636,QB,MIAMI FL,1,20,4,0,0.0,0,0,-8,0,0,0,2,0.0,4,4,220,0,0,72.7,91.0,77.5,91.9,,,67.1,60.0,29,0,0,0,0,32,78,11,0,9,0,70,57,2.85,3.5,,6
Terrion Avery,102877,HB,S ALABAMA,1,20,3,0,0.0,0,0,82,1,1,3,35,31.8,3,7,288,0,11,76.7,67.8,75.4,,70.8,46.0,72.0,47.1,13,0,5,2,15,20,0,0,3,22,1,82,35,1.75,4.1,0.33,9
Chez Mellusi,99597,HB,WISCONSIN,1,20,3,1,41.7,60,0,144,0,0,3,54,40.5,3,6,349,0,1,76.7,70.3,76.0,,70.0,58.6,68.4,,60,0,0,0,2,20,0,0,0,20,1,144,54,2.7,7.2,0.0,18
Noah Cain,97185,HB,PENN STATE,1,20,3,0,0.0,0,0,69,0,3,3,40,52.2,0,5,266,0,7,76.8,69.6,76.7,,76.3,69.7,67.8,58.8,9,0,30,3,18,23,0,0,4,23,1,69,40,2.0,3.5,1.67,13
CJ Verdell,57378,HB,OREGON,1,20,1,1,45.8,77,0,168,0,0,1,61,13.3,4,6,264,0,13,76.8,70.2,77.7,,73.5,72.9,67.7,58.4,77,0,27,3,21,26,0,0,4,23,3,168,61,3.05,8.4,1.29,7
Bobby Cole,57331,HB,NEW MEXICO,1,20,9,0,0.0,0,0,107,0,0,9,79,177.8,4,4,241,0,7,77.0,70.2,75.1,,71.8,55.2,68.3,70.9,14,0,0,0,11,24,0,0,0,20,1,107,79,3.95,5.4,0.0,13
Bryant Koback,57266,HB,TOLEDO,1,20,3,1,58.8,67,0,114,0,0,3,95,62.0,3,3,316,0,16,76.8,63.8,77.4,,57.5,61.8,64.1,59.7,67,0,16,3,23,22,0,0,3,23,0,114,95,4.75,5.7,0.7,3
Khalan Griffin,129847,HB,RICE,1,19,3,1,24.4,21,0,86,0,0,3,57,47.4,2,4,275,0,8,76.5,76.6,73.9,,69.8,57.8,74.0,60.0,21,0,0,0,3,20,0,0,0,19,0,86,57,3.0,4.5,0.0,11
Max Duggan,99470,QB,TCU,1,19,1,1,38.8,33,0,71,0,0,1,47,16.3,1,6,305,0,6,74.8,62.9,77.6,54.7,,,68.9,60.0,33,1,0,0,0,46,14,2,0,17,1,85,57,3.0,4.5,,9
Bijan Robinson,123126,HB,TEXAS,1,19,7,1,29.0,20,0,69,0,1,7,57,120.0,1,5,311,0,12,76.5,70.7,78.1,,73.9,53.7,73.8,59.9,20,0,4,1,27,21,0,0,1,20,1,69,57,3.0,3.6,0.15,7
Vincent Davis,99593,HB,PITTSBURGH,1,19,3,0,0.0,0,0,33,1,2,3,38,45.5,0,2,268,0,8,76.5,61.9,77.0,,27.2,56.1,64.5,60.0,7,0,13,3,20,24,0,0,4,22,1,33,38,2.0,1.7,0.65,10
Isiah Pacheco,83747,HB,RUTGERS,1,19,0,0,0.0,0,0,50,0,0,0,42,0.0,1,5,278,0,8,76.5,63.0,75.7,,2.4,54.1,65.1,72.8,10,0,0,0,17,22,0,0,0,19,0,50,42,2.21,2.6,0.0,11
B.J. Baylor,52122,HB,OREGON ST,1,18,5,2,56.1,96,0,171,0,0,5,64,93.6,3,7,265,1,5,29.8,74.2,77.6,,5.6,66.9,82.2,47.8,66,0,9,1,11,25,0,0,2,19,3,171,64,3.56,9.5,0.82,13
Brandon Thomas,121788,HB,MEMPHIS,1,18,6,2,75.9,145,0,191,0,0,6,191,353.7,3,4,218,0,10,76.2,75.1,0.0,,76.7,58.3,76.8,,75,1,0,0,11,18,0,0,0,18,2,191,191,10.61,10.6,0.0,8
Marcus Williams Jr.,40600,HB,LA TECH,1,18,11,1,17.2,17,0,99,0,0,11,63,202.6,3,5,208,0,7,76.2,74.5,75.5,,71.1,62.8,71.8,67.3,17,0,7,1,9,22,0,0,1,19,0,99,63,3.5,5.5,0.78,10
Jerome Ford,83601,HB,CINCINNATI,1,18,6,1,17.7,20,0,113,0,0,6,69,127.8,4,7,138,1,7,31.6,77.7,75.3,,78.7,53.8,77.8,60.0,20,0,0,0,16,21,0,0,0,18,3,113,69,3.83,6.3,0.0,11
Jordon Simmons,129634,HB,MICH STATE,1,18,2,1,19.0,24,0,126,0,0,2,63,38.9,3,6,223,0,5,76.5,80.3,77.6,,76.3,57.8,80.0,59.9,24,0,0,0,13,22,0,0,0,18,0,126,63,3.5,7.0,0.0,13
