player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Cam Cook,173133,HB,JVILLE ST,1,31,16,3,54.1,118,0,218,0,1,16,183,304.1,8,10,196,0,5,79.3,83.6,78.7,,74.8,65.3,83.9,57.5,73,0,15,2,18,52,0,0,4,33,2,218,183,5.9,7.0,0.83,26
Jeffery Pittman,172552,HB,SO MISS,1,31,2,1,11.4,16,0,140,0,0,2,108,21.8,3,10,296,0,13,79.2,60.8,77.9,54.8,28.9,55.0,63.2,56.3,16,0,1,1,20,40,0,0,1,32,2,140,108,3.48,4.5,0.05,17
Liam Szarka,197814,QB,AIR FORCE,1,28,3,1,16.9,22,0,126,0,0,3,58,23.9,2,7,101,1,20,77.5,77.7,77.8,79.1,,,66.2,60.0,22,0,0,0,0,68,4,1,0,27,2,130,59,2.11,4.6,,1
Chip Trayanum,131631,HB,TOLEDO,1,27,1,2,28.8,36,0,125,0,0,1,67,9.2,6,8,316,1,12,42.5,61.3,77.5,,79.5,52.8,60.9,67.8,19,0,0,0,20,33,0,0,1,27,1,125,67,2.48,4.6,0.0,14
Joe Jackson,173106,HB,KANSAS ST,1,27,3,1,19.1,21,0,110,0,0,3,63,24.1,2,4,199,0,9,78.4,57.2,77.5,,48.7,59.2,57.3,60.1,21,0,3,2,21,34,0,0,3,29,0,110,63,2.33,4.1,0.14,16
LJ Martin,175035,HB,BYU,1,26,6,1,17.4,28,0,161,0,0,6,110,94.0,5,10,128,0,3,78.0,78.9,78.3,,23.4,54.1,83.4,62.3,28,0,0,1,19,40,0,0,3,27,1,161,110,4.23,6.2,0.0,22
Caden Creel,170414,QB,JVILLE ST,1,25,7,2,24.8,33,0,95,0,0,2,58,33.9,5,8,196,3,11,25.7,54.2,28.4,59.4,,,54.9,60.0,18,1,4,1,0,58,38,7,1,19,1,133,89,3.56,5.3,,5
Kewan Lacy,190221,HB,OLE MISS,1,24,14,2,31.0,44,0,142,0,1,14,98,235.6,4,9,226,0,10,78.0,80.2,76.8,,79.8,63.0,80.5,58.5,23,0,19,2,23,31,0,0,2,26,0,142,98,4.08,5.9,0.83,14
Jay Ducker,130550,HB,TEMPLE,1,24,4,0,0.0,0,0,97,0,0,4,66,44.0,2,7,306,0,2,78.0,71.7,76.8,,77.4,54.6,72.1,59.6,12,0,4,1,17,32,0,0,2,25,2,97,66,2.75,4.0,0.24,22
Abu Sama III,174686,HB,IOWA STATE,1,24,6,4,66.1,117,0,177,0,0,6,143,149.0,5,8,193,0,16,77.8,84.9,76.4,,77.8,54.6,83.6,62.1,38,0,0,0,17,27,0,0,1,24,2,177,143,5.96,7.4,0.0,8
Dontae McMillan,103994,HB,E MICHIGAN,1,23,3,1,19.2,20,0,104,1,0,3,89,43.0,2,4,160,0,2,77.5,66.6,77.3,,79.1,60.1,67.3,55.7,20,0,11,4,22,35,0,0,6,27,0,104,89,3.87,4.5,0.5,19
Anthony Hankerson,157691,HB,OREGON ST,1,22,5,1,15.8,16,0,101,0,1,5,54,64.0,3,8,265,0,2,77.5,68.9,77.6,,74.7,51.7,72.2,58.8,16,0,2,1,31,26,0,0,1,23,0,101,54,2.45,4.6,0.06,20
Quintrevion Wisner,176190,HB,TEXAS,1,22,6,1,39.4,37,0,94,0,3,6,94,142.4,1,4,311,0,7,77.5,73.3,77.0,,75.6,75.8,71.1,60.0,37,0,34,5,24,27,0,0,5,27,0,94,94,4.27,4.3,1.42,14
Lincoln Pare,121537,HB,TEXAS ST,1,22,4,1,54.9,62,0,113,0,0,4,107,84.6,1,6,314,0,4,77.3,68.4,76.9,,75.5,53.5,70.3,59.0,62,0,8,1,19,29,0,0,1,23,3,113,107,4.86,5.1,0.42,18
Cameron Dickey,184897,HB,TEXAS TECH,1,21,5,5,73.4,193,0,263,1,0,5,71,70.4,6,9,315,0,11,77.3,79.2,77.1,,0.0,50.1,84.4,59.1,71,0,16,3,17,30,0,0,4,24,2,263,71,3.38,12.5,0.94,10
Devin Mockobee,145111,HB,PURDUE,1,21,5,1,15.3,15,0,98,1,0,5,75,85.0,3,6,273,0,12,77.2,67.2,75.9,33.8,80.7,36.7,75.5,59.1,15,0,0,0,15,25,0,0,1,21,0,98,75,3.57,4.7,0.0,9
Cale Hellums,170981,QB,ARMY,1,21,3,1,35.0,50,0,137,0,0,3,62,46.5,3,8,114,0,6,76.6,91.4,75.6,84.4,,,79.8,60.0,50,0,0,0,0,45,6,1,0,20,2,143,62,2.95,6.8,,10
Emmett Johnson,156473,HB,NEBRASKA,1,21,11,2,36.9,65,0,176,0,3,11,79,229.0,7,8,238,0,11,77.0,83.0,0.0,,75.5,66.3,85.6,60.0,50,1,20,2,22,23,0,0,2,23,0,176,79,3.76,8.4,0.91,10
Bear Bachmeier,203434,QB,BYU,1,20,6,0,0.0,0,0,62,0,1,4,40,83.3,1,5,128,2,10,46.3,57.9,77.6,54.7,,,61.1,60.0,13,0,3,1,0,43,27,5,1,16,2,89,60,3.0,4.5,,2
Jam Miller,157003,HB,ALABAMA,1,20,3,0,0.0,0,0,85,0,0,3,50,31.3,2,4,103,0,8,76.8,66.7,76.9,,16.6,68.7,66.9,60.0,12,0,25,4,16,22,0,0,4,24,0,85,50,2.5,4.3,1.56,12
Sire Gaines,184229,HB,BOISE ST,1,20,1,0,0.0,0,0,65,0,0,1,51,12.1,1,7,120,0,14,76.7,68.9,76.7,,76.8,65.8,67.2,59.5,12,0,4,1,8,25,0,0,1,21,2,65,51,2.55,3.3,0.5,5
Carlos Del Rio-Wilson,146687,QB,MARSHALL,1,19,8,1,26.4,24,0,88,0,0,7,46,105.2,3,4,214,0,7,74.8,74.0,77.2,70.3,,54.3,68.4,60.0,24,0,-8,1,1,45,3,2,1,18,2,91,50,2.63,4.8,-8.0,5
Mike Washington Jr.,145672,HB,ARKANSAS,1,19,6,2,48.9,64,0,131,0,0,6,96,151.6,4,5,111,0,12,76.5,75.1,77.9,,53.7,54.5,78.8,58.5,38,0,6,1,20,27,0,0,1,20,1,131,96,5.05,6.9,0.3,5
Jordan Brunson,123342,HB,MIAMI OH,1,19,2,0,0.0,0,0,72,0,0,2,59,32.7,2,3,221,0,0,77.0,61.5,73.8,,71.7,57.0,61.3,59.3,11,0,0,0,3,25,0,0,0,19,0,72,59,3.11,3.8,0.0,18
Blake Horvath,162555,QB,NAVY,1,19,3,3,50.6,81,0,136,0,0,1,42,16.4,5,8,237,1,10,40.5,65.4,76.2,58.3,62.2,,66.7,60.0,51,0,0,0,0,33,24,3,0,16,2,160,61,3.21,8.4,,2
Caleb Komolafe,176513,HB,NWESTERN,1,19,4,0,0.0,0,0,72,0,0,4,50,52.6,0,6,256,0,5,77.0,66.1,75.7,,75.3,63.1,65.4,60.0,9,0,9,1,15,22,0,0,1,20,1,72,50,2.63,3.8,0.6,14
Roman Hemby,144891,HB,INDIANA,1,19,1,0,0.0,0,0,70,0,1,1,45,22.6,1,4,190,0,8,76.5,67.3,77.3,,68.0,62.3,67.5,58.5,14,0,25,2,22,27,0,0,2,21,2,70,45,2.37,3.7,1.14,11
Rod Gainey Jr.,193130,HB,CHARLOTTE,1,19,4,0,0.0,0,0,42,0,0,4,32,33.7,0,3,136,2,2,19.5,48.0,75.5,,42.8,29.1,54.2,58.9,9,0,1,1,14,24,0,0,1,20,0,42,32,1.68,2.2,0.07,17
Wayne Knight,156712,HB,JAMES MAD,1,19,1,1,46.2,49,0,106,0,0,1,38,8.3,1,4,197,0,5,79.6,67.0,76.6,,70.8,68.3,64.8,56.5,49,0,23,5,22,26,0,0,6,24,0,106,38,2.0,5.6,1.05,14
Jadan Baugh,184417,HB,FLORIDA,1,18,7,1,23.1,15,0,65,0,0,7,67,118.4,2,3,163,0,9,76.2,58.1,77.2,,79.1,59.2,57.2,,15,0,10,4,32,18,0,0,5,22,0,65,67,3.72,3.6,0.31,9
Vaughn Blue,174921,HB,LIBERTY,1,18,1,1,20.3,16,0,79,0,0,1,39,11.4,2,3,206,0,13,76.5,62.1,78.8,,64.3,57.1,62.7,56.2,16,0,0,1,14,35,0,0,2,19,0,79,39,2.17,4.4,0.0,5
Jeremiyah Love,171090,HB,NOTRE DAME,1,18,4,1,27.9,24,0,86,1,0,4,42,51.9,2,5,258,0,7,76.2,72.9,76.5,,80.8,37.7,78.2,60.0,24,0,0,0,15,19,0,0,1,18,2,86,42,2.33,4.8,0.0,11
Byrum Brown,156206,QB,USF,1,18,3,1,23.8,25,0,94,0,0,2,45,35.2,2,8,327,2,6,26.3,74.1,77.4,68.4,,54.3,70.4,60.0,25,1,0,0,1,44,11,2,0,16,2,105,51,2.83,5.8,0.0,6
Turbo Richard,190199,HB,BOSTON COL,1,18,1,1,24.0,18,0,75,1,0,1,39,11.4,2,5,121,0,13,76.2,61.7,76.8,,34.3,39.4,67.8,,18,0,6,1,24,18,0,0,2,19,1,75,39,2.17,4.2,0.25,4
Dylan Riley,190996,HB,BOISE ST,1,18,4,1,27.7,28,0,101,0,0,4,81,94.7,4,3,120,0,10,76.2,81.0,76.5,,31.5,64.2,80.2,,28,0,14,1,9,18,0,0,3,19,0,101,81,4.5,5.6,1.56,8
Cam Fancher,145266,QB,UCF,1,18,3,0,0.0,0,0,34,0,0,0,16,0.0,4,8,323,2,6,72.4,55.8,36.2,48.3,,,70.2,60.0,16,1,0,0,0,29,82,11,0,7,1,116,61,3.39,6.4,,1
King Miller,197654,HB,USC,1,18,2,3,70.3,111,0,158,0,1,2,98,81.7,3,8,326,0,7,76.4,72.0,75.0,,77.0,59.4,72.5,60.0,49,0,14,2,18,20,0,0,2,20,1,158,98,5.44,8.8,0.78,11
Jekail Middlebrook,170487,HB,MIDDLE TN,1,17,7,3,52.7,49,0,93,0,0,7,95,195.6,4,7,224,0,6,77.2,70.4,77.9,,59.5,54.2,76.8,58.0,18,0,19,3,43,23,0,0,5,20,0,93,95,5.59,5.5,0.44,11
Deuce Bailey,198907,QB,MO STATE,1,17,0,1,34.9,15,0,35,0,0,0,11,0.0,2,4,230,1,6,45.6,64.3,76.7,59.6,,,65.6,60.0,15,0,0,0,0,29,8,2,0,15,1,43,12,0.71,2.5,,4
Lucky Sutton,158807,HB,S DIEGO ST,1,17,2,1,28.3,30,0,106,1,0,2,72,49.8,1,4,284,0,7,75.8,74.1,73.8,,74.0,32.8,77.7,59.4,30,0,0,0,8,20,0,0,1,17,1,106,72,4.24,6.2,0.0,9
Owen Allen,127306,HB,AIR FORCE,1,17,4,5,64.6,124,0,192,0,0,4,81,112.1,7,8,101,0,13,75.8,74.9,79.9,,40.4,57.3,75.7,60.2,43,0,0,0,3,47,0,0,0,17,2,192,81,4.76,11.3,0.0,1
LaNorris Sellers,174326,QB,S CAROLINA,1,17,12,0,0.0,0,0,34,0,0,2,15,37.0,2,3,289,1,5,43.6,56.0,77.5,56.6,,,56.9,60.0,12,2,0,0,0,32,40,8,0,9,0,74,70,4.12,4.4,,1
Rueben Owens II,172590,HB,TEXAS A&M,1,17,3,0,0.0,0,0,51,0,0,3,39,40.5,0,3,312,0,11,75.8,57.3,75.0,,76.2,53.4,58.6,56.1,7,0,0,0,13,21,0,0,0,17,1,51,39,2.29,3.0,0.0,6
Coleman Bennett,142986,HB,KENNESAW,1,17,4,1,39.7,29,0,73,0,5,4,59,156.2,2,4,200,0,11,75.9,69.3,77.8,,80.5,76.0,66.6,45.1,29,0,55,3,24,21,0,0,3,20,0,73,59,3.47,4.3,2.29,4
Dilin Jones,183664,HB,WISCONSIN,1,16,2,0,0.0,0,0,69,1,0,2,41,30.1,2,4,349,0,7,75.5,62.3,75.4,,59.7,34.5,66.9,57.4,13,0,0,1,9,18,0,0,2,17,0,69,41,2.56,4.3,0.0,9
Micah Ford,188865,HB,STANFORD,1,16,1,0,0.0,0,0,53,0,0,1,42,16.4,1,4,300,0,8,75.4,65.5,75.8,54.8,58.5,54.4,67.5,,13,0,0,0,11,16,0,0,0,16,0,53,42,2.63,3.3,0.0,7
Jeff Sims,122496,QB,ARIZONA ST,1,16,5,0,0.0,0,0,39,0,0,2,22,44.0,5,7,110,0,7,73.1,65.3,77.7,55.1,,,74.1,60.0,20,0,0,0,0,31,61,6,0,10,0,100,65,4.06,6.3,,1
Lloyd Avant,190713,HB,COLO STATE,1,16,2,0,0.0,0,0,51,0,0,2,41,30.1,1,3,144,0,8,75.5,62.0,74.4,,67.7,59.9,61.9,59.0,12,0,4,1,9,18,0,0,1,17,1,51,41,2.56,3.2,0.44,8
Kaytron Allen,164158,HB,PENN STATE,1,16,5,1,20.0,18,0,90,0,0,5,69,126.8,3,4,266,0,10,75.5,70.2,76.6,,46.9,52.8,73.4,60.0,18,0,1,1,14,17,0,0,2,17,1,90,69,4.31,5.6,0.07,6
Demond Claiborne,157523,HB,WAKE,1,16,3,3,70.8,102,0,144,2,0,3,86,89.6,4,4,339,0,9,75.9,67.4,0.0,,73.3,33.2,76.9,60.0,66,1,26,2,15,18,0,0,5,18,1,144,86,5.38,9.0,1.73,7
Brad Jackson,184354,QB,TEXAS ST,1,16,3,1,24.4,20,0,44,0,0,1,29,24.0,3,5,314,1,2,38.5,84.3,77.3,91.4,,,59.2,60.1,20,0,0,0,0,46,38,5,0,11,1,82,43,2.69,5.1,,5
Haynes King,124329,QB,GA TECH,1,15,2,1,44.8,26,0,58,0,0,2,55,48.9,1,8,176,0,12,73.6,88.1,76.9,82.2,,,73.0,60.0,26,0,0,0,0,44,0,0,0,15,2,58,55,3.67,3.9,,0
Jadarian Price,156985,HB,NOTRE DAME,1,15,4,1,30.3,20,0,66,0,0,4,44,78.2,3,2,258,0,6,75.4,58.4,74.3,,2.4,55.7,64.2,60.0,20,1,0,0,8,17,0,0,0,15,0,66,44,2.93,4.4,0.0,9
Kaden Shields-Dutton,189406,HB,FAU,1,15,7,1,20.8,16,0,77,0,0,7,55,171.1,3,8,165,0,13,75.5,76.8,76.1,,83.6,54.4,76.8,59.3,16,0,0,0,11,20,0,0,1,15,3,77,55,3.67,5.1,0.0,1
Miles Davis,122056,HB,UTAH ST,1,15,7,2,39.2,40,0,102,0,0,7,62,160.7,3,3,329,1,5,28.7,59.2,78.5,,14.9,40.9,73.5,56.4,20,0,12,3,29,18,0,0,3,18,1,102,62,4.13,6.8,0.41,9
Dean Connors,156624,HB,HOUSTON,1,15,6,1,22.9,19,0,83,0,2,6,38,119.2,3,3,182,0,2,75.2,69.8,75.7,,38.7,69.1,70.2,54.8,19,0,7,2,12,19,0,0,2,17,1,83,38,2.53,5.5,0.58,12
Jordan Nubin,144983,HB,KENT STATE,1,15,1,1,31.3,25,0,80,0,0,1,26,11.6,2,4,201,0,9,75.2,72.1,74.4,,76.0,56.1,71.3,58.8,25,0,0,0,6,19,0,0,0,15,1,80,26,1.73,5.3,0.0,6
Caden Durham,184449,HB,LSU,1,15,3,2,54.3,38,0,70,0,0,3,70,87.5,2,5,211,0,10,75.2,75.5,75.4,,80.0,74.9,70.3,60.0,23,0,17,1,14,16,0,0,2,16,0,70,70,4.67,4.7,1.21,5
Kamari Moulton,170168,HB,IOWA,1,15,3,0,0.0,0,0,96,0,1,3,46,68.1,3,6,192,0,1,75.6,81.2,75.2,,71.8,78.3,78.7,,14,0,29,3,12,16,0,0,3,18,1,96,46,3.07,6.4,2.42,14
Antwan Raymond,190489,HB,RUTGERS,1,15,3,2,76.4,68,0,89,0,2,3,64,97.0,2,3,278,0,0,75.4,65.4,77.1,,79.4,75.7,61.5,60.0,51,0,89,7,35,18,0,0,10,22,0,89,64,4.27,5.9,2.54,15
Demond Williams Jr.,183648,QB,WASHINGTON,1,15,7,3,62.9,83,0,84,0,0,2,22,36.4,5,5,340,2,2,39.5,91.0,76.3,91.8,,,67.0,60.0,42,0,0,0,0,27,48,4,0,11,2,132,57,3.8,8.8,,5
Caleb Hawkins,199001,HB,N TEXAS,1,15,5,1,50.8,30,0,59,0,2,5,72,197.6,1,2,251,0,4,75.2,67.5,76.3,,75.6,58.8,70.0,59.0,30,0,15,2,32,17,0,0,2,17,0,59,72,4.8,3.9,0.47,11
Ethan Vasko,163817,QB,LIBERTY,1,14,1,0,0.0,0,0,29,0,0,1,15,8.9,1,6,206,0,3,73.7,80.2,29.7,79.6,,,68.3,60.0,14,2,0,0,0,48,0,1,0,13,1,29,15,1.07,2.1,,4
Jamal Haynes,143918,HB,GA TECH,1,14,4,0,0.0,0,0,69,0,0,4,56,106.7,2,2,176,0,8,75.8,64.0,77.0,,,58.3,64.8,57.3,14,0,12,1,14,32,0,0,1,15,0,69,56,4.0,4.9,0.86,6
Alton McCaskill,144253,HB,SM HOUSTON,1,14,6,1,39.1,34,0,87,0,0,6,72,220.4,1,4,281,0,7,74.8,72.0,75.0,,61.6,55.9,72.4,58.6,34,0,0,0,7,19,0,0,1,14,0,87,72,5.14,6.2,0.0,7
Kyron Drones,144506,QB,VA TECH,1,14,4,1,36.0,32,0,74,0,0,4,31,102.5,2,4,337,0,7,73.0,70.0,76.3,68.9,,,63.6,60.0,32,1,0,0,0,28,15,3,0,11,1,89,40,2.86,6.4,,3
Jaquari Lewis,198096,HB,APP STATE,1,14,2,0,0.0,0,0,57,0,0,2,34,32.4,3,4,108,0,4,74.8,62.2,75.6,,70.4,56.0,62.9,,14,0,3,1,15,14,0,0,1,15,1,57,34,2.43,4.1,0.2,10
Antwan Roberts,145178,HB,MARSHALL,1,14,2,1,38.8,26,0,67,0,0,2,60,61.2,2,3,214,0,2,75.8,68.3,75.3,,78.4,55.3,66.3,69.8,26,0,0,0,5,31,0,0,0,14,1,67,60,4.29,4.8,0.0,12
Jordan Marshall,190837,HB,MICHIGAN,1,14,1,0,0.0,0,0,68,0,2,1,35,50.0,3,4,222,0,3,74.8,72.7,74.7,,76.0,60.4,73.5,58.9,13,0,16,1,13,16,0,0,1,15,0,68,35,2.5,4.9,1.23,10
Dequan Finn,97804,QB,MIAMI OH,1,14,7,0,0.0,0,0,71,0,0,7,53,219.5,4,7,221,0,4,73.6,71.1,23.7,67.3,,60.0,69.9,60.0,14,2,0,0,1,39,1,1,0,13,0,72,54,3.86,5.1,0.0,6
Chavon Wright,205258,HB,N ILLINOIS,1,14,6,0,0.0,0,0,50,0,0,6,49,150.0,1,4,254,0,5,74.8,68.8,76.3,,74.6,52.5,68.1,73.4,11,0,0,0,20,21,0,0,0,14,0,50,49,3.5,3.6,0.0,9
Rodney Fields Jr.,188722,HB,OKLA STATE,1,14,1,0,0.0,0,0,48,0,0,1,38,17.0,0,3,262,1,6,74.5,70.4,75.6,,77.1,63.5,70.0,57.6,9,0,62,2,11,18,0,0,2,16,0,48,38,2.71,3.4,5.64,8
Braylon McReynolds,157876,HB,LA MONROE,1,14,4,2,76.9,60,0,78,0,1,4,57,127.2,3,3,209,0,7,75.2,72.2,75.6,,76.1,70.5,69.5,,41,0,16,2,6,15,0,0,2,16,0,78,57,4.07,5.6,2.67,7
Gavin Sawchuk,158088,HB,FLORIDA ST,1,14,5,1,46.5,33,0,71,0,0,5,61,145.2,2,4,167,0,3,74.8,67.2,75.7,,24.0,61.9,69.3,58.4,33,0,16,1,16,17,0,0,1,15,0,71,61,4.36,5.1,1.0,10
Omiri Wiggins,183950,HB,LA TECH,1,14,1,0,0.0,0,0,67,0,0,1,35,15.6,3,7,208,0,8,74.8,74.3,73.6,,72.0,62.7,74.2,55.6,11,0,11,2,9,19,0,0,2,16,1,67,35,2.5,4.8,1.22,6
Raleek Brown,158458,HB,ARIZONA ST,1,14,6,0,0.0,0,0,67,0,1,6,47,146.9,2,4,110,0,6,75.3,80.7,78.0,,43.9,61.2,87.1,57.9,14,0,17,2,24,21,0,0,3,16,0,67,47,3.36,4.8,0.71,8
Jonah Coleman,158717,HB,WASHINGTON,1,14,2,1,34.1,15,0,44,0,0,2,39,37.1,1,5,340,0,3,74.8,65.4,76.8,,58.1,61.8,65.9,59.1,15,0,20,1,18,20,0,0,1,15,1,44,39,2.79,3.1,1.11,9
Jordan Gant,159654,HB,AKRON,1,14,0,0,0.0,0,0,35,0,0,0,33,0.0,1,3,102,0,4,74.8,48.5,76.0,,18.0,52.9,52.0,,11,0,0,0,23,14,0,0,0,14,0,35,33,2.36,2.5,0.0,10
Lunch Winfield,176367,QB,LA LAFAYET,1,14,4,0,0.0,0,0,32,0,0,4,31,86.1,0,1,207,0,6,73.1,60.8,76.6,58.2,,,62.7,60.0,8,0,0,0,0,25,6,2,0,12,0,38,33,2.36,2.7,,5
DeSean Bishop,174717,HB,TENNESSEE,1,14,2,5,78.8,115,0,146,0,0,2,64,65.3,5,6,307,0,8,74.8,83.1,73.3,,75.4,55.2,83.1,59.9,32,0,0,0,11,16,0,0,0,14,1,146,64,4.57,10.4,0.0,6
Darius Taylor,173422,HB,MINNESOTA,1,14,2,0,0.0,0,0,32,1,2,2,38,54.3,0,2,225,0,1,75.0,65.0,78.4,,49.3,64.2,66.3,,9,0,67,6,32,14,0,0,9,20,0,32,38,2.71,2.3,2.09,13
