player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Darius Taylor,173422,HB,MINNESOTA,1,33,6,4,39.9,77,0,193,0,1,6,128,77.6,6,11,225,0,17,79.6,79.8,77.1,,46.3,68.8,77.6,60.0,22,0,13,2,12,34,0,0,2,35,1,193,128,3.88,5.8,1.08,16
Kyle Monangai,129891,HB,RUTGERS,1,28,15,4,47.9,79,0,165,0,0,15,126,241.1,5,9,278,0,11,78.7,85.6,75.5,,80.3,55.0,83.3,57.7,27,0,0,0,8,32,0,0,0,28,1,165,126,4.5,5.9,0.0,17
Omarion Hampton,162750,HB,N CAROLINA,1,26,9,3,49.6,116,0,234,0,1,9,108,153.8,6,12,245,0,17,78.5,88.9,76.9,,78.6,62.2,88.8,58.4,68,0,10,1,20,31,0,0,1,27,3,234,108,4.15,9.0,0.5,9
Nate Noel,122249,HB,APP STATE,1,26,3,1,12.8,15,0,117,0,0,3,72,30.8,3,8,108,1,4,42.3,66.6,78.4,,79.5,56.0,65.7,68.3,15,0,9,1,23,31,0,0,2,27,2,117,72,2.77,4.5,0.39,22
Kevorian Barnes,145514,HB,UTSA,1,26,5,1,22.3,23,0,103,0,0,5,60,39.8,6,8,331,1,12,42.6,66.5,78.2,,28.0,61.9,68.1,60.2,23,0,16,3,30,35,0,0,3,29,0,103,60,2.31,4.0,0.53,14
Demond Claiborne,157523,HB,WAKE,1,26,11,4,39.4,65,0,165,0,0,11,107,174.1,8,10,339,0,20,78.2,75.9,76.2,,52.2,55.7,75.3,59.5,17,0,0,0,8,30,0,0,0,26,0,165,107,4.12,6.3,0.0,6
Marcus Carroll,123849,HB,GA STATE,1,25,6,1,37.1,39,0,105,0,1,6,57,59.1,2,6,175,1,5,40.7,64.3,77.0,,37.6,32.5,72.7,57.6,39,0,7,2,24,35,0,0,2,27,3,105,57,2.28,4.2,0.29,20
Ashton Jeanty,157196,HB,BOISE ST,1,24,2,2,32.2,37,0,115,0,3,2,64,46.0,4,7,120,0,19,77.8,82.9,77.5,,58.2,80.4,79.5,56.2,21,0,97,5,24,32,0,0,6,29,0,115,64,2.67,4.8,4.04,5
Woody Marks,124179,HB,MISS STATE,1,24,8,1,17.1,21,0,123,0,0,8,99,117.9,3,5,227,0,3,78.0,89.0,77.3,,72.7,82.5,84.3,59.9,21,0,32,4,12,29,0,0,4,28,1,123,99,4.13,5.1,2.67,21
Rashad Amos,124224,HB,MIAMI OH,1,23,6,1,13.0,15,0,115,0,0,6,73,76.2,3,6,221,0,4,77.5,70.8,74.6,,85.7,67.4,67.1,,15,0,-5,2,4,23,0,0,2,25,0,115,73,3.17,5.0,-1.25,19
Cody Schrader,157177,HB,MISSOURI,1,23,4,0,0.0,0,0,84,0,0,4,54,40.8,1,5,229,0,7,77.8,73.5,77.8,,53.9,55.4,74.0,58.4,10,0,0,0,8,35,0,0,0,23,0,84,54,2.35,3.7,0.0,16
Makhi Hughes,158417,HB,TULANE,1,22,2,0,0.0,0,0,87,0,0,2,69,27.3,2,4,319,0,20,77.3,71.5,76.2,,79.4,69.1,69.0,58.5,10,0,6,1,8,26,0,0,1,23,1,87,69,3.14,4.0,0.75,2
Antario Brown,145868,HB,N ILLINOIS,1,22,3,0,0.0,0,0,61,0,0,3,32,19.8,1,3,254,0,7,77.3,57.3,76.4,,22.9,56.6,59.0,60.0,14,0,0,0,6,24,0,0,0,22,0,61,32,1.45,2.8,0.0,15
O'Shaan Allison,77801,HB,OHIO,1,22,2,0,0.0,0,0,80,1,0,2,44,16.7,0,3,259,0,19,77.3,66.4,77.5,,77.8,41.3,69.6,60.0,9,0,9,2,17,23,0,0,3,24,1,80,44,2.0,3.6,0.53,3
Tawee Walker,158097,HB,OKLAHOMA,1,21,8,1,25.6,30,0,117,0,2,8,84,166.7,3,8,261,0,10,76.8,75.5,75.8,,71.8,79.2,72.5,61.4,30,0,25,3,12,29,0,0,3,24,0,117,84,4.0,5.6,2.08,10
Devin Mockobee,145111,HB,PURDUE,1,21,10,2,36.8,35,0,95,1,1,10,97,231.0,3,6,273,0,9,77.0,68.9,75.7,,9.0,45.7,76.8,38.7,20,0,12,1,17,23,0,0,2,22,1,95,97,4.62,4.5,0.71,11
Cartevious Norton,157582,HB,IOWA STATE,1,21,6,0,0.0,0,0,59,1,0,6,39,53.1,2,5,193,0,2,77.0,60.2,76.3,,54.0,41.0,67.4,,11,0,0,0,31,21,0,0,3,21,0,59,39,1.86,2.8,0.0,19
Myles Bailey,145722,HB,C MICHIGAN,1,21,11,1,22.2,24,0,108,0,0,11,92,229.5,4,7,134,0,10,77.0,79.9,75.2,,70.0,56.1,77.8,67.0,24,0,0,0,9,26,0,0,0,21,1,108,92,4.38,5.1,0.0,11
Zac Larrier,104193,QB,AIR FORCE,1,21,1,0,0.0,0,0,54,0,0,1,29,8.0,2,4,101,2,7,22.1,59.4,76.7,86.5,,,49.5,60.0,12,0,0,0,0,58,9,2,0,19,0,63,36,1.71,3.0,,2
Blake Watson,84363,HB,MEMPHIS,1,20,1,0,0.0,0,0,51,0,1,1,39,16.2,1,3,218,0,5,76.8,67.4,77.2,,49.7,72.8,64.6,58.5,13,0,23,4,20,25,0,0,4,24,0,51,39,1.95,2.6,1.15,15
Jaydn Ott,158325,HB,CAL,1,20,5,0,0.0,0,0,78,0,0,5,56,63.6,2,5,130,0,20,76.8,73.8,75.5,,51.3,74.6,72.2,57.9,14,0,6,2,18,24,0,0,3,22,1,78,56,2.8,3.9,0.33,0
