player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Mohamed Ibrahim,55226,HB,MINNESOTA,1,36,10,1,17.6,28,0,159,0,0,10,93,69.8,3,12,225,0,9,80.4,83.1,76.9,,47.4,59.1,81.1,59.4,28,0,8,1,12,39,0,0,1,37,3,159,93,2.58,4.4,0.67,27
Richard Reese,158568,HB,BAYLOR,1,36,3,3,35.1,52,0,148,0,0,3,99,21.2,6,13,118,0,13,80.2,67.1,77.9,,0.0,64.7,68.8,42.5,19,0,12,3,12,40,0,0,3,39,3,148,99,2.75,4.1,1.0,23
Quinshon Judkins,157128,HB,OLE MISS,1,34,15,5,68.8,141,0,205,0,0,15,151,195.9,7,10,226,0,12,79.8,79.3,76.3,,72.3,54.2,78.7,57.8,61,0,0,0,13,39,0,0,0,34,1,205,151,4.44,6.0,0.0,22
Blake Corum,129574,HB,MICHIGAN,1,33,16,3,28.2,50,0,177,0,1,16,118,178.8,4,14,222,0,16,79.8,84.7,77.4,,39.1,72.9,81.8,59.8,17,0,2,1,14,36,0,0,1,34,1,177,118,3.58,5.4,0.14,17
Chase Brown,77787,HB,ILLINOIS,1,32,4,2,25.5,38,0,149,0,1,4,86,38.4,3,8,187,0,11,79.5,82.7,77.0,,78.8,65.1,78.7,79.0,21,0,13,3,15,36,0,0,3,35,1,149,86,2.69,4.7,0.87,20
La'Damian Webb,122423,HB,S ALABAMA,1,28,5,2,51.9,84,0,162,0,0,5,137,84.4,3,9,288,0,14,78.7,74.9,76.8,,,55.3,75.2,60.0,69,0,6,1,16,29,0,0,1,29,3,162,137,4.89,5.8,0.38,14
Israel Abanikanda,122999,HB,PITTSBURGH,1,26,5,2,33.9,43,0,127,1,0,5,74,54.7,3,7,268,1,10,40.4,68.8,77.9,,28.0,35.0,73.6,,22,0,0,0,26,26,0,0,2,26,3,127,74,2.85,4.9,0.0,16
De'Von Achane,124305,HB,TEXAS A&M,1,25,4,2,36.2,50,0,138,0,2,4,108,81.0,5,7,312,0,8,78.0,72.4,78.9,,8.8,64.4,76.0,,31,0,41,7,46,25,0,0,8,32,0,138,108,4.32,5.5,0.89,17
Henry Parrish Jr.,124144,HB,MIAMI FL,1,25,5,1,15.8,18,0,114,1,1,5,73,67.4,1,4,220,0,18,78.2,64.4,78.5,,67.7,40.5,68.9,58.9,18,0,4,1,26,30,0,0,2,26,0,114,73,2.92,4.6,0.15,7
Daba Fofana,144305,FB,NAVY,1,24,6,1,23.8,15,0,63,0,0,6,23,24.0,1,3,237,0,10,77.8,57.6,80.0,,27.8,,59.0,58.3,15,0,0,0,0,51,0,0,0,24,1,63,23,0.96,2.6,,1
