player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jaiden Credle,158060,HB,N ILLINOIS,1,36,5,0,0.0,0,0,136,0,0,5,95,36.7,2,6,254,1,18,50.0,67.7,79.4,,72.4,56.1,66.8,58.4,11,0,0,0,5,41,0,0,0,36,1,136,95,2.64,3.8,0.0,18
Mohamed Ibrahim,55226,HB,MINNESOTA,1,36,3,1,13.7,25,0,182,0,0,3,130,30.1,5,13,225,0,8,80.2,75.9,75.7,,67.5,55.2,74.1,60.0,25,0,0,0,9,37,0,0,0,36,3,182,130,3.61,5.1,0.0,28
Ellis Merriweather,128096,HB,UMASS,1,30,4,1,18.1,23,0,127,0,0,4,79,32.9,4,8,216,0,21,79.1,68.2,0.0,,29.9,70.8,69.4,58.7,23,1,14,2,34,33,0,0,4,32,2,127,79,2.63,4.2,0.41,9
Brad Roberts,125398,HB,AIR FORCE,1,29,4,1,9.2,15,0,163,0,1,4,61,35.1,3,10,101,0,14,78.9,87.5,79.4,,72.1,79.7,83.9,49.0,15,0,9,1,1,42,0,0,1,30,0,163,61,2.1,5.6,9.0,0
Carson Steele,145632,HB,BALL ST,1,28,13,4,56.6,112,0,198,0,0,13,157,235.1,6,8,117,0,10,78.9,78.4,77.6,,81.7,58.2,78.6,59.4,38,0,-2,3,19,31,0,0,4,31,3,198,157,5.61,7.1,-0.11,18
Blake Corum,129574,HB,MICHIGAN,1,28,7,0,0.0,0,0,162,0,0,7,98,84.5,5,14,222,0,22,78.7,93.6,76.9,,77.2,61.8,91.3,60.0,12,0,4,1,6,29,0,0,1,29,1,162,98,3.5,5.8,0.67,6
Marcus Carroll,123849,HB,GA STATE,1,27,2,0,0.0,0,0,97,0,1,2,50,18.5,2,8,175,1,1,43.6,61.9,77.7,,26.5,61.8,62.8,59.7,13,0,27,3,28,29,0,0,4,30,0,97,50,1.85,3.6,0.96,26
Devin Mockobee,145111,HB,PURDUE,1,27,1,1,27.5,28,0,102,1,2,1,50,17.9,2,6,273,0,12,78.7,65.4,78.0,,76.9,53.5,67.0,60.0,28,0,26,4,22,30,0,0,5,31,1,102,50,1.85,3.8,1.18,15
Brian Battie,123274,HB,USF,1,26,6,2,24.1,35,0,145,0,0,6,78,69.2,5,6,327,0,10,78.3,70.6,78.5,,57.6,50.7,74.3,59.6,20,0,0,0,27,28,0,0,0,26,0,145,78,3.0,5.6,0.0,15
Tyhier Tyler,82083,QB,ARMY,1,26,3,0,0.0,0,0,94,0,0,3,42,20.2,2,9,114,2,4,23.6,56.6,76.5,67.7,,,55.6,60.0,14,1,0,0,0,58,14,1,0,25,1,108,44,1.69,4.2,,16
