player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Quinshon Judkins,157128,HB,OLE MISS,1,33,6,1,20.9,37,0,177,0,0,6,133,71.1,7,10,226,0,27,80.0,84.1,0.0,,81.6,69.2,83.0,58.2,37,1,4,1,22,40,0,0,1,34,1,177,133,4.03,5.4,0.18,5
John Gentry,128379,HB,SM HOUSTON,1,30,5,0,0.0,0,0,89,0,1,5,53,32.1,1,3,281,1,6,47.4,61.0,78.3,,39.4,71.8,60.1,57.0,10,0,85,3,19,39,0,0,5,33,0,89,53,1.77,3.0,4.47,24
Jaydn Ott,158325,HB,CAL,1,29,2,2,22.4,37,0,165,0,0,2,111,23.9,4,10,130,0,6,78.9,80.4,77.1,,84.0,67.6,79.1,57.6,20,0,9,3,18,35,0,0,4,32,1,165,111,3.83,5.7,0.5,23
Rasheen Ali,121717,HB,MARSHALL,1,28,3,0,0.0,0,0,79,1,0,3,51,17.1,1,6,214,0,12,78.9,66.1,78.3,,21.6,50.0,70.5,60.2,13,0,17,4,30,38,0,0,5,32,2,79,51,1.82,2.8,0.57,16
Ray Davis,101072,HB,KENTUCKY,1,26,10,6,70.0,196,0,280,0,2,10,216,369.2,8,11,202,0,22,78.2,91.4,77.3,,39.0,65.8,91.1,,75,0,9,1,15,26,0,0,1,27,3,280,216,8.31,10.8,0.6,4
Bhayshul Tuten,150568,HB,VA TECH,1,25,10,1,22.4,26,0,116,0,1,10,92,144.6,5,4,337,0,14,78.2,78.5,76.2,,0.5,79.2,77.1,57.2,26,0,30,3,9,38,0,0,3,28,0,116,92,3.68,4.6,3.33,11
Terion Stewart,130386,HB,BOWL GREEN,1,25,12,2,35.5,49,0,138,0,1,12,95,190.0,8,8,122,0,11,78.2,76.1,75.3,,0.0,76.1,74.7,59.1,32,0,27,1,8,31,0,0,1,26,1,138,95,3.8,5.5,3.38,14
Cam Skattebo,147787,HB,ARIZONA ST,1,24,3,1,25.4,15,0,59,0,0,3,44,19.6,1,4,110,0,10,77.6,66.7,78.2,75.7,71.8,59.6,65.1,59.5,15,0,98,4,28,25,0,0,5,28,1,59,44,1.83,2.5,3.5,14
Frank Gore Jr.,121457,HB,SO MISS,1,24,12,3,61.8,76,0,123,0,0,12,110,203.7,4,10,296,1,11,41.5,72.4,78.3,,82.4,59.6,73.1,52.7,29,0,4,3,23,28,0,0,5,27,2,123,110,4.58,5.1,0.17,13
Ashton Jeanty,157196,HB,BOISE ST,1,23,9,1,24.4,20,0,82,0,2,9,58,99.1,1,7,120,0,17,77.8,74.1,0.0,,50.1,78.3,75.3,57.3,20,1,53,5,27,32,0,0,6,28,2,82,58,2.52,3.6,1.96,6
Kimani Vidal,123727,HB,TROY,1,23,4,0,0.0,0,0,76,0,0,4,43,29.9,2,4,318,0,5,78.0,70.1,0.0,,82.4,63.7,70.1,60.0,14,1,16,2,13,26,0,0,2,25,1,76,43,1.87,3.3,1.23,18
Pat Garwo III,97120,HB,BOSTON COL,1,22,2,0,0.0,0,0,83,0,0,2,56,22.1,2,5,121,1,14,37.4,55.5,77.2,,34.9,56.6,57.5,55.1,14,0,4,1,12,39,0,0,1,23,1,83,56,2.55,3.8,0.33,8
CJ Donaldson,157372,HB,W VIRGINIA,1,22,2,0,0.0,0,0,61,0,0,2,40,16.5,0,4,343,0,9,77.3,62.2,75.8,,75.2,52.9,63.2,56.2,9,0,0,0,14,28,0,0,0,22,1,61,40,1.82,2.8,0.0,13
Makhi Hughes,158417,HB,TULANE,1,22,6,3,47.2,58,0,123,0,1,6,61,84.4,6,9,319,0,8,77.3,78.5,76.3,,76.6,74.7,74.8,64.4,21,0,7,1,9,30,0,0,1,23,2,123,61,2.77,5.6,0.78,14
Jonathon Brooks,144721,HB,TEXAS,1,21,6,2,55.5,121,0,218,0,2,6,112,193.9,4,9,311,0,10,77.5,87.9,76.3,,78.3,64.9,87.2,60.0,67,0,23,1,20,24,0,0,1,22,2,218,112,5.33,10.4,1.15,11
Nicholas Singleton,164188,HB,PENN STATE,1,21,5,1,20.0,16,0,80,0,0,5,61,53.8,1,3,266,0,6,40.0,67.7,77.2,,77.5,69.7,66.0,56.9,16,0,39,6,25,30,0,0,6,27,1,80,61,2.9,3.8,1.56,15
RJ Harvey,99622,HB,UCF,1,21,5,1,20.4,20,0,98,0,1,5,79,102.6,4,6,323,1,4,34.4,69.8,76.2,,68.9,66.5,68.2,59.9,20,0,16,1,12,24,0,0,2,22,0,98,79,3.76,4.7,1.33,16
Tahj Brooks,123133,HB,TEXAS TECH,1,21,5,3,48.5,49,0,101,0,0,5,67,72.5,3,8,315,0,5,77.0,76.5,75.1,,79.6,56.5,77.6,60.0,19,0,-5,1,17,22,0,0,1,22,2,101,67,3.19,4.8,-0.29,16
Tyrone Tracy,84226,HB,PURDUE,1,21,9,0,0.0,0,0,112,0,0,9,65,126.6,3,7,273,0,8,77.1,73.6,73.9,,78.3,58.0,72.9,59.5,14,0,4,1,11,23,0,0,1,22,1,112,65,3.1,5.3,0.36,13
Anthony Watkins,99165,HB,TULSA,1,20,7,0,0.0,0,0,77,0,0,7,57,99.8,1,4,320,0,3,77.0,67.1,74.0,,37.0,55.3,67.2,60.0,10,0,0,0,9,22,0,0,1,20,1,77,57,2.85,3.9,0.0,17
Kaelon Black,138448,HB,JAMES MAD,1,20,1,0,0.0,0,0,65,0,0,1,42,10.0,1,3,197,0,12,77.0,63.9,77.2,,70.3,57.9,63.8,60.0,10,0,3,1,11,24,0,0,1,21,0,65,42,2.1,3.3,0.27,8
