player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Marquez Cooper,130489,HB,KENT STATE,1,40,17,4,36.4,84,0,231,0,0,17,126,133.9,9,13,201,1,13,53.9,76.9,78.4,,50.2,51.0,78.5,70.3,23,0,0,0,27,50,0,0,1,40,2,231,126,3.15,5.8,0.0,26
Khalan Laborn,57204,HB,MARSHALL,1,35,6,1,40.8,78,0,191,0,0,6,80,36.1,4,11,214,0,7,80.5,72.5,79.2,,78.6,58.2,72.9,59.1,78,0,6,3,26,44,0,0,6,38,2,191,80,2.29,5.5,0.23,28
Anthony Grant,77701,HB,NEBRASKA,1,32,14,1,12.5,17,0,136,0,0,14,79,104.7,2,6,238,1,17,48.9,67.0,78.4,,52.7,53.7,67.1,60.0,17,0,1,1,17,36,0,0,1,33,0,136,79,2.47,4.3,0.06,15
Blake Corum,129574,HB,MICHIGAN,1,29,4,1,15.0,20,0,133,0,0,4,75,33.4,2,9,222,0,12,78.9,82.3,77.0,,74.5,77.6,78.5,59.0,20,0,9,2,12,34,0,0,2,31,1,133,75,2.59,4.6,0.75,17
Harrison Waylee,130584,HB,N ILLINOIS,1,29,6,2,52.9,120,0,227,0,0,6,113,77.9,5,10,254,0,14,78.9,74.2,79.3,,12.9,55.3,79.7,64.6,68,0,0,1,18,51,0,0,1,30,3,227,113,3.9,7.8,0.0,12
Latrele Palmer,102437,HB,JAMES MAD,1,27,6,1,23.6,25,0,106,0,0,6,76,58.2,2,7,197,1,13,44.0,76.0,77.2,,42.0,79.6,73.9,58.9,25,0,24,2,10,33,0,0,2,29,3,106,76,2.81,3.9,2.4,14
Dewayne McBride,121495,HB,UAB,1,27,8,1,19.0,23,0,121,0,0,8,102,111.9,4,10,321,0,10,79.1,79.5,0.0,,74.6,55.0,79.8,58.6,23,1,0,0,11,33,0,0,2,27,1,121,102,3.78,4.5,0.0,17
Dominic Richardson,122985,HB,OKLA STATE,1,25,4,0,0.0,0,0,77,0,0,4,71,40.6,1,8,262,0,5,78.0,71.7,76.9,,26.4,70.7,70.2,68.1,10,0,14,3,24,37,0,0,3,28,1,77,71,2.84,3.1,0.58,20
Gino Campiotti,78504,QB,UMASS,1,25,3,2,37.3,44,0,115,0,0,3,49,25.5,4,7,216,1,18,48.1,66.1,76.8,55.3,,,68.6,60.0,24,0,0,0,0,44,3,1,0,24,1,118,49,1.96,4.7,,5
Chase Brown,77787,HB,ILLINOIS,1,25,2,3,65.1,84,0,129,0,0,2,50,15.4,4,4,187,0,13,78.0,63.8,79.1,,29.6,60.0,65.4,60.0,49,0,6,1,16,33,0,0,1,26,1,129,50,2.0,5.2,0.38,12
Carson Steele,145632,HB,BALL ST,1,24,4,0,0.0,0,0,73,0,0,4,58,34.5,1,7,117,0,6,77.8,66.0,78.1,,52.6,59.6,67.8,59.4,12,0,18,4,34,29,0,0,6,28,3,73,58,2.42,3.0,0.53,18
DK Billingsley,57432,HB,TROY,1,24,6,1,17.2,21,0,122,0,0,6,67,69.8,2,7,318,0,16,78.0,73.7,76.9,,0.0,53.3,78.0,60.0,21,0,0,0,16,28,0,0,0,24,1,122,67,2.79,5.1,0.0,8
Brad Roberts,125398,HB,AIR FORCE,1,23,6,2,38.0,41,0,108,0,0,6,61,69.2,2,6,101,0,14,77.5,73.2,79.9,,78.7,59.5,71.4,57.1,24,0,0,0,1,42,0,0,0,23,0,108,61,2.65,4.7,0.0,0
Aidan Robbins,98030,HB,UNLV,1,23,6,0,0.0,0,0,79,0,0,6,39,39.1,1,5,325,0,2,78.0,69.1,78.5,,34.2,63.9,70.3,60.0,12,0,23,3,24,27,0,0,4,26,1,79,39,1.7,3.4,0.96,21
Deuce Vaughn,122624,HB,KANSAS ST,1,23,3,3,61.8,105,0,170,0,0,3,84,45.7,4,4,199,1,10,38.7,63.8,76.2,,25.2,68.8,63.8,48.4,69,0,11,1,18,35,0,0,1,24,0,170,84,3.65,7.4,0.61,13
La'Damian Webb,122423,HB,S ALABAMA,1,22,3,1,28.0,21,0,75,1,0,3,50,29.6,1,6,288,0,6,77.3,63.1,78.1,,37.7,42.7,68.2,59.3,21,0,12,1,24,25,0,0,3,23,1,75,50,2.27,3.4,0.5,16
Raheim Sanders,146626,HB,ARKANSAS,1,22,5,1,25.7,26,0,101,0,1,5,65,73.9,3,8,111,0,4,77.5,71.3,76.7,,76.5,63.4,70.6,58.9,26,0,19,2,16,30,0,0,2,24,1,101,65,2.95,4.6,1.19,17
Sean Tucker,123056,HB,SYRACUSE,1,22,7,6,70.7,159,0,225,0,0,7,94,119.6,7,8,304,0,9,77.5,89.7,77.4,,70.3,69.0,87.5,59.6,60,0,22,3,14,25,0,0,3,25,3,225,94,4.27,10.2,1.57,12
Devontae Houston,147375,HB,UCONN,1,22,6,2,37.5,39,0,104,0,0,6,52,61.7,4,3,146,1,9,35.9,58.8,74.2,,74.1,60.2,58.7,59.3,22,0,1,1,7,26,0,0,2,23,1,104,52,2.36,4.7,0.14,13
Zach Charbonnet,97630,HB,UCLA,1,22,2,2,29.8,37,0,124,0,3,2,60,54.5,4,5,324,0,8,77.3,72.6,77.8,,80.9,75.6,68.8,59.8,22,0,55,3,23,31,0,0,4,25,1,124,60,2.73,5.6,2.39,14
Miyan Williams,62608,HB,OHIO STATE,1,21,6,2,54.0,102,0,189,0,0,6,152,197.4,6,13,260,0,5,77.0,75.3,78.3,,65.7,53.9,77.3,60.0,70,0,3,1,17,23,0,0,1,22,5,189,152,7.24,9.0,0.18,16
Nicholas Singleton,164188,HB,PENN STATE,1,21,2,1,22.4,19,0,85,0,0,2,64,27.7,2,4,266,2,11,21.7,49.0,74.6,,,77.9,49.6,57.1,19,0,11,1,2,29,0,0,1,22,1,85,64,3.05,4.0,5.5,10
Bijan Robinson,123126,HB,TEXAS,1,21,6,1,15.8,16,0,101,0,1,6,71,102.9,2,8,311,0,8,77.0,74.8,76.1,,22.9,67.2,75.4,60.0,16,0,34,2,15,22,0,0,2,23,1,101,71,3.38,4.8,2.27,13
Kaytron Allen,164158,HB,PENN STATE,1,21,5,0,0.0,0,0,83,0,0,5,52,59.0,3,6,266,1,11,33.4,62.6,75.0,,20.1,55.8,63.9,60.0,13,0,0,0,7,25,0,0,1,21,0,83,52,2.48,4.0,0.0,10
