player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Ollie Gordon II,157792,HB,OKLA STATE,1,34,6,3,31.9,53,0,166,1,2,6,105,65.0,5,12,262,0,26,79.8,70.3,80.1,,71.3,43.7,74.4,59.2,23,0,10,4,33,37,0,0,5,38,5,166,105,3.09,4.9,0.3,7
LeQuint Allen,158290,HB,SYRACUSE,1,32,3,1,15.1,23,0,152,0,0,3,99,28.1,2,7,304,0,21,79.5,75.2,79.6,,76.1,56.6,74.4,54.5,23,0,0,1,12,50,0,0,2,33,0,152,99,3.09,4.8,0.0,9
Marquez Cooper,130489,HB,BALL ST,1,31,8,1,16.9,23,0,136,0,0,8,96,75.1,1,11,117,0,6,79.3,79.8,77.1,,,75.3,76.9,56.1,23,0,13,2,12,45,0,0,2,33,0,136,96,3.1,4.4,1.08,25
DJ Giddens,144595,HB,KANSAS ST,1,31,10,1,13.2,15,0,114,0,0,10,79,82.2,2,9,199,0,22,79.3,68.7,78.8,,70.8,50.0,73.1,51.5,15,0,0,0,38,40,0,0,1,31,1,114,79,2.55,3.7,0.0,9
Jacory Croskey-Merritt,102382,HB,NEW MEXICO,1,31,11,7,54.1,126,0,233,0,0,11,145,166.0,11,13,241,0,1,79.3,90.5,78.8,,73.2,54.4,88.5,75.5,22,0,0,0,10,35,0,0,1,31,1,233,145,4.68,7.5,0.0,30
Quinshon Judkins,157128,HB,OLE MISS,1,28,15,1,16.8,20,0,119,1,1,15,94,173.3,5,6,226,0,11,78.9,72.4,77.4,,26.4,47.1,76.8,58.5,20,0,5,3,12,35,0,0,4,31,1,119,94,3.36,4.3,0.42,17
Cody Schrader,157177,HB,MISSOURI,1,27,3,3,59.0,128,0,217,0,0,3,96,39.5,5,7,229,0,10,78.5,71.8,78.6,,16.1,51.8,74.9,56.0,49,0,0,0,18,32,0,0,0,27,1,217,96,3.56,8.0,0.0,17
Makhi Hughes,158417,HB,TULANE,1,26,4,3,62.0,103,0,166,0,0,4,135,79.9,3,5,319,0,11,78.2,81.5,78.4,,36.9,52.3,83.3,59.5,58,0,0,0,10,34,0,0,0,26,1,166,135,5.19,6.4,0.0,15
Braelon Allen,145159,HB,WISCONSIN,1,26,6,3,55.2,91,0,165,0,2,6,115,122.0,3,8,349,0,12,78.2,71.9,76.6,,79.2,72.1,69.0,66.1,50,0,27,3,16,30,0,0,3,29,2,165,115,4.42,6.3,1.69,14
Audric Estime,147476,HB,NOTRE DAME,1,25,10,5,48.3,115,0,238,0,0,10,140,224.0,8,14,258,0,12,78.0,94.2,75.5,,74.4,58.8,91.6,,39,0,0,0,2,25,0,0,0,25,4,238,140,5.6,9.5,0.0,13
Jordan Nubin,144983,HB,MINNESOTA,1,24,2,2,35.5,33,0,93,0,0,2,54,16.1,3,6,225,0,6,77.8,70.6,77.1,,56.5,68.7,70.0,60.0,17,0,26,4,16,26,0,0,4,28,1,93,54,2.25,3.9,1.63,17
Sieh Bangura,145886,HB,OHIO,1,23,2,2,28.1,34,0,121,1,0,2,81,30.6,4,11,259,0,21,77.8,75.9,78.3,,80.9,42.0,79.6,59.3,19,0,23,0,21,27,0,0,1,23,1,121,81,3.52,5.3,1.1,2
Ismail Mahdi,161419,HB,TEXAS ST,1,23,4,1,36.1,35,0,97,0,0,4,80,58.0,3,6,314,0,12,77.7,68.5,76.4,,78.2,61.2,68.1,58.4,35,0,27,1,19,30,0,0,2,24,1,97,80,3.48,4.2,1.42,11
Reggie Love III,129418,HB,ILLINOIS,1,23,5,0,0.0,0,0,106,0,0,5,78,70.7,5,5,187,0,8,77.5,58.9,77.2,,78.4,54.6,59.4,59.9,14,0,8,1,26,27,0,0,1,24,0,106,78,3.39,4.6,0.31,13
