player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Lew Nichols,97187,HB,C MICHIGAN,1,43,6,1,10.7,23,0,215,0,1,6,124,42.9,7,18,134,0,25,81.3,81.5,79.1,,64.5,74.0,78.3,,23,0,33,4,18,43,0,0,4,47,4,215,124,2.88,5.0,1.83,18
Charles Williams,41837,HB,UNLV,1,38,3,3,55.3,147,0,266,0,0,3,121,24.5,6,10,325,0,23,80.8,82.2,79.9,,57.1,60.5,79.5,59.8,64,0,2,1,8,46,0,0,1,39,3,266,121,3.18,7.0,0.25,15
Tyler Badie,83714,HB,MISSOURI,1,35,5,3,30.5,64,0,210,0,1,5,102,44.8,5,9,229,0,14,80.0,79.0,79.2,,77.2,65.7,77.5,58.8,30,0,21,4,18,39,0,0,7,39,1,210,102,2.91,6.0,1.17,20
Brad Roberts,125398,FB,AIR FORCE,1,32,7,1,11.9,18,0,151,0,0,7,84,57.4,2,11,101,0,7,79.5,80.6,81.0,,83.0,,78.4,48.1,18,0,0,0,0,54,0,0,0,32,2,151,84,2.63,4.7,,3
Rachaad White,131633,HB,ARIZONA ST,1,32,10,3,34.2,63,0,184,0,0,10,81,68.4,6,13,110,0,12,79.6,84.1,78.1,,75.6,82.0,81.1,56.2,27,0,53,5,18,46,0,0,5,37,2,184,81,2.53,5.8,2.94,20
Hassan Haskins,83701,HB,MICHIGAN,1,31,8,2,21.2,33,0,156,0,3,8,104,102.5,7,12,222,0,16,79.3,72.0,0.0,,49.2,75.0,71.2,60.0,17,1,45,5,24,37,0,0,5,36,0,156,104,3.35,5.0,1.88,15
Kenneth Walker III,97199,HB,MICH STATE,1,30,6,3,58.0,83,0,143,0,0,6,86,53.8,5,7,223,0,9,79.1,75.1,78.9,,67.8,68.8,73.1,60.0,36,0,29,2,16,31,0,0,2,32,2,143,86,2.87,4.8,1.81,21
Ky Thomas,129669,HB,MINNESOTA,1,29,3,0,0.0,0,0,126,0,0,3,71,25.3,5,11,225,0,12,79.1,76.8,77.0,,83.1,53.7,75.7,,13,0,0,0,19,30,0,0,0,29,0,126,71,2.45,4.3,0.0,17
Marcus Williams Jr.,40600,HB,LA TECH,1,29,10,1,19.1,25,0,131,0,0,10,80,95.1,4,10,208,0,17,78.9,83.1,76.0,,19.8,54.8,82.1,,25,0,0,0,7,29,0,0,0,29,4,131,80,2.76,4.5,0.0,12
Tyrion Davis-Price,99169,HB,LSU,1,28,4,0,0.0,0,0,118,0,2,4,58,40.1,4,9,211,1,17,78.7,70.2,77.7,,74.4,69.4,68.2,60.0,13,0,4,3,16,30,0,0,3,31,0,118,58,2.07,4.2,0.25,11
