player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Bryson Daily,147303,QB,ARMY,1,38,0,2,23.1,37,0,160,0,0,0,70,0.0,4,13,114,0,14,80.3,69.6,25.4,49.2,,,70.7,60.0,20,1,0,0,0,65,0,0,0,38,2,160,70,1.84,4.2,,15
Marquez Cooper,130489,HB,S DIEGO ST,1,35,11,0,0.0,0,0,123,0,0,11,72,59.5,1,11,284,0,0,80.2,68.3,78.4,,68.6,60.1,68.3,,11,0,6,3,28,36,0,0,3,38,0,123,72,2.06,3.5,0.21,35
Tre Stewart,160817,HB,JVILLE ST,1,35,6,1,19.1,33,0,173,0,1,6,102,56.7,6,11,196,1,6,50.1,68.5,78.7,,81.7,63.6,67.0,59.6,33,0,15,1,24,47,0,0,2,36,2,173,102,2.91,4.9,0.63,28
Ashton Jeanty,157196,HB,BOISE ST,1,34,10,4,53.4,111,0,208,0,1,10,115,103.3,6,13,120,1,19,49.3,75.0,78.6,,43.1,67.1,74.0,59.2,46,0,12,2,13,39,0,0,2,36,3,208,115,3.38,6.1,0.92,15
Dylan Carson,173850,FB,AIR FORCE,1,33,4,0,0.0,0,0,120,0,0,4,64,23.5,2,8,101,0,9,79.7,63.6,80.6,,74.9,57.3,64.0,51.9,12,0,0,0,1,59,0,0,0,33,1,120,64,1.94,3.6,0.0,0
Tahj Brooks,123133,HB,TEXAS TECH,1,31,5,3,43.8,60,0,137,0,1,5,102,56.4,4,7,315,0,10,79.3,69.2,76.9,,84.5,66.3,67.8,60.0,25,0,51,4,32,32,0,0,5,35,1,137,102,3.29,4.4,1.59,21
Anthony Hankerson,157691,HB,OREGON ST,1,30,13,1,15.7,19,0,121,0,0,13,105,137.9,4,8,265,1,9,47.4,66.6,78.9,,27.7,57.2,69.0,60.0,19,0,8,3,28,33,0,0,3,33,1,121,105,3.5,4.0,0.29,21
Dylan Sampson,163772,HB,TENNESSEE,1,30,8,1,22.3,33,0,148,0,0,8,130,111.8,3,8,307,1,19,46.3,77.3,75.6,,82.2,57.4,75.8,60.0,33,0,-3,1,12,32,0,0,1,31,1,148,130,4.33,4.9,-0.25,11
Ahmani Marshall,123391,HB,APP STATE,1,28,2,2,35.5,44,0,124,0,2,2,90,37.8,2,8,108,0,6,78.7,73.5,78.5,,46.2,73.3,73.4,59.3,27,0,40,6,29,31,0,0,7,34,2,124,90,3.21,4.4,1.38,22
Kye Robichaux,145532,HB,BOSTON COL,1,28,3,2,37.9,75,0,198,0,0,3,110,42.1,6,8,121,0,27,78.7,67.1,77.6,,36.6,58.6,66.1,60.0,41,0,0,0,2,32,0,0,0,28,2,198,110,3.93,7.1,0.0,1
Phil Mafah,144123,HB,CLEMSON,1,26,2,1,24.2,31,1,128,1,0,2,97,27.6,3,4,140,0,14,78.2,60.7,0.0,,29.9,39.8,69.2,50.4,31,1,0,1,32,35,0,0,2,27,0,128,97,3.73,4.9,0.0,10
Quentin Hayes,186423,QB,AIR FORCE,1,26,4,0,0.0,0,0,85,0,0,4,47,30.1,1,11,101,0,5,77.4,64.0,77.8,39.1,,,70.3,60.0,14,0,0,0,0,79,5,1,0,25,2,90,50,1.92,3.5,,5
Jevon Jackson,149110,HB,UTEP,1,26,6,1,26.5,18,0,68,0,0,6,51,40.6,1,4,330,0,10,78.4,63.9,77.6,,66.9,60.5,63.9,59.2,18,0,7,3,26,32,0,0,4,29,1,68,51,1.96,2.6,0.27,16
Corey Kiner,86392,HB,CINCINNATI,1,25,5,2,35.2,32,0,91,0,2,5,66,68.4,2,6,138,0,3,78.0,61.9,78.1,,63.9,61.1,61.9,55.5,16,0,18,2,22,30,0,0,2,27,1,91,66,2.64,3.6,0.82,22
RJ Harvey,99622,HB,UCF,1,25,8,2,34.6,44,0,127,0,0,8,86,101.9,4,7,323,0,6,78.1,67.5,77.0,,71.9,66.3,66.2,59.5,26,0,10,2,18,28,0,0,2,27,3,127,86,3.44,5.1,0.56,19
Mario Anderson Jr.,169699,HB,MEMPHIS,1,25,3,1,23.6,34,0,144,0,0,3,57,26.3,4,7,218,0,3,78.2,68.5,75.6,,30.1,63.5,68.5,60.0,34,0,31,1,16,28,0,0,1,26,1,144,57,2.28,5.8,1.94,22
Ollie Gordon II,157792,HB,OKLA STATE,1,25,5,2,24.8,30,0,121,0,0,5,57,42.2,3,7,262,1,9,40.7,60.7,77.7,,24.7,64.7,60.8,60.0,15,0,3,2,17,28,0,0,2,27,1,121,57,2.28,4.8,0.18,16
Quinton Cooley,123380,HB,LIBERTY,1,24,5,0,0.0,0,0,136,0,0,5,74,64.2,5,9,206,0,14,77.8,74.5,78.3,,78.6,55.6,74.1,54.2,13,0,0,0,7,38,0,0,0,24,1,136,74,3.08,5.7,0.0,10
Demond Claiborne,157523,HB,WAKE,1,23,5,2,30.1,34,0,113,0,0,5,78,65.2,4,6,339,0,14,41.1,68.8,76.4,,42.6,89.9,64.7,60.0,18,0,51,3,15,24,0,0,3,26,1,113,78,3.39,4.9,3.4,8
Telly Johnson Jr.,188420,HB,N ILLINOIS,1,23,8,1,18.4,26,0,141,0,0,8,96,145.2,4,9,254,0,22,77.8,89.9,77.2,,70.0,57.4,85.3,60.0,26,0,0,0,4,25,0,0,0,23,2,141,96,4.17,6.1,0.0,1
Haynes King,124329,QB,GA TECH,1,23,4,1,35.3,30,0,73,0,0,3,70,43.4,3,6,176,1,15,76.5,83.1,75.7,65.8,,,75.5,60.0,30,0,0,0,0,41,12,1,0,22,1,85,83,3.61,3.7,,1
Antwan Raymond,190489,HB,RUTGERS,1,22,3,1,20.5,15,0,73,0,0,3,61,37.8,2,4,278,0,3,77.3,55.8,75.7,,70.8,53.9,55.5,60.0,15,0,0,0,12,23,0,0,0,22,0,73,61,2.77,3.3,0.0,19
Keyon Mozee,145809,HB,MIAMI OH,1,22,1,2,38.1,40,0,105,0,0,1,80,16.5,2,5,221,0,1,77.5,80.1,75.1,,74.3,57.1,77.1,,25,0,0,0,3,23,0,0,0,22,0,105,80,3.64,4.8,0.0,20
Ahmad Hardy,190013,HB,LA MONROE,1,20,7,1,45.7,48,0,105,1,0,7,95,166.3,3,5,209,2,4,19.7,57.0,77.7,,80.8,30.0,61.6,47.3,48,0,0,0,10,22,0,0,1,20,2,105,95,4.75,5.3,0.0,16
