player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Leddie Brown,77766,HB,W VIRGINIA,1,33,10,2,27.8,44,0,158,0,0,10,101,85.0,5,8,343,0,13,79.6,67.9,78.9,,64.9,54.0,70.3,60.0,26,0,4,3,36,34,0,0,5,36,1,158,101,3.06,4.8,0.11,20
Lew Nichols,97187,HB,C MICHIGAN,1,32,7,3,44.7,98,0,219,0,0,7,94,62.3,7,13,134,0,16,79.5,78.2,76.7,,39.2,60.7,76.7,71.0,66,0,17,1,15,33,0,0,2,33,3,219,94,2.94,6.8,1.13,15
Dylan McDuffie,77703,HB,BUFFALO,1,30,9,2,38.4,48,0,125,1,0,9,111,107.4,3,10,126,0,5,79.1,72.4,76.1,,75.7,40.8,72.8,66.8,29,0,27,1,14,40,0,0,2,31,1,125,111,3.7,4.2,1.93,25
Tyler Badie,83714,HB,MISSOURI,1,28,5,3,45.1,64,0,142,0,0,5,83,49.4,6,7,229,0,14,78.9,67.3,78.7,,74.8,55.2,68.3,60.0,28,0,2,2,24,30,0,0,6,30,1,142,83,2.96,5.1,0.08,13
Zach Charbonnet,97630,HB,UCLA,1,28,9,2,29.3,49,0,167,0,1,9,124,152.7,5,11,324,0,24,78.7,79.0,78.6,,76.7,59.3,78.4,66.9,27,0,6,1,21,35,0,0,1,29,1,167,124,4.43,6.0,0.29,4
Brad Roberts,125398,FB,AIR FORCE,1,28,0,0,0.0,0,0,117,0,0,0,50,0.0,1,5,101,0,5,78.7,74.4,80.3,,73.5,60.0,74.5,50.8,11,0,0,0,1,60,0,0,0,28,1,117,50,1.79,4.2,0.0,1
Brian Robinson,57120,HB,ALABAMA,1,27,4,2,24.6,30,0,122,0,1,4,73,45.1,4,8,103,0,12,78.4,63.2,78.4,,50.6,56.0,65.2,60.0,15,0,18,3,30,30,0,0,3,30,0,122,73,2.7,4.5,0.6,15
Tyler Goodson,101659,HB,IOWA,1,27,1,2,33.3,44,0,132,1,0,1,47,6.2,4,5,192,0,5,78.5,64.4,77.4,,72.9,31.0,66.5,59.3,23,0,6,1,8,32,0,0,2,28,0,132,47,1.74,4.9,0.75,21
Rocko Griffin,124350,HB,VANDERBILT,1,26,3,0,0.0,0,0,117,2,2,3,55,37.8,2,9,333,0,8,78.2,67.6,77.7,,41.8,30.9,75.6,59.6,14,0,18,2,25,29,0,0,4,28,1,117,55,2.12,4.5,0.72,18
Ky Thomas,129669,HB,MINNESOTA,1,26,3,2,38.1,40,0,105,0,0,3,54,22.3,3,8,225,0,16,78.2,69.2,76.2,,63.1,64.4,68.0,58.4,22,0,14,2,8,31,0,0,2,28,2,105,54,2.08,4.0,1.75,10
Marquez Cooper,130489,HB,KENT STATE,1,26,8,1,10.9,15,0,138,1,0,8,83,98.2,7,8,201,0,15,78.2,70.0,75.2,,77.2,29.5,71.8,57.8,15,0,0,0,7,33,0,0,1,26,1,138,83,3.19,5.3,0.0,11
Evan Hull,97302,HB,NWESTERN,1,25,8,2,35.4,34,0,96,0,0,8,77,79.5,2,9,256,0,8,78.2,75.9,76.6,,75.8,80.5,72.3,67.8,19,0,33,6,16,32,0,0,7,31,1,96,77,3.08,3.8,2.06,17
Pat Garwo III,97120,HB,BOSTON COL,1,25,1,0,0.0,0,0,73,1,0,1,58,9.3,1,4,121,0,8,78.0,57.1,77.2,,73.0,31.9,60.6,59.1,10,0,0,0,14,30,0,0,1,25,1,73,58,2.32,2.9,0.0,17
Dewayne McBride,121495,HB,UAB,1,24,8,4,57.6,83,0,144,0,0,8,115,153.3,4,6,321,2,6,22.2,55.6,0.0,,42.6,58.2,59.8,59.7,34,2,7,1,13,26,0,0,1,25,1,144,115,4.79,6.0,0.54,18
Kobe Pace,122155,HB,CLEMSON,1,24,7,3,40.3,73,0,181,0,0,7,88,106.9,4,11,140,1,13,37.9,78.2,75.2,,70.1,58.7,76.5,50.1,39,0,0,0,2,29,0,0,0,24,2,181,88,3.67,7.5,0.0,11
Shermari Jones,122341,HB,COAST CAR,1,23,3,0,0.0,0,0,92,0,0,3,37,21.0,2,6,141,0,17,77.5,74.2,79.8,,75.5,53.3,76.4,49.9,10,0,0,0,19,32,0,0,0,23,0,92,37,1.61,4.0,0.0,6
Rasheen Ali,121717,HB,MARSHALL,1,23,6,3,48.8,99,0,203,0,1,6,74,86.6,4,12,214,1,2,39.1,77.8,76.0,,77.3,66.3,77.8,59.0,59,0,24,3,23,25,0,0,3,26,3,203,74,3.22,8.8,1.04,20
DeAndre Hughes,101359,HB,AIR FORCE,1,22,1,3,42.8,89,0,208,0,0,1,53,11.0,9,12,101,0,10,77.8,78.1,0.0,,69.7,57.9,77.0,71.5,52,1,0,0,3,81,0,0,0,22,2,208,53,2.41,9.5,0.0,1
Tank Bigsby,123974,HB,AUBURN,1,22,6,2,31.7,52,0,164,0,2,6,106,167.6,5,8,115,0,4,77.3,90.8,75.8,,26.8,68.3,91.0,59.8,29,0,24,1,15,26,0,0,1,23,1,164,106,4.82,7.5,1.6,18
Tucker Gregg,83669,HB,GA STATE,1,22,5,0,0.0,0,0,98,0,0,5,67,69.2,1,7,175,0,1,77.3,72.4,75.1,,73.9,55.3,71.4,59.9,10,0,0,0,9,26,0,0,0,22,1,98,67,3.05,4.5,0.0,21
Braelon Allen,145159,HB,WISCONSIN,1,22,6,4,71.9,164,0,228,0,0,6,182,225.6,4,6,349,0,9,77.5,78.3,77.9,,,55.5,76.4,60.0,71,0,0,0,8,27,0,0,0,22,3,228,182,8.27,10.4,0.0,13
Dajon Richard,97174,HB,SO MISS,1,22,6,3,60.0,72,0,120,0,0,6,87,107.9,4,8,296,0,11,77.4,82.1,76.0,60.6,57.3,59.8,75.9,59.9,30,0,0,0,1,25,0,0,0,22,0,120,87,3.95,5.5,0.0,11
Tyrion Davis-Price,99169,HB,LSU,1,21,3,0,0.0,0,0,82,0,1,3,55,45.5,1,5,211,0,15,77.0,68.7,75.5,,75.7,72.1,67.6,47.1,13,0,14,2,20,21,0,0,2,23,0,82,55,2.62,3.9,0.7,6
Abram Smith,57158,HB,BAYLOR,1,21,2,0,0.0,0,0,46,0,0,2,44,19.0,0,2,118,0,2,77.0,67.0,77.3,,54.3,72.3,64.6,67.1,9,0,6,1,5,29,0,0,1,22,0,46,44,2.1,2.2,1.2,19
Jay Ducker,130550,HB,N ILLINOIS,1,21,0,0,0.0,0,0,54,0,0,0,26,0.0,2,2,254,0,15,77.3,64.7,77.0,,67.9,54.4,65.1,59.6,12,0,0,0,15,25,0,0,0,21,0,54,26,1.24,2.6,0.0,6
