player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Tai Lavatai,121854,QB,NAVY,1,23,1,0,0.0,0,0,61,0,0,1,46,8.7,1,4,237,0,5,77.0,81.1,76.2,84.3,,57.2,69.2,60.0,13,1,0,0,1,47,0,0,0,23,2,61,46,2.0,2.7,0.0,8
Tyhier Tyler,82083,QB,ARMY,1,9,0,0,0.0,0,0,8,0,0,0,10,0.0,0,1,114,0,8,72.5,38.1,0.0,,,,49.2,60.0,3,1,0,0,0,11,0,0,0,9,0,8,10,1.11,0.9,,0
Christian Anderson,60339,QB,ARMY,1,9,0,1,83.6,56,0,67,0,0,0,11,0.0,1,2,114,0,2,72.1,71.8,74.7,68.1,,57.0,67.4,60.0,56,0,0,0,1,22,0,0,1,9,1,67,11,1.22,7.4,0.0,2
Isaac Ruoss,77033,FB,NAVY,1,9,2,0,0.0,0,0,33,0,0,2,22,54.3,0,3,237,0,1,72.5,63.4,73.6,,,58.7,63.2,59.4,8,0,0,0,2,12,0,0,0,9,0,33,22,2.44,3.7,0.0,0
Carlinos Acie,77866,HB,NAVY,1,9,1,0,0.0,0,0,34,0,0,1,15,18.5,1,1,237,0,3,72.5,58.9,75.6,,70.8,56.5,60.4,56.8,13,0,0,0,4,34,0,0,0,9,0,34,15,1.67,3.8,0.0,6
Tyrell Robinson,121607,HB,ARMY,1,7,2,0,0.0,0,0,21,1,0,2,15,47.6,0,1,114,0,6,72.7,51.8,75.3,51.9,,49.8,55.6,66.0,7,0,30,2,12,20,0,0,5,9,0,21,15,2.14,3.0,2.5,0
Maquel Haywood,144314,FB,NAVY,1,4,2,0,0.0,0,0,9,0,0,2,7,70.0,0,0,237,0,2,70.3,76.9,72.6,,,86.5,57.1,69.8,6,0,24,1,1,15,0,0,1,5,0,9,7,1.75,2.3,24.0,1
Jakobi Buchanan,102884,FB,ARMY,1,4,1,0,0.0,0,0,24,0,0,1,19,118.8,1,1,114,0,2,68.6,67.8,74.3,,84.0,,69.8,49.7,13,0,0,0,0,13,0,0,0,4,0,24,19,4.75,6.0,,0
Anthony Adkins,102880,FB,ARMY,1,3,0,0,0.0,0,1,2,0,0,0,4,0.0,0,0,114,0,2,67.3,45.6,0.0,,,,53.7,58.8,3,1,0,0,0,8,0,0,0,3,0,2,4,1.33,0.7,,0
Jayden Umbarger,121874,WR,NAVY,1,2,1,1,135.0,27,0,20,0,0,1,32,800.0,1,1,237,0,0,65.5,60.3,76.9,,,56.5,63.2,59.1,27,0,0,0,6,33,0,0,0,2,0,20,32,16.0,10.0,0.0,0
Chance Warren,77869,HB,NAVY,1,1,1,0,0.0,0,0,0,0,0,0,,0.0,1,1,237,0,0,69.9,69.5,77.3,,,58.3,69.1,64.7,26,0,12,1,6,32,26,1,1,1,0,26,36,36.0,26.0,2.0,0
James Harris II,77030,FB,NAVY,1,1,0,0,0.0,0,0,3,0,0,0,1,0.0,0,0,237,0,0,62.5,60.1,76.6,,29.5,,58.5,65.2,3,0,0,0,0,36,0,0,0,1,0,3,1,1.0,3.0,,0
Diego Fagot,77563,LB,NAVY,1,1,1,0,0.0,0,1,4,0,0,1,8,800.0,0,1,237,0,0,62.5,64.5,60.0,,,,62.7,,4,1,0,0,0,1,0,0,0,1,0,4,8,8.0,4.0,,0
Xavier Arline,121831,QB,NAVY,1,1,0,0,0.0,0,0,10,0,0,0,2,0.0,1,1,237,0,1,62.5,67.9,65.5,,,,63.4,60.0,10,0,0,0,0,2,0,0,0,1,0,10,2,2.0,10.0,,0
Tyson Riley,121605,FB,ARMY,1,1,0,0,0.0,0,0,2,0,0,0,1,0.0,0,0,114,0,0,62.5,60.0,63.8,,,,60.0,,2,0,0,0,0,1,0,0,0,1,0,2,1,1.0,2.0,,0
