player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jordan Nubin,144983,HB,MINNESOTA,1,40,10,3,27.0,55,0,204,0,0,10,128,80.0,4,10,225,0,7,81.0,80.0,78.4,,38.0,54.5,79.0,60.0,19,0,0,0,15,45,0,0,0,40,2,204,128,3.2,5.1,0.0,33
Kay'Ron Lynch-Adams,101643,HB,UMASS,1,34,10,5,50.4,118,0,234,0,1,10,104,93.5,10,14,216,1,26,49.3,75.1,77.5,,75.3,62.1,73.4,,34,0,6,2,12,34,0,0,2,36,3,234,104,3.06,6.9,0.5,8
Omarion Hampton,162750,HB,N CAROLINA,1,29,3,1,11.3,17,0,150,0,1,3,113,47.2,4,8,245,0,4,79.4,79.6,76.7,,53.2,80.5,77.0,60.0,17,0,41,4,16,31,0,0,4,33,2,150,113,3.9,5.2,2.56,24
Marcus Carroll,123849,HB,GA STATE,1,28,8,5,52.9,110,0,208,0,0,8,89,90.8,10,12,175,1,2,42.7,71.4,76.9,,74.3,49.1,75.5,57.1,26,0,0,0,32,35,0,0,1,28,2,208,89,3.18,7.4,0.0,26
Jalen White,122464,HB,GA SOUTHRN,1,25,6,2,26.7,31,0,116,3,0,6,74,68.3,5,9,174,0,15,78.0,69.2,77.7,,57.4,28.1,79.8,70.3,16,0,4,1,30,29,0,0,4,26,1,116,74,2.96,4.6,0.13,10
Ollie Gordon II,157792,HB,OKLA STATE,1,25,7,7,83.8,227,0,271,0,0,7,118,113.9,8,10,262,1,22,42.2,72.2,79.5,,3.7,59.1,76.8,57.2,75,0,21,4,25,30,0,0,4,29,2,271,118,4.72,10.8,0.84,3
Devin Neal,144558,HB,KANSAS,1,25,6,2,34.8,39,0,112,1,2,6,88,104.3,2,4,198,0,13,78.0,65.5,79.3,,41.7,40.5,71.0,64.3,21,0,12,2,25,34,0,0,6,27,1,112,88,3.52,4.5,0.48,11
Jalen Buckley,163158,HB,W MICHIGAN,1,25,5,2,27.5,38,0,138,0,1,5,68,62.8,4,8,347,0,3,78.0,75.7,76.6,,70.0,63.6,74.9,55.4,22,0,8,1,15,30,0,0,2,26,2,138,68,2.72,5.5,0.53,22
TreVeyon Henderson,145059,HB,OHIO STATE,1,24,6,3,54.3,88,0,162,1,1,6,105,109.4,5,6,260,0,13,77.8,81.2,77.3,,80.0,55.0,83.0,60.0,33,0,45,4,18,27,0,0,5,28,1,162,105,4.38,6.8,2.5,11
Kye Robichaux,145532,HB,BOSTON COL,1,23,5,0,0.0,0,0,112,0,0,5,68,61.6,2,8,121,0,15,77.5,77.6,76.8,,77.4,58.1,78.9,49.0,13,0,0,1,13,34,0,0,1,24,2,112,68,2.96,4.9,0.0,8
Makhi Hughes,158417,HB,TULANE,1,23,5,1,28.1,43,0,153,0,1,5,82,89.1,4,4,319,0,16,77.5,71.2,78.6,,61.9,57.5,71.3,57.0,43,0,12,1,15,32,0,0,1,24,0,153,82,3.57,6.7,0.8,7
Tawee Walker,158097,HB,OKLAHOMA,1,23,7,1,19.2,28,0,146,0,0,7,84,111.2,2,8,261,0,17,77.3,76.9,0.0,,71.8,60.6,78.5,45.0,28,1,0,0,7,28,0,0,0,23,1,146,84,3.65,6.3,0.0,4
Jacob Kibodi,57427,HB,LA LAFAYET,1,23,2,1,47.1,56,0,119,0,0,2,97,33.7,2,5,207,0,5,77.5,69.3,77.1,,18.8,72.3,67.9,59.0,56,0,3,2,15,27,0,0,2,25,1,119,97,4.22,5.2,0.2,18
Frank Gore Jr.,121457,HB,SO MISS,1,23,7,3,63.5,160,0,252,0,0,7,215,272.6,5,7,296,0,7,77.4,92.2,77.7,55.4,63.3,67.6,92.9,,75,0,13,1,19,23,0,0,1,24,2,252,215,9.35,11.0,0.68,16
Dontae Smith,77717,HB,GA TECH,1,22,5,1,39.3,70,0,178,0,0,5,63,65.1,4,9,176,0,10,77.3,83.9,75.7,,73.4,56.5,80.6,59.9,70,0,0,0,4,26,0,0,0,22,1,178,63,2.86,8.1,0.0,12
Jawhar Jordan,99595,HB,LOUISVILLE,1,21,7,2,25.8,42,0,163,0,0,7,78,123.8,7,9,210,0,7,77.3,91.7,75.5,,72.7,55.5,90.7,58.9,23,0,0,0,9,26,0,0,0,21,2,163,78,3.71,7.8,0.0,13
Jaydn Ott,158325,HB,CAL,1,21,3,2,68.0,104,0,153,0,0,3,95,64.6,2,4,130,0,14,77.0,70.7,76.5,,31.5,52.2,74.0,59.7,61,0,0,0,12,24,0,0,0,21,3,153,95,4.52,7.3,0.0,6
Zion Webb,63555,QB,JVILLE ST,1,21,6,2,47.2,59,0,125,0,0,6,94,127.9,3,5,196,1,10,76.0,69.7,77.0,60.5,,,69.0,60.0,30,0,0,0,0,53,0,0,0,21,2,125,94,4.48,6.0,,7
Rashad Amos,124224,HB,MIAMI OH,1,21,10,2,55.2,90,0,163,0,0,10,147,333.3,4,5,221,0,11,77.0,87.5,75.6,,20.3,58.0,85.3,58.9,66,0,0,0,3,24,0,0,0,21,1,163,147,7.0,7.8,0.0,10
Terron Kellman,158048,HB,CHARLOTTE,1,20,8,1,18.1,15,0,83,0,0,8,61,116.2,2,6,136,0,15,77.0,70.4,76.7,,64.7,54.8,72.4,60.0,15,0,4,1,27,23,0,0,2,21,0,83,61,3.05,4.2,0.15,5
TJ Harden,162457,HB,UCLA,1,20,7,1,29.5,23,0,78,0,1,7,40,76.2,4,5,324,0,12,77.0,71.3,77.2,,76.9,68.9,70.3,57.5,23,0,25,1,16,26,0,0,1,21,1,78,40,2.0,3.9,1.56,8
Emmanuel Michel,145972,FB,AIR FORCE,1,20,2,1,40.8,53,0,130,0,0,2,40,20.0,3,4,101,0,6,76.7,70.4,79.3,,78.6,59.5,68.6,60.4,53,0,0,0,1,42,0,0,0,20,1,130,40,2.0,6.5,0.0,0
George Holani,72154,HB,BOISE ST,1,20,6,0,0.0,0,0,75,0,0,6,41,53.5,1,5,120,0,10,76.8,70.4,77.4,,21.1,68.2,71.5,57.2,11,0,17,3,10,29,0,0,3,23,0,75,41,2.05,3.8,1.7,10
Ismail Mahdi,161419,HB,TEXAS ST,1,19,7,2,36.4,43,0,118,1,1,7,42,76.9,5,7,314,1,11,35.7,58.0,76.2,,35.3,50.8,62.8,52.5,23,0,32,4,27,22,0,0,6,23,0,118,42,2.21,6.2,1.19,8
Audric Estime,147476,HB,NOTRE DAME,1,19,6,2,42.1,48,0,114,0,2,6,78,156.4,4,7,258,0,15,76.7,82.9,76.2,,82.6,80.8,78.4,,33,0,16,2,8,20,0,0,2,21,3,114,78,4.11,6.0,2.0,4
Quali Conley,141259,HB,S JOSE ST,1,19,5,0,0.0,0,0,73,0,1,5,64,87.9,1,5,285,1,10,34.3,76.9,76.5,,79.2,53.8,78.9,60.0,13,0,30,4,12,20,0,0,4,23,1,73,64,3.37,3.8,2.5,9
Rueben Owens II,172590,HB,TEXAS A&M,1,18,2,0,0.0,0,0,40,0,1,2,19,16.7,1,2,312,0,7,76.5,53.3,76.9,,24.3,58.3,56.2,59.7,14,0,5,1,12,21,0,0,1,19,1,40,19,1.06,2.2,0.42,11
Dillon Johnson,124176,HB,WASHINGTON,1,18,2,0,0.0,0,0,84,0,0,2,54,33.3,2,4,340,0,9,76.5,69.4,75.5,,81.9,55.6,67.6,60.0,13,0,0,0,6,20,0,0,0,18,1,84,54,3.0,4.7,0.0,9
Bhayshul Tuten,150568,HB,VA TECH,1,18,10,2,25.4,30,0,118,0,0,10,101,295.3,5,10,337,0,5,76.2,87.6,75.2,,51.4,59.7,88.6,58.7,15,0,11,1,12,22,0,0,3,19,1,118,101,5.61,6.6,0.92,13
Zak Wallace,104843,HB,ARK STATE,1,18,3,2,41.5,49,0,118,0,0,3,61,56.5,4,7,113,0,3,76.2,74.9,75.4,,81.0,55.9,73.4,59.9,34,0,0,0,8,21,0,0,0,18,2,118,61,3.39,6.6,0.0,15
Kimani Vidal,123727,HB,TROY,1,18,7,1,42.5,17,0,40,0,0,7,39,84.3,3,2,318,0,8,76.2,63.5,77.2,,86.1,52.3,64.0,60.0,17,0,0,0,20,19,0,0,0,18,0,40,39,2.17,2.2,0.0,10
Kaytron Allen,164158,HB,PENN STATE,1,18,5,0,0.0,0,0,81,0,1,5,54,90.0,2,4,266,0,1,76.2,70.2,75.7,,22.1,66.8,70.0,71.4,12,0,13,2,11,23,0,0,2,20,0,81,54,3.0,4.5,1.18,17
Quinshon Judkins,157128,HB,OLE MISS,1,17,8,2,46.8,58,0,124,0,0,8,102,266.7,3,7,226,0,9,75.8,82.3,76.4,,23.8,56.2,87.5,,40,0,7,1,16,17,0,0,1,18,2,124,102,6.0,7.3,0.44,8
Dylan Sampson,163772,HB,TENNESSEE,1,17,3,1,31.6,24,0,76,0,3,3,36,60.5,2,5,307,0,12,75.9,78.6,73.6,,9.1,91.1,73.7,60.0,24,0,39,4,11,19,0,0,4,21,1,76,36,2.12,4.5,3.55,5
Corey Kiner,86392,HB,CINCINNATI,1,17,3,1,20.3,16,0,79,0,0,3,62,64.4,1,4,138,0,5,75.8,68.0,77.0,,78.3,55.0,68.1,56.3,16,0,0,0,11,24,0,0,0,17,0,79,62,3.65,4.6,0.0,12
Walter Taylor III,163728,QB,VANDERBILT,1,17,0,2,41.3,33,0,77,0,0,0,24,0.0,5,6,333,0,9,74.7,42.0,75.1,26.8,,,66.4,60.0,18,0,0,0,0,27,3,2,0,15,1,80,33,1.94,4.7,,5
Zac Larrier,104193,QB,AIR FORCE,1,17,0,0,0.0,0,0,28,0,0,0,21,0.0,0,5,101,0,3,74.6,74.4,76.6,77.6,,,64.1,60.0,9,0,0,0,0,56,2,2,0,15,1,30,25,1.47,1.8,,0
Blake Watson,84363,HB,MEMPHIS,1,17,2,2,76.3,129,0,169,0,2,2,29,31.0,3,4,218,0,3,75.9,75.0,74.9,,69.8,81.4,72.6,60.0,65,0,100,5,21,19,0,0,5,22,2,169,29,1.71,9.9,4.76,14
Jarquez Hunter,146662,HB,AUBURN,1,17,2,3,68.8,99,0,144,0,1,2,114,105.9,4,5,115,0,4,75.9,80.7,76.5,,79.0,74.7,78.3,54.7,50,0,26,2,12,26,0,0,2,19,0,144,114,6.71,8.5,2.17,13
Aidan Robbins,98030,HB,BYU,1,17,3,0,0.0,0,0,56,0,0,3,51,47.4,1,3,128,0,3,75.9,67.8,77.8,,42.9,59.0,70.7,57.6,11,0,4,2,19,21,0,0,2,19,0,56,51,3.0,3.3,0.21,14
Aveon Smith,130529,QB,MIAMI OH,1,17,3,0,0.0,0,0,30,0,0,3,19,22.3,0,2,221,1,7,38.4,63.0,76.3,54.6,,,66.1,60.0,9,0,0,0,0,41,0,1,0,16,1,30,27,1.59,1.8,,1
Zahir Abdus-Salaam,145933,HB,W MICHIGAN,1,17,1,1,28.8,17,0,59,0,0,1,26,8.5,1,3,347,0,3,77.0,67.3,74.8,,69.8,73.4,63.3,60.0,17,0,12,1,8,20,0,0,1,18,0,59,26,1.53,3.5,1.5,14
MarShawn Lloyd,124247,HB,USC,1,17,5,1,49.6,56,0,113,0,5,5,48,141.2,2,5,326,1,9,31.6,61.4,76.1,,8.2,78.3,59.9,57.7,56,0,72,3,22,27,0,0,4,20,2,113,48,2.82,6.6,3.27,8
Kadarius Calloway,172271,HB,DOMINION,1,17,2,1,32.3,21,0,65,0,0,2,36,23.5,3,4,263,0,4,75.8,64.2,77.6,,78.0,56.3,64.4,,21,0,4,1,16,17,0,0,1,18,1,65,36,2.12,3.8,0.25,13
Quinton Cooley,123380,HB,LIBERTY,1,17,2,0,0.0,0,0,76,0,0,2,48,33.2,2,4,206,0,10,75.8,67.6,76.0,,8.0,55.4,72.0,54.5,12,0,0,0,6,25,0,0,0,17,1,76,48,2.82,4.5,0.0,7
Malik Sherrod,128189,HB,FRESNO ST,1,17,1,0,0.0,0,0,56,1,2,1,28,19.8,0,3,169,0,0,76.3,61.6,78.5,,16.8,54.8,66.7,60.0,8,0,28,8,38,20,0,0,9,25,0,56,28,1.65,3.3,0.74,17
CJ Donaldson,157372,HB,W VIRGINIA,1,17,3,2,43.8,53,0,121,0,0,3,83,81.4,2,6,343,0,8,75.8,78.5,77.0,,74.6,55.9,80.0,59.2,32,0,9,1,15,23,0,0,1,18,1,121,83,4.88,7.1,0.6,9
Kairee Robinson,101299,HB,S JOSE ST,1,17,5,3,71.9,105,0,146,0,0,5,107,174.8,4,5,285,0,12,75.8,78.4,75.6,,78.8,61.3,76.2,60.0,52,0,7,1,6,18,0,0,1,18,2,146,107,6.29,8.6,1.17,5
La'Damian Webb,122423,HB,S ALABAMA,1,16,3,2,45.8,44,0,96,0,1,3,40,52.6,3,6,288,0,1,75.6,68.8,76.7,,83.0,62.0,68.4,,25,0,19,3,26,16,0,0,3,19,1,96,40,2.5,6.0,0.73,15
Heinrich Haarberg,144993,QB,NEBRASKA,1,16,1,0,0.0,0,0,24,0,0,0,16,0.0,1,2,238,2,9,21.9,50.0,76.2,67.0,,,44.2,60.0,15,0,0,0,0,38,24,3,0,13,0,48,26,1.63,3.0,,4
Jonathon Brooks,144721,HB,TEXAS,1,16,4,2,54.1,53,0,98,0,1,4,65,101.6,2,5,311,0,11,75.6,90.0,75.7,,47.9,89.0,87.6,,38,0,40,4,14,16,0,0,4,20,1,98,65,4.06,6.1,2.86,5
Phil Mafah,144123,HB,CLEMSON,1,16,2,1,48.8,41,0,84,0,0,2,69,45.4,2,6,140,0,10,75.6,63.4,77.7,,43.5,55.2,67.5,55.2,41,0,8,3,34,22,0,0,4,19,2,84,69,4.31,5.3,0.24,3
Mario Anderson Jr.,169699,HB,S CAROLINA,1,16,5,1,40.3,29,0,72,0,2,5,56,128.9,2,3,289,0,2,75.6,74.2,76.5,,60.7,71.4,74.3,57.7,29,0,33,3,19,19,0,0,5,19,0,72,56,3.5,4.5,1.74,14
Shomari Lawrence,141839,HB,FIU,1,16,2,1,30.4,17,0,56,0,0,2,41,32.0,1,2,166,1,4,29.1,65.0,75.4,,81.2,56.1,63.7,60.0,17,0,0,0,6,22,0,0,0,16,0,56,41,2.56,3.5,0.0,12
