player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Isaiah Bowser,66123,HB,UCF,1,32,6,1,17.6,30,0,170,0,0,6,117,60.9,5,9,323,0,9,79.6,72.6,79.1,,52.0,65.6,73.4,60.0,30,0,29,4,33,35,0,0,4,36,1,170,117,3.66,5.3,0.88,21
Sincere McCormick,97119,HB,UTSA,1,31,4,0,0.0,0,0,117,0,0,4,79,31.9,1,4,331,0,11,79.3,66.8,77.5,,79.0,55.7,66.5,59.2,13,0,-1,1,18,35,0,0,1,32,0,117,79,2.55,3.8,-0.06,20
Chez Mellusi,99597,HB,WISCONSIN,1,31,3,2,28.1,34,0,121,0,0,3,68,19.9,6,10,349,0,10,79.3,65.8,79.3,,23.6,59.8,66.6,58.8,19,0,8,2,14,37,0,0,2,33,1,121,68,2.19,3.9,0.57,21
Mohamed Ibrahim,55226,HB,MINNESOTA,1,30,3,2,46.0,75,0,163,0,0,3,147,49.0,3,8,225,0,20,79.1,75.9,77.7,,78.8,56.0,73.5,59.2,56,0,0,0,6,32,0,0,1,30,2,163,147,4.9,5.4,0.0,10
Mataeo Durant,77719,HB,DUKE,1,29,6,3,52.2,133,0,255,0,1,6,153,119.1,5,10,154,1,2,78.9,84.6,77.4,,49.1,62.0,84.9,60.0,59,0,39,2,14,30,0,0,2,31,3,255,153,5.28,8.8,2.79,27
Charles Williams,41837,HB,UNLV,1,28,6,3,38.3,64,0,167,0,0,6,62,45.8,5,9,325,0,11,78.7,77.6,79.2,,75.1,57.5,76.4,59.4,27,0,4,1,12,31,0,0,1,29,2,167,62,2.21,6.0,0.33,17
Harrison Waylee,130584,HB,N ILLINOIS,1,27,4,1,24.3,35,0,144,0,0,4,72,39.5,3,6,254,1,17,42.7,67.7,0.0,,28.0,56.5,69.6,59.9,35,1,0,0,4,35,0,0,0,27,1,144,72,2.67,5.3,0.0,10
Logan Wright,57218,HB,GA SOUTHRN,1,26,5,4,54.2,96,0,177,0,0,5,79,56.3,5,11,174,0,19,78.2,72.0,77.9,,79.0,57.6,73.0,50.8,32,0,4,1,15,42,0,0,3,27,1,177,79,3.04,6.8,0.27,7
Tyler Badie,83714,HB,MISSOURI,1,26,6,3,51.7,107,0,207,0,1,6,69,64.1,8,9,229,0,8,78.3,78.0,79.6,,83.8,63.9,78.4,59.5,69,0,40,3,23,28,0,0,4,29,1,207,69,2.65,8.0,1.74,18
Brad Roberts,125398,FB,AIR FORCE,1,25,4,1,15.3,17,0,111,0,0,4,65,41.6,1,9,101,0,8,78.2,77.1,80.0,,32.2,,77.3,53.0,17,0,0,0,0,45,0,0,0,25,0,111,65,2.6,4.4,,0
Sean Tucker,123056,HB,SYRACUSE,1,25,8,3,50.8,92,0,181,0,0,8,82,105.0,4,10,304,0,4,78.0,74.3,0.0,,14.7,54.3,78.1,58.9,47,1,0,0,8,32,0,0,1,25,1,181,82,3.28,7.2,0.0,21
DeAndre Torrey,83728,HB,N TEXAS,1,24,10,5,59.1,136,0,230,0,0,10,98,163.3,8,10,251,0,22,78.6,88.3,74.9,,25.4,66.9,86.0,60.0,32,0,12,1,5,26,0,0,1,25,3,230,98,4.08,9.6,2.4,2
Darius Boone Jr.,100216,HB,E MICHIGAN,1,23,2,0,0.0,0,0,115,0,0,2,66,25.0,2,7,160,0,20,77.5,71.3,0.0,,52.8,64.9,72.1,58.5,11,1,0,0,8,26,0,0,0,23,1,115,66,2.87,5.0,0.0,2
