player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jaylen Warren,98692,HB,OKLA STATE,1,36,11,1,16.8,21,0,125,0,0,11,99,79.6,1,7,262,1,3,51.5,61.3,79.2,,74.6,57.8,61.7,56.8,21,0,5,2,22,47,0,0,3,38,2,125,99,2.75,3.5,0.23,33
Brian Robinson,57120,HB,ALABAMA,1,36,11,3,31.6,54,0,171,0,0,11,131,111.2,5,12,103,0,12,80.2,87.9,78.3,,74.0,52.3,86.5,57.2,21,0,0,0,12,38,0,0,0,36,4,171,131,3.64,4.8,0.0,24
Bijan Robinson,123126,HB,TEXAS,1,35,14,3,28.2,61,0,216,1,1,14,138,159.8,6,12,311,0,15,80.0,81.0,78.8,,42.8,50.4,82.2,61.7,27,0,22,2,20,39,0,0,3,37,2,216,138,3.94,6.2,1.1,20
Marquez Cooper,130489,HB,KENT STATE,1,31,5,1,13.3,16,0,120,0,0,5,79,41.1,3,10,201,0,19,79.3,72.0,77.6,,67.6,55.0,71.2,59.3,16,0,0,0,10,37,0,0,0,31,2,120,79,2.55,3.9,0.0,12
Brad Roberts,125398,FB,AIR FORCE,1,29,3,2,22.5,32,0,142,0,0,3,101,36.0,4,9,101,0,9,79.1,79.7,79.6,,74.4,,76.1,63.8,17,0,0,0,0,47,0,0,0,29,2,142,101,3.48,4.9,,0
Sincere McCormick,97119,HB,UTSA,1,28,4,0,0.0,0,0,85,0,1,4,40,23.8,2,6,331,0,7,78.7,68.1,0.0,,32.5,77.4,67.6,59.1,12,1,23,2,17,35,0,0,2,30,1,85,40,1.43,3.0,1.35,21
Chase Brown,77787,HB,ILLINOIS,1,26,11,4,57.6,148,0,257,0,2,11,200,370.4,7,11,187,0,9,78.5,90.4,78.0,,27.4,64.5,89.8,60.0,80,0,17,1,14,30,0,0,1,27,2,257,200,7.69,9.9,1.21,16
Nate Carter,147376,HB,UCONN,1,24,8,2,26.8,33,0,123,0,0,8,98,130.7,5,7,146,0,17,77.8,71.7,77.2,,68.8,53.9,74.2,59.1,17,0,5,1,29,28,0,0,3,25,0,123,98,4.08,5.1,0.17,6
Tyhier Tyler,82083,QB,ARMY,1,24,2,0,0.0,0,0,57,0,0,2,25,9.5,0,4,114,1,5,77.3,58.1,76.0,27.6,,,68.9,60.0,8,0,0,0,0,50,5,1,0,23,2,62,28,1.17,2.6,,7
Sean Tucker,123056,HB,SYRACUSE,1,24,0,1,16.7,17,0,102,1,0,0,60,0.0,3,5,304,0,3,77.8,56.7,77.8,,82.6,33.6,59.3,58.7,17,0,0,0,22,28,0,0,2,24,0,102,60,2.5,4.3,0.0,21
Kenneth Walker III,97199,HB,MICH STATE,1,24,7,2,23.8,30,0,126,0,0,7,88,106.9,3,8,223,0,5,77.8,72.3,78.7,,76.2,53.5,74.7,48.3,15,0,0,0,16,32,0,0,0,24,3,126,88,3.67,5.3,0.0,19
Deion Hankins,97310,HB,UTEP,1,23,4,1,33.3,25,0,75,0,0,4,64,48.4,2,3,330,0,10,77.5,57.2,76.5,,50.7,59.7,58.3,60.0,25,0,0,0,1,27,0,0,0,23,1,75,64,2.78,3.3,0.0,13
La'Darius Jefferson,83704,HB,W MICHIGAN,1,23,2,2,33.3,32,0,96,0,1,2,56,29.2,3,7,347,0,16,77.5,64.0,77.3,,76.6,64.5,62.7,60.0,17,0,33,2,17,25,0,0,2,25,1,96,56,2.43,4.2,1.94,7
Tyler Nevens,52262,HB,S JOSE ST,1,22,4,1,36.8,46,0,125,0,0,4,104,86.0,3,6,285,1,0,77.0,71.1,73.9,,73.5,57.1,69.8,58.7,46,0,0,0,4,25,0,0,0,22,1,125,104,4.73,5.7,0.0,22
King Doerue,97192,HB,PURDUE,1,22,8,2,36.1,35,0,97,0,2,8,81,136.4,2,5,273,0,10,77.3,73.9,79.2,,79.5,63.9,76.9,57.3,19,0,37,5,39,24,0,0,6,27,0,97,81,3.68,4.4,0.95,12
Bryan Hill,91759,HB,S ALABAMA,1,22,5,1,24.7,20,0,81,0,0,5,54,53.4,1,4,288,0,10,77.3,75.5,76.2,,48.0,58.8,74.5,63.9,20,0,2,1,9,24,0,0,1,23,2,81,54,2.45,3.7,0.22,12
Tai Lavatai,121854,QB,NAVY,1,22,3,0,0.0,0,0,47,0,0,3,48,36.0,1,6,237,2,3,21.8,60.0,77.6,69.9,,,55.3,60.0,11,0,0,0,0,74,11,2,0,20,2,58,53,2.41,2.6,,4
Zach Charbonnet,97630,HB,UCLA,1,21,7,1,23.6,21,0,89,0,0,7,58,84.1,2,4,324,0,14,36.9,66.9,77.5,,,52.7,70.8,59.9,21,0,5,2,35,25,0,0,3,23,0,89,58,2.76,4.2,0.14,7
Tyler Badie,83714,HB,MISSOURI,1,21,3,1,36.6,15,0,41,0,1,3,46,36.5,1,5,229,0,8,77.3,68.7,77.7,,72.8,61.8,68.6,59.0,15,0,27,3,19,23,0,0,3,24,1,41,46,2.19,2.0,1.42,13
Isaac Ruoss,77033,FB,NAVY,1,21,1,0,0.0,0,0,84,0,0,1,55,12.5,2,7,237,0,1,77.0,64.8,79.1,,73.4,,66.6,49.4,14,0,0,0,0,39,0,0,0,21,1,84,55,2.62,4.0,,0
Dae Hunter,128200,HB,HAWAII,1,21,8,2,32.3,41,0,127,0,0,8,109,197.7,5,7,180,0,10,77.0,79.0,77.1,,78.4,53.9,78.5,54.2,24,0,0,0,7,29,0,0,1,21,0,127,109,5.19,6.0,0.0,11
Tre Siggers,57347,HB,SMU,1,20,6,1,19.8,17,0,86,0,0,6,64,96.0,3,7,287,0,7,76.7,70.3,76.8,,82.9,53.0,71.1,59.1,17,0,0,0,23,23,0,0,0,20,1,86,64,3.2,4.3,0.0,13
Rahjai Harris,123814,HB,E CAROLINA,1,20,2,1,34.3,24,0,70,0,0,2,43,20.5,2,6,156,0,3,77.0,69.9,76.0,,48.4,65.8,69.6,60.0,24,0,3,1,13,22,0,0,2,21,1,70,43,2.15,3.5,0.23,17
B.J. Baylor,52122,HB,OREGON ST,1,20,4,1,24.3,27,0,111,0,0,4,76,76.0,2,5,265,0,10,76.7,73.9,77.1,,,56.0,72.9,59.9,27,0,0,0,8,22,0,0,0,20,2,111,76,3.8,5.6,0.0,10
Rasheen Ali,121717,HB,MARSHALL,1,20,3,2,35.8,39,0,109,0,3,3,71,81.9,3,8,214,2,1,22.0,63.9,77.4,,37.4,75.7,62.6,60.0,23,0,48,6,27,22,0,0,6,26,3,109,71,3.55,5.5,1.78,19
Hassan Haskins,83701,HB,MICHIGAN,1,19,2,0,0.0,0,0,47,0,0,2,45,23.7,0,5,222,0,15,76.5,66.8,77.5,,68.1,59.8,66.1,59.3,8,0,6,1,7,23,0,0,1,20,0,47,45,2.37,2.5,0.86,4
Mataeo Durant,77719,HB,DUKE,1,19,2,2,50.0,57,0,114,0,0,2,91,47.9,3,6,154,0,5,76.5,68.9,76.6,,77.2,54.5,72.6,44.9,37,0,2,1,19,24,0,0,1,20,0,114,91,4.79,6.0,0.11,14
B.J. Smith,40545,HB,TROY,1,19,3,2,54.9,56,0,102,0,0,3,53,38.0,2,5,318,0,2,76.5,69.7,75.9,,47.3,62.4,71.0,,35,0,14,3,22,19,0,0,4,22,1,102,53,2.79,5.4,0.64,17
Chris Rodriguez Jr.,83689,HB,KENTUCKY,1,19,3,1,16.2,16,0,99,0,0,3,48,39.9,1,6,202,0,10,76.5,82.9,74.5,,77.0,56.7,80.2,60.0,16,0,0,0,6,21,0,0,0,19,1,99,48,2.53,5.2,0.0,9
Travis Dye,83738,HB,OREGON,1,19,4,1,17.7,17,0,96,0,3,4,60,96.1,2,6,264,0,9,76.5,71.5,75.7,,12.5,75.0,70.5,59.2,17,0,39,4,16,22,0,0,5,23,0,96,60,3.16,5.1,2.44,10
Tyler Goodson,101659,HB,IOWA,1,19,6,0,0.0,0,0,66,0,0,6,56,84.2,2,5,192,0,0,76.7,70.4,78.2,,78.1,79.1,66.6,60.0,13,0,85,2,15,24,0,0,3,21,0,66,56,2.95,3.5,5.67,18
Rocko Griffin,124350,HB,VANDERBILT,1,19,4,0,0.0,0,0,77,0,0,4,36,36.1,4,5,333,0,5,76.5,65.1,77.0,,77.5,56.6,66.3,60.0,14,0,10,2,26,21,0,0,2,21,1,77,36,1.89,4.1,0.38,14
Clint Ratkovich,34083,HB,N ILLINOIS,1,19,2,1,29.1,16,0,55,0,0,2,34,17.9,1,6,254,0,15,76.5,75.1,79.5,,69.9,87.5,67.4,73.4,16,0,22,1,11,24,0,0,1,20,1,55,34,1.79,2.9,2.0,4
Kobe Pace,122155,HB,CLEMSON,1,18,1,1,47.2,59,0,125,0,0,1,49,13.6,2,3,140,0,6,76.4,66.6,0.0,,80.8,85.4,62.9,58.3,59,1,41,2,14,22,0,0,2,20,1,125,49,2.72,6.9,2.93,12
Jordan Travis,77615,QB,FLORIDA ST,1,18,5,1,16.4,20,0,22,0,0,1,26,53.1,4,5,167,1,1,71.7,74.9,77.0,67.0,,,71.8,60.0,33,0,0,0,0,23,100,11,0,7,1,122,76,4.22,6.8,,0
Rodrigues Clark,101068,HB,MEMPHIS,1,18,2,0,0.0,0,0,92,0,0,2,51,29.8,1,9,218,0,6,76.2,76.2,75.1,,6.2,65.2,77.9,57.2,12,0,2,1,12,21,0,0,1,19,1,92,51,2.83,5.1,0.17,12
Leddie Brown,77766,HB,W VIRGINIA,1,17,2,0,0.0,0,0,57,1,1,2,33,27.7,0,7,343,0,6,75.9,66.2,76.5,,79.4,55.2,69.0,59.6,7,0,31,4,33,21,0,0,7,21,1,57,33,1.94,3.4,0.94,10
Breece Hall,97636,HB,IOWA STATE,1,17,2,3,56.1,69,0,123,1,0,2,44,27.2,5,7,193,0,4,76.2,65.9,75.9,,11.5,45.7,70.1,60.0,37,0,11,2,18,19,0,0,3,19,2,123,44,2.59,7.2,0.61,13
