player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Ashton Jeanty,157196,HB,BOISE ST,1,30,11,4,42.9,91,0,212,0,2,11,138,170.9,7,14,120,0,18,79.3,90.9,77.9,,79.8,83.5,87.0,58.6,27,0,42,5,15,35,0,0,5,35,3,212,138,4.6,7.1,2.8,12
Ollie Gordon II,157792,HB,OKLA STATE,1,29,5,2,38.7,65,0,168,0,2,5,108,74.5,4,9,262,0,18,78.9,74.5,78.7,,78.8,82.8,70.4,,42,0,116,6,32,29,0,0,6,35,1,168,108,3.72,5.8,3.63,10
Quinton Cooley,123380,HB,LIBERTY,1,28,7,3,37.4,61,0,163,0,0,7,112,100.0,3,7,206,0,19,78.7,83.4,78.7,,11.0,55.2,81.4,74.6,25,0,0,0,7,39,0,0,0,28,2,163,112,4.0,5.8,0.0,9
Marcus Carroll,123849,HB,GA STATE,1,27,3,3,34.6,53,0,153,1,0,3,97,38.5,6,7,175,0,1,78.5,65.0,77.8,,74.9,42.9,70.1,57.4,20,0,3,1,28,39,0,0,3,28,1,153,97,3.59,5.7,0.11,26
Makhi Hughes,158417,HB,TULANE,1,26,10,2,32.3,42,0,130,0,0,10,104,153.8,3,8,319,0,18,78.7,78.2,78.5,,28.3,53.7,80.0,59.7,24,0,0,0,12,36,0,0,0,26,1,130,104,4.0,5.0,0.0,6
Leshon Williams,129487,HB,IOWA,1,25,6,2,55.7,97,0,174,0,0,6,128,122.9,3,5,192,0,9,78.0,76.2,76.9,,41.4,53.9,75.9,60.0,82,0,0,0,8,28,0,0,0,25,1,174,128,5.12,7.0,0.0,16
Terion Stewart,130386,HB,BOWL GREEN,1,25,20,3,48.2,55,0,114,0,0,20,97,310.4,6,5,122,1,16,40.4,81.6,75.4,,71.9,58.7,77.0,66.8,20,0,0,0,2,30,0,0,0,25,0,114,97,3.88,4.6,0.0,9
Malik Sherrod,128189,HB,FRESNO ST,1,24,5,1,35.1,46,0,131,0,3,5,79,97.5,3,6,169,0,9,77.8,73.9,78.9,,31.5,60.8,78.1,56.6,46,0,35,3,32,35,0,0,4,27,3,131,79,3.29,5.5,1.09,15
Kyle Monangai,129891,HB,RUTGERS,1,24,12,2,25.7,38,0,148,0,0,12,104,216.7,6,11,278,0,9,77.8,86.5,76.3,,62.3,54.2,85.4,60.1,21,0,0,0,13,30,0,0,0,24,1,148,104,4.33,6.2,0.0,15
Omarion Hampton,162750,HB,N CAROLINA,1,24,5,2,38.6,76,0,197,0,0,5,153,122.6,7,8,245,0,8,78.0,83.6,75.4,,67.3,74.1,81.4,59.8,60,0,20,2,14,28,0,0,3,26,1,197,153,6.38,8.2,1.43,16
