player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Devin Neal,144558,HB,KANSAS,1,37,8,2,36.2,75,0,207,0,1,8,135,80.1,6,15,198,0,18,80.3,84.0,80.2,,57.5,75.8,78.9,74.6,47,0,80,4,16,43,0,0,5,41,3,207,135,3.65,5.6,5.0,19
Bryson Daily,147303,QB,ARMY,1,37,3,1,10.9,15,0,136,0,0,3,71,17.4,2,10,114,1,14,52.7,58.5,76.9,29.3,,60.0,69.0,60.0,15,0,0,0,1,55,2,2,1,35,2,138,80,2.16,3.7,0.0,18
Kaleb Johnson,156419,HB,IOWA,1,35,8,0,0.0,0,0,164,0,1,8,118,84.3,4,11,192,0,7,80.0,73.6,78.3,,71.8,66.8,71.5,60.0,13,0,6,1,11,37,0,0,1,36,1,164,118,3.37,4.7,0.55,28
Anthony Tyus III,145037,HB,OHIO,1,33,2,2,43.2,54,0,125,0,0,2,110,20.2,2,8,259,0,25,79.7,64.9,79.4,,74.7,54.4,65.7,54.0,34,0,0,0,15,47,0,0,0,33,1,125,110,3.33,3.8,0.0,8
Ahmad Hardy,190013,HB,LA MONROE,1,30,8,1,36.5,72,0,197,0,0,8,161,134.2,5,9,209,1,8,45.0,77.0,78.9,,83.8,65.7,74.5,60.0,72,0,4,2,12,30,0,0,2,32,2,197,161,5.37,6.6,0.33,21
Bryson Washington,174649,HB,BAYLOR,1,29,1,0,0.0,0,0,113,0,0,1,99,11.4,1,7,118,1,13,78.7,65.6,76.4,,24.6,55.5,67.0,60.0,12,0,1,1,17,30,0,0,2,30,0,113,99,3.41,3.9,0.06,16
Jarquez Hunter,146662,HB,AUBURN,1,28,7,2,26.9,35,0,130,0,2,7,69,69.3,5,13,115,0,5,78.7,78.9,77.4,,71.7,73.4,77.2,58.7,20,0,23,4,20,34,0,0,4,32,3,130,69,2.46,4.6,1.15,23
Tyler Huff,142567,QB,JVILLE ST,1,28,6,4,46.8,89,0,171,0,0,3,51,24.5,7,13,196,0,13,77.1,93.0,76.9,90.8,,,82.9,60.0,38,0,0,0,0,54,19,3,0,25,3,190,70,2.5,6.8,,8
Tre Stewart,160817,HB,JVILLE ST,1,28,4,1,16.0,16,1,100,1,0,4,61,30.0,2,4,196,0,5,78.7,57.5,0.0,,71.6,42.3,63.9,50.1,16,1,7,1,10,52,0,0,2,29,0,100,61,2.18,3.6,0.7,23
Tahj Brooks,123133,HB,TEXAS TECH,1,28,2,2,42.1,56,0,133,0,2,2,70,27.0,3,9,315,0,14,78.7,72.0,78.2,,83.2,81.7,69.6,50.7,40,0,65,9,35,34,0,0,10,37,3,133,70,2.5,4.8,1.86,14
