player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
LaQuinston Sharp,99095,C,MISS STATE,1,0,227,62.7,0,1,70,100.0,100.0,97.9,0,2,1,74,74,49.3,0,1,13,100.0,100.0,88.5,2,1,14,14
Charles Cross,98401,T,MISS STATE,1,1,227,74.2,0,2,70,100.0,100.0,98.6,1,2,0,74,74,58.0,0,1,13,100.0,100.0,96.2,1,0,14,14
Kameron Jones,81739,G,MISS STATE,1,0,227,69.2,0,3,70,100.0,100.0,97.9,1,3,0,74,74,75.1,0,1,13,100.0,100.0,96.2,1,0,14,14
Zion Nelson,98239,T,MIAMI FL,1,0,220,59.4,1,1,68,100.0,100.0,95.6,0,4,2,72,72,63.0,1,1,44,100.0,100.0,95.5,3,1,47,47
Justice Oluwaseun,60179,T,MIAMI FL,1,0,220,60.5,0,3,68,100.0,100.0,97.8,1,3,0,72,72,49.5,0,3,44,100.0,100.0,96.6,3,0,47,47
Corey Gaynor,59844,C,MIAMI FL,1,0,220,48.1,1,2,67,100.0,100.0,97.8,1,3,0,71,71,41.4,1,2,44,100.0,100.0,96.6,3,0,47,47
Kwatrivous Johnson,81742,G,MISS STATE,1,0,227,69.9,0,2,67,100.0,100.0,98.5,0,2,0,71,71,44.2,0,2,12,100.0,100.0,91.7,2,0,13,13
Braeden Daniels,81891,T,UTAH,1,0,328,57.7,0,4,66,100.0,100.0,97.0,0,4,0,69,69,65.6,0,1,35,100.0,100.0,98.6,1,0,36,36
Jaren Kump,131859,T,UTAH,1,0,328,35.8,1,4,66,100.0,100.0,96.2,0,5,0,69,69,21.0,1,3,35,100.0,100.0,94.3,4,0,36,36
Sataoa Laumea,100525,G,UTAH,1,0,328,45.9,2,4,66,100.0,100.0,95.5,0,6,0,69,69,26.1,2,3,35,100.0,100.0,92.9,5,0,36,36
Nick Ford,60183,C,UTAH,1,0,328,54.7,0,2,66,100.0,100.0,98.5,0,2,0,69,69,54.1,0,1,35,100.0,100.0,98.6,1,0,36,36
Ryan Nelson,62778,G,VIRGINIA,1,0,335,54.8,1,2,64,100.0,100.0,96.1,0,4,1,68,68,35.5,1,2,38,100.0,100.0,93.4,4,1,39,39
Chris Glaser,62780,G,VIRGINIA,1,0,335,62.0,0,1,64,100.0,100.0,99.2,0,1,0,68,68,47.3,0,1,38,100.0,100.0,98.7,1,0,39,39
Olusegun Oluwatimi,98581,C,VIRGINIA,1,0,335,73.4,0,1,64,100.0,100.0,99.2,0,1,0,68,68,68.1,0,1,38,100.0,100.0,98.7,1,0,39,39
Joe Bissinger,99648,G,VIRGINIA,1,0,335,52.1,0,3,64,100.0,100.0,97.7,0,3,0,68,68,55.9,0,3,38,100.0,100.0,96.1,3,0,39,39
Ryan Swoboda,77576,T,VIRGINIA,1,0,335,51.7,0,4,63,98.4,98.5,95.2,0,5,1,67,68,45.0,0,3,38,100.0,100.0,93.4,4,1,39,39
Dontae Bull,81650,T,FRESNO ST,1,0,169,51.3,0,3,63,100.0,100.0,97.6,0,3,0,66,66,48.9,0,3,21,100.0,100.0,92.9,3,0,21,21
Mose Vavao,74174,G,FRESNO ST,1,0,169,79.0,0,0,63,100.0,100.0,100.0,1,0,0,66,66,86.0,0,0,21,100.0,100.0,100.0,0,0,21,21
Bula Schmidt,97646,C,FRESNO ST,1,0,169,72.1,0,1,63,100.0,100.0,97.6,0,2,1,65,65,60.8,0,1,21,100.0,100.0,92.9,2,1,21,21
Dante Adkins Jr.,98051,G,FRESNO ST,1,0,169,71.2,0,1,63,100.0,100.0,99.2,0,1,0,65,65,50.0,0,0,21,100.0,100.0,100.0,0,0,21,21
Alex Akingbulu,40634,T,FRESNO ST,1,0,169,65.9,0,3,63,100.0,100.0,97.6,0,3,0,65,65,49.4,0,2,21,100.0,100.0,95.2,2,0,21,21
Scott Lashley,40723,T,MISS STATE,1,1,227,51.7,1,3,63,100.0,100.0,95.2,2,5,1,64,64,11.3,1,0,12,100.0,100.0,87.5,2,1,12,12
Tyler Witt,40256,G,PURDUE,1,0,273,70.0,0,1,61,100.0,100.0,99.2,0,1,0,63,63,70.3,0,1,18,100.0,100.0,97.2,1,0,20,20
Greg Long,41334,T,PURDUE,1,0,273,51.2,2,3,61,100.0,100.0,95.9,0,5,0,63,63,71.5,0,2,18,100.0,100.0,94.4,2,0,20,20
Gus Hartwig,129814,C,PURDUE,1,0,273,74.4,0,2,61,100.0,100.0,98.4,0,2,0,63,63,59.2,0,2,18,100.0,100.0,94.4,2,0,20,20
Navaughn Donaldson,59848,G,MIAMI FL,1,0,220,59.6,0,1,58,100.0,100.0,99.1,0,1,0,62,62,80.8,0,0,39,100.0,100.0,100.0,0,0,42,42
DJ Scaife Jr.,77378,G,MIAMI FL,1,0,220,87.4,0,0,58,100.0,100.0,100.0,0,0,0,62,62,88.4,0,0,39,100.0,100.0,100.0,0,0,42,42
Dylan Couch,41390,G,TULSA,1,1,320,74.8,1,1,58,100.0,100.0,98.3,1,2,0,62,62,65.9,1,1,24,100.0,100.0,95.8,2,0,27,27
Justin Chase,40005,T,E CAROLINA,1,0,156,54.2,0,0,56,100.0,100.0,100.0,0,0,0,61,61,39.2,0,0,22,100.0,100.0,100.0,0,0,23,23
Justin Osborne,99071,G,SMU,1,0,287,71.4,0,2,55,100.0,100.0,98.2,0,2,0,60,60,80.1,0,0,20,100.0,100.0,100.0,0,0,21,21
Jaylon Thomas,77421,T,SMU,1,0,287,85.5,0,0,55,100.0,100.0,100.0,1,0,0,60,60,84.2,0,0,20,100.0,100.0,100.0,0,0,21,21
Alan Ali,60053,C,SMU,1,0,287,63.2,0,2,55,100.0,100.0,98.2,0,2,0,60,60,54.8,0,1,20,100.0,100.0,97.5,1,0,21,21
Ernesto Ramirez,102825,G,ARK STATE,1,0,113,30.0,0,5,58,100.0,100.0,94.0,0,6,1,59,59,32.4,0,3,20,100.0,100.0,87.5,4,1,20,20
Andre Harris Jr.,58501,T,ARK STATE,1,0,113,68.4,0,5,58,100.0,100.0,95.7,0,5,0,59,59,82.2,0,1,20,100.0,100.0,97.5,1,0,20,20
Ethan Miner,98068,G,ARK STATE,1,0,113,59.8,2,3,58,100.0,100.0,95.7,0,5,0,59,59,59.6,0,2,20,100.0,100.0,95.0,2,0,20,20
Robert Holmes,55110,T,ARK STATE,1,0,113,33.1,2,2,58,100.0,100.0,94.8,0,5,1,59,59,0.0,1,1,20,100.0,100.0,90.0,3,1,20,20
Ivory Scott,98699,G,ARK STATE,1,0,113,64.8,0,4,58,100.0,100.0,96.6,0,4,0,59,59,51.3,0,1,20,100.0,100.0,97.5,1,0,20,20
