player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Olusegun Oluwatimi,98581,C,VIRGINIA,1,0,335,82.1,0,0,71,100.0,100.0,98.6,0,1,1,75,75,76.0,0,0,30,100.0,100.0,96.7,1,1,32,32
Ryan Swoboda,77576,T,VIRGINIA,1,0,335,67.0,0,2,71,100.0,100.0,97.2,0,3,1,75,75,75.3,0,1,30,100.0,100.0,95.0,2,1,32,32
Chris Glaser,62780,G,VIRGINIA,1,0,335,45.0,0,7,71,100.0,100.0,95.1,0,7,0,75,75,29.1,0,4,30,100.0,100.0,93.3,4,0,32,32
Ryan Nelson,62778,G,VIRGINIA,1,0,335,80.6,0,1,71,100.0,100.0,99.3,0,1,0,75,75,87.0,0,0,30,100.0,100.0,100.0,0,0,32,32
Charles Cross,98401,T,MISS STATE,1,0,227,81.6,0,2,67,100.0,100.0,98.5,0,2,0,71,71,57.9,0,1,9,100.0,100.0,94.4,1,0,10,10
LaQuinston Sharp,99095,C,MISS STATE,1,0,227,66.0,0,2,67,100.0,100.0,98.5,0,2,0,71,71,79.7,0,0,9,100.0,100.0,100.0,0,0,10,10
Kameron Jones,81739,G,MISS STATE,1,0,227,70.8,1,0,67,100.0,100.0,99.3,1,1,0,71,71,10.2,1,0,9,100.0,100.0,94.4,1,0,10,10
Kwatrivous Johnson,81742,G,MISS STATE,1,0,227,84.2,0,0,61,100.0,100.0,100.0,1,0,0,63,63,61.7,0,0,7,100.0,100.0,100.0,0,0,7,7
Scott Lashley,40723,T,MISS STATE,1,0,227,75.1,0,1,58,100.0,100.0,99.1,0,1,0,61,61,81.3,0,0,7,100.0,100.0,100.0,0,0,8,8
Sincere Haynesworth,97644,C,TULANE,1,0,319,79.5,0,1,55,100.0,100.0,99.1,0,1,0,60,60,70.0,0,1,25,100.0,100.0,98.0,1,0,26,26
Dylan Powell,41118,C,INDIANA,1,0,190,74.8,0,2,57,100.0,100.0,98.2,0,2,0,60,60,63.7,0,2,23,100.0,100.0,95.7,2,0,25,25
Joey Claybrook,60141,T,TULANE,1,0,319,30.0,3,4,55,100.0,100.0,93.6,1,7,0,60,60,1.6,2,3,25,100.0,100.0,90.0,5,0,26,26
Corey Dublin,60142,G,TULANE,1,0,319,62.9,1,0,55,100.0,100.0,99.1,0,1,0,60,60,65.8,1,0,25,100.0,100.0,98.0,1,0,26,26
Matthew Bedford,101579,G,INDIANA,1,0,190,56.4,0,1,57,100.0,100.0,99.1,1,1,0,60,60,51.9,0,0,23,100.0,100.0,100.0,0,0,25,25
Mike Katic,101575,G,INDIANA,1,0,190,80.1,0,0,57,100.0,100.0,100.0,0,0,0,60,60,72.9,0,0,23,100.0,100.0,100.0,0,0,25,25
Caleb Thomas,98077,G,TULANE,1,0,319,74.0,1,0,55,100.0,100.0,99.1,0,1,0,60,60,87.0,0,0,25,100.0,100.0,100.0,0,0,26,26
