player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Campbell Barrington,147505,T,BAYLOR,1,0,118,66.7,1,4,66,100.0,100.0,96.2,0,5,0,67,67,58.3,0,3,19,100.0,100.0,92.1,3,0,20,20
Kaden Sieracki,158571,G,BAYLOR,1,0,118,59.9,0,3,66,100.0,100.0,94.7,0,5,2,67,67,47.8,0,2,19,100.0,100.0,89.5,3,1,20,20
Clark Barrington,81598,C,BAYLOR,1,0,118,81.6,0,1,66,100.0,100.0,99.2,0,1,0,67,67,75.9,0,1,19,100.0,100.0,97.4,1,0,20,20
Josh Priebe,129733,G,NWESTERN,1,0,256,77.9,0,0,57,100.0,100.0,100.0,0,0,0,61,61,54.7,0,0,17,100.0,100.0,100.0,0,0,18,18
Dom D'Antonio,98244,G,NWESTERN,1,0,256,76.2,0,3,57,100.0,100.0,97.4,0,3,0,61,61,59.0,0,3,17,100.0,100.0,91.2,3,0,18,18
Josh Thompson,145039,T,NWESTERN,1,0,256,52.7,1,5,57,100.0,100.0,94.7,0,6,0,61,61,66.9,0,2,17,100.0,100.0,94.1,2,0,18,18
Ben Wrather,129740,C,NWESTERN,1,0,256,46.6,0,2,57,100.0,100.0,98.2,0,2,0,61,61,55.9,0,0,17,100.0,100.0,100.0,0,0,18,18
Caleb Tiernan,145042,T,NWESTERN,1,0,256,68.5,0,2,57,100.0,100.0,98.2,1,2,0,61,61,67.3,0,1,17,100.0,100.0,97.1,1,0,18,18
Brant Banks,101581,G,RICE,1,0,275,69.4,0,0,57,100.0,100.0,100.0,0,0,0,60,60,67.7,0,0,21,100.0,100.0,100.0,0,0,22,22
Lavel Dumont,77512,G,RICE,1,0,275,56.7,0,2,57,100.0,100.0,96.5,0,3,1,60,60,78.3,0,0,21,100.0,100.0,100.0,0,0,22,22
Brad Baur,162989,T,RICE,1,0,275,46.4,0,6,57,100.0,100.0,94.7,0,6,0,60,60,45.1,0,3,21,100.0,100.0,92.9,3,0,22,22
Ethan Onianwa,155966,T,RICE,1,0,275,22.0,1,7,57,100.0,100.0,91.2,1,9,1,60,60,37.5,1,2,21,100.0,100.0,88.1,4,1,22,22
Xavier Hill,124098,T,MEMPHIS,1,1,218,56.5,0,3,54,100.0,100.0,95.4,1,4,1,58,58,44.8,0,1,20,100.0,100.0,92.5,2,1,22,22
Jonah Gambill,121763,G,MEMPHIS,1,0,218,67.9,0,2,54,100.0,100.0,98.1,0,2,0,58,58,43.4,0,2,20,100.0,100.0,95.0,2,0,22,22
Davion Carter,158004,G,MEMPHIS,1,0,218,85.8,0,0,54,100.0,100.0,100.0,0,0,0,58,58,78.1,0,0,20,100.0,100.0,100.0,0,0,22,22
Jacob Likes,101023,C,MEMPHIS,1,0,218,86.5,0,0,54,100.0,100.0,100.0,0,0,0,58,58,82.9,0,0,20,100.0,100.0,100.0,0,0,22,22
Mak Pounders,144276,T,MEMPHIS,1,0,218,77.6,0,1,54,100.0,100.0,99.1,0,1,0,58,58,73.8,0,0,20,100.0,100.0,100.0,0,0,22,22
Gavin Byers,122263,G,BAYLOR,1,0,118,76.6,0,1,55,100.0,100.0,99.1,0,1,0,56,56,74.7,0,0,14,100.0,100.0,100.0,0,0,15,15
Julian Hernandez,98570,C,VANDERBILT,1,0,333,38.4,0,5,50,100.0,100.0,95.0,0,5,0,56,56,49.3,0,3,22,100.0,100.0,93.2,3,0,24,24
Brady Wilson,121508,C,UAB,1,0,321,66.5,0,1,55,100.0,100.0,99.1,0,1,0,56,56,64.3,0,0,22,100.0,100.0,100.0,0,0,22,22
William Parker,146938,T,UAB,1,0,321,30.2,0,2,55,100.0,100.0,98.2,0,2,0,56,56,51.5,0,1,22,100.0,100.0,97.7,1,0,22,22
Gunnar Hansen,146959,T,VANDERBILT,1,0,333,68.8,1,3,50,100.0,100.0,96.0,2,4,0,56,56,67.6,0,2,22,100.0,100.0,95.5,2,0,24,24
Gage Pitchford,146963,G,VANDERBILT,1,0,333,20.7,0,3,50,100.0,100.0,97.0,0,3,0,56,56,64.0,0,2,22,100.0,100.0,95.5,2,0,24,24
Luke Jones,163022,G,UAB,1,0,321,80.6,0,0,55,100.0,100.0,100.0,0,0,0,56,56,79.5,0,0,22,100.0,100.0,100.0,0,0,22,22
Brayden Keim,102845,T,BYU,1,0,128,82.5,0,1,54,100.0,100.0,99.1,0,1,0,56,56,76.8,0,1,26,100.0,100.0,98.1,1,0,27,27
