player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Quantavious Leslie,123456,G,W KENTUCKY,1,0,346,68.4,0,3,71,100.0,100.0,97.9,0,3,0,75,75,81.7,0,1,32,100.0,100.0,98.4,1,0,32,32
Boe Wilson,41394,G,W KENTUCKY,1,0,346,86.2,0,0,71,100.0,100.0,98.6,0,1,1,75,75,81.8,0,0,32,100.0,100.0,96.9,1,1,32,32
Mason Brooks,81938,T,W KENTUCKY,1,0,346,34.8,1,5,71,100.0,100.0,93.0,0,8,2,75,75,12.2,1,4,32,100.0,100.0,85.9,7,2,32,32
Rusty Staats,81941,C,W KENTUCKY,1,0,346,68.7,0,1,71,100.0,100.0,99.3,0,1,0,75,75,73.1,0,0,32,100.0,100.0,100.0,0,0,32,32
Cole Spencer,60236,T,W KENTUCKY,1,0,346,80.8,0,3,71,100.0,100.0,97.9,0,3,0,75,75,75.6,0,2,32,100.0,100.0,96.9,2,0,32,32
Andre Harris Jr.,58501,T,ARK STATE,1,0,113,91.6,0,0,67,100.0,100.0,100.0,0,0,0,72,72,87.7,0,0,11,100.0,100.0,100.0,0,0,14,14
Ivory Scott,98699,G,ARK STATE,1,0,113,80.9,0,0,67,100.0,100.0,100.0,0,0,0,72,72,75.1,0,0,11,100.0,100.0,100.0,0,0,14,14
Wyatt Luebke,56526,T,ARK STATE,1,0,113,47.6,2,3,67,100.0,100.0,93.3,1,7,2,72,72,18.0,0,3,11,100.0,100.0,77.3,4,1,14,14
Ethan Miner,98068,G,ARK STATE,1,0,113,63.3,2,0,67,100.0,100.0,98.5,0,2,0,72,72,63.7,2,0,11,100.0,100.0,90.9,2,0,14,14
Kwatrivous Johnson,81742,G,MISS STATE,1,0,227,65.1,1,1,63,100.0,100.0,98.4,1,2,0,67,67,39.0,0,1,10,100.0,100.0,95.0,1,0,11,11
Kameron Jones,81739,G,MISS STATE,1,0,227,87.8,0,0,63,100.0,100.0,100.0,0,0,0,67,67,82.2,0,0,10,100.0,100.0,100.0,0,0,11,11
Scott Lashley,40723,T,MISS STATE,1,0,227,46.8,0,2,63,100.0,100.0,96.8,0,3,1,67,67,45.4,0,2,10,100.0,100.0,90.0,2,0,11,11
LaQuinston Sharp,99095,C,MISS STATE,1,0,227,71.7,0,0,63,100.0,100.0,100.0,0,0,0,67,67,80.1,0,0,10,100.0,100.0,100.0,0,0,11,11
