player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Malik Williams,128441,T,NEW MEX ST,1,0,242,71.6,1,0,57,100.0,100.0,95.6,0,3,2,63,63,74.1,1,0,26,100.0,100.0,90.4,3,2,30,30
JaQuan Adams,176868,T,TULSA,1,0,320,76.8,0,0,59,100.0,100.0,100.0,0,0,0,63,63,71.6,0,0,15,100.0,100.0,100.0,0,0,17,17
Santos Valdez,181614,C,NEW MEX ST,1,0,242,75.5,0,1,57,100.0,100.0,97.4,0,2,1,63,63,63.1,0,1,26,100.0,100.0,94.2,2,1,30,30
Anwar O'neal,178137,T,DELAWARE,1,0,151,78.4,0,1,57,100.0,100.0,99.1,0,1,0,63,63,63.9,0,1,23,100.0,100.0,97.8,1,0,26,26
BJ Tolo,175687,C,NEW MEX ST,1,0,242,68.9,0,3,57,100.0,100.0,97.4,0,3,0,63,63,63.2,0,2,26,100.0,100.0,96.2,2,0,30,30
Fintan Brose,142242,G,DELAWARE,1,0,151,90.4,0,0,57,100.0,100.0,100.0,0,0,0,63,63,87.1,0,0,23,100.0,100.0,100.0,0,0,26,26
Ian Mayes,204365,G,TULSA,1,0,320,59.2,0,3,59,100.0,100.0,97.5,0,3,0,63,63,64.4,0,0,15,100.0,100.0,100.0,0,0,17,17
Anthony Caccese,173606,G,DELAWARE,1,0,151,64.2,1,3,57,100.0,100.0,96.5,0,4,0,63,63,61.9,1,1,23,100.0,100.0,95.7,2,0,26,26
Sean Hill,122867,G,TULSA,1,0,320,67.2,1,0,59,100.0,100.0,99.2,0,1,0,63,63,64.4,0,0,15,100.0,100.0,100.0,0,0,17,17
Simon Wilson,170493,C,TULSA,1,0,320,69.8,0,0,59,100.0,100.0,100.0,0,0,0,63,63,82.1,0,0,15,100.0,100.0,100.0,0,0,17,17
