player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Mike Katic,101575,G,INDIANA,1,0,190,65.7,0,0,61,100.0,100.0,100.0,0,0,0,66,66,85.8,0,0,20,100.0,100.0,100.0,0,0,21,21
Luke Haggard,129442,T,INDIANA,1,0,190,77.1,0,0,61,100.0,100.0,100.0,0,0,0,66,66,88.2,0,0,20,100.0,100.0,100.0,0,0,21,21
Caleb Murphy,129449,C,INDIANA,1,0,190,37.1,1,4,61,100.0,100.0,94.3,0,6,1,66,66,14.5,1,3,20,100.0,100.0,85.0,5,1,21,21
Parker Hanna,134811,T,INDIANA,1,0,190,63.0,1,3,61,100.0,100.0,96.7,0,4,0,66,66,41.6,1,3,20,100.0,100.0,90.0,4,0,21,21
Owen Condon,81994,T,SMU,1,1,287,52.6,0,3,61,100.0,100.0,94.3,1,5,2,65,65,23.7,0,1,15,100.0,100.0,83.3,3,2,17,17
Branson Hickman,121928,C,SMU,1,0,287,73.6,0,0,61,100.0,100.0,100.0,0,0,0,65,65,67.5,0,0,15,100.0,100.0,100.0,0,0,17,17
Marcus Bryant,121917,T,SMU,1,0,287,77.5,1,0,60,98.4,98.5,99.2,0,1,0,64,65,65.8,0,0,15,100.0,100.0,100.0,0,0,17,17
Justin Osborne,99071,G,SMU,1,0,287,73.0,0,1,60,100.0,100.0,99.2,0,1,0,64,64,53.1,0,0,14,100.0,100.0,100.0,0,0,16,16
Gus Hartwig,129814,C,PURDUE,1,0,273,69.7,1,1,58,100.0,100.0,98.3,0,2,0,61,61,82.1,0,0,16,100.0,100.0,100.0,0,0,17,17
Spencer Holstege,101600,G,PURDUE,1,0,273,78.0,0,2,58,100.0,100.0,98.3,0,2,0,61,61,84.2,0,0,16,100.0,100.0,100.0,0,0,17,17
Jack Hasz,145666,C,BUFFALO,1,0,126,50.9,0,2,58,100.0,100.0,96.6,0,3,1,59,59,7.5,0,2,8,100.0,100.0,75.0,3,1,8,8
Gabe Wallace,77535,G,BUFFALO,1,0,126,71.7,1,0,58,100.0,100.0,99.1,0,1,0,59,59,41.3,0,0,8,100.0,100.0,100.0,0,0,8,8
Desmond Bessent,60051,T,BUFFALO,1,0,126,39.3,0,3,58,100.0,100.0,94.0,0,5,2,59,59,0.0,0,2,8,100.0,100.0,87.5,2,0,8,8
Isaiah Wright,129909,T,BUFFALO,1,0,126,34.9,0,6,58,100.0,100.0,94.8,0,6,0,59,59,23.6,0,2,8,100.0,100.0,87.5,2,0,8,8
Max Banes,77433,G,AKRON,1,0,102,88.9,0,0,53,100.0,100.0,100.0,0,0,0,58,58,87.1,0,0,24,100.0,100.0,100.0,0,0,28,28
Jordan Daniels,100260,T,AKRON,1,0,102,76.7,0,1,53,100.0,100.0,99.1,0,1,0,58,58,76.7,0,1,24,100.0,100.0,97.9,1,0,28,28
Bronson Warner,151181,G,BOWL GREEN,1,0,122,45.8,0,2,56,100.0,100.0,98.2,0,2,0,58,58,61.9,0,1,29,100.0,100.0,98.3,1,0,30,30
Jalen Grant,130364,G,BOWL GREEN,1,0,122,29.3,1,3,56,100.0,100.0,94.6,1,5,1,58,58,38.2,0,1,29,100.0,100.0,94.8,2,1,30,30
Alex Wollschlaeger,130396,T,BOWL GREEN,1,0,122,51.6,0,4,56,100.0,100.0,96.4,0,4,0,58,58,66.9,0,2,29,100.0,100.0,96.6,2,0,30,30
Cedric Dunbar,81691,G,BOWL GREEN,1,0,122,49.3,0,6,56,100.0,100.0,94.6,0,6,0,58,58,59.4,0,2,29,100.0,100.0,96.6,2,0,30,30
Kilian Zierer,124009,T,AUBURN,1,0,115,77.3,0,2,55,100.0,100.0,98.2,0,2,0,57,57,68.2,0,2,27,100.0,100.0,96.3,2,0,27,27
Ahofitu Maka,100803,C,UTSA,1,0,331,48.5,0,5,50,100.0,100.0,95.0,0,5,0,57,57,37.0,0,1,14,100.0,100.0,96.4,1,0,16,16
Austin Troxell,58516,T,AUBURN,1,0,115,25.1,1,4,55,100.0,100.0,91.8,0,7,2,57,57,32.1,0,3,27,100.0,100.0,90.7,4,1,27,27
Anthony Whigan,101555,G,AKRON,1,0,102,71.0,1,0,51,100.0,100.0,99.0,0,1,0,56,56,72.1,1,0,23,100.0,100.0,97.8,1,0,27,27
Caleb Rogers,123157,T,TEXAS TECH,1,0,315,78.3,0,0,53,100.0,100.0,96.2,0,2,2,55,55,82.5,0,0,19,100.0,100.0,100.0,0,0,20,20
Brian Miller,56358,T,GA SOUTHRN,1,0,174,63.6,0,3,54,100.0,100.0,97.2,0,3,0,55,55,31.7,0,1,4,100.0,100.0,87.5,1,0,4,4
Venly Tatafu,158830,T,UTSA,1,0,331,44.2,0,4,48,100.0,100.0,95.8,0,4,0,55,55,58.5,0,1,12,100.0,100.0,95.8,1,0,14,14
Jacoby Jackson,144756,G,TEXAS TECH,1,0,315,71.8,0,1,53,100.0,100.0,99.1,1,1,0,55,55,48.3,0,1,19,100.0,100.0,97.4,1,0,20,20
Monroe Mills,122977,T,TEXAS TECH,1,0,315,77.7,0,2,53,100.0,100.0,98.1,0,2,0,55,55,80.2,0,0,19,100.0,100.0,100.0,0,0,20,20
Landon Peterson,99457,G,TEXAS TECH,1,0,315,66.6,0,2,53,100.0,100.0,98.1,0,2,0,55,55,44.6,0,1,19,100.0,100.0,97.4,1,0,20,20
Caleb Kelly,59709,T,GA SOUTHRN,1,1,174,61.7,1,1,54,100.0,100.0,98.1,1,2,0,55,55,61.0,0,0,4,100.0,100.0,100.0,0,0,4,4
Dennis Wilburn,157314,C,TEXAS TECH,1,0,315,40.7,0,5,53,100.0,100.0,95.3,0,5,0,55,55,49.0,0,0,19,100.0,100.0,100.0,0,0,20,20
Khalil Crowder,78240,G,GA SOUTHRN,1,0,174,74.4,1,0,54,100.0,100.0,99.1,0,1,0,55,55,51.8,0,0,4,100.0,100.0,100.0,0,0,4,4
Logan Langemeier,108708,C,GA SOUTHRN,1,0,174,67.9,1,2,54,100.0,100.0,97.2,0,3,0,55,55,76.2,0,0,4,100.0,100.0,100.0,0,0,4,4
Jarrett Horst,102823,T,MICH STATE,1,0,223,88.8,0,0,48,100.0,100.0,100.0,0,0,0,53,53,88.2,0,0,17,100.0,100.0,100.0,0,0,19,19
Frankie Martinez,145516,T,UTSA,1,0,331,12.6,0,9,46,100.0,100.0,90.2,0,9,0,53,53,12.1,0,5,14,100.0,100.0,82.1,5,0,16,16
