player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Kameron Jones,81739,G,MISS STATE,1,0,227,48.5,0,4,64,100.0,100.0,93.7,0,6,2,66,66,29.8,0,4,22,100.0,100.0,90.9,4,0,22,22
Charles Cross,98401,T,MISS STATE,1,1,227,90.8,0,0,64,100.0,100.0,100.0,2,0,0,66,66,87.9,0,0,22,100.0,100.0,100.0,0,0,22,22
Scott Lashley,40723,T,MISS STATE,1,1,227,71.2,2,0,64,100.0,100.0,95.3,1,4,2,66,66,60.3,2,0,22,100.0,100.0,86.4,4,2,22,22
LaQuinston Sharp,99095,C,MISS STATE,1,0,227,86.5,0,0,64,100.0,100.0,100.0,0,0,0,66,66,83.2,0,0,22,100.0,100.0,100.0,0,0,22,22
Kwatrivous Johnson,81742,G,MISS STATE,1,0,227,60.9,1,3,64,100.0,100.0,96.9,0,4,0,66,66,43.7,1,1,22,100.0,100.0,95.5,2,0,22,22
Mike Katic,101575,G,INDIANA,1,0,190,54.7,2,2,58,100.0,100.0,96.6,0,4,0,63,63,51.5,1,2,29,100.0,100.0,94.8,3,0,32,32
Dylan Powell,41118,C,INDIANA,1,0,190,73.6,1,0,58,100.0,100.0,99.1,0,1,0,63,63,84.6,0,0,29,100.0,100.0,100.0,0,0,32,32
Matthew Bedford,101579,G,INDIANA,1,0,190,70.8,1,1,58,100.0,100.0,96.6,0,3,1,63,63,64.2,1,0,29,100.0,100.0,94.8,2,1,32,32
Luke Haggard,129442,T,INDIANA,1,0,190,70.3,0,4,58,100.0,100.0,96.6,0,4,0,63,63,62.5,0,3,29,100.0,100.0,94.8,3,0,32,32
Zion Nelson,98239,T,MIAMI FL,1,0,220,76.4,0,1,54,100.0,100.0,99.1,0,1,0,61,61,73.0,0,1,22,100.0,100.0,97.7,1,0,25,25
Jakai Clark,97645,C,MIAMI FL,1,0,220,50.0,0,4,54,100.0,100.0,96.3,0,4,0,61,61,36.8,0,2,22,100.0,100.0,95.5,2,0,25,25
Navaughn Donaldson,59848,G,MIAMI FL,1,0,220,86.8,0,0,54,100.0,100.0,100.0,0,0,0,61,61,87.2,0,0,22,100.0,100.0,100.0,0,0,25,25
Jacob Gardner,128229,T,NEVADA,1,0,239,79.5,0,0,57,100.0,100.0,100.0,0,0,0,61,61,64.9,0,0,11,100.0,100.0,100.0,0,0,12,12
Jarrid Williams,38432,T,MIAMI FL,1,0,220,78.6,0,2,54,100.0,100.0,98.1,0,2,0,61,61,77.2,0,1,22,100.0,100.0,97.7,1,0,25,25
Tyler Orsini,101264,C,NEVADA,1,0,239,45.7,1,3,55,100.0,100.0,94.5,1,5,1,59,59,45.0,0,0,11,100.0,100.0,90.9,1,1,12,12
DJ Scaife Jr.,77378,G,MIAMI FL,1,0,220,80.5,0,1,52,100.0,100.0,99.0,0,1,0,59,59,70.3,0,1,21,100.0,100.0,97.6,1,0,24,24
Aaron Frost,82350,T,NEVADA,1,0,239,69.0,1,1,55,100.0,100.0,98.2,1,2,0,59,59,39.7,1,1,11,100.0,100.0,90.9,2,0,12,12
Cole Spencer,60236,T,W KENTUCKY,1,0,346,90.2,0,0,55,100.0,100.0,100.0,0,0,0,58,58,87.6,0,0,18,100.0,100.0,100.0,0,0,20,20
Olusegun Oluwatimi,98581,C,VIRGINIA,1,0,335,52.2,0,3,53,100.0,100.0,97.2,0,3,0,58,58,30.2,0,3,29,100.0,100.0,94.8,3,0,33,33
Boe Wilson,41394,G,W KENTUCKY,1,0,346,62.2,0,2,55,100.0,100.0,98.2,0,2,0,58,58,67.0,0,0,18,100.0,100.0,100.0,0,0,20,20
Rusty Staats,81941,C,W KENTUCKY,1,0,346,64.0,0,0,55,100.0,100.0,100.0,0,0,0,58,58,76.0,0,0,18,100.0,100.0,100.0,0,0,20,20
Brian Dooley,77531,T,E MICHIGAN,1,0,160,50.1,2,0,55,100.0,100.0,98.2,0,2,0,58,58,50.0,1,0,17,100.0,100.0,97.1,1,0,17,17
Mason Brooks,81938,T,W KENTUCKY,1,0,346,73.8,0,0,55,100.0,100.0,100.0,0,0,0,58,58,75.2,0,0,18,100.0,100.0,100.0,0,0,20,20
Sidy Sow,59675,G,E MICHIGAN,1,0,160,71.8,0,0,55,100.0,100.0,100.0,1,0,0,58,58,74.7,0,0,17,100.0,100.0,100.0,0,0,17,17
Ryan Swoboda,77576,T,VIRGINIA,1,0,335,69.2,0,2,53,100.0,100.0,96.2,0,3,1,58,58,65.6,0,1,29,100.0,100.0,94.8,2,1,33,33
Mike Van Hoeven,41296,C,E MICHIGAN,1,0,160,85.9,0,0,55,100.0,100.0,100.0,0,0,0,58,58,81.6,0,0,17,100.0,100.0,100.0,0,0,17,17
Marcellus Johnson,77529,T,E MICHIGAN,1,0,160,45.4,2,2,55,100.0,100.0,94.5,0,5,1,58,58,41.9,1,2,17,100.0,100.0,91.2,3,0,17,17
Quantavious Leslie,123456,G,W KENTUCKY,1,0,346,88.3,0,0,55,100.0,100.0,100.0,0,0,0,58,58,85.7,0,0,18,100.0,100.0,100.0,0,0,20,20
Caleb Jones,59747,T,INDIANA,1,0,190,53.8,0,2,54,100.0,100.0,96.3,0,3,1,58,58,51.8,0,1,28,100.0,100.0,94.6,2,1,30,30
Robert Haskins,77575,T,VIRGINIA,1,0,335,65.2,0,2,52,100.0,100.0,98.1,0,2,0,56,56,53.6,0,2,29,100.0,100.0,96.6,2,0,32,32
Orlando Umana,60185,C,OLE MISS,1,0,226,80.6,0,1,55,100.0,100.0,99.1,0,1,0,56,56,78.6,0,0,7,100.0,100.0,100.0,0,0,7,7
Jeremy James,98423,T,OLE MISS,1,0,226,80.6,0,0,55,100.0,100.0,100.0,0,0,0,56,56,80.5,0,0,7,100.0,100.0,100.0,0,0,7,7
Ryan Nelson,62778,G,VIRGINIA,1,0,335,68.8,0,2,52,100.0,100.0,98.1,0,2,0,56,56,59.9,0,1,29,100.0,100.0,98.3,1,0,32,32
Ben Brown,59869,G,OLE MISS,1,0,226,64.8,0,1,55,100.0,100.0,99.1,0,1,0,56,56,80.6,0,0,7,100.0,100.0,100.0,0,0,7,7
Nick Broeker,99084,T,OLE MISS,1,0,226,75.3,0,2,55,100.0,100.0,98.2,0,2,0,56,56,82.2,0,0,7,100.0,100.0,100.0,0,0,7,7
Ben Coleman,100518,G,CAL,1,0,130,74.7,0,1,47,100.0,100.0,98.9,0,1,0,52,52,74.7,0,0,12,100.0,100.0,100.0,0,0,15,15
Will Craig,81605,T,CAL,1,1,130,7.3,2,6,47,100.0,100.0,89.4,2,9,1,52,52,0.0,1,1,12,100.0,100.0,83.3,3,1,15,15
Matthew Cindric,81604,C,CAL,1,0,130,65.0,0,0,47,100.0,100.0,100.0,1,0,0,52,52,39.3,0,0,12,100.0,100.0,100.0,0,0,15,15
Valentino Daltoso,40467,T,CAL,1,0,130,59.3,0,5,47,100.0,100.0,94.7,1,5,0,52,52,63.0,0,1,12,100.0,100.0,95.8,1,0,15,15
Gray Davis,59917,G,NEVADA,1,1,239,79.0,0,0,48,100.0,100.0,100.0,1,0,0,51,51,82.8,0,0,11,100.0,100.0,100.0,0,0,12,12
Michael Maietti,40939,C,MISSOURI,1,0,229,86.0,0,0,45,100.0,100.0,100.0,0,0,0,50,50,81.4,0,0,11,100.0,100.0,100.0,0,0,14,14
Case Cook,59876,G,MISSOURI,1,0,229,74.8,1,0,45,100.0,100.0,98.9,0,1,0,50,50,48.6,1,0,11,100.0,100.0,95.5,1,0,14,14
Javon Foster,81748,T,MISSOURI,1,0,229,82.8,0,0,45,100.0,100.0,100.0,0,0,0,50,50,85.9,0,0,11,100.0,100.0,100.0,0,0,14,14
Hyrin White,59875,T,MISSOURI,1,0,229,54.3,1,1,45,100.0,100.0,97.8,1,2,0,50,50,67.3,1,0,11,100.0,100.0,95.5,1,0,14,14
Isaac Weaver,41945,C,DOMINION,1,0,263,70.2,0,1,46,100.0,100.0,98.9,1,1,0,50,50,73.2,0,1,24,100.0,100.0,97.9,1,0,27,27
Nick Saldiveri,81785,T,DOMINION,1,0,263,77.7,0,0,46,100.0,100.0,97.8,0,1,1,50,50,71.8,0,0,24,100.0,100.0,95.8,1,1,27,27
Leroy Thomas,81786,G,DOMINION,1,0,263,78.1,0,0,46,100.0,100.0,100.0,1,0,0,50,50,71.1,0,0,24,100.0,100.0,100.0,0,0,27,27
Luke Fortner,42028,C,KENTUCKY,1,0,202,67.0,1,0,48,100.0,100.0,96.9,0,2,1,49,49,58.8,0,0,14,100.0,100.0,92.9,1,1,14,14
Jeremiah Banks-Wall,130351,T,BOWL GREEN,1,0,122,74.4,0,1,47,100.0,100.0,98.9,0,1,0,49,49,57.0,0,1,20,100.0,100.0,97.5,1,0,21,21
Gus Hartwig,129814,C,PURDUE,1,0,273,57.9,0,0,45,100.0,100.0,100.0,0,0,0,49,49,48.2,0,0,14,100.0,100.0,100.0,0,0,17,17
Eli Cox,99099,G,KENTUCKY,1,0,202,72.9,0,2,48,100.0,100.0,97.9,0,2,0,49,49,49.2,0,2,14,100.0,100.0,92.9,2,0,14,14
Spencer Holstege,101600,G,PURDUE,1,0,273,53.3,0,1,45,100.0,100.0,98.9,0,1,0,49,49,76.2,0,0,14,100.0,100.0,100.0,0,0,17,17
Dare Rosenthal,82491,T,KENTUCKY,1,0,202,61.6,1,2,48,100.0,100.0,96.9,0,3,0,49,49,49.5,1,1,14,100.0,100.0,92.9,2,0,14,14
Greg Long,41334,T,PURDUE,1,0,273,52.2,0,0,45,100.0,100.0,100.0,1,0,0,49,49,49.4,0,0,14,100.0,100.0,100.0,0,0,17,17
Tyler Witt,40256,G,PURDUE,1,0,273,45.2,0,1,45,100.0,100.0,98.9,0,1,0,49,49,29.7,0,1,14,100.0,100.0,96.4,1,0,17,17
Darian Kinnard,51789,T,KENTUCKY,1,0,202,76.9,1,1,48,100.0,100.0,97.9,0,2,0,49,49,77.4,1,0,14,100.0,100.0,96.4,1,0,14,14
Cade Zimmerly,145644,G,BOWL GREEN,1,1,122,66.0,0,2,47,100.0,100.0,97.9,1,2,0,49,49,60.9,0,1,20,100.0,100.0,97.5,1,0,21,21
Malone VanGorder,130389,G,BOWL GREEN,1,0,122,55.5,0,1,47,100.0,100.0,98.9,0,1,0,49,49,48.4,0,1,20,100.0,100.0,97.5,1,0,21,21
Jalen Grant,130364,C,BOWL GREEN,1,0,122,43.0,0,0,47,100.0,100.0,97.9,1,1,1,49,49,50.4,0,0,20,100.0,100.0,95.0,1,1,21,21
Tony Georges,130291,C,AKRON,1,0,102,64.5,0,1,45,100.0,100.0,98.9,1,1,0,48,48,78.3,0,0,24,100.0,100.0,100.0,0,0,26,26
Lavel Dumont,77512,T,TOLEDO,1,1,316,17.5,0,5,46,100.0,100.0,90.2,1,7,2,48,48,17.9,0,5,26,100.0,100.0,86.5,6,1,26,26
Tyler Long,77509,G,TOLEDO,1,0,316,60.0,0,2,46,100.0,100.0,97.8,0,2,0,48,48,45.1,0,2,26,100.0,100.0,96.2,2,0,26,26
Jordan Morgan,98652,T,ARIZONA,1,0,109,46.1,1,1,44,100.0,100.0,95.5,0,3,1,48,48,16.6,0,0,16,100.0,100.0,93.7,1,1,16,16
Josh McCauley,40870,C,ARIZONA,1,0,109,87.2,0,0,44,100.0,100.0,100.0,0,0,0,48,48,82.5,0,0,16,100.0,100.0,100.0,0,0,16,16
Paiton Fears,98700,T,ARIZONA,1,0,109,33.5,0,3,44,100.0,100.0,96.6,0,3,0,48,48,46.6,0,2,16,100.0,100.0,93.7,2,0,16,16
Alex Robarge,100250,G,AKRON,1,0,102,69.4,0,0,45,100.0,100.0,100.0,0,0,0,48,48,58.7,0,0,24,100.0,100.0,100.0,0,0,26,26
Josh Baker,131560,G,ARIZONA,1,0,109,60.0,1,1,44,100.0,100.0,97.7,0,2,0,48,48,41.4,0,1,16,100.0,100.0,96.9,1,0,16,16
Owen Murphy,100258,T,AKRON,1,0,102,63.0,1,1,45,100.0,100.0,95.6,1,3,1,48,48,54.8,0,1,24,100.0,100.0,93.7,2,1,26,26
Bryce Harris,36827,C,TOLEDO,1,0,316,50.4,0,2,46,100.0,100.0,97.8,0,2,0,48,48,71.0,0,1,26,100.0,100.0,98.1,1,0,26,26
Mitchell Berg,55364,T,TOLEDO,1,0,316,9.3,0,5,46,100.0,100.0,88.0,0,8,3,48,48,34.9,0,4,26,100.0,100.0,84.6,6,2,26,26
Ronan Chambers,130283,T,AKRON,1,0,102,66.4,0,2,45,100.0,100.0,95.6,0,3,1,48,48,63.3,0,1,24,100.0,100.0,93.7,2,1,26,26
Brady Latham,99068,G,ARKANSAS,1,0,111,78.1,0,1,45,100.0,100.0,98.9,0,1,0,47,47,64.5,0,1,14,100.0,100.0,96.4,1,0,14,14
Dylan Couch,41390,G,TULSA,1,0,320,81.8,0,0,41,100.0,100.0,100.0,0,0,0,47,47,81.3,0,0,7,100.0,100.0,100.0,0,0,8,8
Ty Clary,58490,T,ARKANSAS,1,0,111,71.0,0,0,45,100.0,100.0,97.8,0,1,1,47,47,71.8,0,0,14,100.0,100.0,100.0,0,0,14,14
Beaux Limmer,99067,G,ARKANSAS,1,0,111,47.7,1,0,45,100.0,100.0,98.9,0,1,0,47,47,50.1,0,0,14,100.0,100.0,100.0,0,0,14,14
Chris Paul,77579,T,TULSA,1,0,320,67.0,0,2,41,100.0,100.0,97.6,0,2,0,47,47,33.5,0,2,7,100.0,100.0,85.7,2,0,8,8
Ricky Stromberg,99066,C,ARKANSAS,1,0,111,73.2,0,1,45,100.0,100.0,96.7,0,2,1,47,47,63.7,0,1,14,100.0,100.0,89.3,2,1,14,14
X'Zauvea Gadlin,77580,G,TULSA,1,0,320,81.8,0,1,41,100.0,100.0,98.8,0,1,0,47,47,81.3,0,0,7,100.0,100.0,100.0,0,0,8,8
Tyler Smith,98385,T,TULSA,1,1,320,76.2,0,1,41,100.0,100.0,98.8,2,1,0,47,47,72.8,0,1,7,100.0,100.0,92.9,1,0,8,8
Myron Cunningham,33168,T,ARKANSAS,1,0,111,68.4,0,0,45,100.0,100.0,97.8,0,1,1,47,47,68.9,0,0,14,100.0,100.0,92.9,1,1,14,14
