player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Caleb Rogers,123157,T,TEXAS TECH,1,0,315,66.6,1,0,65,100.0,100.0,99.2,1,1,0,69,69,60.6,0,0,20,100.0,100.0,100.0,0,0,21,21
Ty Buchanan,146417,T,TEXAS TECH,1,0,315,53.6,1,2,65,100.0,100.0,96.2,1,4,1,69,69,15.5,1,2,20,100.0,100.0,87.5,4,1,21,21
Sheridan Wilson,157336,C,TEXAS TECH,1,0,315,78.7,1,0,65,100.0,100.0,99.2,0,1,0,69,69,76.6,0,0,20,100.0,100.0,100.0,0,0,21,21
Luke Petitbon,123396,C,WAKE,1,0,339,85.9,0,0,55,100.0,100.0,100.0,0,0,0,58,58,84.1,0,0,26,100.0,100.0,100.0,0,0,29,29
CJ James Jr.,151192,C,UTSA,1,0,331,77.1,0,1,57,100.0,100.0,99.1,0,1,0,58,58,81.2,0,0,14,100.0,100.0,100.0,0,0,14,14
Ma'Kyi Lee,157176,T,N TEXAS,1,0,251,47.7,0,2,49,100.0,100.0,95.9,1,3,1,58,58,72.8,0,1,15,100.0,100.0,96.7,1,0,19,19
Leke Asenuga,128251,G,N TEXAS,1,0,251,77.4,0,2,49,100.0,100.0,98.0,0,2,0,58,58,77.1,0,1,15,100.0,100.0,96.7,1,0,19,19
Kamar Missouri,129890,T,UTSA,1,0,331,34.6,0,2,57,100.0,100.0,98.2,0,2,0,58,58,18.7,0,1,14,100.0,100.0,96.4,1,0,14,14
Larry Moore III,123149,T,N TEXAS,1,0,251,27.9,1,4,49,100.0,100.0,94.9,1,5,0,58,58,36.1,0,2,15,100.0,100.0,93.3,2,0,19,19
James Faminu,123662,T,TEMPLE,1,0,306,72.5,2,1,47,100.0,100.0,96.8,1,3,0,57,57,66.9,0,1,15,100.0,100.0,96.7,1,0,21,21
