player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Rey Burnett,102277,G,FIU,1,0,166,51.9,0,2,58,100.0,100.0,98.3,0,2,0,67,67,37.5,0,2,17,100.0,100.0,94.1,2,0,20,20
Jacob Peace,78371,G,FIU,1,0,166,61.0,2,7,58,100.0,100.0,92.2,0,9,0,67,67,36.9,1,4,17,100.0,100.0,85.3,5,0,20,20
Gus Hartwig,129814,C,PURDUE,1,0,273,61.0,0,1,61,100.0,100.0,99.2,0,1,0,67,67,37.6,0,1,16,100.0,100.0,96.9,1,0,17,17
Spencer Holstege,101600,G,PURDUE,1,0,273,88.2,0,0,61,100.0,100.0,100.0,0,0,0,67,67,86.1,0,0,16,100.0,100.0,100.0,0,0,17,17
Chester Baah,98089,G,TULSA,1,0,320,58.6,1,0,59,100.0,100.0,97.5,1,2,1,65,65,63.8,1,0,30,100.0,100.0,98.3,1,0,34,34
Will Farniok,81750,C,TULSA,1,0,320,41.0,0,1,59,100.0,100.0,99.2,0,1,0,65,65,36.3,0,1,30,100.0,100.0,98.3,1,0,34,34
Darrell Simpson,77444,G,TULSA,1,0,320,86.2,0,1,59,100.0,100.0,99.2,0,1,0,65,65,83.1,0,1,30,100.0,100.0,98.3,1,0,34,34
Dillon Wade,123265,T,TULSA,1,0,320,58.9,2,2,59,100.0,100.0,96.6,1,4,0,65,65,53.0,1,1,30,100.0,100.0,96.7,2,0,34,34
Julius Pierce,98396,C,FIU,1,0,166,50.8,0,1,55,100.0,100.0,99.1,0,1,0,64,64,26.1,0,1,16,100.0,100.0,96.9,1,0,19,19
Richard West,156038,T,TEXAS ST,1,0,314,75.2,0,1,57,100.0,100.0,99.1,2,1,0,61,61,75.3,0,0,21,100.0,100.0,100.0,0,0,22,22
Kyle Hergel,87427,G,TEXAS ST,1,0,314,86.9,0,0,57,100.0,100.0,100.0,0,0,0,61,61,86.2,0,0,21,100.0,100.0,100.0,0,0,22,22
Russell Baker,121957,C,TEXAS ST,1,0,314,61.0,1,0,57,100.0,100.0,97.4,0,2,1,61,61,52.5,1,0,21,100.0,100.0,92.9,2,1,22,22
Alex Costilla,121965,G,TEXAS ST,1,0,314,57.1,1,2,57,100.0,100.0,93.9,0,5,2,61,61,38.2,1,0,21,100.0,100.0,88.1,3,2,22,22
Dalton Cooper,98482,T,TEXAS ST,1,0,314,75.3,0,2,57,100.0,100.0,94.7,1,4,2,61,61,64.0,0,1,21,100.0,100.0,88.1,3,2,22,22
Shamar Hobdy-Lee,98421,T,FIU,1,0,166,57.7,2,5,53,100.0,100.0,93.4,0,7,0,60,60,33.8,1,4,17,100.0,100.0,85.3,5,0,20,20
Deiyantei Powell-Woods,104183,G,C MICHIGAN,1,0,134,57.6,1,0,52,100.0,100.0,99.0,0,1,0,59,59,9.3,1,0,6,100.0,100.0,91.7,1,0,7,7
Davis Heinzen,145705,T,C MICHIGAN,1,1,134,51.2,0,3,52,100.0,100.0,95.2,1,4,1,59,59,57.5,0,0,6,100.0,100.0,83.3,1,1,7,7
