player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Rahtrel Perry,165008,T,MARYLAND,1,0,215,68.7,2,3,67,100.0,100.0,96.3,0,5,0,67,67,69.4,1,2,41,100.0,100.0,96.3,3,0,41,41
Alan Herron,181445,T,MARYLAND,1,0,215,74.7,1,2,67,100.0,100.0,96.3,0,4,1,67,67,77.9,1,1,41,100.0,100.0,95.1,3,1,41,41
Michael Hershey,188250,C,MARYLAND,1,0,215,80.6,0,1,66,98.5,98.5,99.2,0,1,0,66,67,76.5,0,1,40,97.6,97.6,98.7,1,0,40,41
Aliou Bah,157068,G,MARYLAND,1,0,215,63.9,0,3,62,100.0,100.0,97.6,0,3,0,62,62,51.4,0,3,37,100.0,100.0,95.9,3,0,37,37
Ja'Kavion Nonar,162800,T,FAU,1,0,165,78.4,0,2,55,100.0,100.0,96.4,0,3,1,61,61,57.8,0,1,16,100.0,100.0,90.6,2,1,16,16
Scarlee Jean,160961,G,FAU,1,0,165,70.1,2,0,55,100.0,100.0,98.2,1,2,0,61,61,64.6,2,0,16,100.0,100.0,93.7,2,0,16,16
Okino King,156526,G,FAU,1,0,165,89.9,0,0,55,100.0,100.0,100.0,0,0,0,61,61,84.6,0,0,16,100.0,100.0,100.0,0,0,16,16
Vincent Fiacable,144836,C,FAU,1,0,165,67.2,0,2,55,100.0,100.0,96.4,0,3,1,61,61,62.2,0,1,16,100.0,100.0,96.9,1,0,16,16
Alex Atcavage,123591,G,FAU,1,0,165,52.6,0,1,55,100.0,100.0,99.1,2,1,0,61,61,29.2,0,1,16,100.0,100.0,96.9,1,0,16,16
Joseph Immediato,145493,G,UTEP,1,0,330,66.3,0,1,51,100.0,100.0,95.1,0,3,2,59,59,55.3,0,1,13,100.0,100.0,88.5,2,1,16,16
