player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Adam Korutz,44467,G,COLO STATE,1,1,144,54.2,2,0,59,100.0,100.0,98.3,1,2,0,62,62,73.0,1,0,13,100.0,100.0,96.2,1,0,13,13
Josh Baker,131560,G,ARIZONA,1,0,109,31.4,0,4,58,100.0,100.0,94.8,0,5,1,62,62,28.4,0,2,23,100.0,100.0,91.3,3,1,23,23
Cam Reddy,77340,C,COLO STATE,1,0,144,52.3,1,2,59,100.0,100.0,95.8,0,4,1,62,62,19.9,1,1,13,100.0,100.0,84.6,3,1,13,13
Josh McCauley,40870,C,ARIZONA,1,0,109,49.7,2,3,58,100.0,100.0,95.7,0,5,0,62,62,26.6,1,2,23,100.0,100.0,93.5,3,0,23,23
Donovan Laie,81553,G,ARIZONA,1,0,109,62.2,0,2,58,100.0,100.0,98.3,0,2,0,62,62,30.6,0,1,23,100.0,100.0,97.8,1,0,23,23
Joshua Donovan,98647,G,ARIZONA,1,0,109,66.7,0,1,58,100.0,100.0,99.1,0,1,0,62,62,52.7,0,1,23,100.0,100.0,97.8,1,0,23,23
Paiton Fears,98700,T,ARIZONA,1,0,109,64.1,1,1,58,100.0,100.0,96.6,0,3,1,62,62,52.0,1,1,23,100.0,100.0,91.3,3,1,23,23
Luke Goedeke,77548,T,C MICHIGAN,1,0,134,67.9,1,1,57,100.0,100.0,98.2,0,2,0,59,59,69.7,0,1,15,100.0,100.0,96.7,1,0,16,16
Bernhard Raimann,77948,T,C MICHIGAN,1,0,134,62.4,1,2,57,100.0,100.0,95.6,0,4,1,59,59,86.5,0,0,15,100.0,100.0,100.0,0,0,16,16
Jamezz Kimbrough,55052,C,C MICHIGAN,1,0,134,38.0,0,4,57,100.0,100.0,94.7,0,5,1,59,59,33.4,0,3,15,100.0,100.0,90.0,3,0,16,16
Ed Ingram,59819,G,LSU,1,0,211,61.9,1,2,55,100.0,100.0,97.3,0,3,0,57,57,64.7,1,2,22,100.0,100.0,93.2,3,0,23,23
Sincere Haynesworth,97644,C,TULANE,1,0,319,63.4,0,0,53,100.0,100.0,98.1,2,1,1,57,57,48.4,0,0,19,100.0,100.0,94.7,1,1,20,20
Liam Shanahan,108697,C,LSU,1,0,211,82.8,0,1,55,100.0,100.0,99.1,0,1,0,57,57,77.0,0,1,22,100.0,100.0,97.7,1,0,23,23
Corey Dublin,60142,G,TULANE,1,0,319,36.2,1,1,53,100.0,100.0,98.1,0,2,0,57,57,28.7,1,1,19,100.0,100.0,94.7,2,0,20,20
Joey Claybrook,60141,T,TULANE,1,0,319,12.9,1,4,53,100.0,100.0,89.6,0,8,3,57,57,9.3,0,3,19,100.0,100.0,81.6,5,2,20,20
Rashad Green,123217,T,TULANE,1,0,319,64.4,3,0,53,100.0,100.0,97.2,0,3,0,57,57,66.6,1,0,19,100.0,100.0,97.4,1,0,20,20
Charles Cross,98401,T,MISS STATE,1,0,227,61.0,0,1,52,100.0,100.0,97.1,1,2,1,56,56,85.6,0,0,15,100.0,100.0,100.0,0,0,15,15
Kwatrivous Johnson,81742,G,MISS STATE,1,0,227,52.4,0,2,52,100.0,100.0,98.1,3,2,0,56,56,49.8,0,2,15,100.0,100.0,93.3,2,0,15,15
Scott Lashley,40723,T,MISS STATE,1,0,227,76.6,0,1,52,100.0,100.0,99.0,0,1,0,56,56,67.7,0,0,15,100.0,100.0,100.0,0,0,15,15
LaQuinston Sharp,99095,C,MISS STATE,1,0,227,62.0,0,1,52,100.0,100.0,97.1,0,2,1,56,56,60.1,0,0,15,100.0,100.0,100.0,0,0,15,15
Bradley Ashmore,124344,T,VANDERBILT,1,0,333,62.9,0,2,52,100.0,100.0,98.1,0,2,0,55,55,74.8,0,1,24,100.0,100.0,97.9,1,0,25,25
Josh Priebe,129733,G,NWESTERN,1,1,256,48.7,1,3,52,100.0,100.0,96.2,1,4,0,55,55,24.5,1,2,23,100.0,100.0,93.5,3,0,24,24
Michael Warden,81923,C,VANDERBILT,1,0,333,38.0,1,1,52,100.0,100.0,98.1,0,2,0,55,55,43.7,1,1,24,100.0,100.0,95.8,2,0,25,25
Ben Cox,124348,G,VANDERBILT,1,0,333,66.9,1,2,52,100.0,100.0,97.1,0,3,0,55,55,63.8,1,1,24,100.0,100.0,95.8,2,0,25,25
Charlie Schmidt,81772,G,NWESTERN,1,0,256,31.9,0,0,52,100.0,100.0,98.1,1,1,1,55,55,22.6,0,0,23,100.0,100.0,95.7,1,1,24,24
Tyler Steen,81921,T,VANDERBILT,1,0,333,48.8,0,1,52,100.0,100.0,97.1,1,2,1,55,55,51.5,0,1,24,100.0,100.0,93.7,2,1,25,25
