player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Ikem Ekwonu,98286,T,NC STATE,1,0,248,70.5,0,1,62,100.0,100.0,99.2,0,1,0,65,65,68.7,0,1,26,100.0,100.0,98.1,1,0,27,27
Grant Gibson,57005,C,NC STATE,1,0,248,74.2,2,1,62,100.0,100.0,97.6,0,3,0,65,65,73.5,1,1,26,100.0,100.0,96.2,2,0,27,27
Dylan McMahon,98044,G,NC STATE,1,0,248,52.4,0,2,62,100.0,100.0,96.8,1,3,1,65,65,23.5,0,2,26,100.0,100.0,92.3,3,1,27,27
Derrick Eason,76805,G,NC STATE,1,0,248,55.6,2,2,62,100.0,100.0,95.2,0,5,1,65,65,39.8,2,1,26,100.0,100.0,90.4,4,1,27,27
Zach Tom,55443,T,WAKE,1,0,339,72.7,0,1,58,100.0,100.0,95.7,0,3,2,63,63,59.3,0,0,17,100.0,100.0,94.1,1,1,18,18
Michael Jurgens,77345,C,WAKE,1,0,339,63.7,0,3,58,100.0,100.0,97.4,0,3,0,63,63,58.2,0,2,17,100.0,100.0,94.1,2,0,18,18
DeVonte Gordon,98391,T,WAKE,1,0,339,83.4,0,0,58,100.0,100.0,100.0,0,0,0,63,63,81.6,0,0,17,100.0,100.0,100.0,0,0,18,18
Sean Maginn,55446,G,WAKE,1,0,339,56.4,0,2,58,100.0,100.0,98.3,0,2,0,63,63,58.4,0,1,17,100.0,100.0,97.1,1,0,18,18
Loic Ngassam Nya,55442,G,WAKE,1,0,339,88.6,0,0,58,100.0,100.0,100.0,1,0,0,63,63,85.8,0,0,17,100.0,100.0,100.0,0,0,18,18
Justin Osborne,99071,G,SMU,1,0,287,49.6,0,3,61,100.0,100.0,97.5,0,3,0,62,62,84.3,0,0,15,100.0,100.0,100.0,0,0,16,16
