player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Coltin Deery,162790,G,TCU,1,0,305,34.3,2,2,60,100.0,100.0,96.7,0,4,0,63,63,34.4,2,0,22,100.0,100.0,95.5,2,0,22,22
John Lanz,76563,C,TCU,1,0,305,66.8,0,1,59,100.0,100.0,99.2,0,1,0,62,62,55.3,0,1,22,100.0,100.0,97.7,1,0,22,22
Febechi Nwaiwu,145324,G,N TEXAS,1,0,251,71.5,0,0,59,100.0,100.0,98.3,0,1,1,62,62,68.0,0,0,20,100.0,100.0,95.0,1,1,22,22
Adrein Strickland,147205,T,S ALABAMA,1,0,288,31.0,2,2,53,100.0,100.0,94.3,0,5,1,62,62,21.6,2,2,25,100.0,100.0,92.0,4,0,28,28
Reed Buys,124159,G,S ALABAMA,1,0,288,77.5,0,1,53,100.0,100.0,99.1,0,1,0,62,62,69.0,0,1,25,100.0,100.0,98.0,1,0,28,28
Ethan Miner,98068,C,N TEXAS,1,0,251,83.7,0,0,59,100.0,100.0,100.0,0,0,0,62,62,76.8,0,0,20,100.0,100.0,100.0,0,0,22,22
Willis Patrick,134500,G,TCU,1,0,305,85.7,0,1,59,100.0,100.0,99.2,0,1,0,62,62,85.5,0,0,22,100.0,100.0,100.0,0,0,22,22
Malachi Carney,157867,T,S ALABAMA,1,0,288,27.4,2,2,53,100.0,100.0,94.3,0,5,1,62,62,42.0,0,2,25,100.0,100.0,92.0,3,1,28,28
Jett Duncan,121886,T,N TEXAS,1,0,251,68.8,0,4,59,100.0,100.0,94.9,1,5,1,62,62,61.8,0,2,20,100.0,100.0,90.0,3,1,22,22
Reggie Smith,81828,C,S ALABAMA,1,0,288,75.2,0,1,53,100.0,100.0,99.1,0,1,0,62,62,60.9,0,1,25,100.0,100.0,98.0,1,0,28,28
Rodrick Tialavea,131959,G,WASH STATE,1,1,341,19.1,2,6,56,100.0,100.0,92.9,3,8,0,60,60,0.0,1,5,14,100.0,100.0,78.6,6,0,17,17
Konner Gomness,100542,C,WASH STATE,1,0,341,82.9,0,0,56,100.0,100.0,100.0,0,0,0,60,60,73.8,0,0,14,100.0,100.0,100.0,0,0,17,17
Christian Hilborn,146501,G,WASH STATE,1,0,341,47.2,1,2,56,100.0,100.0,95.5,0,4,1,60,60,16.3,1,2,14,100.0,100.0,82.1,4,1,17,17
Brock Dieu,146503,G,WASH STATE,1,0,341,84.8,0,0,56,100.0,100.0,100.0,0,0,0,60,60,83.7,0,0,14,100.0,100.0,100.0,0,0,17,17
Fa'alili Fa'amoe,131930,T,WASH STATE,1,1,341,75.0,0,1,56,100.0,100.0,97.3,1,2,1,60,60,70.4,0,1,14,100.0,100.0,96.4,1,0,17,17
Brian Stevens,108439,C,VIRGINIA,1,0,335,78.3,0,1,57,100.0,100.0,99.1,0,1,0,59,59,68.7,0,1,23,100.0,100.0,97.8,1,0,24,24
Blake Steen,156390,T,VIRGINIA,1,0,335,14.2,3,3,57,100.0,100.0,91.2,0,8,2,59,59,38.2,0,2,23,100.0,100.0,87.0,4,2,24,24
Noah Josey,126259,G,VIRGINIA,1,0,335,68.7,1,1,57,100.0,100.0,98.2,0,2,0,59,59,49.5,1,1,23,100.0,100.0,95.7,2,0,24,24
