player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Anwar O'neal,178137,T,DELAWARE,1,0,151,56.3,0,1,55,100.0,100.0,99.1,0,1,0,60,60,32.6,0,1,23,100.0,100.0,97.8,1,0,24,24
Anthony Caccese,173606,G,DELAWARE,1,0,151,85.5,0,1,55,100.0,100.0,99.1,0,1,0,60,60,82.5,0,1,23,100.0,100.0,97.8,1,0,24,24
Steven Demboski,164536,C,DELAWARE,1,0,151,80.3,0,1,55,100.0,100.0,99.1,0,1,0,60,60,78.3,0,0,23,100.0,100.0,100.0,0,0,24,24
Patrick Shupp,142268,G,DELAWARE,1,0,151,81.9,0,0,55,100.0,100.0,100.0,0,0,0,60,60,80.1,0,0,23,100.0,100.0,100.0,0,0,24,24
Fintan Brose,142242,G,DELAWARE,1,0,151,51.0,1,1,55,100.0,100.0,98.2,0,2,0,60,60,30.0,1,1,23,100.0,100.0,95.7,2,0,24,24
Robert Smith IV,207829,G,BOSTON COL,1,0,121,43.2,0,4,54,100.0,100.0,96.3,0,4,0,57,57,24.0,0,4,32,100.0,100.0,93.7,4,0,34,34
Logan Taylor,151098,G,BOSTON COL,1,0,121,42.7,0,3,54,100.0,100.0,93.5,0,5,2,57,57,32.3,0,3,32,100.0,100.0,89.1,5,2,34,34
Eryx Daugherty,175334,G,BOSTON COL,1,0,121,48.2,1,3,54,100.0,100.0,94.4,0,5,1,57,57,39.5,0,3,32,100.0,100.0,92.2,4,1,34,34
Sam Pendleton,171096,C,TENNESSEE,1,0,307,27.6,0,4,52,100.0,100.0,94.2,0,5,1,56,56,22.9,0,3,22,100.0,100.0,88.6,4,1,24,24
Wendell Moe Jr.,158736,G,TENNESSEE,1,0,307,72.7,0,2,52,100.0,100.0,98.1,0,2,0,56,56,79.5,0,1,22,100.0,100.0,97.7,1,0,24,24
Lance Heard,172477,T,TENNESSEE,1,0,307,62.4,0,2,52,100.0,100.0,98.1,0,2,0,56,56,71.4,0,1,22,100.0,100.0,97.7,1,0,24,24
David Sanders Jr.,199964,T,TENNESSEE,1,0,307,65.8,1,2,51,100.0,100.0,95.1,0,4,1,55,55,62.9,1,2,22,100.0,100.0,93.2,3,0,24,24
Will Thomas,127412,T,UNLV,1,0,325,39.4,1,2,52,100.0,100.0,97.1,0,3,0,54,54,22.8,1,1,17,100.0,100.0,94.1,2,0,18,18
Alani Makihele,128362,G,UNLV,1,0,325,77.7,0,0,52,100.0,100.0,100.0,0,0,0,54,54,85.2,0,0,17,100.0,100.0,100.0,0,0,18,18
Addison Nichols,157622,G,SMU,1,0,287,89.9,0,0,51,100.0,100.0,100.0,0,0,0,54,54,84.6,0,0,10,100.0,100.0,100.0,0,0,13,13
Jordan White,123439,C,VANDERBILT,1,0,333,58.1,1,2,50,100.0,100.0,95.0,0,4,1,54,54,32.3,1,1,20,100.0,100.0,90.0,3,1,20,20
Joshua Bates,173685,C,SMU,1,0,287,72.8,0,0,51,100.0,100.0,100.0,1,0,0,54,54,49.6,0,0,10,100.0,100.0,100.0,0,0,13,13
Cade McConnell,157498,G,VANDERBILT,1,0,333,28.2,0,4,50,100.0,100.0,92.0,0,6,2,54,54,58.4,0,1,20,100.0,100.0,92.5,2,1,20,20
PJ Williams,158685,T,SMU,1,0,287,65.0,0,0,51,100.0,100.0,100.0,1,0,0,54,54,52.3,0,0,10,100.0,100.0,100.0,0,0,13,13
Austin Boyd,174066,T,UNLV,1,0,325,37.6,2,3,52,100.0,100.0,93.3,0,6,1,54,54,26.9,2,1,17,100.0,100.0,85.3,4,1,18,18
Isaia Glass,146274,T,VANDERBILT,1,0,333,30.4,0,3,50,100.0,100.0,97.0,0,3,0,54,54,61.4,0,2,20,100.0,100.0,95.0,2,0,20,20
Mateo Guevara,156598,G,MIDDLE TN,1,0,224,87.7,0,0,50,100.0,100.0,100.0,0,0,0,54,54,84.3,0,0,19,100.0,100.0,100.0,0,0,23,23
Jacob Otts,142971,T,MIDDLE TN,1,0,224,77.7,0,2,50,100.0,100.0,98.0,0,2,0,54,54,61.2,0,2,19,100.0,100.0,94.7,2,0,23,23
Malik McGowan,122842,G,UNLV,1,0,325,63.5,1,0,52,100.0,100.0,97.1,0,2,1,54,54,36.5,1,0,17,100.0,100.0,91.2,2,1,18,18
Bryce Henderson,141844,T,VANDERBILT,1,1,333,13.7,0,6,50,100.0,100.0,94.0,2,6,0,54,54,5.5,0,4,20,100.0,100.0,90.0,4,0,20,20
Reid Williams,129405,C,UNLV,1,0,325,68.2,0,2,52,100.0,100.0,98.1,0,2,0,54,54,64.4,0,1,17,100.0,100.0,97.1,1,0,18,18
Savion Byrd,144626,T,SMU,1,0,287,58.3,0,3,51,100.0,100.0,97.1,0,3,0,53,53,22.5,0,2,10,100.0,100.0,90.0,2,0,12,12
Dean Briski,158172,T,HAWAII,1,2,180,87.4,0,1,51,100.0,100.0,99.0,2,1,0,51,51,72.9,0,1,9,100.0,100.0,94.4,1,0,9,9
Kahlil House,188868,T,STANFORD,1,0,300,60.9,0,1,50,100.0,100.0,99.0,1,1,0,51,51,56.7,0,1,28,100.0,100.0,98.2,1,0,29,29
Otto Janse Van Rensburg,198847,G,MIDDLE TN,1,0,224,38.2,0,3,48,100.0,100.0,96.9,0,3,0,51,51,19.9,0,2,19,100.0,100.0,94.7,2,0,22,22
Gus Zilinskas,145132,C,RUTGERS,1,0,278,74.5,0,0,50,100.0,100.0,100.0,0,0,0,51,51,61.9,0,0,23,100.0,100.0,100.0,0,0,23,23
Tyler Needham,145131,T,RUTGERS,1,0,278,71.3,0,1,50,100.0,100.0,97.0,0,2,1,51,51,56.5,0,1,23,100.0,100.0,93.5,2,1,23,23
Ethan Spencer,158188,C,HAWAII,1,0,180,85.5,0,0,51,100.0,100.0,100.0,1,0,0,51,51,79.6,0,0,9,100.0,100.0,100.0,0,0,9,9
Kwabena Asamoah,156503,G,RUTGERS,1,0,278,60.6,1,1,50,100.0,100.0,98.0,0,2,0,51,51,34.7,1,1,23,100.0,100.0,95.7,2,0,23,23
Jack Hollifield,144079,C,TULANE,1,0,319,76.9,0,0,43,100.0,100.0,100.0,0,0,0,51,51,68.1,0,0,15,100.0,100.0,100.0,0,0,17,17
Fisher Anderson,128961,C,STANFORD,1,0,300,44.0,3,2,50,100.0,100.0,93.0,0,6,1,51,51,32.6,2,2,28,100.0,100.0,89.3,5,1,29,29
Justin Pickett,143870,G,DUKE,1,0,154,38.2,1,3,46,100.0,100.0,93.5,1,5,1,51,51,26.7,1,3,21,100.0,100.0,85.7,5,1,24,24
Kuao Peihopa,146489,G,HAWAII,1,0,180,78.2,0,1,51,100.0,100.0,99.0,0,1,0,51,51,45.8,0,1,9,100.0,100.0,94.4,1,0,9,9
Reese Baker,189564,T,TULANE,1,0,319,82.8,0,1,43,100.0,100.0,98.8,0,1,0,51,51,75.4,0,1,15,100.0,100.0,96.7,1,0,17,17
Brian Parker II,162699,T,DUKE,1,0,154,67.1,1,1,46,100.0,100.0,97.8,0,2,0,51,51,53.3,1,1,21,100.0,100.0,95.2,2,0,24,24
Moshood Giwa,171590,T,RUTGERS,1,0,278,76.2,1,0,50,100.0,100.0,99.0,0,1,0,51,51,74.5,1,0,23,100.0,100.0,97.8,1,0,23,23
Matt Craycraft,162694,C,DUKE,1,0,154,48.0,0,0,46,100.0,100.0,97.8,0,1,1,51,51,36.8,0,0,21,100.0,100.0,95.2,1,1,24,24
Shadre Hurst,158418,G,TULANE,1,0,319,59.8,0,1,43,100.0,100.0,98.8,0,1,0,51,51,42.0,0,1,15,100.0,100.0,96.7,1,0,17,17
