player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Alec Johnson,156693,C,GA STATE,1,0,175,61.2,0,2,66,98.5,98.6,98.5,0,2,0,70,71,45.8,0,2,22,100.0,100.0,95.5,2,0,24,24
Tyhler Williams,156886,C,GA STATE,1,0,175,78.9,0,0,66,98.5,98.6,100.0,0,0,0,70,71,86.6,0,0,22,100.0,100.0,100.0,0,0,24,24
Derrell Bailey Jr.,123340,T,GA STATE,1,0,175,68.3,0,2,66,98.5,98.6,98.5,0,2,0,70,71,65.3,0,2,22,100.0,100.0,95.5,2,0,24,24
Carter Miller,156713,C,UCF,1,0,323,47.8,1,4,62,100.0,100.0,96.0,0,5,0,68,68,78.4,0,0,5,100.0,100.0,100.0,0,0,7,7
Gus Zilinskas,145132,C,RUTGERS,1,0,278,74.9,0,1,58,100.0,100.0,99.1,0,1,0,63,63,82.0,0,0,39,100.0,100.0,100.0,0,0,43,43
Kwabena Asamoah,156503,G,RUTGERS,1,0,278,62.1,1,1,58,100.0,100.0,98.3,0,2,0,63,63,52.3,1,1,39,100.0,100.0,97.4,2,0,43,43
Taj White,162921,T,RUTGERS,1,0,278,59.5,0,4,58,100.0,100.0,96.6,1,4,0,63,63,64.4,0,3,39,100.0,100.0,96.2,3,0,43,43
James Milovale,175703,T,HAWAII,1,0,180,67.7,0,1,63,100.0,100.0,97.6,0,2,1,63,63,52.2,0,1,25,100.0,100.0,94.0,2,1,25,25
Kuao Peihopa,146489,G,HAWAII,1,0,180,63.0,0,0,63,100.0,100.0,100.0,0,0,0,63,63,71.0,0,0,25,100.0,100.0,100.0,0,0,25,25
Bryan Felter,129877,G,RUTGERS,1,0,278,50.9,0,3,58,100.0,100.0,95.7,0,4,1,63,63,38.1,0,3,39,100.0,100.0,93.6,4,1,43,43
Dean Briski,158172,T,HAWAII,1,0,180,17.2,1,4,63,100.0,100.0,94.4,0,6,1,63,63,5.2,1,1,25,100.0,100.0,92.0,3,1,25,25
Zhen Sotelo,146067,G,HAWAII,1,0,180,50.8,0,2,63,100.0,100.0,98.4,0,2,0,63,63,64.7,0,0,25,100.0,100.0,100.0,0,0,25,25
Ethan Spencer,158188,C,HAWAII,1,0,180,50.3,0,1,63,100.0,100.0,97.6,0,2,1,63,63,28.8,0,0,25,100.0,100.0,96.0,1,1,25,25
Jacob Spomer,163415,C,FRESNO ST,1,0,169,84.2,0,0,57,100.0,100.0,100.0,0,0,0,62,62,84.2,0,0,24,100.0,100.0,100.0,0,0,26,26
