player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Anthony Pardue,81819,C,S JOSE ST,1,0,285,68.7,1,1,56,100.0,100.0,98.2,0,2,0,61,61,28.8,1,1,14,100.0,100.0,92.9,2,0,14,14
Tyler Ostrom,81818,G,S JOSE ST,1,0,285,60.3,0,3,56,100.0,100.0,97.3,0,3,0,61,61,64.2,0,1,14,100.0,100.0,96.4,1,0,14,14
Fernando Carmona,146185,T,S JOSE ST,1,0,285,65.7,0,2,56,100.0,100.0,98.2,0,2,0,61,61,48.6,0,1,14,100.0,100.0,96.4,1,0,14,14
Jarrod Hufford,99440,G,IOWA STATE,1,0,193,70.6,0,2,61,100.0,100.0,98.4,0,2,0,61,61,62.8,0,1,16,100.0,100.0,96.9,1,0,16,16
Trevor Downing,77472,C,IOWA STATE,1,0,193,58.4,0,4,61,100.0,100.0,96.7,0,4,0,61,61,27.0,0,1,16,100.0,100.0,96.9,1,0,16,16
James McNorton,131946,T,S JOSE ST,1,1,285,65.3,1,2,56,100.0,100.0,97.3,1,3,0,61,61,44.0,1,2,14,100.0,100.0,89.3,3,0,14,14
Jake Remsburg,99445,T,IOWA STATE,1,0,193,61.8,0,6,61,100.0,100.0,93.4,0,7,1,61,61,68.0,0,1,16,100.0,100.0,96.9,1,0,16,16
Tyler Miller,122526,T,IOWA STATE,1,0,193,75.8,0,2,61,100.0,100.0,98.4,0,2,0,61,61,64.9,0,1,16,100.0,100.0,96.9,1,0,16,16
Josh Baker,131560,C,ARIZONA,1,0,109,66.5,0,1,52,100.0,100.0,99.0,0,1,0,57,57,78.0,0,0,22,100.0,100.0,100.0,0,0,24,24
Jacob Spomer,163415,T,FRESNO ST,1,0,169,31.9,0,4,54,100.0,100.0,96.3,1,4,0,57,57,27.2,0,2,20,100.0,100.0,95.0,2,0,22,22
Paiton Fears,98700,T,ARIZONA,1,0,109,56.3,0,4,52,100.0,100.0,96.2,0,4,0,57,57,65.4,0,2,22,100.0,100.0,95.5,2,0,24,24
Jonah Savaiinaea,158742,G,ARIZONA,1,0,109,65.1,0,1,52,100.0,100.0,97.1,0,2,1,57,57,70.7,0,0,22,100.0,100.0,95.5,1,1,24,24
Bula Schmidt,97646,C,FRESNO ST,1,0,169,24.8,0,4,54,100.0,100.0,94.4,0,5,1,57,57,14.6,0,2,20,100.0,100.0,90.0,3,1,22,22
Nathan Thomas,98390,T,LA LAFAYET,1,0,207,77.1,0,1,53,100.0,100.0,99.1,0,1,0,56,56,63.1,0,1,17,100.0,100.0,97.1,1,0,17,17
David Hudson,59802,C,LA LAFAYET,1,0,207,58.8,1,1,53,100.0,100.0,96.2,0,3,1,56,56,37.4,1,0,17,100.0,100.0,91.2,2,1,17,17
Anthony Whigan,101555,G,AKRON,1,0,102,63.4,0,5,55,100.0,100.0,95.5,0,5,0,56,56,72.3,0,2,31,100.0,100.0,96.8,2,0,32,32
William Barnes,77356,G,N CAROLINA,1,0,245,76.7,0,2,54,100.0,100.0,98.1,0,2,0,56,56,62.7,0,2,19,100.0,100.0,94.7,2,0,20,20
Ed Montilus,77353,G,N CAROLINA,1,0,245,42.4,2,1,54,100.0,100.0,95.4,0,4,1,56,56,77.6,0,0,19,100.0,100.0,94.7,1,1,20,20
Spencer Rolland,108693,T,N CAROLINA,1,0,245,58.8,0,4,54,100.0,100.0,96.3,0,4,0,56,56,58.0,0,3,19,100.0,100.0,92.1,3,0,20,20
Asim Richards,99674,T,N CAROLINA,1,0,245,65.4,0,0,54,100.0,100.0,100.0,1,0,0,56,56,59.6,0,0,19,100.0,100.0,100.0,0,0,20,20
Nate Williams,130322,T,AKRON,1,0,102,81.4,0,3,55,100.0,100.0,97.3,0,3,0,56,56,83.9,0,1,31,100.0,100.0,98.4,1,0,32,32
Tony Georges,130291,C,AKRON,1,0,102,68.6,2,0,55,100.0,100.0,98.2,0,2,0,56,56,62.0,2,0,31,100.0,100.0,96.8,2,0,32,32
Jordan Morgan,98652,T,ARIZONA,1,0,109,64.8,0,3,51,100.0,100.0,97.1,1,3,0,56,56,60.4,0,3,22,100.0,100.0,93.2,3,0,24,24
Corey Gaynor,59844,C,N CAROLINA,1,0,245,74.5,0,1,54,100.0,100.0,97.2,0,2,1,56,56,59.0,0,1,19,100.0,100.0,92.1,2,1,20,20
AJ Gillie,98043,G,LA LAFAYET,1,0,207,57.5,0,1,53,100.0,100.0,97.2,0,2,1,56,56,36.2,0,1,17,100.0,100.0,91.2,2,1,17,17
Carlos Rubio,59799,T,LA LAFAYET,1,0,207,63.3,2,3,52,100.0,100.0,95.2,0,5,0,55,55,52.5,1,2,17,100.0,100.0,91.2,3,0,17,17
Darrell Simmons Jr.,99441,G,IOWA STATE,1,0,193,85.6,0,1,54,100.0,100.0,99.1,0,1,0,54,54,74.9,0,1,14,100.0,100.0,96.4,1,0,14,14
Jacob Peace,78371,G,FIU,1,0,166,64.6,0,2,51,100.0,100.0,98.0,0,2,0,54,54,74.6,0,1,15,100.0,100.0,96.7,1,0,17,17
Sal Wormley,101559,G,PENN STATE,1,0,266,46.3,0,3,53,100.0,100.0,97.2,0,3,0,54,54,27.7,0,2,21,100.0,100.0,95.2,2,0,22,22
Hunter Nourzad,91674,G,PENN STATE,1,0,266,77.6,0,0,53,100.0,100.0,100.0,0,0,0,54,54,67.2,0,0,21,100.0,100.0,100.0,0,0,22,22
John Bock II,156549,G,FIU,1,0,166,45.4,0,1,51,100.0,100.0,99.0,0,1,0,54,54,52.4,0,0,15,100.0,100.0,100.0,0,0,17,17
Juice Scruggs,81800,C,PENN STATE,1,0,266,40.8,0,3,53,100.0,100.0,97.2,0,3,0,54,54,51.2,0,1,21,100.0,100.0,97.6,1,0,22,22
Bryce Effner,81801,T,PENN STATE,1,0,266,59.9,0,3,53,100.0,100.0,95.3,0,4,1,54,54,43.2,0,2,21,100.0,100.0,90.5,3,1,22,22
Shamar Hobdy-Lee,98421,T,FIU,1,0,166,58.3,0,2,51,100.0,100.0,98.0,0,2,0,54,54,51.9,0,2,15,100.0,100.0,93.3,2,0,17,17
Phillip Houston,162943,T,FIU,1,0,166,68.6,0,1,51,100.0,100.0,99.0,0,1,0,54,54,56.9,0,1,15,100.0,100.0,96.7,1,0,17,17
Jaime Navarro,81533,G,S JOSE ST,1,0,285,78.3,0,0,48,100.0,100.0,100.0,0,0,0,53,53,53.2,0,0,11,100.0,100.0,100.0,0,0,11,11
Jimto Obidegwu,144395,G,TEMPLE,1,0,306,48.8,0,2,52,100.0,100.0,98.1,0,2,0,53,53,81.5,0,0,10,100.0,100.0,100.0,0,0,10,10
Gunner Britton,81937,T,W KENTUCKY,1,0,346,90.2,0,0,53,100.0,100.0,100.0,0,0,0,53,53,84.0,0,0,7,100.0,100.0,100.0,0,0,7,7
Rusty Staats,81941,C,W KENTUCKY,1,0,346,82.0,0,0,53,100.0,100.0,100.0,0,0,0,53,53,79.1,0,0,7,100.0,100.0,100.0,0,0,7,7
Wisdom Quarshie,98198,G,TEMPLE,1,0,306,67.3,1,0,52,100.0,100.0,99.0,0,1,0,53,53,50.0,1,0,10,100.0,100.0,95.0,1,0,10,10
Vincent Murphy,99046,G,W KENTUCKY,1,0,346,68.9,2,0,53,100.0,100.0,98.1,0,2,0,53,53,38.4,1,0,7,100.0,100.0,92.9,1,0,7,7
Isaac Moore,77495,T,TEMPLE,1,0,306,73.0,0,1,52,100.0,100.0,99.0,0,1,0,53,53,83.0,0,0,10,100.0,100.0,100.0,0,0,10,10
Quantavious Leslie,123456,G,W KENTUCKY,1,0,346,88.2,0,0,53,100.0,100.0,100.0,0,0,0,53,53,81.2,0,0,7,100.0,100.0,100.0,0,0,7,7
Bryce Thoman,125342,G,TEMPLE,1,0,306,74.2,0,1,52,100.0,100.0,99.0,1,1,0,53,53,81.5,0,0,10,100.0,100.0,100.0,0,0,10,10
Victor Stoffel,98528,T,TEMPLE,1,0,306,76.5,0,0,52,100.0,100.0,98.1,0,1,1,53,53,60.1,0,0,10,100.0,100.0,90.0,1,1,10,10
Wes Dorsey,98513,T,W KENTUCKY,1,0,346,75.4,0,1,53,100.0,100.0,95.3,0,3,2,53,53,42.4,0,0,7,100.0,100.0,71.4,2,2,7,7
Austin Hopp,65055,T,HAWAII,1,0,180,31.9,2,2,51,100.0,100.0,94.1,0,5,1,52,52,42.0,1,2,26,100.0,100.0,94.2,3,0,26,26
Solo Vaipulu,75849,G,HAWAII,1,0,180,54.8,1,2,51,100.0,100.0,97.1,0,3,0,52,52,37.1,1,2,26,100.0,100.0,94.2,3,0,26,26
Micah Vanterpool,52075,G,HAWAII,1,0,180,82.6,1,0,51,100.0,100.0,99.0,0,1,0,52,52,81.8,0,0,26,100.0,100.0,100.0,0,0,26,26
Joe Huber,123565,T,CINCINNATI,1,0,138,83.9,1,1,49,100.0,100.0,98.0,0,2,0,51,51,78.7,1,1,26,100.0,100.0,96.2,2,0,26,26
Chandler Zavala,144009,G,NC STATE,1,0,248,81.5,0,0,48,100.0,100.0,100.0,0,0,0,51,51,79.4,0,0,23,100.0,100.0,100.0,0,0,23,23
Mose Vavao,74174,G,FRESNO ST,1,0,169,45.0,0,3,49,100.0,100.0,94.9,0,4,1,51,51,27.8,0,2,17,100.0,100.0,88.2,3,1,18,18
Grant Gibson,57005,C,NC STATE,1,0,248,59.3,0,0,48,100.0,100.0,100.0,0,0,0,51,51,83.5,0,0,23,100.0,100.0,100.0,0,0,23,23
James Tunstall,55112,T,CINCINNATI,1,0,138,65.2,0,2,49,100.0,100.0,95.9,0,3,1,51,51,62.7,0,2,26,100.0,100.0,96.2,2,0,26,26
Gavin Gerhardt,123561,C,CINCINNATI,1,0,138,33.0,2,1,49,100.0,100.0,96.9,0,3,0,51,51,26.4,1,1,26,100.0,100.0,96.2,2,0,26,26
Jeremy Cooper,77483,G,CINCINNATI,1,0,138,48.6,1,3,49,100.0,100.0,95.9,0,4,0,51,51,35.3,0,3,26,100.0,100.0,94.2,3,0,26,26
Timothy McKay,98249,T,NC STATE,1,0,248,55.5,1,2,48,100.0,100.0,94.8,0,4,1,51,51,50.1,0,2,23,100.0,100.0,91.3,3,1,23,23
Dylan O'Quinn,77924,G,CINCINNATI,1,0,138,61.8,1,0,49,100.0,100.0,96.9,0,2,1,51,51,56.7,1,0,26,100.0,100.0,94.2,2,1,26,26
Ilm Manning,75852,T,HAWAII,1,0,180,50.7,1,2,50,98.0,98.1,97.0,0,3,0,51,52,65.0,1,0,26,100.0,100.0,98.1,1,0,26,26
Olumuyiwa Fashanu,129777,T,PENN STATE,1,0,266,84.8,0,0,49,100.0,100.0,100.0,0,0,0,50,50,80.3,0,0,18,100.0,100.0,100.0,0,0,19,19
Brian Driscoll,100534,C,CAL,1,0,130,59.1,0,1,49,100.0,100.0,94.9,1,3,2,50,50,41.6,0,1,20,100.0,100.0,92.5,2,1,21,21
Sioape Vatikani,158334,G,CAL,1,0,130,39.6,1,3,49,100.0,100.0,95.9,0,4,0,50,50,61.6,0,2,20,100.0,100.0,95.0,2,0,21,21
Ben Coleman,100518,T,CAL,1,0,130,89.0,0,0,49,100.0,100.0,100.0,0,0,0,50,50,87.3,0,0,20,100.0,100.0,100.0,0,0,21,21
Brett Neilon,55555,C,USC,1,0,326,81.4,0,0,47,100.0,100.0,100.0,0,0,0,50,50,66.8,0,0,7,100.0,100.0,100.0,0,0,9,9
Jonah Monheim,86461,T,USC,1,0,326,73.2,0,1,47,100.0,100.0,98.9,0,1,0,50,50,82.2,0,0,7,100.0,100.0,100.0,0,0,9,9
Justin Dedich,83018,G,USC,1,0,326,87.7,0,0,47,100.0,100.0,100.0,0,0,0,50,50,82.2,0,0,7,100.0,100.0,100.0,0,0,9,9
Mason Murphy,74236,T,USC,1,0,326,69.1,1,2,47,100.0,100.0,96.8,1,3,0,50,50,81.9,0,0,7,100.0,100.0,100.0,0,0,9,9
Weston Wright,77494,G,TEXAS TECH,1,0,315,58.0,1,1,48,100.0,100.0,95.8,0,3,1,49,49,44.8,1,1,28,100.0,100.0,92.9,3,1,29,29
Matt Keeler,144743,T,TEXAS TECH,1,0,315,41.0,1,7,48,100.0,100.0,91.7,0,8,0,49,49,41.4,1,5,28,100.0,100.0,89.3,6,0,29,29
Kam Dewberry,158645,G,TEXAS A&M,1,0,312,55.1,1,2,47,100.0,100.0,96.8,0,3,0,49,49,61.9,1,0,16,100.0,100.0,96.9,1,0,16,16
Sean Maginn,55446,G,WAKE,1,0,339,60.1,1,0,45,100.0,100.0,98.9,0,1,0,49,49,34.4,1,0,16,100.0,100.0,96.9,1,0,18,18
Dennis Wilburn,157314,C,TEXAS TECH,1,0,315,46.3,0,4,48,100.0,100.0,93.7,0,5,1,49,49,52.8,0,3,28,100.0,100.0,91.1,4,1,29,29
Reuben Fatheree II,146992,T,TEXAS A&M,1,0,312,85.2,0,1,47,100.0,100.0,98.9,0,1,0,49,49,78.4,0,1,16,100.0,100.0,96.9,1,0,16,16
Matthew Wykoff,147018,C,TEXAS A&M,1,0,312,20.7,1,5,47,100.0,100.0,93.6,0,6,0,49,49,20.7,0,3,16,100.0,100.0,90.6,3,0,16,16
Trey Zuhn III,147019,T,TEXAS A&M,1,0,312,67.5,2,1,47,100.0,100.0,96.8,0,3,0,49,49,46.9,2,0,16,100.0,100.0,93.7,2,0,16,16
Layden Robinson,99057,G,TEXAS A&M,1,0,312,59.0,1,2,47,100.0,100.0,96.8,0,3,0,49,49,22.2,1,2,16,100.0,100.0,90.6,3,0,16,16
Michael Jurgens,77345,C,WAKE,1,0,339,51.3,0,1,45,100.0,100.0,94.4,0,3,2,49,49,44.9,0,1,16,100.0,100.0,96.9,1,0,18,18
