player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Josh Atkins,144243,T,HAWAII,1,0,180,45.2,1,1,63,100.0,100.0,98.4,0,2,0,66,66,65.9,1,1,40,100.0,100.0,97.5,2,0,41,41
Eliki Tanuvasa,79663,C,HAWAII,1,0,180,66.4,0,2,63,100.0,100.0,98.4,0,2,0,66,66,59.5,0,2,40,100.0,100.0,97.5,2,0,41,41
Sergio Muasau,86114,G,HAWAII,1,0,180,47.3,0,1,63,100.0,100.0,97.6,1,2,1,66,66,59.8,0,1,40,100.0,100.0,96.2,2,1,41,41
Ka'ena Decambra,146066,G,HAWAII,1,0,180,62.6,0,4,63,100.0,100.0,96.8,0,4,0,66,66,86.8,0,1,40,100.0,100.0,98.7,1,0,41,41
Arasi Mose,98408,G,HAWAII,1,0,180,67.2,0,1,57,100.0,100.0,97.4,0,2,1,60,60,68.5,0,1,37,100.0,100.0,95.9,2,1,38,38
Roger Carreon,163374,G,BOISE ST,1,0,120,55.9,0,2,53,100.0,100.0,98.1,0,2,0,58,58,49.3,0,2,22,100.0,100.0,95.5,2,0,25,25
Luke Watson,173286,T,TEMPLE,1,0,306,25.2,1,2,51,100.0,100.0,97.1,0,3,0,58,58,79.9,0,0,7,100.0,100.0,100.0,0,0,7,7
Jackson Pruitt,162622,G,TEMPLE,1,0,306,50.6,1,2,51,100.0,100.0,97.1,0,3,0,58,58,9.8,0,2,7,100.0,100.0,85.7,2,0,7,7
Jakai Moore,99041,G,S CAROLINA,1,0,289,60.4,1,2,55,100.0,100.0,97.3,0,3,0,58,58,74.4,1,0,26,100.0,100.0,98.1,1,0,29,29
Ben Dooley,101247,G,BOISE ST,1,0,120,55.0,0,3,53,100.0,100.0,97.2,0,3,0,58,58,27.5,0,3,22,100.0,100.0,93.2,3,0,25,25
Cade Beresford,81934,T,BOISE ST,1,0,120,72.8,0,0,53,100.0,100.0,100.0,0,0,0,58,58,71.1,0,0,22,100.0,100.0,100.0,0,0,25,25
Richard Rodriguez,144397,C,TEMPLE,1,0,306,85.0,0,0,51,100.0,100.0,100.0,0,0,0,58,58,78.2,0,0,7,100.0,100.0,100.0,0,0,7,7
Garrett Curran,81596,C,BOISE ST,1,0,120,75.6,1,0,53,100.0,100.0,97.2,0,2,1,58,58,83.9,0,0,22,100.0,100.0,100.0,0,0,25,25
Victor Stoffel,98528,T,TEMPLE,1,0,306,82.9,1,0,51,100.0,100.0,99.0,0,1,0,58,58,79.4,0,0,7,100.0,100.0,100.0,0,0,7,7
Kage Casey,157197,T,BOISE ST,1,0,120,20.7,0,5,53,100.0,100.0,95.3,0,5,0,58,58,20.9,0,3,22,100.0,100.0,93.2,3,0,25,25
Nick Gargiulo,109845,C,S CAROLINA,1,0,289,74.0,0,3,55,100.0,100.0,97.3,0,3,0,58,58,77.1,0,2,26,100.0,100.0,96.2,2,0,29,29
