player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
J'Onre Reed,176030,C,SYRACUSE,1,0,304,62.5,0,2,66,100.0,100.0,98.5,1,2,0,73,73,54.0,0,0,13,100.0,100.0,100.0,0,0,16,16
Savion Washington,130505,T,SYRACUSE,1,0,304,70.0,0,2,66,100.0,100.0,98.5,0,2,0,73,73,64.2,0,0,13,100.0,100.0,100.0,0,0,16,16
Mark Petry,123053,G,SYRACUSE,1,0,304,69.2,0,4,66,100.0,100.0,97.0,0,4,0,73,73,53.0,0,2,13,100.0,100.0,92.3,2,0,16,16
Da'Metrius Weatherspoon,154759,T,SYRACUSE,1,0,304,78.0,0,2,66,100.0,100.0,98.5,0,2,0,73,73,60.5,0,1,13,100.0,100.0,96.2,1,0,16,16
Jakob Bradford,144039,G,SYRACUSE,1,0,304,69.2,1,1,66,100.0,100.0,98.5,0,2,0,73,73,44.1,1,1,13,100.0,100.0,92.3,2,0,16,16
Markel Bell,183226,T,MIAMI FL,1,0,220,70.6,0,3,59,100.0,100.0,95.8,0,4,1,63,63,69.1,0,3,26,100.0,100.0,94.2,3,0,27,27
Zach Carpenter,101539,C,MIAMI FL,1,0,220,67.9,0,1,59,100.0,100.0,99.2,1,1,0,63,63,84.0,0,0,26,100.0,100.0,100.0,0,0,27,27
Matthew McCoy,162736,G,MIAMI FL,1,0,220,67.7,0,1,59,100.0,100.0,99.2,0,1,0,63,63,56.5,0,1,26,100.0,100.0,98.1,1,0,27,27
Anez Cooper,162732,G,MIAMI FL,1,1,220,62.7,0,2,59,100.0,100.0,96.6,1,3,1,63,63,41.7,0,2,26,100.0,100.0,92.3,3,1,27,27
Francis Mauigoa,170088,T,MIAMI FL,1,0,220,70.9,0,3,59,100.0,100.0,97.5,0,3,0,63,63,76.3,0,1,26,100.0,100.0,98.1,1,0,27,27
Jayden Ramsey,147025,G,APP STATE,1,1,108,75.3,0,0,51,100.0,100.0,100.0,1,0,0,61,61,66.7,0,0,22,100.0,100.0,100.0,0,0,26,26
Thomas Shrader,122417,T,APP STATE,1,0,108,38.4,0,6,51,100.0,100.0,94.1,1,6,0,61,61,49.8,0,3,22,100.0,100.0,93.2,3,0,26,26
Markell Samuel,122253,T,APP STATE,1,0,108,42.0,1,1,51,100.0,100.0,94.1,0,4,2,61,61,8.7,1,1,22,100.0,100.0,86.4,4,2,26,26
Jack Hollifield,144079,C,APP STATE,1,0,108,72.8,0,2,51,100.0,100.0,98.0,0,2,0,61,61,57.7,0,2,22,100.0,100.0,95.5,2,0,26,26
Kuao Peihopa,146489,G,HAWAII,1,0,180,37.4,1,3,58,100.0,100.0,96.6,0,4,0,59,59,38.2,1,3,39,100.0,100.0,94.9,4,0,39,39
Zhen Sotelo,146067,G,HAWAII,1,0,180,68.3,1,2,58,100.0,100.0,97.4,0,3,0,59,59,58.9,1,2,39,100.0,100.0,96.2,3,0,39,39
James Milovale,175703,T,HAWAII,1,0,180,55.9,0,3,58,100.0,100.0,95.7,0,4,1,59,59,45.7,0,2,39,100.0,100.0,94.9,3,1,39,39
Ka'ena Decambra,146066,T,HAWAII,1,0,180,68.0,0,4,58,100.0,100.0,96.6,0,4,0,59,59,58.1,0,4,39,100.0,100.0,94.9,4,0,39,39
