player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Pichon Wimbley,158371,G,GA SOUTHRN,1,0,174,72.4,0,2,60,100.0,100.0,98.3,0,2,0,65,65,64.5,0,1,18,100.0,100.0,97.2,1,0,20,20
Khalil Crowder,78240,G,GA SOUTHRN,1,0,174,56.6,0,2,60,100.0,100.0,98.3,1,2,0,65,65,26.3,0,1,18,100.0,100.0,97.2,1,0,20,20
Chandler Strong,158365,C,GA SOUTHRN,1,0,174,77.6,0,0,60,100.0,100.0,98.3,0,1,1,65,65,77.1,0,0,18,100.0,100.0,94.4,1,1,20,20
Brian Miller,56358,T,GA SOUTHRN,1,0,174,66.4,0,2,60,100.0,100.0,96.7,0,3,1,65,65,70.9,0,1,18,100.0,100.0,97.2,1,0,20,20
Reggie Smith,81828,C,S ALABAMA,1,0,288,84.0,0,0,58,100.0,100.0,100.0,0,0,0,62,62,85.6,0,0,34,100.0,100.0,100.0,0,0,37,37
Jordan Davis,146915,T,S ALABAMA,1,0,288,47.6,1,1,58,100.0,100.0,94.8,0,4,2,62,62,30.4,1,1,34,100.0,100.0,91.2,4,2,37,37
Dontae Lucas,98047,G,S ALABAMA,1,0,288,62.3,1,2,58,100.0,100.0,97.4,0,3,0,62,62,61.2,1,1,34,100.0,100.0,97.1,2,0,37,37
Parker Moorer,99422,T,E CAROLINA,1,0,156,50.8,0,4,52,100.0,100.0,94.2,1,5,1,58,58,70.5,0,1,25,100.0,100.0,94.0,2,1,27,27
Dustyn Hall,101036,G,E CAROLINA,1,0,156,66.6,1,2,52,100.0,100.0,97.1,0,3,0,58,58,60.6,1,1,25,100.0,100.0,96.0,2,0,27,27
Hampton Ergle,123795,C,E CAROLINA,1,0,156,54.2,0,1,52,100.0,100.0,99.0,0,1,0,58,58,27.1,0,1,25,100.0,100.0,98.0,1,0,27,27
Jacob Sacra,157441,G,E CAROLINA,1,0,156,35.2,0,2,52,100.0,100.0,98.1,0,2,0,58,58,43.1,0,2,25,100.0,100.0,96.0,2,0,27,27
Adrein Strickland,147205,T,S ALABAMA,1,0,288,61.9,0,4,54,100.0,100.0,94.4,0,5,1,57,57,59.2,0,3,31,100.0,100.0,91.9,4,1,33,33
Quantavious Leslie,123456,G,W KENTUCKY,1,0,346,75.5,0,1,54,100.0,100.0,99.1,0,1,0,57,57,85.0,0,0,18,100.0,100.0,100.0,0,0,18,18
Wesley Horton,123451,G,W KENTUCKY,1,0,346,44.2,0,4,54,100.0,100.0,96.3,0,4,0,57,57,48.3,0,2,18,100.0,100.0,94.4,2,0,18,18
Van Wells,157694,C,COLORADO,1,0,143,74.8,0,1,53,100.0,100.0,99.1,0,1,0,57,57,60.6,0,0,12,100.0,100.0,100.0,0,0,15,15
Jack Bailey,98061,G,COLORADO,1,0,143,81.0,0,1,53,100.0,100.0,97.2,0,2,1,57,57,75.4,0,0,12,100.0,100.0,91.7,1,1,15,15
Vincent Murphy,99046,C,W KENTUCKY,1,0,346,82.6,0,1,54,100.0,100.0,99.1,0,1,0,57,57,75.1,0,1,18,100.0,100.0,97.2,1,0,18,18
Gerad Christian-Lichtenhan,131673,T,COLORADO,1,0,143,44.1,2,3,53,100.0,100.0,93.4,1,6,1,57,57,27.4,2,2,12,100.0,100.0,83.3,4,0,15,15
Landon Bebee,78247,G,COLORADO,1,0,143,88.3,0,0,53,100.0,100.0,100.0,0,0,0,57,57,84.8,0,0,12,100.0,100.0,100.0,0,0,15,15
Julius Pierce,98396,G,MIDDLE TN,1,0,224,64.2,0,1,48,100.0,100.0,99.0,0,1,0,55,55,69.2,0,1,10,100.0,100.0,95.0,1,0,11,11
Wilson Kelly,121810,C,MIDDLE TN,1,0,224,57.8,0,1,48,100.0,100.0,99.0,1,1,0,55,55,68.6,0,1,10,100.0,100.0,95.0,1,0,11,11
Ethan Ellis,156588,G,MIDDLE TN,1,0,224,64.3,0,1,48,100.0,100.0,99.0,1,1,0,55,55,81.8,0,0,10,100.0,100.0,100.0,0,0,11,11
Jacqui Graham,145304,T,MIDDLE TN,1,0,224,76.7,0,1,47,100.0,100.0,98.9,0,1,0,53,53,72.7,0,0,10,100.0,100.0,100.0,0,0,11,11
Richard Rodriguez,144397,C,TEMPLE,1,0,306,74.2,1,1,51,100.0,100.0,98.0,0,2,0,53,53,81.1,0,0,13,100.0,100.0,100.0,0,0,14,14
Luke Watson,173286,T,TEMPLE,1,0,306,33.3,2,3,51,100.0,100.0,95.1,0,5,0,53,53,12.7,2,3,13,100.0,100.0,80.8,5,0,14,14
Victor Stoffel,98528,T,TEMPLE,1,0,306,64.6,0,0,51,100.0,100.0,98.0,0,1,1,53,53,83.3,0,0,13,100.0,100.0,100.0,0,0,14,14
Wisdom Quarshie,98198,G,TEMPLE,1,0,306,74.6,0,1,51,100.0,100.0,99.0,0,1,0,53,53,73.2,0,1,13,100.0,100.0,96.2,1,0,14,14
Bryce Ramsey,99086,C,SO MISS,1,0,296,42.3,1,3,48,100.0,100.0,95.8,0,4,0,52,52,27.0,0,2,14,100.0,100.0,92.9,2,0,16,16
Briason Mays,77469,T,SO MISS,1,0,296,36.1,2,1,47,100.0,100.0,94.7,0,4,1,51,51,33.9,0,1,14,100.0,100.0,96.4,1,0,16,16
Jonah Savaiinaea,158742,T,ARIZONA,1,0,109,64.3,0,2,47,100.0,100.0,97.9,0,2,0,50,50,60.5,0,1,18,100.0,100.0,97.2,1,0,20,20
Leif Magnuson,131583,G,ARIZONA,1,0,109,67.3,0,1,47,100.0,100.0,98.9,0,1,0,50,50,44.4,0,1,18,100.0,100.0,97.2,1,0,20,20
Josh Baker,131560,C,ARIZONA,1,0,109,78.7,0,0,47,100.0,100.0,100.0,0,0,0,50,50,82.6,0,0,18,100.0,100.0,100.0,0,0,20,20
Jordan Morgan,98652,T,ARIZONA,1,0,109,56.6,0,2,47,100.0,100.0,95.7,0,3,1,50,50,72.2,0,1,18,100.0,100.0,97.2,1,0,20,20
Wendell Moe Jr.,158736,G,ARIZONA,1,0,109,83.8,0,1,47,100.0,100.0,98.9,0,1,0,50,50,77.4,0,1,18,100.0,100.0,97.2,1,0,20,20
Frank Poso,128243,T,NEVADA,1,0,239,65.4,1,1,46,100.0,100.0,97.8,0,2,0,49,49,85.2,0,0,23,100.0,100.0,100.0,0,0,26,26
Isaiah World,158252,T,NEVADA,1,0,239,69.5,0,3,46,100.0,100.0,94.6,0,4,1,49,49,64.4,0,1,23,100.0,100.0,93.5,2,1,26,26
Andrew Madrigal,71502,C,NEVADA,1,0,239,67.4,0,1,46,100.0,100.0,98.9,0,1,0,49,49,72.9,0,1,23,100.0,100.0,97.8,1,0,26,26
Joey Ramos,77474,T,ARIZONA ST,1,0,110,64.9,1,1,43,100.0,100.0,97.7,0,2,0,48,48,31.5,1,1,17,100.0,100.0,94.1,2,0,17,17
Josh Atwood,128073,C,UMASS,1,0,216,81.0,0,1,46,100.0,100.0,98.9,1,1,0,48,48,76.0,0,1,18,100.0,100.0,97.2,1,0,20,20
Jonny Hassard,128082,T,UMASS,1,0,216,76.9,0,1,46,100.0,100.0,98.9,0,1,0,48,48,72.9,0,0,18,100.0,100.0,100.0,0,0,20,20
