player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Frederick Williams III,176569,T,CAL,1,0,130,65.7,0,0,60,100.0,100.0,98.3,0,1,1,62,62,64.0,0,0,13,100.0,100.0,92.3,1,1,13,13
Will McDonald,97835,C,CAL,1,0,130,66.8,0,1,60,100.0,100.0,97.5,0,2,1,62,62,56.4,0,0,13,100.0,100.0,92.3,1,1,13,13
Nick Morrow,174222,T,CAL,1,0,130,45.7,2,1,60,100.0,100.0,97.5,0,3,0,62,62,55.6,0,1,13,100.0,100.0,96.2,1,0,13,13
T.J. Session,102316,T,CAL,1,0,130,58.3,1,3,60,100.0,100.0,95.0,0,5,1,62,62,33.8,0,1,13,100.0,100.0,96.2,1,0,13,13
Josh Kaltenberger,129819,C,MARYLAND,1,0,215,61.3,1,1,52,100.0,100.0,98.1,0,2,0,58,58,65.2,0,0,21,100.0,100.0,100.0,0,0,26,26
Aliou Bah,157068,G,MARYLAND,1,0,215,58.3,0,4,52,100.0,100.0,96.2,0,4,0,58,58,39.5,0,4,21,100.0,100.0,90.5,4,0,26,26
Alan Herron,181445,T,MARYLAND,1,0,215,35.4,2,2,52,100.0,100.0,96.2,0,4,0,58,58,46.8,0,1,21,100.0,100.0,97.6,1,0,26,26
Brayden Bryant,162162,C,S DIEGO ST,1,0,284,68.1,0,0,50,100.0,100.0,100.0,1,0,0,57,57,40.7,0,0,6,100.0,100.0,100.0,0,0,7,7
Ross Ulugalu-Maseuli,146155,G,S DIEGO ST,1,0,284,79.8,0,1,50,100.0,100.0,99.0,0,1,0,57,57,37.9,0,0,6,100.0,100.0,100.0,0,0,7,7
Christian Jones,146145,T,S DIEGO ST,1,0,284,66.8,0,0,50,100.0,100.0,100.0,0,0,0,57,57,21.2,0,0,6,100.0,100.0,100.0,0,0,7,7
Tyler McMahan,188817,G,S DIEGO ST,1,0,284,72.5,1,1,50,100.0,100.0,98.0,1,2,0,57,57,46.4,0,1,6,100.0,100.0,91.7,1,0,7,7
Savion Washington,130505,T,SYRACUSE,1,0,304,75.9,0,0,53,100.0,100.0,98.1,0,1,1,57,57,66.4,0,0,24,100.0,100.0,95.8,1,1,25,25
Nate Williams,130322,T,S DIEGO ST,1,0,284,74.0,2,0,50,100.0,100.0,96.0,0,3,1,57,57,81.7,0,0,6,100.0,100.0,100.0,0,0,7,7
Phillip Houston,162943,T,COLORADO,1,0,143,61.9,0,3,51,100.0,100.0,97.1,1,3,0,55,55,47.3,0,3,17,100.0,100.0,91.2,3,0,20,20
Jordan Seaton,183886,T,COLORADO,1,0,143,84.0,0,1,51,100.0,100.0,99.0,0,1,0,55,55,88.9,0,1,17,100.0,100.0,97.1,1,0,20,20
Caleb Rogers,123157,T,TEXAS TECH,1,0,315,71.8,0,1,50,100.0,100.0,95.0,0,3,2,54,54,64.6,0,1,29,100.0,100.0,91.4,3,2,31,31
Sterling Porcher,156590,G,TEXAS TECH,1,0,315,39.7,0,1,50,100.0,100.0,93.0,0,4,3,54,54,33.1,0,1,29,100.0,100.0,91.4,3,2,31,31
Sheridan Wilson,157336,C,TEXAS TECH,1,0,315,75.8,0,1,50,100.0,100.0,99.0,0,1,0,54,54,68.7,0,1,29,100.0,100.0,98.3,1,0,31,31
Davion Carter,158004,G,TEXAS TECH,1,0,315,53.9,0,4,50,100.0,100.0,94.0,0,5,1,54,54,54.1,0,4,29,100.0,100.0,93.1,4,0,31,31
Ashton Beers,157497,G,MINNESOTA,1,0,225,39.9,0,0,51,100.0,100.0,96.1,0,2,2,53,53,49.5,0,0,37,100.0,100.0,97.3,1,1,38,38
Terrence Enos Jr.,144020,T,PITTSBURGH,1,0,268,52.5,0,2,46,100.0,100.0,97.8,0,2,0,53,53,83.7,0,0,14,100.0,100.0,100.0,0,0,16,16
Isaiah Montgomery,162771,T,PITTSBURGH,1,0,268,49.4,1,6,46,100.0,100.0,92.4,1,7,0,53,53,28.8,1,3,14,100.0,100.0,85.7,4,0,16,16
Phillip Daniels,173402,T,MINNESOTA,1,0,225,58.3,0,4,51,100.0,100.0,94.1,0,5,1,53,53,64.2,0,2,37,100.0,100.0,94.6,3,1,38,38
Keagen Trost,102324,T,WAKE,1,0,339,31.5,0,2,48,100.0,100.0,97.9,0,2,0,53,53,0.7,0,2,19,100.0,100.0,94.7,2,0,23,23
Ryan Baer,156362,T,PITTSBURGH,1,0,268,44.8,1,2,46,100.0,100.0,96.7,3,3,0,53,53,48.9,0,1,14,100.0,100.0,96.4,1,0,16,16
Aireontae Ersery,129649,T,MINNESOTA,1,0,225,70.4,0,3,51,100.0,100.0,97.1,0,3,0,53,53,72.7,0,2,37,100.0,100.0,97.3,2,0,38,38
Teague Andersen,163424,T,UTAH ST,1,0,329,69.3,0,1,48,100.0,100.0,99.0,0,1,0,53,53,83.6,0,0,16,100.0,100.0,100.0,0,0,17,17
Federico Maranges,100771,C,FAU,1,0,165,82.9,0,1,52,100.0,100.0,99.0,0,1,0,53,53,82.0,0,0,15,100.0,100.0,100.0,0,0,16,16
Daughtry Richardson,156281,T,FAU,1,0,165,53.9,1,5,52,100.0,100.0,94.2,1,6,0,53,53,55.7,0,1,15,100.0,100.0,96.7,1,0,16,16
BJ Williams,170127,G,PITTSBURGH,1,0,268,78.7,0,1,46,100.0,100.0,98.9,0,1,0,53,53,74.8,0,1,14,100.0,100.0,96.4,1,0,16,16
Aloali'i Maui,175947,G,UTAH ST,1,0,329,10.8,0,1,48,100.0,100.0,96.9,1,2,1,53,53,2.9,0,1,16,100.0,100.0,90.6,2,1,17,17
Erik Russell,144203,T,WAKE,1,0,339,59.3,0,0,48,100.0,100.0,95.8,0,2,2,53,53,65.7,0,0,19,100.0,100.0,94.7,1,1,23,23
Greg Johnson,173406,C,MINNESOTA,1,0,225,67.6,2,0,51,100.0,100.0,98.0,0,2,0,53,53,71.7,1,0,37,100.0,100.0,98.6,1,0,38,38
Luke Petitbon,123396,C,WAKE,1,0,339,82.0,0,1,48,100.0,100.0,99.0,0,1,0,53,53,77.0,0,1,19,100.0,100.0,97.4,1,0,23,23
Quinn Carroll,98517,T,MINNESOTA,1,0,225,54.9,1,1,51,100.0,100.0,98.0,0,2,0,53,53,72.8,1,1,37,100.0,100.0,97.3,2,0,38,38
Tyler Brown,98070,G,COLORADO,1,0,143,78.8,0,0,48,100.0,100.0,100.0,0,0,0,52,52,66.4,0,0,16,100.0,100.0,100.0,0,0,19,19
Mark Petry,123053,G,SYRACUSE,1,0,304,75.2,1,1,49,100.0,100.0,98.0,0,2,0,52,52,61.9,1,1,21,100.0,100.0,95.2,2,0,22,22
Lyndon Cooper,143987,C,PITTSBURGH,1,0,268,67.8,0,2,45,100.0,100.0,97.8,0,2,0,52,52,65.3,0,0,14,100.0,100.0,100.0,0,0,16,16
D.J. Jones,138046,T,UAB,1,0,321,82.3,0,0,51,100.0,100.0,98.0,0,1,1,51,51,83.7,0,0,21,100.0,100.0,100.0,0,0,21,21
Quez Yates,156629,G,UAB,1,0,321,68.1,0,1,51,100.0,100.0,97.1,0,2,1,51,51,57.1,0,1,21,100.0,100.0,92.9,2,1,21,21
Kaden Moore,123357,G,VA TECH,1,0,337,80.2,0,1,47,100.0,100.0,98.9,0,1,0,51,51,71.6,0,1,23,100.0,100.0,97.8,1,0,26,26
Braelin Moore,157655,C,VA TECH,1,0,337,70.4,0,1,47,100.0,100.0,98.9,0,1,0,51,51,56.9,0,1,23,100.0,100.0,97.8,1,0,26,26
JonDarius Morgan,146917,T,UAB,1,0,321,76.5,1,0,51,100.0,100.0,99.0,0,1,0,51,51,68.9,1,0,21,100.0,100.0,97.6,1,0,21,21
Cash Cleveland,190781,C,COLORADO,1,1,143,67.0,0,0,47,100.0,100.0,100.0,1,0,0,51,51,51.4,0,0,16,100.0,100.0,100.0,0,0,19,19
Brady Wilson,121508,C,UAB,1,0,321,68.5,1,2,51,100.0,100.0,97.1,0,3,0,51,51,77.1,0,1,21,100.0,100.0,97.6,1,0,21,21
Delano Townsend,173351,G,UAB,1,0,321,72.7,0,1,51,100.0,100.0,97.1,0,2,1,51,51,54.9,0,1,21,100.0,100.0,92.9,2,1,21,21
Emery Jones Jr.,157117,T,LSU,1,0,211,63.4,0,0,47,100.0,100.0,100.0,1,0,0,50,50,80.3,0,0,22,100.0,100.0,100.0,0,0,23,23
Matt Gulbin,144191,G,WAKE,1,0,339,83.7,0,1,45,100.0,100.0,98.9,0,1,0,50,50,85.0,0,0,17,100.0,100.0,100.0,0,0,21,21
Will Campbell,157106,T,LSU,1,0,211,79.0,0,2,47,100.0,100.0,97.9,0,2,0,50,50,69.4,0,2,22,100.0,100.0,95.5,2,0,23,23
Miles Frazier,123626,G,LSU,1,0,211,84.2,0,1,47,100.0,100.0,98.9,0,1,0,50,50,79.0,0,1,22,100.0,100.0,97.7,1,0,23,23
Paul Mubenga,172488,G,LSU,1,0,211,26.0,2,5,47,100.0,100.0,92.6,0,7,0,50,50,17.6,1,5,22,100.0,100.0,86.4,6,0,23,23
DJ Chester,172473,C,LSU,1,0,211,78.6,0,1,47,100.0,100.0,98.9,0,1,0,50,50,70.9,0,1,22,100.0,100.0,97.7,1,0,23,23
Jack Wilty,130585,G,USF,1,0,327,68.0,1,1,49,100.0,100.0,98.0,0,2,0,49,49,64.9,1,0,19,100.0,100.0,97.4,1,0,19,19
RJ Perry,124292,T,USF,1,0,327,80.4,1,1,49,100.0,100.0,98.0,0,2,0,49,49,80.8,0,1,19,100.0,100.0,97.4,1,0,19,19
Wyatt Bowles,81896,G,UTAH ST,1,0,329,26.8,1,2,45,100.0,100.0,96.7,0,3,0,49,49,28.0,0,1,14,100.0,100.0,96.4,1,0,15,15
Derek Bowman,123654,T,USF,1,0,327,76.9,0,0,49,100.0,100.0,98.0,0,1,1,49,49,71.5,0,0,19,100.0,100.0,94.7,1,1,19,19
Cole Motes,128393,T,UTAH ST,1,0,329,50.0,0,2,45,100.0,100.0,97.8,1,2,0,49,49,46.3,0,1,14,100.0,100.0,96.4,1,0,15,15
Andrew Kilfoyl,144486,G,USF,1,0,327,59.9,1,3,49,100.0,100.0,95.9,0,4,0,49,49,49.1,1,2,19,100.0,100.0,92.1,3,0,19,19
Timothy McKay,98249,G,NC STATE,1,0,248,59.2,0,3,45,100.0,100.0,96.7,0,3,0,48,48,50.0,0,3,26,100.0,100.0,94.2,3,0,29,29
Francis Mauigoa,170088,T,MIAMI FL,1,0,220,84.4,0,0,44,100.0,100.0,100.0,1,0,0,48,48,83.5,0,0,19,100.0,100.0,100.0,0,0,19,19
Zeke Correll,53431,C,NC STATE,1,0,248,76.9,1,0,45,100.0,100.0,98.9,0,1,0,48,48,80.0,1,0,26,100.0,100.0,98.1,1,0,29,29
Chad Lindberg,124029,G,RICE,1,0,275,88.3,0,0,46,100.0,100.0,100.0,0,0,0,48,48,83.9,0,0,13,100.0,100.0,100.0,0,0,14,14
Weston Kropp,163002,G,RICE,1,0,275,54.1,0,2,46,100.0,100.0,97.8,0,2,0,48,48,49.3,0,1,13,100.0,100.0,96.2,1,0,14,14
Anthony Belton,143985,T,NC STATE,1,0,248,80.4,0,1,45,100.0,100.0,98.9,0,1,0,48,48,73.9,0,1,26,100.0,100.0,98.1,1,0,29,29
Ethan Onianwa,155966,T,RICE,1,0,275,70.2,1,0,46,100.0,100.0,98.9,0,1,0,48,48,64.4,1,0,13,100.0,100.0,96.2,1,0,14,14
Anez Cooper,162732,G,MIAMI FL,1,0,220,77.9,0,0,44,100.0,100.0,100.0,0,0,0,48,48,76.4,0,0,19,100.0,100.0,100.0,0,0,19,19
Kuao Peihopa,146489,G,HAWAII,1,0,180,38.6,0,2,46,100.0,100.0,97.8,0,2,0,48,48,43.0,0,2,30,100.0,100.0,96.7,2,0,31,31
Anthony Carter Jr.,122856,G,NC STATE,1,0,248,24.4,1,4,45,100.0,100.0,94.4,0,5,0,48,48,23.0,1,2,26,100.0,100.0,94.2,3,0,29,29
Jacarrius Peak,157418,T,NC STATE,1,1,248,80.7,0,1,45,100.0,100.0,98.9,1,1,0,48,48,76.5,0,1,26,100.0,100.0,98.1,1,0,29,29
Zach Carpenter,101539,C,MIAMI FL,1,1,220,77.3,0,1,44,100.0,100.0,96.6,1,2,1,48,48,75.1,0,0,19,100.0,100.0,94.7,1,1,19,19
David Stickle,122419,C,RICE,1,0,275,52.7,1,3,46,100.0,100.0,95.7,0,4,0,48,48,81.4,0,0,13,100.0,100.0,100.0,0,0,14,14
Brant Banks,101581,T,RICE,1,0,275,87.2,0,0,46,100.0,100.0,100.0,0,0,0,48,48,83.7,0,0,13,100.0,100.0,100.0,0,0,14,14
Ethan Spencer,158188,C,HAWAII,1,0,180,60.4,0,1,46,100.0,100.0,98.9,0,1,0,48,48,52.5,0,1,30,100.0,100.0,98.3,1,0,31,31
Jalen Rivers,122221,T,MIAMI FL,1,1,220,54.3,0,1,44,100.0,100.0,98.9,1,1,0,48,48,41.6,0,1,19,100.0,100.0,97.4,1,0,19,19
Nick Sharpe,144205,G,WAKE,1,0,339,65.0,1,0,43,100.0,100.0,98.8,0,1,0,47,47,46.9,1,0,16,100.0,100.0,96.9,1,0,20,20
Trevor Timmons,145577,T,GA STATE,1,0,175,63.9,1,4,44,100.0,100.0,94.3,0,5,0,46,46,54.6,0,2,12,100.0,100.0,91.7,2,0,13,13
Ben Chukwuma,123850,T,GA STATE,1,0,175,53.1,0,3,44,100.0,100.0,96.6,1,3,0,46,46,46.4,0,0,12,100.0,100.0,100.0,0,0,13,13
Jarrod Hufford,99440,C,IOWA STATE,1,0,193,85.7,0,0,43,100.0,100.0,100.0,0,0,0,46,46,83.1,0,0,23,100.0,100.0,100.0,0,0,24,24
Alec Johnson,156693,C,GA STATE,1,0,175,61.0,0,3,44,100.0,100.0,96.6,0,3,0,46,46,47.1,0,1,12,100.0,100.0,95.8,1,0,13,13
Blake Miller,156248,T,CLEMSON,1,0,140,63.9,0,2,44,100.0,100.0,97.7,0,2,0,46,46,60.2,0,1,16,100.0,100.0,96.9,1,0,18,18
Walker Parks,122156,G,CLEMSON,1,1,140,21.0,0,5,44,100.0,100.0,94.3,1,5,0,46,46,15.2,0,3,16,100.0,100.0,90.6,3,0,18,18
Justin Mayers,100808,G,COLORADO,1,0,143,79.0,0,0,42,100.0,100.0,100.0,0,0,0,46,46,76.7,0,0,14,100.0,100.0,100.0,0,0,17,17
Harris Sewell,170024,G,CLEMSON,1,0,140,35.8,1,3,44,100.0,100.0,95.5,0,4,0,46,46,45.7,0,2,16,100.0,100.0,93.7,2,0,18,18
Brendan Black,174658,G,IOWA STATE,1,0,193,45.5,0,2,43,100.0,100.0,97.7,0,2,0,46,46,68.7,0,1,23,100.0,100.0,97.8,1,0,24,24
Ryan Linthicum,144122,C,CLEMSON,1,0,140,55.4,1,2,44,100.0,100.0,96.6,0,3,0,46,46,37.8,1,1,16,100.0,100.0,93.7,2,0,18,18
Jalen Travis,155412,T,IOWA STATE,1,0,193,78.4,0,1,43,100.0,100.0,98.8,0,1,0,46,46,74.6,0,0,23,100.0,100.0,100.0,0,0,24,24
Tyler Miller,122526,T,IOWA STATE,1,0,193,50.4,1,4,43,100.0,100.0,94.2,0,5,0,46,46,28.6,1,4,23,100.0,100.0,89.1,5,0,24,24
Carsten Casady,171035,C,UCONN,1,0,146,67.6,0,0,44,100.0,100.0,100.0,0,0,0,45,45,51.4,0,0,18,100.0,100.0,100.0,0,0,19,19
Grant Starck,128245,T,OREGON ST,1,0,265,86.5,0,0,41,100.0,100.0,100.0,0,0,0,45,45,83.4,0,0,12,100.0,100.0,100.0,0,0,13,13
Gerad Christian-Lichtenhan,131673,T,OREGON ST,1,0,265,86.6,0,1,41,100.0,100.0,98.8,0,1,0,45,45,78.0,0,1,12,100.0,100.0,95.8,1,0,13,13
Chase Lundt,98515,T,UCONN,1,0,146,64.8,0,4,44,100.0,100.0,95.5,0,4,0,45,45,65.1,0,2,18,100.0,100.0,94.4,2,0,19,19
John Williams,123585,T,CINCINNATI,1,0,138,78.7,0,1,44,100.0,100.0,98.9,0,1,0,45,45,85.4,0,0,10,100.0,100.0,100.0,0,0,10,10
Dalton Merryman,176436,T,TEXAS TECH,1,0,315,12.9,2,4,41,100.0,100.0,90.2,0,7,1,45,45,0.9,2,3,20,100.0,100.0,82.5,6,1,22,22
Luke Kandra,52487,G,CINCINNATI,1,0,138,73.0,0,1,44,100.0,100.0,98.9,0,1,0,45,45,50.1,0,1,10,100.0,100.0,95.0,1,0,10,10
Valentin Senn,100533,T,UCONN,1,0,146,89.1,0,0,44,100.0,100.0,100.0,0,0,0,45,45,87.6,0,0,18,100.0,100.0,100.0,0,0,19,19
Joshua Gray,98252,G,OREGON ST,1,0,265,69.2,0,0,41,100.0,100.0,97.6,1,1,1,45,45,35.3,0,0,12,100.0,100.0,91.7,1,1,13,13
Christopher Fortin,147384,G,UCONN,1,0,146,59.2,0,2,44,100.0,100.0,97.7,0,2,0,45,45,85.5,0,0,18,100.0,100.0,100.0,0,0,19,19
Gavin Gerhardt,123561,C,CINCINNATI,1,0,138,81.4,0,0,44,100.0,100.0,100.0,0,0,0,45,45,68.7,0,0,10,100.0,100.0,100.0,0,0,10,10
James Milovale,175703,T,HAWAII,1,0,180,70.7,0,1,42,100.0,100.0,94.0,0,3,2,44,44,60.1,0,1,27,100.0,100.0,90.7,3,2,28,28
Jake Springfield,99425,T,OKLA STATE,1,0,262,67.6,0,1,39,100.0,100.0,98.7,0,1,0,43,43,78.3,0,1,12,100.0,100.0,95.8,1,0,12,12
Xavier Chaplin,157653,T,VA TECH,1,0,337,74.0,0,0,39,100.0,100.0,100.0,1,0,0,43,43,60.0,0,0,18,100.0,100.0,100.0,0,0,21,21
Preston Wilson,99429,G,OKLA STATE,1,0,262,84.3,0,0,39,100.0,100.0,100.0,0,0,0,43,43,84.7,0,0,12,100.0,100.0,100.0,0,0,12,12
Isaia Glass,146274,T,OKLA STATE,1,0,262,55.3,0,2,39,100.0,100.0,94.9,0,3,1,43,43,28.8,0,2,12,100.0,100.0,83.3,3,1,12,12
