player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Sam Vaughan,74188,T,MIAMI OH,1,0,221,71.6,0,2,62,100.0,100.0,98.4,0,2,0,69,69,57.9,0,2,19,100.0,100.0,94.7,2,0,20,20
Reid Holskey,130520,T,MIAMI OH,1,0,221,72.9,0,2,62,100.0,100.0,98.4,0,2,0,69,69,78.3,0,1,19,100.0,100.0,97.4,1,0,20,20
David Redding,59849,G,MIAMI OH,1,0,221,29.1,2,2,62,100.0,100.0,96.8,1,4,0,69,69,0.0,2,1,19,100.0,100.0,92.1,3,0,20,20
Rusty Feth,53571,C,MIAMI OH,1,0,221,72.7,0,2,62,100.0,100.0,98.4,0,2,0,69,69,75.5,0,0,19,100.0,100.0,100.0,0,0,20,20
DJ Glaze,129511,T,MARYLAND,1,0,215,67.2,0,1,62,100.0,100.0,99.2,0,1,0,67,67,73.7,0,1,24,100.0,100.0,97.9,1,0,24,24
Spencer Anderson,81719,T,MARYLAND,1,0,215,75.4,0,0,62,100.0,100.0,100.0,0,0,0,67,67,78.4,0,0,24,100.0,100.0,100.0,0,0,24,24
Mason Lunsford,98422,G,MARYLAND,1,0,215,64.5,0,2,62,100.0,100.0,98.4,1,2,0,67,67,49.2,0,2,24,100.0,100.0,95.8,2,0,24,24
Johari Branch,63466,G,MARYLAND,1,1,215,50.0,0,0,62,100.0,100.0,100.0,1,0,0,67,67,65.2,0,0,24,100.0,100.0,100.0,0,0,24,24
Jaelyn Duncan,81722,T,MARYLAND,1,1,215,46.3,0,3,62,100.0,100.0,96.0,1,4,1,67,67,7.3,0,3,24,100.0,100.0,89.6,4,1,24,24
Jacob Likes,101023,C,MEMPHIS,1,0,218,70.9,0,0,62,100.0,100.0,100.0,0,0,0,65,65,67.9,0,0,28,100.0,100.0,100.0,0,0,30,30
Isaac Ellis,77419,G,MEMPHIS,1,0,218,3.4,1,3,62,100.0,100.0,93.5,0,6,2,65,65,0.0,1,3,28,100.0,100.0,85.7,6,2,30,30
Dylan Parham,60953,G,MEMPHIS,1,0,218,73.4,1,0,62,100.0,100.0,99.2,0,1,0,65,65,59.6,1,0,28,100.0,100.0,98.2,1,0,30,30
Jonah Gambill,121763,T,MEMPHIS,1,0,218,47.0,1,2,62,100.0,100.0,96.0,0,4,1,65,65,37.7,1,1,28,100.0,100.0,92.9,3,1,30,30
Aaron Frost,82350,T,NEVADA,1,0,239,50.4,0,10,63,100.0,100.0,92.1,0,10,0,64,64,36.2,0,6,20,100.0,100.0,85.0,6,0,20,20
Tyler Orsini,101264,C,NEVADA,1,0,239,75.3,0,2,63,100.0,100.0,98.4,0,2,0,64,64,83.1,0,0,20,100.0,100.0,100.0,0,0,20,20
Jacob Gardner,128229,T,NEVADA,1,0,239,44.1,3,4,63,100.0,100.0,94.4,0,7,0,64,64,17.2,2,4,20,100.0,100.0,85.0,6,0,20,20
Matt Dale,98648,T,MEMPHIS,1,0,218,56.7,0,4,59,100.0,100.0,96.6,0,4,0,62,62,43.1,0,4,25,100.0,100.0,92.0,4,0,27,27
Marques Cox,77518,T,N ILLINOIS,1,0,254,91.3,0,0,58,100.0,100.0,100.0,1,0,0,61,61,88.7,0,0,27,100.0,100.0,100.0,0,0,27,27
Nolan Potter,77521,T,N ILLINOIS,1,0,254,88.0,0,0,58,100.0,100.0,100.0,0,0,0,61,61,86.1,0,0,27,100.0,100.0,100.0,0,0,27,27
J.J. Lippe,98426,G,N ILLINOIS,1,0,254,81.6,1,0,58,100.0,100.0,99.1,0,1,0,61,61,71.8,1,0,27,100.0,100.0,98.1,1,0,27,27
Logan Zschernitz,100262,G,N ILLINOIS,1,0,254,66.1,1,0,58,100.0,100.0,99.1,0,1,0,61,61,45.4,1,0,27,100.0,100.0,98.1,1,0,27,27
Brayden Patton,40463,C,N ILLINOIS,1,0,254,84.3,0,0,58,100.0,100.0,100.0,0,0,0,61,61,83.9,0,0,27,100.0,100.0,100.0,0,0,27,27
Zach Tom,55443,T,WAKE,1,0,339,82.7,1,0,59,100.0,100.0,99.2,0,1,0,60,60,77.4,1,0,27,100.0,100.0,98.1,1,0,27,27
Sean Maginn,55446,G,WAKE,1,0,339,61.4,0,2,59,100.0,100.0,98.3,0,2,0,60,60,49.3,0,1,27,100.0,100.0,98.1,1,0,27,27
Dare Rosenthal,82491,T,KENTUCKY,1,0,202,68.3,2,1,59,100.0,100.0,97.5,0,3,0,60,60,51.4,1,1,23,100.0,100.0,95.7,2,0,24,24
Luke Fortner,42028,C,KENTUCKY,1,0,202,77.8,0,0,59,100.0,100.0,100.0,0,0,0,60,60,77.8,0,0,23,100.0,100.0,100.0,0,0,24,24
Michael Jurgens,77345,C,WAKE,1,0,339,77.5,1,0,59,100.0,100.0,99.2,0,1,0,60,60,83.8,0,0,27,100.0,100.0,100.0,0,0,27,27
DeVonte Gordon,98391,T,WAKE,1,0,339,84.0,0,0,59,100.0,100.0,100.0,0,0,0,60,60,81.7,0,0,27,100.0,100.0,100.0,0,0,27,27
Thayer Munford Jr.,59994,G,OHIO STATE,1,0,260,81.2,0,2,56,100.0,100.0,98.2,0,2,0,59,59,81.1,0,1,18,100.0,100.0,97.2,1,0,18,18
Greg Long,41334,T,PURDUE,1,0,273,86.1,0,0,59,100.0,100.0,100.0,0,0,0,59,59,79.2,0,0,15,100.0,100.0,100.0,0,0,15,15
Tyler Witt,40256,G,PURDUE,1,0,273,55.4,0,2,59,100.0,100.0,98.3,0,2,0,59,59,42.2,0,2,15,100.0,100.0,93.3,2,0,15,15
Spencer Holstege,101600,G,PURDUE,1,0,273,58.1,0,3,59,100.0,100.0,97.5,0,3,0,59,59,42.2,0,2,15,100.0,100.0,93.3,2,0,15,15
Gus Hartwig,129814,C,PURDUE,1,0,273,79.8,0,1,59,100.0,100.0,99.2,0,1,0,59,59,60.6,0,1,15,100.0,100.0,96.7,1,0,15,15
Luke Wypler,129764,C,OHIO STATE,1,0,260,69.3,0,2,56,100.0,100.0,98.2,1,2,0,59,59,55.8,0,1,18,100.0,100.0,97.2,1,0,18,18
Loic Ngassam Nya,55442,G,WAKE,1,0,339,83.8,0,1,57,100.0,100.0,99.1,0,1,0,58,58,86.1,0,0,27,100.0,100.0,100.0,0,0,27,27
Vinny Sciury,130632,G,TOLEDO,1,0,316,80.4,0,2,50,100.0,100.0,98.0,1,2,0,57,57,78.7,0,1,20,100.0,100.0,97.5,1,0,22,22
Mitchell Berg,55364,T,TOLEDO,1,1,316,62.3,1,2,50,100.0,100.0,95.0,1,4,1,57,57,60.7,0,2,20,100.0,100.0,90.0,3,1,22,22
Bryce Harris,36827,C,TOLEDO,1,0,316,79.5,0,2,50,100.0,100.0,98.0,0,2,0,57,57,77.3,0,1,20,100.0,100.0,97.5,1,0,22,22
Vitaliy Gurman,130620,T,TOLEDO,1,0,316,51.5,0,5,50,100.0,100.0,95.0,0,5,0,57,57,38.2,0,4,20,100.0,100.0,90.0,4,0,22,22
Tyler Long,77509,G,TOLEDO,1,0,316,84.0,0,0,50,100.0,100.0,100.0,0,0,0,57,57,78.7,0,0,20,100.0,100.0,100.0,0,0,22,22
Charles Cross,98401,T,MISS STATE,1,0,227,78.2,0,2,54,100.0,100.0,96.3,0,3,1,56,56,,0,0,0,,,,0,0,0,0
Kameron Jones,81739,G,MISS STATE,1,0,227,87.5,0,0,54,100.0,100.0,100.0,0,0,0,56,56,,0,0,0,,,,0,0,0,0
Scott Lashley,40723,T,MISS STATE,1,0,227,70.7,0,1,54,100.0,100.0,99.1,1,1,0,56,56,,0,0,0,,,,0,0,0,0
Cole Smith,99094,G,MISS STATE,1,0,227,87.5,0,0,54,100.0,100.0,100.0,0,0,0,56,56,,0,0,0,,,,0,0,0,0
LaQuinston Sharp,99095,C,MISS STATE,1,0,227,55.6,0,2,54,100.0,100.0,98.1,0,2,0,56,56,,0,0,0,,,,0,0,0,0
Cole Spencer,60236,T,W KENTUCKY,1,0,346,83.4,1,0,52,100.0,100.0,99.0,0,1,0,55,55,64.6,1,0,11,100.0,100.0,95.5,1,0,12,12
Gray Davis,59917,G,NEVADA,1,0,239,27.0,0,2,54,100.0,100.0,96.3,0,3,1,55,55,61.3,0,0,15,100.0,100.0,93.3,1,1,15,15
Eli Cox,99099,G,KENTUCKY,1,0,202,41.0,1,3,54,100.0,100.0,94.4,0,5,1,55,55,21.2,1,3,22,100.0,100.0,86.4,5,1,23,23
Boe Wilson,41394,G,W KENTUCKY,1,0,346,79.3,0,0,52,100.0,100.0,100.0,0,0,0,55,55,54.5,0,0,11,100.0,100.0,100.0,0,0,12,12
Rusty Staats,81941,C,W KENTUCKY,1,0,346,85.8,0,0,52,100.0,100.0,100.0,0,0,0,55,55,80.8,0,0,11,100.0,100.0,100.0,0,0,12,12
Mason Brooks,81938,T,W KENTUCKY,1,0,346,84.1,0,0,52,100.0,100.0,100.0,0,0,0,55,55,82.6,0,0,11,100.0,100.0,100.0,0,0,12,12
Quantavious Leslie,123456,G,W KENTUCKY,1,0,346,84.6,0,0,52,100.0,100.0,100.0,0,0,0,55,55,71.5,0,0,11,100.0,100.0,100.0,0,0,12,12
Demetris Harris,52295,G,USF,1,0,327,89.9,0,0,53,100.0,100.0,100.0,0,0,0,54,54,86.2,0,0,16,100.0,100.0,100.0,0,0,17,17
Kenneth Horsey,81696,G,KENTUCKY,1,0,202,73.0,1,0,53,100.0,100.0,97.2,0,2,1,54,54,55.3,1,0,20,100.0,100.0,92.5,2,1,21,21
Brad Cecil,86862,C,USF,1,0,327,80.2,0,0,53,100.0,100.0,100.0,0,0,0,54,54,83.1,0,0,16,100.0,100.0,100.0,0,0,17,17
Devontay Love-Taylor,44392,G,FLORIDA ST,1,0,167,81.8,0,1,51,100.0,100.0,99.0,0,1,0,54,54,83.1,0,0,8,100.0,100.0,100.0,0,0,9,9
Brady Scott,59689,G,FLORIDA ST,1,0,167,90.4,0,0,51,100.0,100.0,100.0,0,0,0,54,54,83.1,0,0,8,100.0,100.0,100.0,0,0,9,9
Donovan Jennings,86861,T,USF,1,1,327,68.8,0,4,53,100.0,100.0,96.2,2,4,0,54,54,52.8,0,2,16,100.0,100.0,93.7,2,0,17,17
