player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Bill Katsigiannis,147319,G,ARMY,1,0,114,39.9,0,2,16,100.0,100.0,93.7,0,2,0,18,18,51.1,0,1,4,100.0,100.0,87.5,1,0,4,4
Lucas Scott,147358,T,ARMY,1,0,114,57.9,0,2,16,100.0,100.0,93.7,0,2,0,18,18,34.4,0,1,4,100.0,100.0,87.5,1,0,4,4
Paolo Gennarelli,170976,G,ARMY,1,0,114,83.1,0,0,16,100.0,100.0,100.0,0,0,0,18,18,77.7,0,0,4,100.0,100.0,100.0,0,0,4,4
Connor Finucane,121569,T,ARMY,1,0,114,64.6,0,1,16,100.0,100.0,96.9,0,1,0,18,18,30.5,0,1,4,100.0,100.0,87.5,1,0,4,4
Brady Small,171015,C,ARMY,1,0,114,72.0,0,1,15,100.0,100.0,96.7,0,1,0,17,17,76.1,0,0,4,100.0,100.0,100.0,0,0,4,4
Hoke Smith II,175268,G,NAVY,1,0,237,36.5,2,0,13,100.0,100.0,92.3,0,2,0,13,13,,0,0,0,,,,0,0,0,0
Javan Bouton,144294,T,NAVY,1,0,237,79.7,0,0,13,100.0,100.0,100.0,0,0,0,13,13,,0,0,0,,,,0,0,0,0
Connor McMahon,144330,T,NAVY,1,0,237,82.8,0,0,13,100.0,100.0,100.0,0,0,0,13,13,,0,0,0,,,,0,0,0,0
Brent Self,144344,C,NAVY,1,0,237,51.3,0,1,13,100.0,100.0,96.2,0,1,0,13,13,,0,0,0,,,,0,0,0,0
Ben Purvis,162577,G,NAVY,1,0,237,81.1,0,0,13,100.0,100.0,100.0,0,0,0,13,13,,0,0,0,,,,0,0,0,0
Jake Rendina,171009,FB,ARMY,1,0,114,44.8,1,0,6,100.0,100.0,91.7,0,1,0,8,8,18.4,1,0,3,100.0,100.0,83.3,1,0,3,3
Kanye Udoh,171024,HB,ARMY,1,0,114,23.7,2,0,6,60.0,60.0,83.3,0,2,0,6,10,0.0,1,0,1,100.0,100.0,50.0,1,0,1,1
Hayden Reed,163213,HB,ARMY,1,0,114,59.9,0,1,4,28.6,31.3,87.5,0,1,0,5,16,,0,0,0,0.0,0.0,,0,0,0,3
David Crossan,147360,TE,ARMY,1,0,114,72.0,0,0,2,22.2,30.0,100.0,0,0,0,3,10,,0,0,0,0.0,0.0,,0,0,0,2
Brandon Chatman,162541,HB,NAVY,1,0,237,71.1,0,0,3,23.1,23.1,100.0,0,0,0,3,13,,0,0,0,,,,0,0,0,0
Cody Howard,162556,TE,NAVY,1,0,237,73.8,0,0,3,30.0,30.0,100.0,0,0,0,3,10,,0,0,0,,,,0,0,0,0
Alex Tecza,162587,FB,NAVY,1,0,237,74.6,0,0,3,27.3,27.3,100.0,0,0,0,3,11,,0,0,0,,,,0,0,0,0
Parker Poloskey,171004,TE,ARMY,1,0,114,64.4,0,0,1,33.3,33.3,100.0,0,0,0,1,3,,0,0,0,,,,0,0,0,0
Liam Fortner,163189,WR,ARMY,1,0,114,66.5,0,0,0,0.0,33.3,,0,0,0,1,3,,0,0,0,,,,0,0,0,0
Will Jeffcoat,147322,G,ARMY,1,0,114,70.9,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Daba Fofana,144305,FB,NAVY,1,0,237,22.6,0,1,1,50.0,50.0,50.0,0,1,0,1,2,,0,0,0,,,,0,0,0,0
Eli Heidenreich,162554,FB,NAVY,1,0,237,72.2,0,0,1,7.7,7.7,100.0,1,0,0,1,13,,0,0,0,,,,0,0,0,0
